"Themeda"	"Cynodon"	"Sporobolus"	"Brachiaria"	"Sedges"	"Elyonorus"	"Hyparrhenia"	"Harpachne"	"Aristida"	"Solanum"	"Indigofera"	"Croton"	"Acacia"	"Sida"	"Grewia"	"Olea"	"Hibiscus"	"T._Gazelle"	"G._gazelle"	"Impala"	"Kongoni"	"Topi"	"Wilde-beest"	"Zebra"	"Giraffe"	"Buffalo"	"Elephant"
"Indigofera"	0.000820444154346932	0.000819688722475929	0.000820444154346932	0.000820444154346932	0.000820444154346932	0.000560600456588003	0.000540776700064621	0.000820444154346932	0.000820444154346932	0.000819898085812254	1.00081523791967	1.90012920642011e-06	1.90012920642011e-06	0.000817737434646117	0.000260213573011023	3.69875252093844e-07	0.000540022148996784	0.0334671158638787	0.0334688335076366	9.82061432304799e-05	0.000106618712524015	9.15943786771914e-05	0.0334671266431797	9.29897552799131e-05	2.21925151256306e-05	9.4696619736899e-05	0.000100726870831934
"Croton"	0.0005197912338115	0.000262092695588305	0.0005197912338115	0.0005197912338115	0.0005197912338115	2.81143793119125e-06	0.00026147927032405	0.0005197912338115	0.0005197912338115	0.00107771422273684	1.90012920642011e-06	1.00107388754698	0.00107388754697644	0.000517860274356601	0.00107547379917538	0.000558494003295067	0.00107666177157438	7.40349635129847e-05	9.92236288853548e-05	0.0335008099690154	6.23261615691945e-05	5.71014369727933e-05	6.23894992094085e-05	5.36951569965845e-05	0.033509640197704	9.05292866725307e-05	0.0335003507095627
"Acacia"	0.0005197912338115	0.000262092695588305	0.0005197912338115	0.0005197912338115	0.0005197912338115	2.81143793119125e-06	0.00026147927032405	0.0005197912338115	0.0005197912338115	0.00107771422273684	1.90012920642011e-06	0.00107388754697644	1.00107388754698	0.000517860274356601	0.00107547379917538	0.000558494003295067	0.00107666177157438	7.40349635129847e-05	9.92236288853548e-05	0.0335008099690154	6.23261615691945e-05	5.71014369727933e-05	6.23894992094085e-05	5.36951569965845e-05	0.033509640197704	9.05292866725307e-05	0.0335003507095627
"Sida"	0.000822191767988518	0.000693078050691546	0.000822191767988518	0.000822191767988518	0.000822191767988518	0.000433934627264215	0.000553215449751614	0.000822191767988518	0.000822191767988518	0.000822012371482717	0.000408868717323058	0.000258930137178301	0.000258930137178301	1.00081955215905	0.000388953994094967	6.96853370663891e-07	0.000529686995697671	0.0167828102071487	0.0167898136723389	0.0167847832486064	0.0167695173706768	8.76249876464863e-05	0.0167831463279209	8.91915013593434e-05	4.18112022398335e-05	9.58588457773537e-05	0.0167855436463864
"Grewia"	0.000650868915337123	0.000495900236803343	0.000650868915337123	0.000650868915337123	0.000650868915337123	3.47345755289529e-06	0.000495176528938679	0.000650868915337123	0.000650868915337123	0.000985514637515249	0.000156128143806614	0.000645284279505226	0.000645284279505226	0.000466744792913961	1.00098274911251	0.000335353654725769	0.000984187485210407	8.76528183320443e-05	0.0201143122818446	0.0201459282093914	7.54626760679419e-05	7.07932547642758e-05	8.06669475281624e-05	6.76835961860426e-05	0.0201212192835461	0.0201013289305025	0.020145053011938
"Olea"	5.31293573849091e-06	3.86438827075042e-06	5.31293573849091e-06	5.31293573849091e-06	5.31293573849091e-06	1.12959064236592e-06	3.50494503522728e-06	5.31293573849091e-06	5.31293573849091e-06	0.00167765348805429	1.10962575628153e-06	0.0016754820098852	0.0016754820098852	4.18112022398335e-06	0.00167676827362885	1.00167258492853	0.00167737210666429	4.31348182227539e-05	7.66976625258439e-05	0.000188311170806264	1.91854426742722e-05	2.44376216921242e-05	1.92224301994816e-05	1.91157573372058e-05	0.100355095711963	7.65909896635681e-05	0.000188309405016288
"Hibiscus"	0.000729263873120886	0.00061836526976155	0.000729263873120886	0.000729263873120886	0.000729263873120886	0.000265897398922637	0.000498480274449711	0.000729263873120886	0.000729263873120886	0.000825205375199713	0.000231438063855765	0.000461426473531877	0.000461426473531877	0.000454017424883718	0.000702991060864576	0.000239624586666327	1.00096655446062	0.0143856378197954	0.0144015008398121	0.0144168184367136	8.55221578644429e-05	0.01436830845875	9.32367599929685e-05	7.79552007830476e-05	0.0143774751999796	0.0143862192806021	0.0144174268558078
"T._Gazelle"	0.00841825079192995	0.00841119452721443	0.00841825079192995	0.00841825079192995	0.00841825079192995	0.00838532335247683	6.4841527451535e-05	0.00841825079192995	0.00841825079192995	0.00841229666270716	0.00836677896596967	1.85087408782462e-05	1.85087408782462e-05	0.00839140510357434	3.65220076383518e-05	3.59456818522949e-06	0.0083916220615473	1.00146616278011	0.00130011306074912	0.000917314413018505	0.00106831614028194	0.000954869740801697	0.00134720877248093	0.000928459388555704	0.00021567409111377	0.000881363676823895	0.00102152803707366
"G._gazelle"	0.00777546082791067	0.00776690905729229	0.00777546082791067	0.00777546082791067	0.00777546082791067	4.50866935493549e-05	0.00775701378851328	0.00777546082791067	0.00777546082791067	0.00777298117399832	0.00772357696330076	2.28977605120049e-05	2.28977605120049e-05	0.00774914477184872	0.00773627395455561	5.89982019429568e-06	0.00775465429836034	0.00120010436376842	1.00146474259168	0.00111173018038955	0.000942685505327248	0.000837947410665094	0.00120013807077061	0.000813533092463102	0.000353989211657741	0.00107813761337409	0.00109800206091266
"Impala"	0.00777032830440581	6.55163592483173e-05	0.00777032830440581	0.00777032830440581	0.00777032830440581	3.63798523942367e-05	0.00775161331282933	0.00777032830440581	0.00777032830440581	0.00777740173533423	2.26629561301108e-05	0.00773095614669586	0.00773095614669586	0.00774682303781832	0.00774843392668898	1.44854746774049e-05	0.0077629022351535	0.000846751765863235	0.00111173018038955	1.00162555287047	0.000845835063673314	0.000741204374898631	0.000846590495544319	0.000716721346376342	0.000869128480644294	0.000981861031221572	0.00151563449192452
"Kongoni"	0.00917757379194303	0.00916988438227328	0.00917757379194303	0.00917757379194303	0.00917757379194303	0.00914501670670072	0.00916029732378902	0.00917757379194303	0.00917757379194303	0.00916890791303313	2.90778306883678e-05	1.69980440643258e-05	1.69980440643258e-05	0.0091470094749146	3.4301216394519e-05	1.74413115220656e-06	5.44231913682819e-05	0.00116543578939848	0.0011140828699322	0.000999623257068462	1.00129455044455	0.00104100100621088	0.00129551970557592	0.00114210028663773	0.000104647869132394	0.000960663450994012	0.000983385421507034
"Topi"	0.0100867745596759	0.0100793625159269	0.0100867745596759	0.0100867745596759	0.0100867745596759	0.010053821694463	0.0100699512370943	0.0100867745596759	0.0100867745596759	7.63477255103082e-05	2.74783136031574e-05	1.7130431091838e-05	1.7130431091838e-05	5.25749925878918e-05	3.53966273821379e-05	2.44376216921242e-06	0.010057815921125	0.00114584368896204	0.00108933163386462	0.00096356568736822	0.00114510110683197	1.00128705963348	0.00114601705061874	0.0011442248569555	0.000146625730152745	0.00108753944020138	0.000945701272573103
"Wilde-beest"	0.00841961301056734	0.00841255808977114	0.00841961301056734	0.00841961301056734	0.00841961301056734	0.0083876036516139	0.00840144568597381	0.00841961301056734	0.00841961301056734	0.00841166473766214	0.00836678166079491	1.55973748023521e-05	1.55973748023521e-05	0.00839157316396044	3.36112281367343e-05	1.60186918329013e-06	5.43881099958983e-05	0.00134720877248093	0.00130014957666816	0.000917139703506345	0.00118755973011126	0.00095501420884895	1.00146645245214	0.00104770017737859	9.6112150997408e-05	0.000881397301908986	0.000902276026971715
"Zebra"	0.0100871092534575	0.0100799420399937	0.0100871092534575	0.0100871092534575	0.0100871092534575	0.0100551790310982	0.0100707949016704	0.0100871092534575	0.0100871092534575	0.0100775785806216	2.78969265839739e-05	1.61085470989753e-05	1.61085470989753e-05	5.3514900815606e-05	3.38417980930213e-05	1.91157573372058e-06	5.45686405481333e-05	0.00111415126626684	0.00105759302020203	0.000931737750289245	0.00125631031530151	0.0011442248569555	0.00125724021285431	1.00125541840029	0.000114694544023235	0.00105577120763564	0.000913868527193874
"Giraffe"	5.31293573849091e-05	3.86438827075042e-05	5.31293573849091e-05	5.31293573849091e-05	5.31293573849091e-05	1.12959064236592e-05	3.50494503522728e-05	5.31293573849091e-05	5.31293573849091e-05	0.0167765348805429	1.10962575628153e-05	0.016754820098852	0.016754820098852	4.18112022398335e-05	0.0167676827362885	0.0167258492853272	0.0167737210666429	0.000431348182227539	0.000766976625258439	0.00188311170806264	0.000191854426742722	0.000244376216921242	0.000192224301994816	0.000191157573372058	1.00355095711963	0.000765909896635681	0.00188309405016288
"Buffalo"	0.00917424792460047	0.00916532191522573	0.00917424792460047	0.00917424792460047	0.00917424792460047	4.4243046159672e-05	0.00915743454869917	0.00917424792460047	0.00917424792460047	0.00917132401965896	2.58263508373361e-05	2.46898054561447e-05	2.46898054561447e-05	5.22866431512839e-05	0.00913696769568294	6.96281724214255e-06	0.00915486681492863	0.00096148764744425	0.00127416263398756	0.0011603812187164	0.000960663450994012	0.000988672218364895	0.000961524329355258	0.000959792006941491	0.000417769034528553	1.00127243031157	0.00114412724910388
"Elephant"	0.00777027935255427	0.00775862062569331	0.00777027935255427	0.00777027935255427	0.00777027935255427	3.66673791178415e-05	5.77153465398983e-05	0.00777027935255427	0.00777027935255427	0.00777749006622804	2.32446624996772e-05	0.00773085016374525	0.00773085016374525	0.00774717399063988	0.00774809731228384	1.44853388474067e-05	0.00776322984543497	0.000942948957298766	0.00109800206091266	0.00151563449192452	0.000832095356659799	0.000727462517363925	0.000832870178743122	0.000702975790149134	0.000869120330844404	0.000968107672318667	1.00161179274479
