"Themeda"	"Cynodon"	"Sporobolus"	"Brachiaria"	"Sedges"	"Elyonorus"	"Hyparrhenia"	"Harpachne"	"Aristida"	"Solanum"	"Indigofera"	"Croton"	"Acacia"	"Sida"	"Grewia"	"Olea"	"Hibiscus"	"T._Gazelle"	"G._gazelle"	"Impala"	"Kongoni"	"Topi"	"Wilde-beest"	"Zebra"	"Giraffe"	"Buffalo"	"Elephant"
"Themeda"	1.00087421819797	0.000787881216807101	0.000874218197967166	0.000874218197967166	0.000874218197967166	0.000513214682306374	0.00069434564080623	0.000874218197967166	0.000874218197967166	0.000762733251275044	0.000273481384782311	0.000173263744603833	0.000173263744603833	0.000548127845325679	0.000361593841853957	5.90326193165656e-07	0.000567205234649578	0.0112243343892399	0.011231221195871	0.0112238075508084	0.011217034634597	0.0112075272885288	0.0112261506807565	0.0112078991705083	3.54195715899394e-05	0.0112129696856228	0.0112237368425784
"Cynodon"	0.000886366368907989	1.00088554741442	0.000886366368907989	0.000886366368907989	0.000886366368907989	0.000576911769439743	0.000684243679496642	0.000886366368907989	0.000886366368907989	0.000760857385992746	0.000307383270928473	9.82847608456142e-05	9.82847608456142e-05	0.00051980853801866	0.00030993764800209	4.83048533843802e-07	0.000541069611041356	0.0126167917908216	0.0126212272181	0.000106464083778516	0.0126085910256258	0.0125992031449087	0.0126188371346567	0.0125999275499921	2.89829120306281e-05	0.0126023176334354	0.0126077585167516
"Sporobolus"	0.000874218197967166	0.000787881216807101	1.00087421819797	0.000874218197967166	0.000874218197967166	0.000513214682306374	0.00069434564080623	0.000874218197967166	0.000874218197967166	0.000762733251275044	0.000273481384782311	0.000173263744603833	0.000173263744603833	0.000548127845325679	0.000361593841853957	5.90326193165656e-07	0.000567205234649578	0.0112243343892399	0.011231221195871	0.0112238075508084	0.011217034634597	0.0112075272885288	0.0112261506807565	0.0112078991705083	3.54195715899394e-05	0.0112129696856228	0.0112237368425784
"Brachiaria"	0.000874218197967166	0.000787881216807101	0.000874218197967166	1.00087421819797	0.000874218197967166	0.000513214682306374	0.00069434564080623	0.000874218197967166	0.000874218197967166	0.000762733251275044	0.000273481384782311	0.000173263744603833	0.000173263744603833	0.000548127845325679	0.000361593841853957	5.90326193165656e-07	0.000567205234649578	0.0112243343892399	0.011231221195871	0.0112238075508084	0.011217034634597	0.0112075272885288	0.0112261506807565	0.0112078991705083	3.54195715899394e-05	0.0112129696856228	0.0112237368425784
"Sedges"	0.000874218197967166	0.000787881216807101	0.000874218197967166	0.000874218197967166	1.00087421819797	0.000513214682306374	0.00069434564080623	0.000874218197967166	0.000874218197967166	0.000762733251275044	0.000273481384782311	0.000173263744603833	0.000173263744603833	0.000548127845325679	0.000361593841853957	5.90326193165656e-07	0.000567205234649578	0.0112243343892399	0.011231221195871	0.0112238075508084	0.011217034634597	0.0112075272885288	0.0112261506807565	0.0112078991705083	3.54195715899394e-05	0.0112129696856228	0.0112237368425784
"Elyonorus"	0.000923786428151474	0.000923058831103589	0.000923786428151474	0.000923786428151474	0.000923786428151474	1.00092053888873	0.000755346613519581	0.000923786428151474	0.000923786428151474	0.000722935912390687	0.000336360273952802	1.68686275871475e-06	1.68686275871475e-06	0.000520721552717058	3.47345755289529e-06	2.25918128473184e-07	0.000372256358491692	0.0201247760459444	0.000117225403228323	9.45876162250155e-05	0.0201190367547416	0.020107643388926	0.0201302487638734	0.0201103580621963	1.3555087708391e-05	9.73347015512784e-05	9.53351857063878e-05
"Hyparrhenia"	0.00089273010960801	0.000781992776567591	0.00089273010960801	0.00089273010960801	0.00089273010960801	0.000539533295371129	1.00089097929712	0.00089273010960801	0.00089273010960801	0.00074937436979741	0.000231761442884837	0.000112062544424593	0.000112062544424593	0.00047418467121567	0.000353697520670485	5.00706433603897e-07	0.000498480274449711	0.000111156904202631	0.0144058827500961	0.0143958532952545	0.0143947529373827	0.0143856446244204	0.0144024783188123	0.0143868498595291	3.00423860162339e-05	0.014390254290813	0.000107185643574097
"Harpachne"	0.000874218197967166	0.000787881216807101	0.000874218197967166	0.000874218197967166	0.000874218197967166	0.000513214682306374	0.00069434564080623	1.00087421819797	0.000874218197967166	0.000762733251275044	0.000273481384782311	0.000173263744603833	0.000173263744603833	0.000548127845325679	0.000361593841853957	5.90326193165656e-07	0.000567205234649578	0.0112243343892399	0.011231221195871	0.0112238075508084	0.011217034634597	0.0112075272885288	0.0112261506807565	0.0112078991705083	3.54195715899394e-05	0.0112129696856228	0.0112237368425784
"Aristida"	0.000874218197967166	0.000787881216807101	0.000874218197967166	0.000874218197967166	0.000874218197967166	0.000513214682306374	0.00069434564080623	0.000874218197967166	1.00087421819797	0.000762733251275044	0.000273481384782311	0.000173263744603833	0.000173263744603833	0.000548127845325679	0.000361593841853957	5.90326193165656e-07	0.000567205234649578	0.0112243343892399	0.011231221195871	0.0112238075508084	0.011217034634597	0.0112075272885288	0.0112261506807565	0.0112078991705083	3.54195715899394e-05	0.0112129696856228	0.0112237368425784
"Solanum"	0.000762733251275044	0.000676317676437997	0.000762733251275044	0.000762733251275044	0.000762733251275044	0.000401631062439271	0.000582846732064652	0.000762733251275044	0.000762733251275044	1.00094829088633	0.000273299361937418	0.000359238074245613	0.000359238074245613	0.000548008247655145	0.000547508131952916	0.000186405943117143	0.00064182640293311	0.0112163955502762	0.0112276394735531	0.0112340247288161	0.0112064430048183	8.48308061225646e-05	0.0112155529835495	0.011197309534024	0.0111843565870286	0.0112093960240276	0.0112341523178849
