"Ludwigia_nervosa"	"Hyptis_dilatata"	"Besmoscelis_villosa"	"Cuphea_o'donellii"	"Hyptis_conferta"	"Pterolepis_glomerata"	"Aeschynomene_pratensis"	"Sauvagesia_rubiginosa"	"Synqonanthus_caulescens"	"Tyttnera_scabra"	"Xyris_savanensis"	"Caperonia_pallustris"	"Croton_hirtus"	"Desmodium_barbatum"	"Ludwigia_decurrens"	"Melochia_villosa"	"Mimosa_camporum"	"Rhynchanthera_serrulata"	"Saggitaria_quyanensis"	"Shultesia_brachyptera"	"Clidemia_capitellata"	"Diodia_multiflora"	"Heliconia_psittacorum"	"Miconia_stephananthera"	"Sinningia_sp1_M_PL_030"	"Xyris_laxifolia"	"Montricharida_arborescens"	"Thalia_geniculata"	"Apis_mellifera"	"Augochlorensis_callichroa"	"Toxomerus_floralis"	"Auhochloropsis_vesta"	"Palpada_pusio"	"Polybia_occidentalis"	"Urbanus_dorantes_dorantes"	"Dialictus_sp1_M_PL_030"	"Melipona_favosa"	"Pereirapis_sp1_M_PL_030"	"Polistes_subsericeus"	"Pyrgus_oileus_orcus"	"Toxomerus_marginatus"	"Amazilia_fibriata"	"Amazilia_tovasi"	"Athidium_sp1_M_PL_030"	"Campsomeris_dorsata"	"Cerceris_sp1_M_PL_030"	"Euglossa_cordata"	"Eumenes_sp1_M_PL_030"	"Eurema_nise"	"Helicobia_morionella"	"Heliopetes_arsalte"	"Ornidia_obesa"	"Oxyssarcodexia_peltata"	"Polybia_ignobilis"	"Sphex_melanopus"	"Anthidiellum_sp1_M_PL_030"	"Augochlora_sp1_M_PL_030"	"Augochlora_sp2_M_PL_030"	"Augochloropsis_sp1_M_PL_030"	"Ceratina_sp1_M_PL_030"	"Chrysagria_duodecimpuntata"	"Cogia_calchas"	"Cyclocephala_gravis"	"Dialictus_sp2_M_PL_030"	"Euhibus_sp1_M_PL_030"	"Eulaema_nigrita"	"Exomalopsis_sp1_M_PL_030"	"Extemnius_sp1_M_PL_030"	"Junonia_evarete"	"Megachile_sp1_M_PL_030"	"Omicrom_ruficolle"	"Pachodunerus_brevithorax"	"Parancistrocerus_sp1_M_PL_030"	"Pepsis_sp1_M_PL_030"	"Phaenica_sp1_M_PL_030"	"Pompeius_amblyspoila"	"Sarcophagula_occidua"	"Tabanus_sp1_M_PL_030"	"Trigona_angustula"	"Urbanus_simplicius"	"Xylocopa_fibriata"
"Ludwigia_nervosa"	1.00530600849761	0.00061867243694981	0.000171014227612654	0.000474961252989657	0.000290706087665146	0.000301924529259741	0.000158632294223077	0.000211805443010336	8.00358292459596e-05	0.000631285610541924	0.000484863008183676	0.000158431980941692	0.000315569848569468	7.9594326270216e-07	7.99306750670984e-07	0.000248791267378596	0.000236971408676869	8.51703482355487e-07	7.33744453773167e-07	7.98783287158908e-05	0	0.000236884837486755	0	3.9815326857347e-07	0	9.09943607340264e-05	0	0	0.00632835528271339	0.00632320234067886	3.97739234597078e-05	1.58465000892241e-05	1.95843465647698e-05	0.00630030847345291	0.00631121585811349	0.0062944961797705	1.07776741988517e-05	2.0519974379638e-06	0.00629516339923284	1.93978813279174e-05	2.18472744070986e-05	0	0	0.00629528412831463	7.94255232525101e-06	1.2000846122801e-05	8.8887277120724e-06	6.62841831277327e-06	0.00629107857399321	0.00629894469337359	1.35881783212116e-05	0.00629368154806236	0.00629894469337359	8.84933532669446e-06	0.00628934927747954	2.6531442090072e-08	2.85023712687757e-06	0.00628316255311004	0	5.81412175330292e-06	2.66435583556995e-08	7.91602088316094e-06	0	2.44581484591056e-08	2.00089573114899e-06	0	3.96580735557692e-06	6.1867243694981e-06	7.91602088316094e-06	3.96580735557692e-06	5.81412175330292e-06	6.03849058519482e-06	6.1867243694981e-06	6.18672436949811e-06	0	2.83901160785162e-08	5.28106603138974e-06	0.00628316255311004	0.00628316255311004	1.99076634286735e-08	0.00628316255311004
"Hyptis_dilatata"	0.000989875899119697	1.00559489803817	0.00039836648127051	0.000338085580965642	0.000843611101736631	0.000145556464437483	1.00481068189845e-06	0.00033723750372197	9.54850570968586e-07	1.04182326601237e-06	0.000145547980689193	3.69672846203252e-07	0.000252929244385808	4.95979662247838e-07	9.96159375444757e-08	0.000145186872709835	1.28957635824253e-06	0.000253335279798209	3.24880062080365e-07	0.000505111074931542	0	1.04650060365363e-06	0	2.1282590934529e-07	0	0.000144428043178856	0	0	5.02933052800854e-05	0.0100873859394943	1.93517854505491e-05	8.47047119194255e-06	0.0100794639058757	6.26715294336043e-06	1.67133715061026e-05	1.7528791251297e-05	1.51269365597236e-05	3.8021130928376e-08	0.0100790079267859	0.0100700146776575	2.94049540165145e-06	0	0	9.82542388672793e-06	5.65129233816896e-06	0.0100728212024164	9.55057064325816e-06	1.68621560980989e-05	1.18214840522588e-05	6.21276995114842e-06	1.32705000167104e-05	1.46176991823584e-05	6.21276995114842e-06	0.0100727860162127	0.0100621357047512	1.65326554082613e-08	6.6394413545085e-06	6.18672436949811e-06	0	1.68722220347326e-05	3.32053125148252e-09	5.6347596827607e-06	0	1.08293354026788e-08	2.38712642742147e-08	0	2.51202670474611e-08	0.0100559489803817	5.6347596827607e-06	2.51202670474611e-08	1.68722220347326e-05	2.91112928874965e-06	0.0100559489803817	0.0100559489803817	0	8.44450932660698e-06	1.23224282067751e-08	6.1867243694981e-06	6.1867243694981e-06	1.06412954672645e-08	6.18672436949811e-06
"Besmoscelis_villosa"	0.000456037940300412	0.00066394413545085	1.00394018373432	9.06568374496477e-07	0.000211838974292411	0.00108132684151881	1.07323619191844e-06	1.92283169431237e-06	0.000211173978711165	1.48995038248623e-06	0.000451100133017633	1.0707166208837e-06	0.000420840182031845	3.54860535562092e-07	9.03857016762572e-07	0.000240864772266889	0.000770397409919117	0.000982611645623514	6.57978270974608e-07	0.000211026995686235	0	0.000210525770275711	0	3.54101265566701e-07	0	0.000240403487240701	0	0	0.0167992207003453	0.0167947791143135	2.86842793162075e-05	1.40932303695547e-05	0.0167857575645151	2.85926722496756e-05	2.1420460855801e-05	2.45248447496117e-05	0.0167907700307568	5.33141064403704e-06	1.37264579672343e-05	6.70262161977458e-06	2.16939141571639e-05	0	0	1.41277404523184e-05	2.6938157427011e-08	1.08762208403567e-05	0.0167539629324024	7.06106409433913e-06	2.86534659978585e-06	2.88748588643973e-06	8.07689653458743e-06	1.68782431946058e-05	2.88748588643973e-06	1.36736745440497e-05	9.48967848138607e-06	1.18286845187364e-08	0.016732336395572	2.85023712687757e-06	0	4.23677948584822e-06	3.01285672254191e-08	1.51094729082746e-08	0	2.19326090324869e-08	5.27934946777913e-06	0	2.6830904797961e-08	6.6394413545085e-06	1.51094729082746e-08	2.6830904797961e-08	4.23677948584822e-06	2.16265368303763e-05	6.6394413545085e-06	6.6394413545085e-06	0	3.27537215207838e-05	3.56905540294567e-08	2.85023712687757e-06	2.85023712687757e-06	1.77050632783351e-08	2.85023712687757e-06
"Cuphea_o'donellii"	0.00126656334130575	0.000563475968276069	9.06568374496476e-07	1.00601165788931	1.1031061510379e-06	1.13472163372741e-06	2.01592129547956e-07	0.000561926236601427	6.01752878300329e-07	1.03185656235813e-06	1.39307000263264e-06	9.0767978590732e-07	1.24568342466333e-06	0.00084326477340449	2.39514643984884e-09	0.000422048764513552	5.63967912429794e-07	1.44176007451245e-07	2.37616002934425e-07	6.47573097805923e-07	0	0.000420610319392138	0	7.08946026511582e-07	0	6.32103074458032e-07	0	0	2.90739637210614e-05	2.77233085257449e-05	1.4163348588272e-05	2.82160518551609e-05	5.69619780340612e-06	7.97011560967754e-06	0.016809875793825	2.19868712308712e-05	3.87142702376426e-08	2.30441936033174e-08	1.35728426889424e-05	0.0167865438804196	4.85706849481629e-08	0	0	7.95084763322675e-06	0.0167949697906019	5.65682180578146e-06	3.78039055828227e-08	2.6625573165563e-08	0.0167747769857049	7.94181729721989e-06	2.81164480654874e-05	7.95754366398306e-06	7.94181729721989e-06	5.65634545268756e-06	1.35507805659216e-05	2.81088257801497e-05	1.51094729082746e-08	7.91602088316094e-06	0	2.20621230207581e-08	7.9838214661628e-11	0.0167668609648218	0	7.9205334311475e-09	1.50438219575082e-08	0	5.03980323869891e-09	5.6347596827607e-06	0.0167668609648218	5.03980323869891e-09	2.20621230207581e-08	2.26944326745481e-08	5.6347596827607e-06	5.6347596827607e-06	0	4.80586691504152e-09	3.02559928635773e-08	7.91602088316094e-06	7.91602088316094e-06	3.54473013255791e-08	7.91602088316094e-06
"Hyptis_conferta"	0.000930259480528468	0.00168722220347326	0.000254206769150894	1.32372738124549e-06	1.00595414818457	8.87527136000145e-07	7.84870096150183e-07	9.74598162812149e-07	0.000253198877105564	7.97547815662491e-07	0.000253437997340647	3.59095402732815e-07	8.22270685898256e-07	2.10107469221948e-09	2.13916884738848e-07	9.41555369740672e-07	0.000252921745293249	9.55704403346761e-07	4.25776868749513e-07	0.000253832221895956	0	0.000252603966484768	0	9.92425294191439e-10	0	6.88971456027255e-07	0	0	0.0201713217840223	3.33426575019127e-05	1.27588666457102e-05	3.94985267088192e-08	2.1168267356889e-05	1.42764381955727e-05	1.84977673795534e-05	5.85623725009323e-06	1.26993611424014e-05	6.35129505275537e-06	0.0201417693074795	1.69186491118237e-05	4.48198009361935e-08	0	0	1.21500716868191e-05	2.21321588438321e-08	0.0201359551857262	4.25453002856823e-06	8.48069581560228e-06	5.83618387632369e-06	5.83406044869449e-06	5.57501330616595e-08	5.84153077616621e-06	5.83406044869449e-06	2.53332960979311e-05	2.26863437880355e-05	7.00358230739828e-11	4.23677948584823e-06	5.81412175330293e-06	0	0.0201190829636915	7.13056282462827e-09	2.20621230207581e-08	0	1.41925622916504e-08	6.32997192763909e-06	0	1.96217524037546e-08	1.68722220347326e-05	2.20621230207581e-08	1.96217524037546e-08	0.0201190829636915	1.77505427200029e-08	1.68722220347326e-05	1.68722220347326e-05	0	3.18568134448921e-08	1.19698467577605e-08	5.81412175330293e-06	5.81412175330293e-06	4.96212647095719e-11	5.81412175330293e-06
"Pterolepis_glomerata"	0.000966158493631171	0.000291112928874965	0.00129759220982258	1.36166596047289e-06	8.87527136000145e-07	1.00464454025896	1.54223452547599e-07	0.000673433919890473	2.12142571796544e-06	0.000674288367274724	0.000289953782728852	1.53691963042008e-07	9.19682400094751e-07	2.04224061097852e-09	0.000674073424147441	0.000289644375934623	1.31474136090831e-06	1.34364489891382e-06	1.68311183780269e-06	5.86324346903357e-07	0	8.32561329047409e-07	0	9.01816858488669e-10	0	0.000288850795282521	0	0	3.5089655092841e-05	0.0201548131587471	5.54935808823532e-05	3.5892310967849e-08	2.46131103624262e-05	6.09129394897352e-06	1.57576256154758e-05	0.0201157651437617	2.17151497057037e-05	2.25782535091239e-05	8.96737041666447e-06	1.9769671718686e-05	0.0201322171284994	0	0	1.32873351534161e-05	2.27625073615807e-08	2.92887983146966e-06	0.0201145173420096	2.33997312104685e-08	6.06118501786937e-06	2.28956997670629e-05	2.64906605284159e-05	6.06914666519799e-06	2.28956997670629e-05	2.93067343364643e-06	8.94961987394447e-06	6.80746870326175e-11	2.16265368303763e-05	6.03849058519482e-06	0	1.77505427200029e-08	2.2469114138248e-05	2.26944326745481e-08	0	5.61037279267564e-08	5.30356429491361e-08	0	3.85558631368998e-09	2.91112928874965e-06	2.26944326745481e-08	3.85558631368998e-09	1.77505427200029e-08	0.0200928908051792	2.91112928874965e-06	2.91112928874965e-06	0	4.47881632971275e-08	5.12306543473358e-09	6.03849058519482e-06	6.03849058519482e-06	4.50908429244334e-11	6.03849058519482e-06
"Aeschynomene_pratensis"	0.000634529176892307	2.51202670474611e-06	1.60985428787766e-06	3.02388194321935e-07	9.81087620187729e-07	1.92779315684499e-07	1.00692587501386	1.35069589228648e-07	8.45144880711197e-07	3.99124214226096e-07	1.09995208718915e-06	0.000633121833579541	7.31327598434936e-07	5.32232622314421e-07	1.17392874743099e-09	1.58977085351765e-07	0.000632027283640104	7.08795987544698e-07	1.79681833706294e-09	0.00126371221502031	0	9.41822127100539e-07	0	5.31979365870265e-07	0	5.90455897345035e-08	0	0	6.7299295165345e-05	4.05736443158088e-06	6.49944427151712e-08	2.11727787616365e-05	9.99552913780766e-08	0.0252192843199428	4.02323750134903e-06	3.97303968162132e-06	2.11180335590529e-05	2.12276469205964e-08	4.01054937502813e-06	3.35368100168763e-08	1.38728226275901e-08	0	0	3.99330615775664e-06	2.27808906491796e-08	4.47420194512157e-08	3.0686491111651e-08	0.0252152706158472	3.97084715881562e-06	3.97578546093257e-06	8.67597590910838e-09	3.99018494219142e-06	3.97578546093257e-06	4.21488607677245e-05	3.99092762262438e-06	1.77410874104807e-08	2.6830904797961e-08	3.96580735557692e-06	0	1.96217524037546e-08	3.91309582476995e-11	5.03980323869891e-09	0	5.98939445687647e-11	2.11286220177799e-08	0	0.0251731468753465	2.51202670474611e-08	5.03980323869891e-09	0.0251731468753465	1.96217524037546e-08	3.85558631368999e-09	2.51202670474611e-08	2.51202670474612e-08	0	2.36265329181566e-08	2.1104061119318e-05	3.96580735557692e-06	3.96580735557692e-06	2.65989682935132e-08	3.96580735557692e-06
"Sauvagesia_rubiginosa"	0.000847221772041344	0.000843093759304925	2.88424754146856e-06	0.000842889354902141	1.21824770351519e-06	0.000841792399863091	1.35069589228648e-07	1.00334919484554	0.000421380865093388	0.000421672060635412	0.000421786161692041	1.3451498351069e-07	4.79211765872518e-07	7.07045048616678e-07	1.74163681739855e-06	0.00125930874938085	4.67587699427142e-07	2.15634525513795e-07	0.000421399817357247	7.56499011275799e-07	0	1.8676023918304e-06	0	1.10756544905651e-09	0	0.000420661910554897	0	0	2.65809305012705e-05	0.000104164700340668	0.0251504306044304	4.4081104872449e-08	8.50216992845328e-06	5.31858290442038e-06	6.14136304225806e-05	0.0251058608552111	7.08448665225072e-08	2.46392367664896e-05	1.3750438622378e-05	0.0251062089646466	2.74357040737271e-05	0	0	1.58397901175594e-05	1.40717240833229e-05	8.45530254711957e-06	1.68839187896196e-05	2.85933734399095e-08	1.93432919902941e-05	1.58369375911437e-05	0.0251257068294512	5.3111098007875e-06	1.58369375911437e-05	8.45615422675845e-06	1.37260736683077e-05	2.35681682872226e-08	4.80707923578093e-08	5.29513607525841e-06	0	2.43649540703037e-08	5.80545605799516e-08	1.40481559150357e-05	0	1.40466605785749e-05	1.05345216273347e-05	0	3.3767397307162e-09	8.43093759304926e-06	1.40481559150357e-05	3.3767397307162e-09	2.43649540703037e-08	1.68358479972618e-05	8.43093759304926e-06	8.43093759304927e-06	0	7.1878175171265e-09	4.48383278368966e-09	5.29513607525841e-06	5.29513607525841e-06	5.53782724528254e-11	5.29513607525841e-06
"Synqonanthus_caulescens"	0.000320143316983838	2.38712642742147e-06	0.000316760968066748	9.02629317450493e-07	0.000316498596381954	2.6517821474568e-06	8.45144880711197e-07	0.000421380865093389	1.00408400303776	0.000422626813860462	0.000736405727801825	3.15221305223682e-07	2.34222642130537e-07	1.21774176112107e-09	0.000843178694185202	1.64451054205516e-06	0.000315477374801969	6.62782454384967e-07	0.0012633678377523	0.000315690971772953	0	0.000315082040003679	0	4.61770808482466e-10	0	0.000420748757316119	0	0	0.0251709134831516	4.68595501850716e-05	0.0252047601102371	1.83784781776021e-08	5.3331209019372e-06	1.25484442234065e-05	1.7824858571359e-05	1.25884530014328e-05	1.58173547096576e-05	0.0251723182936753	8.35473892306229e-06	1.05734367135664e-05	3.87246624623008e-05	0	0	2.04110389261946e-05	1.50844133495456e-08	6.35384319191331e-06	5.33238511072827e-06	1.05441610144495e-05	2.0159395531065e-06	1.25665660776605e-05	1.05893386454032e-05	2.00870315255334e-06	1.25665660776605e-05	1.0546903656706e-05	2.0247669954232e-06	4.0591392037369e-11	5.27934946777913e-06	2.00089573114899e-06	0	6.32997192763909e-06	2.81059564728401e-05	1.50438219575082e-08	0	4.211226125841e-05	0.025102100075944	0	2.11286220177799e-08	2.38712642742147e-08	1.50438219575082e-08	2.11286220177799e-08	6.32997192763908e-06	5.3035642949136e-08	2.38712642742147e-08	2.38712642742147e-08	0	2.20927484794989e-08	1.05073768407894e-08	2.00089573114899e-06	2.00089573114899e-06	2.30885404241233e-11	2.00089573114899e-06
"Tyttnera_scabra"	0.0025251424421677	2.60455816503094e-06	2.23492557372934e-06	1.54778484353719e-06	9.96934769578114e-07	0.000842860459093404	3.99124214226096e-07	0.000421672060635412	0.000422626813860461	1.00376832007363	0.000422048093226469	3.98175983131975e-07	7.93673651766607e-07	2.29768361318905e-09	0.000842537924055339	1.84696527393367e-06	8.61099384986966e-07	4.46572475616538e-09	0.000422515588455367	4.66399514693987e-07	0	8.60857291577635e-07	0	1.0013813991713e-09	0	0.000420268382431464	0	0	3.70434932235767e-05	6.43288307479947e-05	0.0251609639481039	3.98549796870176e-08	8.98989870965574e-08	1.58340942145077e-05	1.59125450513171e-05	4.31811509613015e-05	6.61009298869267e-08	5.27341207635351e-05	1.582812454059e-05	1.05936435115945e-05	0.0251391498084911	0	0	2.63333425942098e-05	2.58730035127262e-08	4.59842770418716e-08	1.68944579414303e-05	2.5524755845452e-08	1.58079366776071e-05	0.0251099901421043	1.06033670250164e-05	1.58085960519403e-05	0.0251099901421043	4.15922321401089e-08	1.58081858451984e-05	7.65894537729682e-11	3.72487595621556e-08	1.57821402635481e-05	0	1.99386953915623e-08	2.80845974685113e-05	2.57964140589532e-08	0	1.40838529485122e-05	1.05656703465115e-05	0	9.97810535565241e-09	2.60455816503094e-08	2.57964140589532e-08	9.97810535565241e-09	1.99386953915623e-08	1.68572091818681e-05	2.60455816503094e-08	2.60455816503094e-08	0	1.48857491872179e-10	1.32725327710658e-08	1.57821402635481e-05	1.57821402635481e-05	5.00690699585648e-11	1.57821402635481e-05
