"Stillingia_lineata"	"Aphloia_theiformis"	"Croton_grangeroides"	"Phyllanthus_phillyreifolius"	"Psiadia_terebinthina"	"Syzygium_petrinese"	"Badula_insularis"	"Calophyllum_eputamen"	"Diospyros_revaughanii"	"Molinaea_macrantha"	"Rubus_alcefolius"	"Psidium_cattleianum"	"Embelia_angustifolia"	"Tabernaemontana_persicarifolia"	"Apis_mellifera"	"Technomyrmex_albipes"	"Musca_domestica"	"Brachymyrmex_sp1_M_PL_083"	"Chaetocnema_sp1_M_PL_083"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Orthellia_albigena"	"Eristalinus_flaveolus"	"Ophyra_capensis"	"Paragus_borbonicus"	"Pheidole_megacephala"	"Nacoleia_sp1_M_PL_083"	"Ornidia_obesa"	"Polistes_hebraeus"	"Stomorhina_lunata"	"Fannia_pusio"	"Macroglossum_milvus"	"Musca_confiscata"	"Phelsuma_cepediana"	"Sapromyza_sp1_M_PL_083"	"Sarcophaga_arno"	"Simulium_sp1_M_PL_083"	"Syritta_sp1_M_PL_083"
"Stillingia_lineata"	1.00623401064079	0.00144664526070954	0.000847173116926401	1.41713857603972e-06	2.04412645588126e-07	0.00036265553315949	0.000481641464390124	9.68809863107581e-07	6.69288581729724e-07	1.20902419842606e-06	3.65556979418593e-07	0.000361595186356987	0.000362454667836332	0	1.8186459726075e-05	4.83609679370426e-05	0.0144230493272056	1.02206322794063e-08	0.014412973205751	0.0144250550597552	1.41195519487734e-05	0.0143988823349278	2.41107543451591e-05	6.10171747080556e-06	5.63530396857491e-05	4.72379525346572e-08	0	6.06656850538249e-06	1.82778489709297e-08	1.21016133717216e-05	6.0442588859915e-06	2.23096193909908e-08	0.0143747715805827	6.0442588859915e-06	1.41195519487734e-05	0.0143747715805827	0.0143747715805827	1.41195519487734e-05
"Aphloia_theiformis"	0.00168775280416114	1.00433290026921	0.000986973240639487	0.000422517466313622	7.09399872647644e-07	0.000423372039666744	0.000422459331049569	1.12827126282811e-06	7.80554850275681e-07	0.000420403221885959	4.25971902481087e-07	0.000420965125021412	0.000980622405174558	0	2.11921021484341e-05	0.0168161288754383	0.0168190797464185	3.54699936323822e-08	6.16832749082956e-05	0.0167934741503434	1.64495540106581e-05	0.0167629924254986	0.0167388816711535	2.11755861985322e-05	0.0168043623454229	1.40839155437874e-05	0	7.08221915612159e-06	2.12985951240544e-08	1.40885843971885e-05	7.0562006611124e-06	2.60184950091893e-08	2.41107543451591e-05	7.0562006611124e-06	1.64495540106581e-05	2.41107543451591e-05	2.41107543451591e-05	1.64495540106581e-05
"Croton_grangeroides"	0.000988368636414135	0.000986973240639487	1.00657470359311	1.12310634111897e-06	2.24103735074487e-09	1.76076210089388e-06	0.000561732173504792	9.8804271293888e-07	2.85953584320867e-07	1.11713282115125e-06	2.8447890919449e-07	0.000421509654904809	0.000562161084927428	0	1.41528257324259e-05	4.46853128460501e-05	5.87065062408178e-05	1.12051867537243e-10	0.0168184512205092	0.0168208644876748	0.0167762450598852	3.05691059594315e-05	1.64495540106581e-05	6.68949649197344e-08	0.0168208026681422	3.74368780372992e-08	0	3.88778211589269e-08	1.42239454597245e-08	1.40997239658072e-05	2.9346035014898e-08	9.5317861440289e-09	1.41195519487734e-05	2.9346035014898e-08	0.0167762450598852	1.41195519487734e-05	1.41195519487733e-05	0.0167762450598852
"Phyllanthus_phillyreifolius"	3.306656677426e-06	0.000845034932627244	2.24621268223795e-06	1.00531182146253	0.0011251392891477	0.00112540607102004	0.000842675747026266	3.79436969612453e-07	1.32171155478686e-06	0.000841268464953537	3.7916040652887e-07	7.34263615317534e-07	1.29669179880708e-06	0	1.88632302248113e-05	0.0336507385981415	3.29527559365965e-05	5.62569644573848e-05	4.22184621818853e-05	1.41930658282033e-05	3.74368780372992e-08	1.4131153496322e-05	1.40839155437874e-05	0.0335854077810587	1.4186187011765e-05	0.033510394048751	0	1.88008249021603e-05	1.89580203264435e-08	4.34473023245405e-08	1.87567678503341e-05	4.40570518262288e-08	4.72379525346572e-08	1.87567678503341e-05	3.74368780372992e-08	4.72379525346572e-08	4.72379525346572e-08	3.74368780372992e-08
"Psiadia_terebinthina"	7.15444259558441e-07	2.12819961794293e-06	6.72311205223461e-09	0.00168770893372154	1.00671424183492	0.00168898296372812	1.41531481445656e-06	5.68203454644123e-07	1.98323521958822e-06	1.41261153362757e-06	5.68676623501017e-07	5.69823374400607e-07	7.08136633900051e-07	0	2.82916620191756e-05	5.65044613451028e-05	2.82308135197422e-05	0.0503357120917458	8.10984248697717e-08	6.4796790259346e-08	1.12051867537243e-10	4.56906259117885e-08	3.54699936323822e-08	0.0504201187722654	7.0988877194922e-08	5.62569644573848e-05	0	2.82158239027883e-05	2.84338311750508e-08	4.74042852122264e-08	2.81497160621354e-05	6.61078406529407e-08	1.02206322794063e-08	2.81497160621354e-05	1.12051867537244e-10	1.02206322794063e-08	1.02206322794063e-08	1.12051867537244e-10
"Syzygium_petrinese"	0.000423098122019405	0.000423372039666744	1.76076210089388e-06	0.000562703035510022	0.000562994321242707	1.00550844031094	8.51882389844658e-07	0.000338269821998285	0.00118068647931979	6.48009088494704e-07	0.000338552107200077	0.000338880467527444	0.000420752742005623	0	0.0168429673332038	2.59203635397882e-05	0.0167926121018297	2.81497160621354e-05	6.11619904049863e-06	2.44258211663669e-05	2.9346035014898e-08	1.31004595471039e-05	7.0562006611124e-06	0.0168053804890948	2.81231837964085e-05	1.87567678503341e-05	0	0.0167978302211597	1.69276053600039e-05	2.82095066841624e-05	0.0167584740051823	3.93562159773264e-05	6.0442588859915e-06	0.0167584740051823	2.9346035014898e-08	6.0442588859915e-06	6.0442588859915e-06	2.9346035014898e-08
"Badula_insularis"	0.00168574512536544	0.00126737799314871	0.00168519652051437	0.0012640136205394	1.41531481445656e-06	2.55564716953397e-06	1.0029316837659	5.16586293134384e-09	4.23886596944692e-09	0.00125839200356388	2.09845795476185e-09	1.83898956541646e-06	2.77961723848979e-06	0	1.04398283249402e-07	0.0503356801425554	4.53866147534014e-05	7.07657407228281e-08	0.0501987528701899	7.33529480994048e-05	2.80866086752396e-05	4.52050397719846e-05	2.11229665524784e-05	4.22471472115284e-05	4.93485560896425e-05	4.21337873513133e-05	0	4.27354150245478e-08	1.04922897738092e-10	6.1557945327116e-08	4.25941194922329e-08	1.41295532314897e-10	2.40820732195062e-05	4.25941194922329e-08	2.80866086752396e-05	2.40820732195062e-05	2.40820732195062e-05	2.80866086752396e-05
"Calophyllum_eputamen"	3.39083452087653e-06	3.38481378848432e-06	2.96412813881664e-06	5.69155454418679e-07	5.68203454644123e-07	0.00101480946599486	5.16586293134384e-09	1.00352258237257	0.00101381479154622	1.89583219971416e-09	0.00101296486737035	0.00352552416578419	4.3024068753687e-07	0	0.0503950021516748	7.58332879885665e-08	1.70398571905879e-05	2.84101727322062e-08	9.81009219488902e-08	0.00011767172838475	4.9402135646944e-08	1.04854056296784e-07	5.64135631414053e-08	1.69608731211271e-05	1.27327733165193e-07	1.89718484806226e-08	0	5.07073174847884e-05	5.06482433685175e-05	0.0502936465908216	1.69134910999143e-05	3.37938263848741e-05	4.84404931553791e-08	1.69134910999143e-05	4.9402135646944e-08	4.84404931553791e-08	4.8440493155379e-08	4.9402135646944e-08
"Diospyros_revaughanii"	1.56167335736936e-06	1.56110970055136e-06	5.71907168641734e-07	1.32171155478686e-06	1.32215681305881e-06	0.00236137295863959	2.82591064629795e-09	0.000675876527697483	1.00570354496923	1.75982061072013e-09	0.000676441641794559	0.000676441675591322	9.89183730880006e-07	0	0.0336529716792793	7.0392824428805e-08	3.94540032782706e-05	6.61078406529407e-08	3.19827010673346e-08	2.26059157535883e-05	9.5317861440289e-09	4.83281144001801e-08	2.60184950091894e-08	3.94663808698056e-05	8.50094676972186e-08	4.40570518262288e-08	0	0.0335628077149517	3.3822082089728e-05	5.63418822379182e-05	3.93562159773264e-05	0.0335234514989744	2.23096193909908e-08	3.93562159773264e-05	9.5317861440289e-09	2.23096193909908e-08	2.23096193909908e-08	9.5317861440289e-09
"Molinaea_macrantha"	8.46316938898245e-06	0.00252241933131575	6.70279692690752e-06	0.00252380539486061	2.82522306725514e-06	3.88805453096822e-06	0.00251678400712777	3.79166439942833e-09	5.27946183216038e-09	1.00251258161326	2.02313475429754e-09	1.06149969474222e-06	2.46791657697207e-06	0	1.00650954026303e-07	0.100503264530366	4.23494213461366e-05	1.41261153362757e-07	0.000126071816058346	4.23083212137117e-05	1.11713282115125e-07	4.21612246084385e-05	4.20403221885959e-05	8.43329085575659e-05	4.22754312995596e-05	8.41268464953537e-05	0	6.49768909105424e-08	1.01156737714877e-10	3.55729063780454e-08	6.48009088494704e-08	1.75982061072013e-10	1.20902419842606e-07	6.48009088494704e-08	1.11713282115125e-07	1.20902419842606e-07	1.20902419842606e-07	1.11713282115125e-07
