"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"
"R11"	0.000377324115590833	0.000377324115590833	0.000585323843219148	0.000585323843219148	0.000585323843219148	0.000585323843219148	0.000629606244462522	0.00121354067779593	0.000390117437911358	0.000583934433333408	1.00121093961237	0.000585323843219148	0.000585323843219148	0.000585323843219148	0.00122095656142318	8.72111829587987e-06	8.72111829587987e-06	0.0251962094048665	8.72111829587987e-06	0.0252006223121384	0.025215715276762	8.72111829587987e-06	0.0250802071613838	6.50266356981961e-05	8.72111829587987e-06	8.72111829587987e-06	2.38140829195132e-05	0.000111152790859231	6.50266356981961e-05
"R12"	0.000376295227700625	0.000376295227700625	0.00089909782608215	0.00089909782608215	0.00089909782608215	0.00089909782608215	2.02826958740896e-06	0.000586578450857977	0.000390528967396171	0.000584550181270568	0.000585323843219148	1.00089909782608	0.00089909782608215	0.00089909782608215	0.000905725150702529	6.46946536216092e-06	6.46946536216092e-06	0.0252227578036717	6.46946536216092e-06	0.0252272324429335	0.0252422842520415	6.46946536216092e-06	3.09464779431862e-05	3.13651909707325e-05	6.46946536216092e-06	6.46946536216092e-06	2.15212744701859e-05	0.0251638115849265	3.13651909707325e-05
"R13"	0.000376295227700625	0.000376295227700625	0.00089909782608215	0.00089909782608215	0.00089909782608215	0.00089909782608215	2.02826958740896e-06	0.000586578450857977	0.000390528967396171	0.000584550181270568	0.000585323843219148	0.00089909782608215	1.00089909782608	0.00089909782608215	0.000905725150702529	6.46946536216092e-06	6.46946536216092e-06	0.0252227578036717	6.46946536216092e-06	0.0252272324429335	0.0252422842520415	6.46946536216092e-06	3.09464779431862e-05	3.13651909707325e-05	6.46946536216092e-06	6.46946536216092e-06	2.15212744701859e-05	0.0251638115849265	3.13651909707325e-05
"R14"	0.000376295227700625	0.000376295227700625	0.00089909782608215	0.00089909782608215	0.00089909782608215	0.00089909782608215	2.02826958740896e-06	0.000586578450857977	0.000390528967396171	0.000584550181270568	0.000585323843219148	0.00089909782608215	0.00089909782608215	1.00089909782608	0.000905725150702529	6.46946536216092e-06	6.46946536216092e-06	0.0252227578036717	6.46946536216092e-06	0.0252272324429335	0.0252422842520415	6.46946536216092e-06	3.09464779431862e-05	3.13651909707325e-05	6.46946536216092e-06	6.46946536216092e-06	2.15212744701859e-05	0.0251638115849265	3.13651909707325e-05
"R15"	0.000637480667700013	0.000637480667700013	0.000258778614486437	0.000258778614486437	0.000258778614486437	0.000258778614486437	0.000469682706171796	0.000638138368070333	0.00011248406666597	0.000168455661898537	0.000348844731835195	0.000258778614486437	0.000258778614486437	0.000258778614486437	1.00527699292956	0.00718054994949688	0.00718054994949688	0.00727630738023368	0.00718054994949688	0.00725643235685897	0.00728193158356698	0.00718054994949688	0.00721556279746632	0.00723234090587844	0.00718054994949688	0.00718054994949688	0.00720604917620488	0.00722583620703201	0.00723234090587844
"C1"	6.37480667700012e-05	6.37480667700012e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	4.69682706171796e-05	6.38138368070333e-05	1.1248406666597e-05	1.68455661898537e-05	3.48844731835195e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	0.100527699292956	1.00071805499495	0.000718054994949688	0.000727630738023368	0.000718054994949688	0.000725643235685897	0.000728193158356698	0.000718054994949688	0.000721556279746632	0.000723234090587845	0.000718054994949688	0.000718054994949688	0.000720604917620488	0.000722583620703201	0.000723234090587845
"C2"	6.37480667700012e-05	6.37480667700012e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	4.69682706171796e-05	6.38138368070333e-05	1.1248406666597e-05	1.68455661898537e-05	3.48844731835195e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	0.100527699292956	0.000718054994949688	1.00071805499495	0.000727630738023368	0.000718054994949688	0.000725643235685897	0.000728193158356698	0.000718054994949688	0.000721556279746632	0.000723234090587844	0.000718054994949688	0.000718054994949688	0.000720604917620488	0.0007225836207032	0.000723234090587844
"C3"	0.00775861243036737	0.00775861243036737	0.00776084855497591	0.00776084855497591	0.00776084855497591	0.00776084855497591	2.93812840289901e-05	0.00777255333785048	3.31264393926554e-05	0.00774317205382149	0.00775267981688198	0.00776084855497591	0.00776084855497591	0.00776084855497591	0.00783602333255935	5.59715952325668e-05	5.59715952325668e-05	1.00230592987575	5.59715952325668e-05	0.00199724170050326	0.00230758619771795	5.59715952325668e-05	0.000380310522419757	0.000496838024212403	5.59715952325668e-05	5.59715952325668e-05	0.000366316092447262	0.00141412009235335	0.000496838024212403
"C4"	6.37480667700012e-05	6.37480667700012e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	4.69682706171796e-05	6.38138368070333e-05	1.1248406666597e-05	1.68455661898537e-05	3.48844731835195e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	0.100527699292956	0.000718054994949688	0.000718054994949688	0.000727630738023368	1.00071805499495	0.000725643235685897	0.000728193158356698	0.000718054994949688	0.000721556279746632	0.000723234090587844	0.000718054994949688	0.000718054994949688	0.000720604917620488	0.000722583620703201	0.000723234090587844
"C5"	4.52864007118428e-05	4.52864007118428e-05	0.00840907748097783	0.00840907748097783	0.00840907748097783	0.00840907748097783	1.84020493843848e-05	0.00840832879500207	0.00837328306478016	0.00838992674561768	0.00840020743737946	0.00840907748097783	0.00840907748097783	0.00840907748097783	0.0084658377496688	6.04702696404915e-05	6.04702696404915e-05	0.00216367850887853	6.04702696404915e-05	1.00258053120609	0.00258234266211754	6.04702696404915e-05	0.000411227670471159	0.000203033940565146	6.04702696404915e-05	6.04702696404915e-05	6.22817256689652e-05	0.00153205882881161	0.000203033940565146
"C6"	0.00720701593617573	0.00720701593617573	0.007212081214869	0.007212081214869	0.007212081214869	0.007212081214869	2.72989426669376e-05	0.00722295355741559	0.00717917185619353	0.00719565461474865	0.00720449007907486	0.007212081214869	0.007212081214869	0.007212081214869	0.00728193158356698	5.20137970254784e-05	5.20137970254784e-05	0.00214275861216667	5.20137970254784e-05	0.00221343656752932	1.00250171720498	5.20137970254784e-05	0.000353418573048174	0.000461586958518332	5.20137970254784e-05	5.20137970254784e-05	0.000340294434472508	0.00131412800962755	0.000461586958518332
"C7"	6.37480667700012e-05	6.37480667700012e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	4.69682706171796e-05	6.38138368070333e-05	1.1248406666597e-05	1.68455661898537e-05	3.48844731835195e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	0.100527699292956	0.000718054994949688	0.000718054994949688	0.000727630738023368	0.000718054994949688	0.000725643235685898	0.000728193158356698	1.00071805499495	0.000721556279746632	0.000723234090587845	0.000718054994949688	0.000718054994949688	0.000720604917620488	0.000722583620703201	0.000723234090587844
"C8"	8.20498563783699e-05	8.20498563783699e-05	3.09464779431862e-05	3.09464779431862e-05	3.09464779431862e-05	3.09464779431862e-05	0.0251091675024206	0.025137791421569	1.91161560879833e-05	2.86239191484773e-05	0.0250802071613838	3.09464779431862e-05	3.09464779431862e-05	3.09464779431862e-05	0.0252544697911321	0.000180389069936658	0.000180389069936658	0.00123600919786421	0.000180389069936658	0.00123368301141348	0.00123696500566861	0.000180389069936658	1.00206332968941	0.00143960650463196	0.000180389069936658	0.000180389069936658	0.000183671064191793	0.000185804703576716	0.00143960650463196
"C9"	0.0201290506623745	0.0201290506623745	2.5092152776586e-05	2.5092152776586e-05	2.5092152776586e-05	2.5092152776586e-05	0.0201070139979921	0.020130243176458	1.32924179816696e-05	2.32291784659176e-05	5.20213085585569e-05	2.5092152776586e-05	2.5092152776586e-05	2.5092152776586e-05	0.0202505545364597	0.000144646818117569	0.000144646818117569	0.00129177886295225	0.000144646818117569	0.00048728145735635	0.00129244348385133	0.000144646818117569	0.00115168520370557	1.00195554669749	0.000144646818117569	0.000144646818117569	0.000949808844612549	0.000149037944853471	0.00195554669748659
"C10"	6.37480667700012e-05	6.37480667700012e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	4.69682706171796e-05	6.38138368070333e-05	1.1248406666597e-05	1.68455661898537e-05	3.48844731835195e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	0.100527699292956	0.000718054994949688	0.000718054994949688	0.000727630738023368	0.000718054994949688	0.000725643235685898	0.000728193158356698	0.000718054994949688	0.000721556279746632	0.000723234090587845	1.00071805499495	0.000718054994949688	0.000720604917620488	0.000722583620703201	0.000723234090587845
"C11"	6.37480667700012e-05	6.37480667700012e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	4.69682706171796e-05	6.38138368070333e-05	1.1248406666597e-05	1.68455661898537e-05	3.48844731835195e-05	2.58778614486437e-05	2.58778614486437e-05	2.58778614486437e-05	0.100527699292956	0.000718054994949688	0.000718054994949688	0.000727630738023368	0.000718054994949688	0.000725643235685898	0.000728193158356698	0.000718054994949688	0.000721556279746632	0.000723234090587845	0.000718054994949688	1.00071805499495	0.000720604917620488	0.000722583620703201	0.000723234090587845
"C12"	0.0334728447882294	0.0334728447882294	2.86950326269146e-05	2.86950326269146e-05	2.86950326269146e-05	2.86950326269146e-05	6.94429584472297e-05	9.50727002001875e-05	1.34192053380491e-05	2.56297417529578e-05	3.17521105593509e-05	2.86950326269146e-05	2.86950326269146e-05	2.86950326269146e-05	0.0336282294889561	0.000240201639206829	0.000240201639206829	0.00158736973393813	0.000240201639206829	0.000249126902675861	0.00158804069420504	0.000240201639206829	0.000244894752255724	0.00158301474102091	0.000240201639206829	0.000240201639206829	1.00157911543074	0.000245223269916539	0.00158301474102091
"C13"	4.08943407700548e-05	4.08943407700548e-05	0.0125819057924633	0.0125819057924633	0.0125819057924633	0.0125819057924633	6.04850741604574e-06	5.93023440509522e-05	3.55773354804896e-05	5.32538366349065e-05	5.55763954296154e-05	0.0125819057924633	0.0125819057924633	0.0125819057924633	0.012645213362306	9.03229525879001e-05	9.03229525879001e-05	0.00229794515007419	9.03229525879001e-05	0.00229808824321742	0.00229972401684822	9.03229525879001e-05	9.29023517883579e-05	9.31487155334197e-05	9.03229525879001e-05	9.03229525879001e-05	9.19587262187023e-05	1.00229215646627	9.31487155334197e-05
"C14"	0.0201290506623745	0.0201290506623745	2.5092152776586e-05	2.5092152776586e-05	2.5092152776586e-05	2.5092152776586e-05	0.0201070139979921	0.020130243176458	1.32924179816696e-05	2.32291784659176e-05	5.20213085585568e-05	2.5092152776586e-05	2.5092152776586e-05	2.5092152776586e-05	0.0202505545364596	0.000144646818117569	0.000144646818117569	0.00129177886295225	0.000144646818117569	0.00048728145735635	0.00129244348385133	0.000144646818117569	0.00115168520370557	0.00195554669748659	0.000144646818117569	0.000144646818117569	0.000949808844612549	0.000149037944853471	1.00195554669749
