"Berberis_vulgaris"	"Crataegus_monogyna"	"Hedera_helix"	"Taxus_baccata"	"Rosa_canina"	"Lonicera_arborea"	"Viscum_album"	"Juniperus_communis"	"Turdus_torquatus"	"Turdus_merula"	"Turdus_viscivorus"	"Turdus_iliacus"	"Turdus_philomelos"
"Berberis_vulgaris"	1.00243697484954	0.00243697484953883	0.00143210089983975	0.00143210089983975	0.000927873798865412	0.000590714650563236	0.000590714650563236	0.00025355550226106	0.0202844401808848	0.0202295488981305	0.0202295488981305	0.0201690840389735	0.0200974789939816
"Crataegus_monogyna"	0.00243697484953883	1.00243697484954	0.00143210089983975	0.00143210089983975	0.000927873798865412	0.000590714650563236	0.000590714650563236	0.00025355550226106	0.0202844401808848	0.0202295488981305	0.0202295488981305	0.0201690840389735	0.0200974789939816
"Hedera_helix"	0.00179012612479969	0.00179012612479969	1.00178654587255	0.00178654587255009	0.0011575225640846	0.000736916526577637	0.000736916526577637	0.000316310489070673	0.0253048391256538	0.0252363622504179	0.0252363622504179	0.0251609323386195	7.16050449919875e-05
"Taxus_baccata"	0.00179012612479969	0.00179012612479969	0.00178654587255009	1.00178654587255	0.0011575225640846	0.000736916526577637	0.000736916526577637	0.000316310489070673	0.0253048391256538	0.0252363622504179	0.0252363622504179	0.0251609323386195	7.16050449919875e-05
"Rosa_canina"	0.00154645633144235	0.00154645633144235	0.00154336341877947	0.00154336341877947	1.00153988775817	0.000980342650141615	0.000980342650141615	0.000420797542108677	0.0336638033686942	0.0335727064819762	0.0335727064819762	0.000139026424196668	6.18582532576941e-05
"Lonicera_arborea"	0.00147678662640809	0.00147678662640809	0.00147383305315527	0.00147383305315527	0.00147051397521242	1.00146695686395	0.000632928506988775	0.000629371395729265	0.0503497116583412	0.0502551280934188	0.000213426675570607	0.000132763117714087	5.90714650563236e-05
"Viscum_album"	0.00147678662640809	0.00147678662640809	0.00147383305315527	0.00147383305315527	0.00147051397521242	0.000632928506988775	1.00146695686395	0.000629371395729265	0.0503497116583412	0.000213426675570607	0.0502551280934188	0.000132763117714087	5.90714650563236e-05
"Juniperus_communis"	0.0012677775113053	0.0012677775113053	0.00126524195628269	0.00126524195628269	0.00126239262632603	0.00125874279145853	0.00125874279145853	1.00125509295659	0.100407436527282	0.000218990092050141	0.000218990092050141	0.000113973198266347	5.0711100452212e-05
"Turdus_torquatus"	0.012677775113053	0.012677775113053	0.0126524195628269	0.0126524195628269	0.0126239262632603	0.0125874279145853	0.0125874279145853	0.0125509295659103	1.00407436527282	0.00218990092050141	0.00218990092050141	0.00113973198266347	0.00050711100452212
"Turdus_merula"	0.0168579574151088	0.0168579574151088	0.0168242415002786	0.0168242415002786	0.0167863532409881	0.0167517093644729	7.11422251902022e-05	3.64983486750235e-05	0.00291986789400188	1.00291266094787	0.00207863259091073	0.00151553037161828	0.000674318296604352
"Turdus_viscivorus"	0.0168579574151088	0.0168579574151088	0.0168242415002786	0.0168242415002786	0.0167863532409881	7.11422251902023e-05	0.0167517093644729	3.64983486750235e-05	0.00291986789400188	0.00207863259091073	1.00291266094787	0.00151553037161828	0.000674318296604352
"Turdus_iliacus"	0.0252113550487169	0.0252113550487169	0.0251609323386195	0.0251609323386195	0.000104269818147501	6.63815588570437e-05	6.63815588570437e-05	2.84932995665866e-05	0.00227946396532693	0.00227329555742742	0.00227329555742742	1.00226650081888	0.00100845420194868
"Turdus_philomelos"	0.0502436974849539	0.0502436974849539	0.000143210089983975	0.000143210089983975	9.27873798865412e-05	5.90714650563236e-05	5.90714650563236e-05	2.5355550226106e-05	0.00202844401808848	0.00202295488981306	0.00202295488981306	0.00201690840389735	1.0020097478994
