"Ficus_gul"	"Homalanthus_sp1_M_SD_002"	"Gastonia_sp1_M_SD_002"	"Ficus_odoardi"	"Chisocheton_sp1_M_SD_002"	"Ficus_275"	"Schefflera_sp1_M_SD_002"	"Dysoxylum_sp1_M_SD_002"	"Cissus_hypoglauca"	"Endospermum_sp1_M_SD_002"	"Elmerrillia_sp1_M_SD_002"	"Ficus_371"	"Sloanea_sogerensis"	"Ficus_181"	"Pandanus_sp1_M_SD_002"	"Syzygium_sp1_M_SD_002"	"Ficus_217"	"Myristica_sp1_M_SD_002"	"Ficus_246"	"Aglaia_sp1_M_SD_002"	"Ficus_202"	"Zingiberaceae_sp1_M_SD_002"	"Cissus_aristata"	"Ficus_drupacea"	"Sloanea_aberrans"	"Uvaria_sp1_M_SD_002"	"Aporusa_sp1_M_SD_002"	"Canthium_sp1_M_SD_002"	"Glochidion_sp1_M_SD_002"	"Piper_sp1_M_SD_002"	"Sterculia_sp1_M_SD_002"	"Manucodia_keraudrenii"	"Diphyllodes_magnificus"	"Paradisaea_raggiana"	"Parotia_lawesii"	"Lophorina_superba"	"Manucodia_chalybatus"	"Paradisaea_rudolphi"	"Ptiloris_magnificus"	"Epimachus_albertisii"
"Ficus_gul"	1.0007025395603	0.000559496394555262	0.000439551511700799	0.000572540420584778	0.000704096981212426	0.000702539560299956	0.000280577564200564	0.000308041062687726	0.000560298160818786	0.00042798594554219	0.000572586532199354	0.000634467129561718	0.00042798594554219	0.000279792862046474	0.000409702672223966	0.000239166865685965	6.88451494966185e-05	0.000308041062687726	0.00028151816689202	0.000170321716189347	0.00028151816689202	0.000343427811759527	0.000212673017395402	6.88451494966185e-05	6.88741970017609e-05	6.88451494966185e-05	0.000119944882854464	6.88741970017609e-05	6.88741970017609e-05	6.88451494966185e-05	8.01929181857305e-05	0.0144574813942899	0.0144635813703698	0.0144206076805786	0.0144347252734315	0.0143933859425357	0.0143798820393641	0.0143830273800537	4.53392789368453e-05	3.20706505409279e-05
"Homalanthus_sp1_M_SD_002"	0.000559496394555262	1.00079799033075	0.000678040130853376	0.000667845940092205	0.000799460328669329	0.000559496394555262	0.000519060824505628	0.000308063017304934	0.00079879093531729	0.000428013217197474	0.000429483215120887	0.000491465038469505	0.000428013217197474	0.000279887167987731	0.000409753617221242	0.000239231056647803	6.88216336819261e-05	0.000308063017304934	0.000138322987691096	0.000170409422965877	0.000138322987691096	0.000200315138014919	6.95013540091697e-05	6.88216336819261e-05	6.88319606571308e-05	6.88216336819261e-05	0.00011995019989254	6.88319606571308e-05	6.88319606571308e-05	6.88216336819261e-05	8.02517503000551e-05	0.0144525430732045	0.0144547117379975	0.0144252276265315	0.0144453150540099	0.0143940239871048	6.69393352038913e-05	0.0143895162406325	0.0143497997725615	3.20241828549563e-05
"Gastonia_sp1_M_SD_002"	0.000512810096984265	0.000791046819328939	1.00079031301016	0.000639230655264563	0.000792463075468466	0.000512810096984265	0.000605090007100484	0.000358930203194329	0.000791798115189456	0.000359664012361869	0.000361080268501396	0.00043336462034642	0.000359664012361869	0.000326183386453823	0.000338442874594818	0.000278733430695966	8.01918344753854e-05	0.000358930203194329	0.000161053567252758	0.000198541596220581	0.000161053567252758	0.000233342857120759	8.08617327773726e-05	8.01918344753854e-05	8.01967724983623e-05	8.01918344753854e-05	7.33809167540044e-07	8.01967724983623e-05	8.01967724983623e-05	8.01918344753854e-05	9.35104276350516e-05	0.0168402852398309	0.0168413222246561	0.0168049869736847	0.0168318769743093	8.80571001048053e-05	6.64960279010261e-05	0.0167729236777725	0.0167341009574211	3.00518344206771e-05
"Ficus_odoardi"	0.000572540420584778	0.000667845940092205	0.000547911990226769	1.00081078763727	0.000812411005123092	0.000572540420584778	0.000388937749427037	0.00030805660567377	0.000668665224013533	0.000427990555539207	0.000572555620570094	0.000504482061929973	0.000427990555539207	0.000149851142351739	0.000279747581059493	0.000239178963097637	6.88423361178215e-05	0.00030805660567377	0.000281465759803514	0.000170336626979815	0.000281465759803514	0.000213427507621705	0.000212623423685692	6.88423361178215e-05	6.88776425761338e-05	6.88423361178215e-05	0.000119933949865437	6.88776425761338e-05	6.88776425761338e-05	6.88423361178215e-05	8.02047222979052e-05	0.0144568905847425	0.0144643049409881	0.0144211047491056	0.0144368500136229	0.0143920739838524	0.0143745781109558	8.84492329613969e-05	0.0143430780370191	3.27713568531251e-05
"Chisocheton_sp1_M_SD_002"	0.000547630985387443	0.000621802477853922	0.000528308716978978	0.000631875226206849	1.00101268039309	0.000547630985387443	0.000404358668795619	0.00024020477841783	0.000900677795868086	0.000333698539292775	0.000724576454530735	0.000772802830225015	0.000333698539292775	0.000218158809090932	0.000319399427943584	0.000186501305241239	5.36777031621808e-05	0.00024020477841783	0.000219383773562569	0.000132823602079059	0.000219383773562569	0.000267635919271258	0.000165706070400388	5.36777031621808e-05	5.37034731765909e-05	5.36777031621808e-05	9.3493760874945e-05	5.37034731765909e-05	5.37034731765909e-05	5.36777031621808e-05	6.25512570578809e-05	0.011272317664058	0.0112777293670841	0.0112435752033884	0.0112592262704186	0.0112192513049934	0.0112002597223797	0.0112122833757957	0.0111704453814166	0.0111550127205665
"Ficus_275"	0.000702539560299956	0.000559496394555262	0.000439551511700799	0.000572540420584778	0.000704096981212426	1.0007025395603	0.000280577564200564	0.000308041062687726	0.000560298160818786	0.00042798594554219	0.000572586532199354	0.000634467129561718	0.00042798594554219	0.000279792862046474	0.000409702672223966	0.000239166865685965	6.88451494966185e-05	0.000308041062687726	0.00028151816689202	0.000170321716189347	0.00028151816689202	0.000343427811759527	0.000212673017395402	6.88451494966185e-05	6.88741970017609e-05	6.88451494966185e-05	0.000119944882854464	6.88741970017609e-05	6.88741970017609e-05	6.88451494966185e-05	8.01929181857305e-05	0.0144574813942899	0.0144635813703698	0.0144206076805786	0.0144347252734315	0.0143933859425357	0.0143798820393641	0.0143830273800537	4.53392789368453e-05	3.20706505409279e-05
"Schefflera_sp1_M_SD_002"	0.000491010737350987	0.000908356442884849	0.000907635010650726	0.000680641061497315	0.000909807004790143	0.000491010737350987	1.00090621972275	0.000261200145605019	0.000909120115727987	0.000261921577839142	0.000263372139744435	0.00037180404938836	0.000261921577839142	0.00036884189978369	0.000349884218954831	0.000141229784799254	6.25132435567118e-07	0.000261200145605019	0.000121282382303487	0.000140604652363687	0.000121282382303487	0.000349059520317609	0.00012065724986792	6.25132435567118e-07	0.000119970360805765	6.25132435567118e-07	7.21432234122698e-07	0.000119970360805765	0.000119970360805765	6.25132435567118e-07	0.000139814496898434	0.000131277811469095	0.0251937757692106	0.000126424874440567	0.0251666094417181	8.65718680947237e-05	6.86889062155166e-05	0.0251242497494658	0.0250819556757611	3.05469137255302e-05
"Dysoxylum_sp1_M_SD_002"	0.000539071859703521	0.000539110280283635	0.000538395304791493	0.000539099059929098	0.000540460751440118	0.000539071859703521	0.000261200145605019	1.00053696722125	0.000539771530138871	0.000537682196746491	0.000539032667902975	0.000419808475657383	0.000537682196746491	0.000260553651274234	0.000278529428783823	0.000417042587352975	0.00012000578145195	0.000536967221254349	0.000240619636654571	0.000297036805901025	0.000240619636654571	0.000121314296858405	0.000120613855202621	0.00012000578145195	0.000119924633901375	0.00012000578145195	7.14975492141631e-07	0.000119924633901375	0.000119924633901375	0.00012000578145195	0.000139847428166501	0.0252012141049094	0.0251841731192887	0.0251503004375238	0.0251725370699702	8.57970590569957e-05	6.89221301246831e-05	7.70485821361545e-05	4.3658512881633e-05	2.64499942094725e-05
"Cissus_hypoglauca"	0.000490260890716437	0.000698942068402629	0.000593848586392092	0.000585082071011842	0.0010132625203516	0.000490260890716437	0.000454560057863994	0.000269885765069436	1.00101255169723	0.000374979247079972	0.00068929969902894	0.000743585207670783	0.000374979247079972	0.00024518032319072	0.000358940564916505	0.000209600453197653	6.02975780075392e-05	0.000269885765069436	0.000121293713002161	0.000149302875190113	0.000121293713002161	0.000175566955508248	6.09961349946221e-05	6.02975780075392e-05	6.02853118717831e-05	6.02975780075392e-05	0.000105093482010537	6.02853118717831e-05	6.02853118717831e-05	6.02975780075392e-05	7.03119246695544e-05	0.0126624913815832	0.0126599154930744	0.0126385520832895	0.0126561464405198	0.0126112178412644	7.10823122838979e-05	0.0126027902564989	0.0125635200485418	0.0125443851530451
"Endospermum_sp1_M_SD_002"	0.000599180323759066	0.000599218504076463	0.000431596814834243	0.00059918677775489	0.000600657370726996	0.000599180323759066	0.000209537262271314	0.000430145757397193	0.000599966795327956	1.00059776744664	0.000599206313289946	0.000503860289967511	0.000597767446639414	0.000208864892457623	0.000390347157623017	0.000334077432354145	9.61247109457939e-05	0.000430145757397193	0.000192883611387881	0.000237952721408351	0.000192883611387881	9.74812021627006e-05	9.67589004420876e-05	9.61247109457939e-05	9.6068325043048e-05	9.61247109457939e-05	0.000167621689242221	9.6068325043048e-05	9.6068325043048e-05	9.61247109457939e-05	0.000112017879791216	0.0201861892986167	0.0201743482590401	0.0201495746587416	0.0201632183624189	0.0201146027090665	6.90575399039631e-05	7.94531892674248e-05	4.37253429862088e-05	2.99316500597043e-05
