"Bischhofia_javanica"	"Ficus_heteropleura"	"Strebus_glaber"	"Macaranga_bicolor"	"Macaranga_tanarius"	"Grewia_multiflora"	"Guioa_pleuropteris"	"Mallotus_molissima"	"Syzygium_sp2_M_SD_013"	"Syzygium_sp3_M_SD_013"	"Homalanthus_alpinus"	"Microcus_stylocarpa"	"Syzygium_garciae"	"Dillenia_reifferscheidia"	"Platea_excelsa"	"Homalanthus_rotundifolius"	"Prunus_fragrans"	"Canarium_asperum"	"Elaeocarpus_cumingii"	"Litsea_luzonica"	"Litsea_quericoides"	"Palaquium_sp1_M_SD_013"	"Unidentified_sp1_M_SD_013"	"Unidentified_sp2_M_SD_013"	"Memexylon_lanceolatum"	"Ternstroemia_megacarpa"	"Ficus_congesta"	"Ficus_heteropoda"	"Ficus_septica"	"Ficus_sp1_M_SD_013"	"Ficus_variegata"	"Pometia_pinnata"	"Aglaia_sp1_M_SD_013"	"Garcinia_busungaensis"	"Lithocarpus_sp1_M_SD_013"	"Myristica_ceylanica"	"Sarcops_calvus"	"Ducula_bicolor"	"Ptilinopus_occipitalis"	"Ducula_poliocephala"	"Penelopides_panini"	"Phapitreron_leucotis"	"Chalcophaps_indica"	"Hypsipetes_philippinus"	"Ptenochirus_jagori"	"Pycnonotus_goiavier"	"Cynopterus_brachyotis"	"Macropygia_phasianella"	"Zosterops_nigrorum"	"Rhabdornis_mysticalis"	"Streptopelia_chinensis"	"Oriolus_chinensis"	"Aceros_waldeni"	"Megalaima_haemacephala"	"Sus_cebifrons"
"Bischhofia_javanica"	1.0010955867496	0.00094717543460679	0.000630193644976169	0.000590670335746989	0.000554079903928857	0.000500795455182812	0.000484061167475318	0.000441978116856045	0.000303572271591934	0.000303572271591934	0.000376935412994174	0.000333717597391392	0.000454520921504038	0.000254563053429411	0.000163781109673115	0.000249585048317802	0.000203579945220329	0.000163265706296901	0.000158424703561632	0.000197606194862392	0.000163265706296901	0.000158424703561632	0.000191140064699257	0.000163265706296901	0.00011566028887045	8.7551823020352e-05	0.000133178525117952	0.000133178525117952	0.000133178525117952	0.000133178525117952	0.000133178525117952	4.2396581361655e-05	4.21143687118082e-05	6.31177844160909e-05	2.33190726367071e-07	2.8221264984686e-07	0.00633647221601171	0.00632372947666888	0.00632294059840429	0.0063164474423828	0.00631715530677123	0.00632173383221758	6.19584117106656e-05	0.00630978013184286	0.00631177844160909	0.00630718252601942	0.00630546666316748	0.00629898544027481	0.00630180406860303	0.00629627934214233	0.00629638404239524	0.00629124163949239	1.4110632492343e-05	0.00626965507610387	6.99572179101214e-06
"Ficus_heteropleura"	0.00101032046358058	1.00114360955779	0.000513804503053775	0.000471661152418007	0.000516176947858688	0.00037589006093367	0.000358178727639695	0.000387366075996722	0.000323509650095443	0.000323509650095443	0.000327309061144014	0.000355912909172464	0.000401163779033696	0.00027156052393674	0.000308679294869265	0.000265781275775862	0.000216982883661514	0.000174168081268998	0.000168872025644619	0.000127198816781612	0.000174168081268998	0.000168872025644619	0.000129610688104442	0.000174168081268998	4.89809899670028e-05	0.000227284575263822	0.000142054946314403	0.000142054946314403	0.000142054946314403	0.000142054946314403	0.000142054946314403	0.000179173717246927	4.49859372134421e-05	6.73246191063521e-05	3.23433566781497e-07	0.000134187780033485	0.00674727987014075	0.00674293610172291	0.00674144512211469	0.00673571421098564	0.00674789058201631	0.00673552012236522	5.29905481466766e-05	0.0067209165451192	0.00673246191063521	0.00671814442938233	0.00672572944872458	3.85689643997511e-05	0.00671416466574189	0.00670932258979193	3.76113418209098e-05	0.00670397640390359	0.00670938900167426	0.00668633614441171	9.7030070034449e-06
"Strebus_glaber"	0.000916645301783519	0.000700642504164239	1.00099146835957	0.000934316549583211	0.000820271241002223	0.000803676168913049	0.000718394133082831	0.000718095133981164	0.000337628386842972	0.000337628386842972	0.000623730580158335	0.000112437110519557	0.000314739947729837	5.8089865157167e-05	5.8296823240658e-05	0.000438566457274328	0.000177412384927441	5.80742599754073e-05	0.0001118368634561	0.000169055120749697	5.80742599754073e-05	0.0001118368634561	0.000159539919351102	5.80742599754073e-05	0.00024388347795664	6.60579679159021e-05	2.75488361070593e-07	2.75488361070593e-07	2.75488361070593e-07	2.75488361070593e-07	2.75488361070593e-07	4.8244644456153e-07	3.24758702386566e-07	1.30563204298859e-07	6.48755230757107e-08	1.57687742174964e-07	0.00919485157112346	0.00914428959836428	4.85935367505388e-05	4.40972517829696e-05	4.87138053579849e-05	0.00918057300598769	0.00918210460886626	0.00917110752865189	1.30563204298859e-05	0.0091714381481263	1.3043264109456e-05	0.00916113762702728	0.00916345599109205	0.00915447980191729	0.00914960538266994	0.00914482664691127	7.88438710874821e-06	1.48962681314777e-05	1.94626569227132e-06
"Macaranga_bicolor"	0.000945072537195182	0.00070749172862701	0.00102774820454153	1.00102749091093	0.000901998087497829	0.000883806486947799	0.000789942836833817	0.000789693259983153	0.000308363398615605	0.000308363398615605	0.00068592662054875	6.06836633979936e-05	0.000283288505787919	9.46800107498914e-07	1.13697922793777e-06	0.000482301570035149	0.000132244993264401	9.92030527471901e-07	6.01486519798805e-05	0.000185674883482719	9.92030527471901e-07	6.01486519798805e-05	0.000112642399472124	9.92030527471901e-07	0.000268181135693943	7.25308301405577e-05	2.44309735598609e-07	2.44309735598609e-07	2.44309735598609e-07	2.44309735598609e-07	2.44309735598609e-07	4.34488856037462e-07	2.90701682514425e-07	1.15786604549104e-07	1.16152694282981e-09	1.43787173523036e-07	0.0101060449329369	4.11669778703356e-05	3.64656844615715e-05	3.24187058074584e-05	4.36052523771638e-05	0.0100934877798328	0.0100972468538707	0.0100852377875078	1.15786604549104e-05	0.0100871747339431	1.15670817944555e-05	0.010074696356445	0.0100783975913116	0.0100685264255618	0.0100626820091623	0.010057909678743	7.1893586761518e-06	1.46702935357631e-05	3.48458082848943e-08
"Macaranga_tanarius"	0.000886527846286171	0.000774265421788031	0.000902298365102445	0.000901998087497828	1.00096843631089	0.000758368956080437	0.000731341404719521	0.000664284695808933	0.000375156960199814	0.000375156960199814	0.000685633976040717	0.000127585337981608	0.000224956243873249	1.11804042058884e-06	6.82311675725842e-05	0.000482087724654249	0.000132307059029014	6.79056055772583e-05	6.02264235049362e-05	6.05804904159602e-05	6.79056055772583e-05	6.02264235049362e-05	0.000112708023450792	6.79056055772583e-05	0.000268081688968021	0.000139460109240201	2.6634656412801e-07	2.6634656412801e-07	2.6634656412801e-07	2.6634656412801e-07	2.6634656412801e-07	6.73794737161234e-05	6.7092567912544e-05	1.26230599112801e-07	3.86561917464732e-08	2.86905803579349e-07	0.0101002755928377	4.80444167387161e-05	4.13562165890929e-05	3.81425559623321e-05	0.0100638851868816	0.0100912889733709	0.0100927281189439	0.010081639216043	1.26230599112801e-05	0.010081902046531	1.26104368513688e-05	0.010070548720747	0.010073776030923	0.0100654724722254	5.23475612512822e-05	0.0100540391992174	1.43452901789674e-05	1.39162291446361e-05	1.1596857523942e-06
"Grewia_multiflora"	0.00089030303143611	0.00062648343488945	0.000982270873115949	0.000982007207719776	0.000842632173422707	1.00098123761321	0.00071820955248072	0.000717954444729673	0.000342237215271021	0.000342237215271021	0.000761544070522848	6.72346367167323e-05	0.00031438076344717	9.5859370125849e-07	1.15583194447637e-06	0.000535472160070218	0.00014675248303037	1.01639777533463e-06	6.67205228957042e-05	0.000206118440048959	1.01639777533463e-06	6.67205228957042e-05	0.000125026119079737	1.01639777533463e-06	0.000297750772783851	8.04567639465532e-05	2.27565568669473e-07	2.27565568669473e-07	2.27565568669473e-07	2.27565568669473e-07	2.27565568669473e-07	4.2480381188735e-07	2.86548252358618e-07	1.07850980412073e-07	1.17860961300717e-09	1.38255559528732e-07	0.0112184144733638	4.21864633877276e-05	3.84096891788066e-05	3.39185354152756e-05	4.29822378537927e-05	0.0112044744188532	0.0112107051710909	0.0111953204985455	1.07850980412073e-05	0.0111974740113652	1.07743129431661e-05	0.0111866642601085	0.0111894939052265	0.0111805194746674	0.0111729266039542	5.38716158984374e-05	6.91277797643662e-06	1.4232103942603e-05	3.5358288390215e-08
"Guioa_pleuropteris"	0.000860553186622787	0.000596964546066159	0.000878037273767904	0.000877714263148685	0.000812601560799467	0.00071820955248072	1.00095085210181	0.000752806076987648	0.000416533459078872	0.000416533459078872	0.000498508528715224	0.000141635043105332	0.000388716040126864	1.2020260481898e-06	7.57796167960194e-05	0.000272550342871049	0.000146908882910537	7.54532164988663e-05	6.68567557197551e-05	0.000206182641675251	7.54532164988663e-05	6.68567557197551e-05	0.000125140255937696	7.54532164988663e-05	0.000297628790618097	0.000154871811098691	2.42093160079765e-07	2.42093160079765e-07	2.42093160079765e-07	2.42093160079765e-07	2.42093160079765e-07	7.48196839079093e-05	7.45361942254966e-05	1.14736094824533e-07	4.29106147403618e-08	2.8348968241269e-07	0.0112097546858855	5.16816990750258e-05	4.88541080826534e-05	4.33010217951268e-05	0.0111804291338245	0.0112072978067095	0.0112024115715588	0.0111908447397834	1.14736094824533e-05	0.0111858824101638	1.14621358729708e-05	0.0111800910297893	6.42062756992274e-05	5.47961997368818e-05	0.0111719117259772	0.0111653297467575	1.41744841206345e-05	1.49113073443601e-05	1.28731844221086e-06
"Mallotus_molissima"	0.00088395623371209	0.000726311392493853	0.0009873808092241	0.000987116574978942	0.000830355869761166	0.000807698750320882	0.000846906836611104	1.00098559472552	0.000384569975379212	0.000384569975379212	0.000560655367708778	7.54608089728223e-05	0.00035334536020181	9.80125464315725e-07	1.20835398367742e-06	0.000445509384743832	0.000164873610460821	1.04880755025192e-06	7.49041923599839e-05	0.000231713922626093	1.04880755025192e-06	7.49041923599839e-05	1.46475150894579e-06	1.04880755025192e-06	0.000195664947265162	9.04410039395448e-05	2.43357319346288e-07	2.43357319346288e-07	2.43357319346288e-07	2.43357319346288e-07	2.43357319346288e-07	4.7158583870798e-07	3.1325929349207e-07	1.15335222438999e-07	1.21988820958369e-09	1.58326545215909e-07	0.0126086694975481	4.22774792253596e-05	3.90941381162473e-05	3.40463472562215e-05	4.69888940238105e-05	0.0125957185341171	0.0125959591094567	0.0125858457684036	1.15335222438999e-05	0.012585141706714	1.1521988721656e-05	6.56282926967347e-05	0.0125757316307516	6.34116966826625e-05	0.0125659171609014	0.0125592477260642	7.91632726079546e-06	1.54145932706854e-05	3.65966462875107e-08
"Syzygium_sp2_M_SD_013"	0.000607144543183868	0.000606580593928956	0.000464239031909087	0.000385454248269507	0.000468946200249768	0.000385016867179899	0.000468600141463731	0.000384569975379212	1.00070836802022	0.00070836802021678	0.000294685719157591	0.00040002577011104	0.00043706304340696	0.00024227761526594	0.000326266213045201	0.000180057242380246	0.00040553296295685	0.000325558379532578	0.000315681058116281	0.00023737551765844	0.000325558379532578	0.000315681058116281	0.000242062809893769	0.000325558379532578	0.000195038541207537	0.000174214019452589	3.73516832758311e-07	3.73516832758311e-07	3.73516832758311e-07	3.73516832758311e-07	3.73516832758311e-07	8.43621146120201e-05	8.39711951620007e-05	1.77022195620053e-07	3.16914062603758e-07	3.9091945001938e-07	0.0125959585367696	0.0126055653823328	0.0126072794154387	0.0126010356576758	0.0125956792743001	0.0125792666776796	0.0125653213012532	0.0125568136379568	1.77022195620053e-05	4.27055822990064e-05	1.76845173424433e-05	4.28062970872305e-05	3.74989140605205e-05	3.26917893682804e-05	3.83394545391628e-05	3.06166762725482e-05	1.9545972500969e-05	1.40822817840488e-05	9.50742187811273e-06
"Syzygium_sp3_M_SD_013"	0.000607144543183868	0.000606580593928956	0.000464239031909087	0.000385454248269507	0.000468946200249768	0.000385016867179899	0.000468600141463731	0.000384569975379212	0.00070836802021678	1.00070836802022	0.000294685719157591	0.00040002577011104	0.00043706304340696	0.00024227761526594	0.000326266213045201	0.000180057242380246	0.00040553296295685	0.000325558379532578	0.000315681058116281	0.00023737551765844	0.000325558379532578	0.000315681058116281	0.000242062809893769	0.000325558379532578	0.000195038541207537	0.000174214019452589	3.73516832758311e-07	3.73516832758311e-07	3.73516832758311e-07	3.73516832758311e-07	3.73516832758311e-07	8.43621146120201e-05	8.39711951620007e-05	1.77022195620053e-07	3.16914062603758e-07	3.9091945001938e-07	0.0125959585367696	0.0126055653823328	0.0126072794154387	0.0126010356576758	0.0125956792743001	0.0125792666776796	0.0125653213012532	0.0125568136379568	1.77022195620053e-05	4.27055822990064e-05	1.76845173424433e-05	4.28062970872305e-05	3.74989140605205e-05	3.26917893682804e-05	3.83394545391628e-05	3.06166762725482e-05	1.9545972500969e-05	1.40822817840488e-05	9.50742187811273e-06
