"Bischhofia_javanica"	"Ficus_heteropleura"	"Strebus_glaber"	"Macaranga_bicolor"	"Macaranga_tanarius"	"Grewia_multiflora"	"Guioa_pleuropteris"	"Mallotus_molissima"	"Syzygium_sp2_M_SD_013"	"Syzygium_sp3_M_SD_013"	"Homalanthus_alpinus"	"Microcus_stylocarpa"	"Syzygium_garciae"	"Dillenia_reifferscheidia"	"Platea_excelsa"	"Homalanthus_rotundifolius"	"Prunus_fragrans"	"Canarium_asperum"	"Elaeocarpus_cumingii"	"Litsea_luzonica"	"Litsea_quericoides"	"Palaquium_sp1_M_SD_013"	"Unidentified_sp1_M_SD_013"	"Unidentified_sp2_M_SD_013"	"Memexylon_lanceolatum"	"Ternstroemia_megacarpa"	"Ficus_congesta"	"Ficus_heteropoda"	"Ficus_septica"	"Ficus_sp1_M_SD_013"	"Ficus_variegata"	"Pometia_pinnata"	"Aglaia_sp1_M_SD_013"	"Garcinia_busungaensis"	"Lithocarpus_sp1_M_SD_013"	"Myristica_ceylanica"	"Sarcops_calvus"	"Ducula_bicolor"	"Ptilinopus_occipitalis"	"Ducula_poliocephala"	"Penelopides_panini"	"Phapitreron_leucotis"	"Chalcophaps_indica"	"Hypsipetes_philippinus"	"Ptenochirus_jagori"	"Pycnonotus_goiavier"	"Cynopterus_brachyotis"	"Macropygia_phasianella"	"Zosterops_nigrorum"	"Rhabdornis_mysticalis"	"Streptopelia_chinensis"	"Oriolus_chinensis"	"Aceros_waldeni"	"Megalaima_haemacephala"	"Sus_cebifrons"
"Homalanthus_alpinus"	0.000861566658272398	0.000701376559594316	0.000980148054534526	0.0009798951722125	0.000979477108629596	0.000979128090672233	0.000640939536919574	0.000640748991667175	0.000336783679037246	0.000336783679037246	1.0009778400672	8.58544404282042e-05	0.000122297419672594	9.17537212055606e-07	1.02948068537345e-06	0.000687569163308477	8.59706432377592e-05	9.33349998189365e-07	8.53575684025911e-05	8.57796347164713e-05	9.33349998189365e-07	8.53575684025911e-05	0.000160286660380291	9.33349998189365e-07	0.000280118712559179	9.65005281097007e-07	2.39986972611053e-07	2.39986972611053e-07	2.39986972611053e-07	2.39986972611053e-07	2.39986972611053e-07	3.51930445928899e-07	2.56885053002019e-07	1.137379017114e-07	1.08529425720683e-09	9.50453929268806e-08	0.0143957875877586	4.04611715241539e-05	3.36952255326609e-05	3.19481195373381e-05	3.85327579503028e-05	8.58304769235351e-05	0.0143874530746689	0.0143726779303336	1.137379017114e-05	0.0143780097216238	1.13624163809688e-05	0.0143649175891593	0.0143708881712136	0.0143628788088177	5.39958908724933e-05	5.36957078187142e-05	4.75226964634403e-06	1.1807741340154e-05	3.2558827716205e-08
"Microcus_stylocarpa"	0.000762783079751753	0.00076267051965528	0.000176686887959304	8.66909477114193e-05	0.000182264768545155	8.6444532921513e-05	0.000182102198278283	8.62409245403683e-05	0.000457172308698331	0.000457172308698331	8.58544404282042e-05	1.00076033171479	0.000277146367958689	0.000580536493165497	0.000372795794165193	8.5349343845524e-05	0.000360819960844615	0.000371877060405158	0.000360505259149527	0.000270784709699863	0.000371877060405158	0.000360505259149527	0.000276252351448362	0.000371877060405158	7.61746684487655e-07	9.65512467039517e-05	0.000303977244009167	0.000303977244009167	0.000303977244009167	0.000303977244009167	0.000303977244009167	9.62365450088639e-05	9.58492116319561e-05	0.000144065044554108	5.31400383127475e-07	3.87333376907749e-07	0.0143611597639752	0.0143993504396615	0.014404513812968	0.0144005545791401	0.0143773817447934	4.40582373122974e-05	2.67050777088175e-05	3.08653298272598e-05	0.0144065044554108	2.1143008986712e-05	0.0143920979509554	2.02052407643703e-05	1.91196512280644e-05	1.80416396713098e-05	2.20312638576754e-05	1.72490352934453e-05	1.93666688453875e-05	1.38110982074649e-05	1.59420114938242e-05
"Syzygium_garciae"	0.0010389049634378	0.000859636669357919	0.000494591346432601	0.000404697865411312	0.000321366062676069	0.00040420383871779	0.000499777765877396	0.000403823268802068	0.000499500621036525	0.000499500621036525	0.000122297419672594	0.000277146367958689	1.00115437144482	0.000181017436893579	0.000276953380364088	0.000121346285330234	0.000283499701523373	0.000276261273607442	0.000180831884753914	0.000270177006008362	0.000276261273607442	0.000180831884753914	0.000180820993465386	0.000276261273607442	0.000222743841196635	0.000199011443904249	4.07683664281051e-07	4.07683664281051e-07	4.07683664281051e-07	4.07683664281051e-07	4.07683664281051e-07	9.63436271347895e-05	9.59067995404942e-05	1.93215006768271e-07	2.55279162350985e-07	4.36827594295298e-07	8.11598167842595e-05	0.0143829569634062	0.0143852151035888	8.30097972342929e-05	0.0143860199310741	0.0143734943477243	0.0143531406034484	5.33076438313014e-05	1.93215006768271e-05	4.32470540119929e-05	1.93021791761502e-05	4.19867458594987e-05	3.76939677244663e-05	3.26461768644404e-05	0.014339088182059	3.45818685465345e-05	2.18413797147649e-05	0.0143144293735051	7.65837487052955e-06
"Dillenia_reifferscheidia"	0.000678834809145097	0.000678901309841851	0.000106498086121473	1.57800017916486e-06	1.86340070098139e-06	1.43789055188774e-06	1.8030390722847e-06	1.30683395242097e-06	0.000323036820354586	0.000323036820354586	1.07046008073154e-06	0.000677292575359746	0.000211187009709176	1.00123510180648	0.000881229378658817	7.59153418583567e-07	0.000322315319927315	0.000322249532996025	0.000322119517474936	0.000217371059551405	0.000322249532996025	0.000322119517474936	0.000321940948724245	0.000322249532996025	4.45856214535443e-07	1.03940397731642e-06	0.000354716029344217	0.000354716029344217	0.000354716029344217	0.000354716029344217	0.000354716029344217	8.43601524937002e-07	4.57028540593314e-07	0.000168111862248444	0.000558593272678449	3.86572984343688e-07	5.55922133156933e-05	0.0167872137507693	0.0167916798628388	0.0167886629055572	6.8554281088997e-05	2.74123433331185e-05	1.21931392011317e-05	1.79148632668184e-05	0.0168111862248444	9.85412582632544e-06	0.0167943750386196	1.33599841931935e-05	9.83409205885561e-06	9.81775663445035e-06	1.37302415021421e-05	9.80767390939854e-06	1.93286492171844e-05	1.17856835709955e-05	0.0167577981803535
"Platea_excelsa"	0.000436749625794973	0.000771698237173162	0.00010687750927454	1.89496537989628e-06	0.000113718612620974	1.73374791671455e-06	0.000113669425194029	1.61113864490322e-06	0.000435021617393602	0.000435021617393602	1.20106079960236e-06	0.000434928426526059	0.000323112277091436	0.000881229378658817	1.00132792569891	8.41133152569406e-07	0.000322649577159374	0.000433985484538793	0.00032230534399566	0.000217511254054415	0.000433985484538793	0.00032230534399566	0.000322131518402853	0.000433985484538793	6.60514673504299e-07	0.000447651534748312	6.10981335923433e-07	6.10981335923433e-07	6.10981335923433e-07	6.10981335923433e-07	6.10981335923433e-07	0.000447307301584598	0.000112012101194476	2.89564614181722e-07	0.000558645013978576	0.000335295200390123	5.64333107281939e-05	0.0167972070231429	0.0168016731907736	0.0167970573011009	0.0168018151791713	4.81926429199518e-05	1.89775741505885e-05	2.21971847347251e-05	2.89564614181722e-05	1.13384669629365e-05	2.8927504956754e-05	1.42321552681909e-05	1.00754733496695e-05	1.00553341166082e-05	1.50763162718599e-05	1.12852224227209e-05	0.0167647600195061	1.24902297484411e-05	0.0167593504193573
"Homalanthus_rotundifolius"	0.000798672154616966	0.000797343827327587	0.000964846206003521	0.000964603140070299	0.000964175449308499	0.000963849888126393	0.000490590617167889	0.000712815015590132	0.000288091587808394	0.000288091587808394	0.000962596828631868	0.000119489081383734	0.000169884799462327	9.1098410230028e-07	1.00935978308329e-06	1.00096106712313	0.000119567104422544	9.00448772147979e-07	0.000118987695953007	0.000119418281044773	9.00448772147979e-07	0.000118987695953007	1.4170053584878e-06	9.00448772147979e-07	0.000168853259785033	9.33209317859522e-07	2.55425167539289e-07	2.55425167539289e-07	2.55425167539289e-07	2.55425167539289e-07	2.55425167539289e-07	3.53800848322296e-07	2.4596026318709e-07	1.21054581772175e-07	1.07042580010232e-09	1.07840585135205e-07	0.0201166452654879	3.88905493154824e-05	3.31046771961152e-05	3.06777514895105e-05	3.68940394780636e-05	8.11171857352117e-05	0.0201013601359163	8.43907522362292e-05	1.21054581772175e-05	0.0200964098050035	1.20933527190403e-05	6.86265164574221e-05	0.0200909587981461	0.0200820486104512	5.38920819989716e-05	5.27276360734455e-05	5.39202925676026e-06	1.2734252188478e-05	3.21127740030697e-08
"Prunus_fragrans"	0.000651455824705053	0.000650948650984541	0.000390307246840369	0.000264489986528802	0.000264614118058029	0.000264154469454666	0.000264435989238967	0.000263797776737313	0.00064885274073096	0.00064885274073096	0.000120358900532863	0.00050514794518246	0.000396899582132722	0.000386778383912779	0.000387179492591249	0.000119567104422544	1.00064748633371	0.00038643457266862	0.000504122938368787	0.00037873785163619	0.00038643457266862	0.000504122938368787	0.000386266772977712	0.00038643457266862	0.000144158711978237	0.000144233205726779	4.68701705475752e-07	4.68701705475752e-07	4.68701705475752e-07	4.68701705475752e-07	4.68701705475752e-07	8.69810383945907e-07	5.56305108197591e-07	2.22133509704148e-07	4.31414646880729e-07	3.13505275748317e-07	0.020101594037422	0.0201307616498508	0.0201366818484432	0.0201310118544127	8.34457662296386e-05	0.0200708753479966	4.88173461736738e-05	4.43619762331177e-05	2.22133509704148e-05	3.05319998032946e-05	2.21911376194444e-05	3.49654875561144e-05	2.75938221450839e-05	2.42963499358675e-05	3.45738863176502e-05	2.34861951894811e-05	1.56752637874158e-05	1.40812506081043e-05	1.29424394064219e-05
"Canarium_asperum"	0.000653062825187603	0.000653130304758742	0.00015970421493237	2.48007631867975e-06	0.000169764013943146	2.28689499450291e-06	0.000169769737122449	2.09761510050385e-06	0.000651116759065157	0.000651116759065157	1.63336249683139e-06	0.000650784855709027	0.000483457228813023	0.000483374299494038	0.00065097822680819	1.12556096518497e-06	0.000483043215835775	1.00064976017468	0.00048267150861545	0.000325729195279107	0.000649760174677721	0.00048267150861545	0.000482430855531524	0.000649760174677721	8.44573527478769e-07	0.00016852321872624	5.47584191763452e-07	5.47584191763452e-07	5.47584191763452e-07	5.47584191763452e-07	5.47584191763452e-07	0.000168151511505915	0.000167565762901813	2.59518574295475e-07	6.32303526366905e-07	5.85748604102175e-07	8.11064627222442e-05	0.0251558621781904	0.025162553551573	0.0251556470197329	0.025134864435272	5.20390108454166e-05	2.83707061846041e-05	2.98493553633459e-05	2.59518574295475e-05	1.35939476060207e-05	2.59259055721179e-05	2.12799380054398e-05	1.1707617193549e-05	1.16813970047927e-05	2.25460221877695e-05	1.35226926923789e-05	2.92874302051088e-05	1.53423765293335e-05	1.89691057910072e-05
"Elaeocarpus_cumingii"	0.000633698814246529	0.000633270096167322	0.000307551374504275	0.000150371629949701	0.00015056605876234	0.000150121176515335	0.000150427700369449	0.000149808384719968	0.000631362116232562	0.000631362116232562	0.000149375744704534	0.000630884203511672	0.000316455798319349	0.000483179276212404	0.00048345801599349	0.000148734619941259	0.000630153672960984	0.00048267150861545	1.00062978095912	0.000472973932537651	0.00048267150861545	0.000629780959121204	0.000482408052544212	0.00048267150861545	9.80266989266027e-07	1.18755122767418e-06	5.36097606808424e-07	5.36097606808424e-07	5.36097606808424e-07	5.36097606808424e-07	5.36097606808424e-07	8.14837387894334e-07	5.6714678365938e-07	2.54074695169869e-07	5.38816773804846e-07	2.47690604234953e-07	0.0251050215392002	0.0251487591287318	0.0251577875554588	0.02515326675834	8.5072017548907e-05	5.21799375691782e-05	3.64634924477697e-05	3.71177455939441e-05	2.54074695169869e-05	2.43083850869552e-05	2.538206204747e-05	2.73321641179292e-05	2.26369661939614e-05	2.07643613849618e-05	2.98174376816155e-05	1.75317404056727e-05	1.23845302117477e-05	1.27032153490041e-05	1.61645032141454e-05
"Litsea_luzonica"	0.000790424779449569	0.000476995562931046	0.000464901582061668	0.000464187208706798	0.000151451226039901	0.000463766490110157	0.000463910943769314	0.000463427845252185	0.000474751035316881	0.000474751035316881	0.000150114360753825	0.00047387324197476	0.000472809760514634	0.000326056589327107	0.000326266881081622	0.000149272851305966	0.000473422314545238	0.000325729195279107	0.00047297393253765	1.00078546330653	0.000325729195279107	0.00047297393253765	0.000325660971594964	0.000325729195279107	1.26691064493379e-06	1.09021851736369e-06	4.31544755261522e-07	4.31544755261522e-07	4.31544755261522e-07	4.31544755261522e-07	4.31544755261522e-07	6.41836509776694e-07	4.67764681848137e-07	2.04523580692665e-07	3.63613974586806e-07	1.74071827928557e-07	0.0251111253298666	0.00011429973677921	0.0251297099414237	0.0251229555162735	7.01647022772205e-05	6.27734810621795e-05	5.02785167569603e-05	4.86165295169009e-05	2.04523580692665e-05	3.97332106600982e-05	2.04319057111972e-05	3.59586897934915e-05	3.45786446182169e-05	2.87857965525646e-05	0.0250562997878996	2.94503017648431e-05	8.70359139642783e-06	1.48745504413092e-05	1.09084192376042e-05
"Litsea_quericoides"	0.000653062825187603	0.000653130304758742	0.00015970421493237	2.48007631867975e-06	0.000169764013943146	2.28689499450291e-06	0.000169769737122449	2.09761510050385e-06	0.000651116759065157	0.000651116759065157	1.63336249683139e-06	0.000650784855709027	0.000483457228813023	0.000483374299494038	0.00065097822680819	1.12556096518497e-06	0.000483043215835775	0.000649760174677721	0.00048267150861545	0.000325729195279107	1.00064976017468	0.00048267150861545	0.000482430855531524	0.000649760174677721	8.44573527478769e-07	0.00016852321872624	5.47584191763452e-07	5.47584191763452e-07	5.47584191763452e-07	5.47584191763452e-07	5.47584191763452e-07	0.000168151511505915	0.000167565762901813	2.59518574295475e-07	6.32303526366905e-07	5.85748604102175e-07	8.11064627222442e-05	0.0251558621781904	0.025162553551573	0.0251556470197329	0.025134864435272	5.20390108454166e-05	2.83707061846041e-05	2.98493553633459e-05	2.59518574295475e-05	1.35939476060207e-05	2.59259055721179e-05	2.12799380054398e-05	1.1707617193549e-05	1.16813970047927e-05	2.25460221877695e-05	1.35226926923789e-05	2.92874302051088e-05	1.53423765293335e-05	1.89691057910072e-05
"Palaquium_sp1_M_SD_013"	0.000633698814246529	0.000633270096167322	0.000307551374504275	0.000150371629949701	0.00015056605876234	0.000150121176515335	0.000150427700369449	0.000149808384719968	0.000631362116232562	0.000631362116232562	0.000149375744704534	0.000630884203511672	0.000316455798319349	0.000483179276212404	0.00048345801599349	0.000148734619941259	0.000630153672960984	0.00048267150861545	0.000629780959121204	0.000472973932537651	0.00048267150861545	1.00062978095912	0.000482408052544212	0.00048267150861545	9.80266989266027e-07	1.18755122767418e-06	5.36097606808424e-07	5.36097606808424e-07	5.36097606808424e-07	5.36097606808424e-07	5.36097606808424e-07	8.14837387894334e-07	5.6714678365938e-07	2.54074695169869e-07	5.38816773804846e-07	2.47690604234953e-07	0.0251050215392002	0.0251487591287318	0.0251577875554588	0.02515326675834	8.5072017548907e-05	5.21799375691782e-05	3.64634924477697e-05	3.71177455939441e-05	2.54074695169869e-05	2.43083850869552e-05	2.538206204747e-05	2.73321641179292e-05	2.26369661939614e-05	2.07643613849618e-05	2.98174376816155e-05	1.75317404056727e-05	1.23845302117477e-05	1.27032153490041e-05	1.61645032141454e-05
