"Hamelia_versicolor"	"Vitex_mollis"	"Combretum_farinosum"	"Ipomoea_bracteata"	"Mirabilis_sp1_M_PL_065"	"Ipomoea_wolcottiana"	"Opuntia_excelsa"	"Nopalea_karwinskiana"	"Ceiba_aesculifolia"	"Caesalpinia_pulcherrima"	"Cordia_seleriana"	"Psittacanthus_calyculatus"	"Tillandsia_bartramii"	"Pithecellobium_mangens"	"Tillandsia_paucifolia"	"Tillandsia_dasyrifolia"	"Groton_suberosus"	"Justicia_mexicana"	"Erythrina_lanata"	"Ipomoea_quamoclit"	"Tabebuia_donnell-smithii"	"Amazilia_rutila"	"Chlorostilbon_canivetii"	"Cynanthus_latirostris"	"Heliomaster_constantii"	"Archilochus_colubris"
"Hamelia_versicolor"	1.00110431524175	0.000509058492264013	0.000789195404417255	0.000745743237969271	0.000280136912153242	0.000430623400632093	0.000824178329601191	0.000464255591858443	0.000744392504011685	0.000149135754521265	0.000509058492264013	0.00015048648847885	0.000149135754521265	0.000359922737742749	0.000744392504011685	0.000149135754521265	0.000149135754521265	0.000429272666674507	0.000315119837337178	0.000789195404417255	0.000315119837337178	0.025353078268615	0.0251945916419924	0.0252123220937918	0.0252095869869743	4.05220187275774e-05
"Vitex_mollis"	0.00101811698452803	1.00101522255691	0.00101684233846844	0.000300617654030299	1.61978155425793e-06	0.000299343007970709	0.00101649720297377	0.000297918549044798	0.000299538330599056	0.000296643902985209	0.00101522255691418	0.000297723226416451	0.000296643902985209	0.00071857865392897	0.000299538330599056	0.000296643902985209	0.000296643902985209	0.000298263684539467	1.27464605958973e-06	0.00101684233846844	1.27464605958973e-06	0.0504294635074855	0.0503005057750279	0.000145780339883214	0.000101971684767179	3.23797029372703e-05
"Combretum_farinosum"	0.00105226053922301	0.000677894892312291	1.00105086364491	0.00057416435310301	0.000372968752593525	0.000572767458785819	0.000679291786629482	0.000199747724084038	0.000572716476677563	0.000198350829766847	0.000677894892312291	0.000199798706192293	0.000198350829766847	0.000479544062545444	0.000572716476677563	0.000198350829766847	0.000198350829766847	0.000571319582360372	1.39689431719097e-06	0.00105086364490582	1.39689431719097e-06	0.033719641060364	0.033568084378181	0.0335671877334173	0.000111751545375277	4.34362927633839e-05
"Ipomoea_bracteata"	0.000745743237969271	0.000150308827015149	0.000430623264827257	1.00158233362391	0.000280314437812108	0.00126721365077101	0.000465428800157163	0.000464314394225197	0.000744628832037304	0.000149194421083183	0.000150308827015149	0.000986899212958898	0.000149194421083183	1.11440593196666e-06	0.000744628832037304	0.000149194421083183	0.000149194421083183	0.00042950885889529	0.000315119973142014	0.000430623264827257	0.000315119973142014	0.0253630515841411	7.8008415237666e-05	0.0252282994030897	0.0252095978513611	0.0251311437562715
"Mirabilis_sp1_M_PL_065"	0.00112054764861297	3.23956310851586e-06	0.00111890625778058	0.00112125775124843	1.00111566669467	0.00111961636041604	4.8809539409093e-06	3.40607416251763e-06	0.00111907276883458	1.76468333012419e-06	3.23956310851586e-06	3.94966574397789e-06	1.76468333012419e-06	1.47487977839167e-06	0.00111907276883458	1.76468333012419e-06	1.76468333012419e-06	0.00111743137800218	1.64139083239344e-06	0.00111890625778058	1.64139083239344e-06	0.000299996166121112	0.000103241584487417	0.100410002520485	0.000131311266591475	6.55494724156109e-05
"Ipomoea_wolcottiana"	0.000574164534176124	0.000199562005313806	0.000572767458785819	0.00168961820102801	0.000373205453472013	1.00168822112564	0.000200959080704111	0.00019982612723971	0.000573031580711722	0.000198429051849405	0.000199562005313806	0.00131501567216569	0.000198429051849405	1.13295346440117e-06	0.000573031580711722	0.000198429051849405	0.000198429051849405	0.000571634505321417	1.39707539030502e-06	0.000572767458785819	1.39707539030502e-06	0.0337329388143988	7.93067425080821e-05	0.0335884908124811	0.000111766031224402	0.0334975986094886
"Opuntia_excelsa"	0.00109890443946825	0.000677664801982512	0.000679291786629482	0.000620571733542884	1.62698464696977e-06	0.000200959080704111	1.00109727745482	0.000617872097757085	0.000619499082404054	0.000198259444918311	0.000677664801982512	0.000199332096057141	0.000198259444918311	0.000479405357064201	0.000619499082404054	0.000198259444918311	0.000198259444918311	0.000199886429565281	0.000419612652838773	0.000679291786629482	0.000419612652838773	0.0337041056361129	0.0335583749944941	0.000146428618227279	0.0335690122271019	3.21795341648995e-05
"Nopalea_karwinskiana"	0.000928511183716886	0.000297918549044798	0.000299621586126057	0.000928628788450393	1.70303708125881e-06	0.000299739190859565	0.000926808146635627	1.00092532212358	0.000927025160658321	0.000296432525986234	0.000297918549044798	0.000298036153778306	0.000296432525986234	1.48602305856452e-06	0.000927025160658321	0.000296432525986234	0.000296432525986234	0.000298135563067493	0.000628889597590829	0.000299621586126057	0.000628889597590829	0.0503935294176598	0.000104021614099516	0.000153273337313293	0.0503111678072663	4.81088337621606e-05
"Ceiba_aesculifolia"	0.000992523338682247	0.000199692220399371	0.000572716476677563	0.000992838442716406	0.000373024256278193	0.000573031580711722	0.000619499082404054	0.000618016773772214	1.00099104103005	0.000198209911767531	0.000199692220399371	0.00020000732443353	0.000198209911767531	1.48230863184024e-06	0.000991041030050406	0.000198209911767531	0.000198209911767531	0.000571234168045723	0.000419806862004684	0.000572716476677563	0.000419806862004684	0.0336956850004802	0.000103761604228817	0.0335721830650373	0.0335845489603747	5.39223799799774e-05
"Caesalpinia_pulcherrima"	0.000596543018085058	0.000593287805970417	0.000595052489300542	0.000596777684332731	1.76468333012419e-06	0.000595287155548215	0.000594778334754934	0.000592865051972468	0.000594629735302592	1.00059137452319	0.000593287805970417	0.00059352247221809	0.000591374523187952	1.91328278246593e-06	0.000594629735302592	0.000591374523187952	0.000591374523187952	0.000593139206518076	1.49052878451636e-06	0.000595052489300542	1.49052878451636e-06	0.100533668941952	0.000133929794772615	0.000158821499711177	0.000119242302761309	6.44384709041633e-05
"Cordia_seleriana"	0.00101811698452803	0.00101522255691418	0.00101684233846844	0.000300617654030299	1.61978155425793e-06	0.000299343007970709	0.00101649720297377	0.000297918549044798	0.000299538330599056	0.000296643902985209	1.00101522255691	0.000297723226416451	0.000296643902985209	0.00071857865392897	0.000299538330599056	0.000296643902985209	0.000296643902985209	0.000298263684539467	1.27464605958973e-06	0.00101684233846844	1.27464605958973e-06	0.0504294635074855	0.0503005057750279	0.000145780339883214	0.000101971684767179	3.23797029372703e-05
"Psittacanthus_calyculatus"	0.000300972976957701	0.000297723226416451	0.00029969805928844	0.0019737984259178	1.97483287198894e-06	0.00197252350824854	0.000298998144085712	0.000298036153778306	0.000300010986650295	0.000296761236109045	0.000297723226416451	1.00197054867538	0.000296761236109045	9.61990307405923e-07	0.000300010986650295	0.000296761236109045	0.000296761236109045	0.000298736068981034	1.27491766926081e-06	0.00029969805928844	1.27491766926081e-06	0.0504494101385377	6.73393215184146e-05	0.000177734958479005	0.000101993413540865	0.0502136231780251
"Tillandsia_bartramii"	0.000596543018085058	0.000593287805970417	0.000595052489300542	0.000596777684332731	1.76468333012419e-06	0.000595287155548215	0.000594778334754934	0.000592865051972468	0.000594629735302592	0.000591374523187952	0.000593287805970417	0.00059352247221809	1.00059137452319	1.91328278246593e-06	0.000594629735302592	0.000591374523187952	0.000591374523187952	0.000593139206518076	1.49052878451636e-06	0.000595052489300542	1.49052878451636e-06	0.100533668941952	0.000133929794772615	0.000158821499711177	0.000119242302761309	6.44384709041633e-05
