"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Microtus_oeconomus"	"Megabothris_advenarius"	"Amalaraeus_penicilliger"	"Stenoponia_montana"	"Catallagia_dacenkoi"	"Hystrichopsylla_microti"	"Amphipsylla_marikovskii"	"Rhadinopsylla_integella"
"Clethrionomys_rutilus"	1.00696662656674	0.0026510553100218	0.000483328224251923	0.0144515139051325	0.0144515139051325	0.0143852375223819	0.0144515139051325	0.0143852375223819	0.0144998467275577	0.0143852375223819
"Clethrionomys_rufocanus"	0.00463934679253815	1.00461946387771	0.000842199430758976	0.0251817629796934	0.0251817629796934	6.62763827505449e-05	0.0251817629796934	6.62763827505449e-05	0.0252659829227693	6.62763827505449e-05
"Microtus_oeconomus"	0.00338329756976346	0.0033687977230359	1.00334891480821	0.00013255276550109	0.00013255276550109	4.83328224251923e-05	0.00013255276550109	4.83328224251923e-05	0.100467444246322	4.83328224251923e-05
"Megabothris_advenarius"	0.0505802986679637	0.0503635259593867	6.62763827505449e-05	1.00198166384424	0.00198166384424129	0.000722575695256625	0.00198166384424129	0.000722575695256625	0.00198829148251635	0.000722575695256624
"Amalaraeus_penicilliger"	0.0505802986679637	0.0503635259593867	6.62763827505449e-05	0.00198166384424129	1.00198166384424	0.000722575695256625	0.00198166384424129	0.000722575695256625	0.00198829148251635	0.000722575695256625
"Stenoponia_montana"	0.100696662656674	0.00026510553100218	4.83328224251923e-05	0.00144515139051325	0.00144515139051325	1.00143852375224	0.00144515139051325	0.00143852375223819	0.00144998467275577	0.00143852375223819
"Catallagia_dacenkoi"	0.0505802986679637	0.0503635259593867	6.62763827505449e-05	0.00198166384424129	0.00198166384424129	0.000722575695256624	1.00198166384424	0.000722575695256625	0.00198829148251635	0.000722575695256624
"Hystrichopsylla_microti"	0.100696662656674	0.00026510553100218	4.83328224251923e-05	0.00144515139051325	0.00144515139051325	0.00143852375223819	0.00144515139051325	1.00143852375224	0.00144998467275577	0.00143852375223819
"Amphipsylla_marikovskii"	0.0338329756976346	0.033687977230359	0.0334891480821074	0.0013255276550109	0.0013255276550109	0.000483328224251923	0.0013255276550109	0.000483328224251923	1.00467444246322	0.000483328224251923
"Rhadinopsylla_integella"	0.100696662656674	0.00026510553100218	4.83328224251923e-05	0.00144515139051325	0.00144515139051325	0.00143852375223819	0.00144515139051325	0.00143852375223819	0.00144998467275577	1.00143852375224
