"Cordia_martinicensis"	"Cordia_sp1_M_PL_041"	"Cornutia_pyramidata"	"Unidentified_sp21_M_PL_041"	"Croton_flavens"	"Vernonia_sp1_M_PL_041"	"Chamaecrista_glandulosa"	"Wedelia_calycina"	"Mimosa_casta"	"Lantana_camara"	"Gonzalagunia_hirsuta"	"Guettarda_scabra"	"Ipomoea_tiliacea"	"Calliandra_tergemina"	"Daphnopsis_americana"	"Lantana_involucrata"	"Tetrazygia_angustifolia"	"Wedelia_trilobata"	"Sida_rhombifolia"	"Byrsonima_spicata"	"Miconia_striata"	"Spermacoce_assurgens"	"Ludwigia_octovalvis"	"Odontonema_nitidum"	"Palicourea_crocea"	"Centrosema_virginianum"	"Coccoloba_sp1_M_PL_041"	"Desmodium_adscendens"	"Oxalis_barrelieri"	"Oxalis_frutescens"	"Stigmaphyllon_diversifolium"	"Orthorhyncus_cristatus"	"Apis_mellifera"	"Unidentified_sp1_M_PL_041"	"Unidentified_sp2_M_PL_041"	"Unidentified_sp8_M_PL_041"	"Xylocopa_sp1_M_PL_041"	"Unidentified_sp4_M_PL_041"	"Unidentified_sp3_M_PL_041"	"Wasmannia_auropunctata"	"Appias_drusilla"	"Unidentified_sp6_M_PL_041"	"Ascia_monuste"	"Unidentified_sp7_M_PL_041"	"Unidentified_sp5_M_PL_041"	"Coereba_flaveola"	"Electrostrymon_angerona"	"Polygonus_sp1_M_PL_041"	"Janonia_evarete"	"Dryas_iulia"	"Agraulis_vanillae"	"Allosmaitia_piplea"	"Urbanus_sp1_M_PL_041"	"Phoebis_sp1_M_PL_041"	"Unidentified_sp10_M_PL_041"	"Eulampis_holosericeus"	"Eulampis_jugularis"	"Marpesia_petreus"	"Unidentified_sp18_M_PL_041"	"Unidentified_sp13_M_PL_041"	"Unidentified_sp16_M_PL_041"	"Unidentified_sp20_M_PL_041"	"Cyanophaia_bicolor"	"Loxigilla_noctis"	"Unidentified_sp17_M_PL_041"	"Unidentified_sp19_M_PL_041"	"Unidentified_sp9_M_PL_041"	"Anartia_jatrophae"	"Anolis_oculatus"	"Hemiargus_hanno"	"Pyrgus_oileus"	"Unidentified_sp11_M_PL_041"	"Unidentified_sp12_M_PL_041"	"Unidentified_sp15_M_PL_041"
"Cordia_martinicensis"	1.00325563275083	0.000913428919410668	0.000149267248517863	0.000726081144606772	0.000195334596264018	0.00113478152845846	0.000417488988444921	0.00079481469464494	0.000206479134248042	0.000482190086045519	0.000189532430167447	0.000119684698150562	0.00015996894592171	0.000379124122754126	4.01672988136193e-05	0.000154435720390363	4.4062613414517e-05	0.00018696223174065	0.000219407308420806	4.42840335824291e-05	0.000117771439544977	7.16708915392212e-07	6.33113549892085e-07	3.16077417849765e-05	3.16077417849765e-05	0	7.32237251970748e-05	5.02172344353781e-07	0	3.16077417849765e-05	2.11221280696363e-07	0.00442508384989671	0.00441840286949812	0.0044062613414517	0.00441383114104196	1.26567680758716e-05	0.00439342351182449	0.00439239922716636	3.01303406612269e-05	1.05610640348182e-05	0.0043900600494015	2.02195053878339e-05	0.00437794354906026	0.00438346136494188	0.00439107327260364	0.0043839003685875	0.00437520595181254	0.00437610407283067	0.00437476065009976	0.00438535068053235	0.00437923672134278	0.00436924182340618	0.00437620055349582	0.004377698501968	0.00437620055349582	7.61190766175557e-06	1.03179590272782e-05	0.00436198101196011	7.61190766175558e-06	7.3135769473602e-06	7.26081144606773e-06	0.00436198101196011	3.98948993835205e-06	3.73168121294657e-06	7.26081144606773e-06	6.11395918957646e-06	0.00436929458890747	4.67405579351625e-06	2.21420167912146e-06	3.08871440780725e-06	0	3.15887383612411e-06	0	3.08871440780725e-06
"Cordia_sp1_M_PL_041"	0.00175073876220378	1.00341590980164	0.000145103939012154	0.000247329750504463	0.000280340006065003	0.000751386578777815	0.000146434385453111	0.000657773580159864	0.00016153117931857	0.000550626187373758	0.000361396937679659	0.00022884194723596	0.000305213234613784	0.000306401687307446	7.64972425859205e-05	0.000201488076628604	8.40601481971185e-05	7.74830194287566e-05	5.05206877569313e-07	8.44825610021291e-05	8.47618139072601e-05	4.35599047751324e-07	6.03239647482623e-07	6.02836158137656e-05	6.02836158137656e-05	0	3.97415153739136e-07	2.94868289639446e-07	0	6.02836158137656e-05	1.22085460093687e-07	0.00843970621392719	0.00841469668445124	0.00840601481971185	5.1029200352563e-05	1.44346256216681e-05	2.38449092243482e-05	2.44078452301305e-05	1.76920973783668e-05	6.10427300468436e-06	0.00838989104359769	1.25405435063055e-05	2.37311261976882e-05	2.05120489285308e-05	0.00838231129727551	0.0083897762465704	1.21771249589875e-05	0.00837875582287757	1.49160301387446e-05	0.00838548347652667	0.00838042367975621	1.00852051668002e-05	1.80387514234862e-05	0.008374778203	1.80387514234862e-05	0.00836179924834697	1.2737025653802e-05	7.61190766175557e-06	0.00836179924834698	1.68402292523104e-08	2.47329750504463e-06	7.61190766175557e-06	7.62806490786534e-06	3.62759847530384e-06	2.47329750504463e-06	5.05979677046049e-06	7.62874789100789e-06	1.93707548571891e-06	4.22412805010646e-06	4.02976153257207e-06	0	6.02328229466099e-06	0	4.02976153257207e-06
"Cornutia_pyramidata"	0.000858286678977712	0.000435311817036461	1.00335931473692	2.86259570553361e-06	6.91912993324863e-07	0.000675321806462322	0.000852898736719007	0.000183535317673615	0.000253050830646927	0.000181610994571137	0.000433293848001711	0.000181120198575757	0.000181624707390566	0.000601482244901901	3.79976721738155e-07	0.000181488297310176	0.000251681306988261	9.13683310100487e-07	3.34000403803554e-07	0.000252946037174131	0.000252518652038756	6.07000216217025e-07	1.93898635609725e-07	0.000179957225752359	0.000179957225752359	0	0.000419277917338466	2.45480697263225e-07	0	0.000179957225752359	1.45746341137207e-07	0.0251940116053303	4.1797439391197e-05	0.0251681306988261	3.57914325326274e-05	1.44456883417553e-06	0.025156675040308	3.55118611938979e-05	1.47288418357935e-05	7.28731705686037e-06	2.44461470927832e-05	1.84501550031927e-05	1.73886051860677e-05	9.99584449496938e-06	1.36234429702732e-05	2.79619414072381e-05	1.59445748374163e-05	7.38234345469457e-06	8.57825048471567e-06	1.2403309715624e-05	1.09914995796732e-05	3.76030717000191e-06	9.96721853791404e-06	1.2183006877267e-05	9.96721853791404e-06	3.62759847530384e-06	1.45653217664625e-05	3.73168121294657e-06	3.62759847530384e-06	1.11333467934518e-08	2.86259570553361e-08	3.73168121294657e-06	6.03733995252523e-06	0.025083982868423	2.86259570553361e-08	1.41181013595089e-06	3.74281455974003e-06	2.28420827525122e-08	1.26473018587066e-05	3.62976594620352e-06	0	7.22156413336186e-06	0	3.62976594620352e-06
"Unidentified_sp21_M_PL_041"	0.00166998663259558	0.000296795700605355	1.14503828221344e-06	1.00383776630938	0.000112850069434905	0.000997204886124041	0.000616945865055224	0.000828704015777323	0.000372321104888658	0.000113540863191262	9.31126147403148e-05	5.240618637396e-07	9.2461409140654e-05	9.32446207919357e-05	9.17458135377078e-05	0.000113215344711196	4.78516366901242e-07	0.000261203226159047	3.97356120338401e-07	4.80920971760042e-07	0.000336620854813453	5.90843588841502e-07	3.70823982616807e-07	2.49971192428089e-07	2.49971192428089e-07	0	4.1368812717858e-07	0.000168107278417815	0	2.49971192428089e-07	3.23287674333222e-08	3.49959669399324e-05	0.0100920394891479	4.78516366901242e-05	0.0100855543459782	1.01548564555045e-05	2.48212876307148e-05	0.0100821036017242	0.0100864367050689	1.61643837166611e-06	2.70478310766282e-05	2.23405928563272e-05	1.10857057230919e-05	0.0100591360128588	0.0100616093103638	1.3617189921619e-05	0.0100544519868978	1.34957779322759e-05	2.09137841437871e-05	1.83795724901478e-05	1.20049262149376e-05	0.0100456384745398	2.07583497650211e-05	1.68570009948555e-05	2.0758349765021e-05	2.47329750504462e-06	3.86561224171528e-06	7.26081144606772e-06	2.47329750504463e-06	1.324520401128e-08	0.0100383776630938	7.26081144606773e-06	1.746872879132e-08	2.86259570553361e-08	0.0100383776630938	6.37464627521017e-06	7.27405665007901e-06	6.53008065397618e-06	2.40460485880021e-08	2.26430689422393e-06	0	1.55187691233858e-06	0	2.26430689422393e-06
"Croton_flavens"	0.00149756523802413	0.00112136002426001	9.22550657766484e-07	0.000376166898116352	1.00260271594477	0.000378383000071746	0.000374328921739484	0.00149502919324714	0.000373124911308283	0.000374394955595531	2.8244702397629e-06	6.63248133425321e-07	1.05761623108693e-06	1.76920741522783e-06	3.93782564971475e-07	0.000374402289226	3.33910871928347e-07	1.00520282383101e-06	1.455981715322e-06	3.35588816008389e-07	1.09631383236735e-06	1.61392445945687e-06	0.00111737178899649	3.4236019541832e-07	3.4236019541832e-07	0	2.439732137754e-07	3.00939951993477e-07	0	3.4236019541832e-07	1.12314414630536e-06	4.79304273585648e-05	4.33160821468623e-05	3.33910871928347e-05	0.0334742179376644	0.0334874593455054	1.4638392826524e-05	2.76877805067314e-05	1.80563971196086e-05	5.61572073152678e-05	3.75939006443878e-05	1.96312125260603e-05	1.4028539110965e-05	2.44757824682019e-05	3.38204493370353e-05	1.59338555447792e-05	1.56203782148139e-05	0.0334359463515698	9.23901899419454e-06	3.48439437529842e-05	2.33437191895446e-05	1.02728221899641e-05	2.07141134870383e-05	1.85585557924322e-05	2.07141134870383e-05	9.34466686883342e-06	5.59271960309703e-08	6.51115320880058e-06	9.34466686883344e-06	4.85327238440666e-08	3.76166898116352e-06	6.51115320880058e-06	2.21082711141774e-08	2.30637664441621e-08	3.76166898116352e-06	1.15002245634396e-05	6.55968593264465e-06	2.51300705957754e-08	1.67794408004195e-08	7.48804578452e-06	0	4.70745039960484e-08	0	7.48804578452e-06
"Vernonia_sp1_M_PL_041"	0.00186428393961032	0.000644045638952413	0.000192949087560663	0.000712289204374315	8.10820714439454e-05	1.00215766494717	0.000573006339487329	0.00136977590429969	0.000337971417823009	8.20450100921213e-05	0.000258775495056103	7.38873835027158e-07	6.66497883365002e-05	0.00018698674285291	6.56742428931251e-05	0.000201119243661613	7.21877126562722e-05	0.000426123949008762	6.76534992887657e-07	7.25504649811781e-05	0.000312346921086752	0.000179917559597916	7.10372936850724e-07	3.70811944486457e-07	3.70811944486457e-07	0	0.000119908190241003	0.000120150139029507	0	3.70811944486457e-07	2.67873200616627e-07	5.19136722281039e-05	0.00722416671824376	0.00721877126562722	0.00720903535853742	1.32749920870229e-05	0.00719449141446018	0.00720054416405839	0.00720900834177042	1.33936600308313e-05	0.00719061371219051	0.00718598745589199	1.28629282621894e-05	0.00718403424745215	0.00718940129444343	1.82799488878639e-05	2.3414279239694e-05	1.61753650522001e-05	0.00717702771640825	2.56502672646266e-05	1.51135295392444e-05	1.5228474389875e-05	0.00717691135540841	0.0071717416646743	0.00717691135540841	5.3670469912701e-06	4.78269042262766e-06	8.10558234613184e-06	5.36704699127011e-06	2.25511664295886e-08	7.12289204374315e-06	8.10558234613184e-06	2.46291278342386e-08	4.82372718901659e-06	7.12289204374315e-06	1.05367377253822e-05	8.12813351256143e-06	1.06530987252191e-05	3.62752324905891e-06	4.02238487323226e-06	0	4.31292491760171e-06	0	4.02238487323226e-06
"Chamaecrista_glandulosa"	0.00137174953346188	0.000251030375062476	0.000487370706696575	0.000881351235793177	0.000160426680745493	0.00114601267897466	1.00172115344262	0.000626404395879754	0.000543385211679856	0.000263908898647802	0.000248589436165392	0.000103547043568648	0.000104128192018206	0.000344132717038786	5.09367757231713e-07	0.000264008774465728	0.000143908723869317	1.56472458781778e-06	7.4594417169582e-07	0.000144631883285746	0.000383814601976228	0.00035897538957349	7.84183382082042e-07	0.000102804959428714	0.000102804959428714	0	0.000239438596631803	5.78476640087507e-07	0	0.000102804959428714	4.4400803051954e-07	0.01439269432002	5.60304532954884e-05	0.0143908723869317	0.0143675746727836	1.0205260546875e-05	0.0143663157979082	0.0143596440880094	3.47085984052504e-05	2.2200401525977e-05	3.04836811600212e-05	0.0143412552617188	1.69778516632918e-05	2.7781940967028e-05	2.98738607592153e-05	1.98463664019332e-05	0.0143250798328017	1.34036042233931e-05	1.41890513708705e-05	1.81527215244205e-05	1.33342261714994e-05	1.47776407642878e-05	1.89684286090962e-05	1.62418530483623e-05	1.89684286090962e-05	2.0919197921873e-06	8.33875008443492e-06	5.96412840635601e-06	2.0919197921873e-06	2.4864805723194e-08	8.81351235793178e-06	5.96412840635601e-06	3.45156811895495e-06	1.21842676674144e-05	8.81351235793178e-06	4.81849535292118e-06	5.98899321207921e-06	3.91181146954445e-08	7.2315941642873e-06	5.28017548931457e-06	0	4.1431572694232e-06	0	5.28017548931457e-06
"Wedelia_calycina"	0.00140621061360259	0.000607175612455259	5.64724054380354e-05	0.000637464627521018	0.000345006736903187	0.00147514328155351	0.000337294674704483	1.00275033974702	0.0001579397549891	0.000336208901322666	0.000256573018233453	5.6061697177844e-05	0.00012675017640593	0.000127666548992053	7.06105250406784e-05	0.000271998897205357	4.05670940672113e-07	0.000201046761512128	8.49587779688091e-07	4.07709488112676e-07	0.000130218944374866	0.000194002629793014	0.000258469236490915	5.55080446653982e-05	5.55080446653982e-05	0	4.17508818370032e-07	0.000129211057369244	0	5.55080446653982e-05	5.39641881310827e-07	0.00777112625315575	0.00776715775447462	4.05670940672113e-05	0.00776892086485198	0.00773788783828814	2.50505291022019e-05	3.61329638969797e-05	0.00775266344215464	2.69820940655414e-05	0.00774489084050023	0.00773851951646811	1.4965913032564e-05	0.00773648949509032	0.00774154929186079	1.83390094259809e-05	1.73071008177078e-05	2.26739805234765e-05	2.16768659527619e-05	0.00773136208588665	1.78979339864903e-05	1.24886054647866e-05	0.00773011484881512	2.17104936854192e-05	0.00773011484881512	5.05979677046049e-06	5.29653022668246e-06	6.11395918957646e-06	5.0597967704605e-06	2.83195926562697e-08	6.37464627521017e-06	6.11395918957646e-06	1.86872323926146e-06	1.41181013595089e-06	6.37464627521017e-06	0.00771346415190016	6.14227878223273e-06	5.0261690378032e-06	2.03854744056338e-08	5.43997794410714e-06	0	4.27621697055755e-06	0	5.43997794410713e-06
"Mimosa_casta"	0.00118725502192624	0.000484593537955709	0.000253050830646926	0.000930802762221645	0.000279843683481212	0.00118289996238053	0.000950924120439748	0.000513304203714575	1.00117651227616	0.000280675974671555	0.000481587976045688	8.22243567030431e-07	0.000229539631302756	0.000230650765970538	0.000228240995036845	0.000280936937858706	0.000251351095446939	0.00023029385523379	4.22768293030975e-07	0.000252614166278331	0.000670320279632061	8.13132189299871e-07	6.06119621706431e-07	4.43296031670779e-07	4.43296031670779e-07	0	6.23812091699301e-07	8.31505219439609e-07	0	4.43296031670779e-07	1.62555533755768e-07	6.20614444339091e-05	0.0251065094540529	0.0251351095446939	0.0250904256035279	1.33069226385199e-05	3.7428725501958e-05	0.0250882607379409	4.98903131663766e-05	8.12777668778839e-06	3.52432421840702e-05	2.60230662217641e-05	1.46196772824745e-05	2.68677852987202e-05	3.09060647816845e-05	1.88103361734775e-05	2.80546362704139e-05	1.85283806218724e-05	1.9368610182621e-05	1.87622712073239e-05	1.48137773325964e-05	1.44700059784175e-05	1.75597576765038e-05	1.76495432847405e-05	1.75597576765038e-05	4.03827948296424e-06	9.58267021541118e-06	5.16197835620105e-06	4.03827948296424e-06	1.40922764343658e-08	9.30802762221646e-06	5.16197835620105e-06	2.74081189010144e-08	6.32627076617316e-06	9.30802762221646e-06	3.9484938747275e-06	5.17607063263542e-06	5.75734638084474e-06	1.26307083139165e-05	5.61873875717412e-06	0	8.02646626742813e-06	0	5.61873875717412e-06
"Lantana_camara"	0.00221807439580939	0.00132150284969702	0.00014528879565691	0.000227081726382525	0.000224636973357318	0.00022972602825794	0.000369472458106923	0.000874143143438931	0.000224540779737244	1.00220671891727	0.000145816905670179	0.000145307388235363	0.000146200639372822	0.000815677168181902	5.15127325542193e-07	0.000369316829468481	3.93432045917099e-07	1.07341631843202e-06	5.34842590171494e-07	3.95409091373968e-07	9.79984300258841e-07	3.91549132622189e-07	5.24588509970532e-07	0.000143968039463974	0.000143968039463974	0	5.64102157876961e-07	1.78554207736623e-07	0	0.000143968039463974	4.99782911751168e-08	0.0201555255249563	5.66640058096412e-05	3.93432045917099e-05	0.0200901800087262	1.42383065638625e-05	3.38461294726177e-05	2.44798827963072e-05	1.07132524641974e-05	2.49891455875584e-06	3.88380220472205e-05	1.36628336578829e-05	0.0200673727995361	2.02796972130314e-05	3.12922209605065e-05	4.27495405302499e-05	1.71927969576917e-05	2.81442245802961e-05	1.13115373307136e-05	0.0200715148818403	0.0200647907038139	1.19146189847356e-05	1.80088799492061e-05	2.2297225670228e-05	1.80088799492061e-05	1.10125237474751e-05	1.72496354540189e-05	9.64380172091038e-06	1.10125237474752e-05	1.78280863390498e-08	2.27081726382525e-06	9.64380172091039e-06	4.84357960784544e-06	3.63221989142275e-06	2.27081726382525e-06	6.72417802645332e-06	9.66162980724944e-06	2.68354079608004e-08	1.97704545686984e-08	7.38633658936962e-06	0	2.43028176116964e-06	0	7.38633658936962e-06
