"Microtus_arvalis"	"Sorex_araneus"	"Neomys_fodiens"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_agrestis"	"Arvicola_terrestris"	"Sorex_minutus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sicista_betulina"	"Sorex_minutissimus"	"Apodemus_flavicollis"	"Micromys_minutus"	"Crocidura_suaveolens"	"Palaeopsylla_soricis"	"Ctenophthalmus_assimilis"	"Amphipsylla_rossica"	"Ctenophthalmus_agyrtes"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Megabothris_rectangulatus"	"Ctenophthalmus_bisoctodentatus"	"Amphipsylla_vinogradovi"	"Paradoxopsyllus_scorodumovi"	"Leptopsylla_segnis"	"Peromyscopsylla_bidentata"	"Peromyscopsylla_silvatica"	"Nosopsyllus_fasciatus"	"Rhadinopsylla_integella"
"Microtus_arvalis"	1.00159608133738	0.000968398752331305	0.000685413926162184	0.00159702076135631	0.000685413926162184	0.00128261284997248	0.000662228569210697	0.00044709842345926	0.000536399295102997	0.00036868961520668	0.000315468709417662	0.000335154440014816	0.000189591679086257	0.000249334528474475	0.00018210328767376	0.00633600772271329	0.0063354085059492	0.00631465142919643	0.00632028050289463	0.00630900643064782	0.00632098949174365	0.00631463550434602	0.00633118401926731	0.00629199200732834	0.00629764943644025	0.00629700485754132	0.00634731413591899	0.00634731413591899	0.00628536972163623	0.00627792050046445	0.0062693697481313	4.6086201900835e-06	9.39423977268417e-06
"Sorex_araneus"	0.00119187538748468	1.00118970141419	0.000713711854860548	0.00119257690331016	0.000713711854860548	0.00119115216851336	0.000685249851206227	0.000549182353692309	0.000658928147012543	0.000452857622523778	0.000387501193606832	0.000411696987551593	0.000232933736019018	0.000306255025879336	0.00022367560029817	0.00778245249647409	0.00778171598053249	0.00775621921292497	0.00776313421058629	0.00775056761059055	0.0077640050170167	0.00775748260825188	0.00777652735375744	0.00773071713404298	0.00773895051725391	4.22344715746456e-05	0.00779634205485898	0.00779634205485898	0.00772386463553092	2.24053938833006e-05	1.44643794265449e-05	5.66072028154722e-06	7.01515825476565e-06
"Neomys_fodiens"	0.000996965710781359	0.000843477646653375	1.00099384013917	0.000997552506373343	0.000993840139166266	0.000996360761200747	0.000778377116043139	0.000648206048654677	0.000626064559128119	0.000534483753679088	0.000457324705103335	0.000485909225746848	0.000123236736003619	0.0003614220373937	0.000263949015916222	0.00918605155537862	0.00918518150903072	0.00915677599158735	0.00916325176727676	0.00915040966060171	0.00916427965829343	0.00915688543629112	0.0091790591923102	3.30134574369711e-05	3.62938503558616e-05	0.00913550407946853	0.00919738788732662	0.00919738788732662	2.52296862765397e-05	1.87413966868983e-05	1.20989916122267e-05	6.6810469209886e-06	5.86795591984319e-06
"Clethrionomys_glareolus"	0.00150307836362947	0.000911970573119534	0.000645475151182751	1.00209254456632	0.000645475151182751	0.0012078755502978	0.000623640795018902	0.000421046190426613	0.000505143538649085	0.000347206229741429	0.000297086483265603	0.000315625134799121	0.000178544253406717	0.000234805912630465	0.000171492207344329	0.00596681127506843	0.00596624697440773	0.00594669940359876	0.00595200047359117	0.00594138333669012	0.00595266814996459	0.00594668440668254	0.00596226864674967	0.00592536033650697	0.00593068810965532	0.00593008109009189	0.0059774588684346	0.0059774588684346	0.00591912392855678	0.00591210877030202	0.00590405626663336	4.34007787176786e-06	0.00589466202686068
"Talpa_europaea"	0.000996965710781359	0.000843477646653375	0.000993840139166266	0.000997552506373343	1.00099384013917	0.000996360761200747	0.000778377116043139	0.000648206048654677	0.000626064559128119	0.000534483753679088	0.000457324705103335	0.000485909225746848	0.000123236736003619	0.0003614220373937	0.000263949015916222	0.00918605155537862	0.00918518150903072	0.00915677599158735	0.00916325176727676	0.00915040966060171	0.00916427965829343	0.00915688543629112	0.0091790591923102	3.30134574369711e-05	3.62938503558616e-05	0.00913550407946853	0.00919738788732662	0.00919738788732662	2.52296862765397e-05	1.87413966868983e-05	1.20989916122267e-05	6.6810469209886e-06	5.86795591984319e-06
"Microtus_agrestis"	0.00136812037330397	0.00103233187937824	0.000730664558213881	0.00136892562367084	0.000730664558213881	1.0013672902105	0.00070594851737	0.000476615603485248	0.000571812067165279	0.000393030290938809	0.000336295771647945	0.000357281142824199	0.000202108412381177	0.000265795450225739	0.000194125641687004	0.00675430729789492	0.0067536685211857	0.00673154107419859	0.00673754177609544	0.0067255233961019	0.00673829757197932	0.00673152409799875	0.00674916513632979	0.00670738569036895	0.00671341661968757	0.00671272948606154	0.00676636015397881	0.0067663601539788	0.00670032620519525	0.0066923851907385	1.66032560018018e-05	4.91287863673512e-06	8.052503668652e-06
"Arvicola_terrestris"	0.00105956571073712	0.000890824806568095	0.000856214827647453	0.00106018935153213	0.000856214827647453	0.001058922776055	1.00105560904455	0.000587379817802789	0.000576863968667752	0.000587416848800096	0.000391432395013169	0.000297781910962872	0.000135363975619197	0.00039719842404833	0.000290031415361544	0.0100927265585624	0.010095707495194	0.0100675792684269	0.0100731704936065	5.46434992208371e-05	0.0100745901259498	6.02347244003856e-05	0.0100868958684091	0.0100373267677735	3.76924095005621e-05	0.0100460418115823	0.010105182659564	0.010105182659564	2.67706773280583e-05	1.9918178815996e-05	1.2858693642296e-05	7.3427106100012e-06	6.23640795018903e-06
"Sorex_minutus"	0.000894196846918519	0.000892421324750002	0.000891283316900181	0.000894723154656552	0.000891283316900181	0.00089365425653484	0.000734224772253486	1.00088925436703	0.000594590250383856	0.000607943168444411	0.000363316125000005	0.000527661443278409	0.000168758193868184	0.000495739773933855	0.000361959790157521	0.0125964418295001	0.0125975622675908	0.0125659366502706	6.74827977703483e-05	0.0125597894703305	0.0125748587144813	6.13356178302318e-05	0.0125912523614749	3.10165298608277e-05	3.59061136048307e-05	4.03569016560408e-05	0.0126119818981078	0.0126119818981078	2.36742821382929e-05	1.6809502717139e-05	1.08518076735734e-05	7.59928960555514e-06	5.26307738033266e-06
"Apodemus_uralensis"	0.000953598746849772	0.00095178510124034	0.000765190016712145	0.000954160017448271	0.000765190016712145	0.000953020111942132	0.000640959965186392	0.000528524667007872	1.00094920095043	0.000528523461114153	0.000558099283973396	0.000454036777180075	0.000335639816639645	0.000441009762452954	0.000322071406118723	0.0112053613442769	0.0112066142599063	5.87828364332352e-05	0.0111831357211667	5.33339731371123e-05	0.0111826542767565	0.0111776868578705	0.0111968280996401	3.16571890733073e-05	0.0111580933716476	3.8248310976015e-05	0.0112253695334139	0.0112253695334139	2.52475894214434e-05	1.79261655657484e-05	1.15726981528009e-05	6.60654326392691e-06	5.61270598498983e-06
"Apodemus_agrarius"	0.00073737923041336	0.000735893636601138	0.000734915161308746	0.000737813238200537	0.000734915161308746	0.000736931795510267	0.00073427106100012	0.000607943168444411	0.000594588893753422	1.00198502045662	0.000488500796246997	0.000371273984018813	0.000168738116150321	0.000370720491692817	0.000362104909735172	0.0126026278924239	0.0126038544025241	0.0125726391467455	0.0125797880803413	4.66715801613129e-05	6.18473441354505e-05	5.38205137571347e-05	0.0125928479995769	2.68650075901349e-05	3.1753444115738e-05	3.45663811505649e-05	0.0126156669061294	0.0126156669061294	1.95222969801337e-05	1.38615766985865e-05	8.94869806185136e-06	0.0125248127557078	4.34007787176786e-06
