"Sambucus_nigra"	"Bryonia_dioica"	"Crataegus_monogyna"	"Hedera_helix"	"Rubus_sp1_M_SD_011"	"Euonymus_europaeus"	"Prunus_spinosa"	"Solanum_dulcamara"	"Lonicera_periclymenum"	"Rosa_sp1_M_SD_011"	"Tamus_communis"	"Parus_palustris"	"Turdus_merula"	"Columba_palumbus"	"Parus_caeruleus"	"Turdus_philomelos"	"Erithacus_rubecula"	"Pyrrhula_pyrrhula"	"Sylvia_atricapilla"	"Turdus_iliacus"	"Fringilla_coelebs"	"Parus_major"	"Sitta_europaea"	"Turdus_pilaris"	"Aegithalos_caudatus"
"Tamus_communis"	0.00145327786193618	0.00144381194804525	2.85336711397282e-06	6.05501695713915e-06	0.00144184498457496	0.00144015529778108	1.51623808447942e-06	0.00143885354556344	0.00143738579968082	1.4125685291173e-06	1.00143384347274	0.100369043092057	7.7250768362855e-05	1.23594449573462e-05	0.000141693077485913	4.11257162223895e-05	4.82356316331379e-05	6.98237875018723e-05	6.01935340407256e-05	1.22182574612302e-05	4.09868878103732e-05	4.09868878103732e-05	6.00724337015829e-05	1.07608611762104e-07	3.60038824445269e-05
"Parus_palustris"	0.0145327786193618	0.0144381194804525	2.85336711397282e-05	6.05501695713915e-05	0.0144184498457496	0.0144015529778108	1.51623808447942e-05	0.0143885354556344	0.0143738579968082	1.4125685291173e-05	0.0143384347274367	1.00369043092057	0.00077250768362855	0.000123594449573462	0.00141693077485913	0.000411257162223895	0.000482356316331379	0.000698237875018723	0.000601935340407256	0.000122182574612302	0.000409868878103732	0.000409868878103732	0.000600724337015829	1.07608611762104e-06	0.000360038824445269
"Turdus_merula"	0.0145042909428324	4.71278749548229e-05	0.0144501856897609	0.0144214168029825	0.0143816428519727	0.0143947092276537	0.0143901329961132	3.08081042537187e-05	2.12985598949256e-05	0.0143574521356304	1.10358240518364e-05	0.00077250768362855	1.00254334543543	0.00141617374782666	0.000410509433723567	0.000985933998084592	0.000769165157941262	0.00040944450572882	0.000410324364058376	0.000889543904855928	0.000121811648689367	0.000121811648689367	0.000121896027998727	0.000768674813665658	0.000359867730691342
"Columba_palumbus"	0.0252464709646229	3.66226293651701e-05	0.025176897632468	0.0251753749334974	8.13915154899445e-05	6.2499026915002e-05	8.46137866473064e-05	3.75099102266191e-05	8.41907360473314e-06	0.0250972116760246	3.08986123933656e-06	0.000216290286753559	0.00247830405869665	1.00247229329316	0.000213168494615863	0.00121906053966763	0.000715457232381347	0.000212747540935627	0.000715145087049359	0.000716745670242794	0.000211119710625828	0.000211119710625828	0.000211637588379412	0.00050635841220427	1.56247567287505e-06
"Parus_caeruleus"	0.0252747131249919	0.0252093333072258	4.06214626540814e-05	4.76929288712604e-05	0.025166007841868	5.29149372705479e-05	1.73995239376149e-05	5.31546004398587e-05	0.025097248065262	1.55919482084857e-05	3.54232693714783e-05	0.00247962885600348	0.000718391509016241	0.000213168494615863	1.00247299183562	0.000715709054042799	0.000212899341384121	0.00121812943235681	0.000213348287967019	0.000212015022759268	0.000714809275519448	0.000714809275519449	0.000212394429389594	1.39241338433546e-06	1.3228734317637e-06
"Turdus_philomelos"	0.0252533817302875	7.31750017277781e-05	0.0251472240841148	0.0251457483530373	0.0251195999242757	5.89047887974752e-05	7.37801632486323e-05	4.47065167056153e-05	2.81741554066674e-05	5.51248634438056e-05	1.02814290555974e-05	0.000719700033891817	0.00172538449664804	0.00121906053966763	0.000715709054042799	1.00171869629498	0.00071483243453308	0.000714300346272466	0.000714850032036663	0.000715848668209648	0.000211908347786952	0.000211908347786952	0.000211935064975917	0.000505403820457251	1.47261971993688e-06
"Erithacus_rubecula"	0.0335821938792955	6.07053284495832e-05	8.28794669753553e-05	0.0334979700428811	8.20653426424159e-05	0.0335184392137388	3.52031447448744e-05	6.19034458944063e-05	2.31751885905167e-05	4.94874130107536e-05	1.60785438777126e-05	0.00112549807143988	0.00179471870186294	0.000953942976508462	0.000283865788512161	0.000953109912710773	1.00178777199686	0.000282707029082636	0.000951874464714897	0.000282682643158465	0.000281065722229787	0.000281065722229787	0.000281915063857276	2.83102749766958e-06	0.000837960980343471
"Pyrrhula_pyrrhula"	0.0336332716804152	0.033546365321655	5.40466916491189e-05	6.34101666642761e-05	0.0334887030263447	4.6462469835595e-05	2.31450954088491e-05	4.68033171596878e-05	6.38789102458511e-05	2.07397348888149e-05	2.32745958339574e-05	0.00162922170837702	0.000955370513367247	0.000283663387914169	0.00162417257647575	0.000952400461696622	0.000282707029082636	1.00162097863096	0.000283105577908735	0.000282129701016738	0.000951204570436559	0.00095120457043656	0.00028183737457545	1.85243701327735e-06	1.16156174588987e-06
"Sylvia_atricapilla"	0.0336393235558336	6.47752937601487e-05	7.08708137537573e-05	0.0334952943870138	7.4118786745935e-05	6.56352270402851e-05	2.32043097842232e-05	0.0334921223555062	2.71761209458092e-05	3.75156483702578e-05	2.00645113469085e-05	0.0014045157942836	0.000957423516136212	0.000953526782732478	0.000284464383956026	0.000953133376048884	0.000951874464714898	0.000283105577908735	1.00206663766256	0.000282518589566496	0.000281623202173817	0.000281623202173817	0.00139673177481549	2.19089326788259e-06	1.64088067600713e-06
"Turdus_iliacus"	0.0335611646953566	4.86090987231871e-05	0.033569123945995	9.6244649201111e-05	7.40573290484628e-05	4.3255108525537e-05	0.03352137080138	2.75197236350837e-05	1.11399199123857e-05	5.35429858366241e-05	4.07275248707675e-06	0.000285092674095372	0.00207560244466383	0.000955660893657059	0.000282686697012357	0.000954464890946197	0.000282682643158465	0.000282129701016738	0.000282518589566496	1.00206843787809	0.000280648554435768	0.000280648554435768	0.000280593696582474	0.00178876150563257	1.08137771313843e-06
"Fringilla_coelebs"	0.050336709084525	0.0502462338614964	4.13494258743596e-05	5.53764315752875e-05	0.000120480136026803	4.07391603520243e-05	2.01980229537206e-05	5.56409677453384e-05	5.6233907681159e-05	1.66465679657597e-05	2.04934439051866e-05	0.00143454107336306	0.000426340770412783	0.000422239421251656	0.0014296185510389	0.000423816695573904	0.000421598583344681	0.00142680685565484	0.000422434803260725	0.000420972831653653	1.00142439725293	0.0014243972529343	0.000421327274629219	1.50025594927788e-06	1.01847900880061e-06
"Parus_major"	0.050336709084525	0.0502462338614964	4.13494258743596e-05	5.53764315752875e-05	0.000120480136026803	4.07391603520243e-05	2.01980229537206e-05	5.56409677453384e-05	5.6233907681159e-05	1.66465679657597e-05	2.04934439051866e-05	0.00143454107336306	0.000426340770412783	0.000422239421251655	0.0014296185510389	0.000423816695573904	0.000421598583344681	0.00142680685565484	0.000422434803260725	0.000420972831653653	0.0014243972529343	1.00142439725293	0.000421327274629219	1.50025594927788e-06	1.01847900880061e-06
"Sitta_europaea"	0.0503267596726776	9.68805345119655e-05	4.1378162943563e-05	0.000111205776001341	7.14393616977758e-05	5.03526530762823e-05	2.01995302757966e-05	0.0502045164829267	4.06559383202711e-05	1.6676680818907e-05	3.00362168507914e-05	0.0021025351795554	0.000426636097995546	0.000423275176758823	0.000424788858779188	0.000423870129951833	0.000422872595785914	0.000422756061863175	0.00209509766222323	0.000420890544873711	0.000421327274629219	0.000421327274629219	1.0020928735467	1.50088093473115e-06	1.25881632690706e-06
"Turdus_pilaris"	0.000179152140103691	3.6607242068948e-07	0.0503125423937954	8.92729483546366e-05	6.39199785319072e-05	3.87259111419022e-05	0.0502619542821623	2.38393016011739e-07	1.23424975097825e-07	6.37516612934964e-05	5.38043058810519e-08	3.76630141167363e-06	0.0026903618478298	0.00101271682440854	2.78482676867091e-06	0.0010108076409145	4.24654124650438e-06	2.77865551991602e-06	3.28633990182388e-06	0.00268314225844885	1.50025594927788e-06	1.50025594927788e-06	1.50088093473115e-06	1.00268164932395	9.68147778547555e-07
"Aegithalos_caudatus"	0.00015694050987842	3.64560217640524e-05	3.6495235157584e-05	0.000120250468710363	7.23863610034202e-05	0.100406803762955	3.61917256183028e-05	3.62938521448184e-05	3.61361697877033e-05	3.61430206364217e-05	3.60038824445269e-05	0.00252027177111689	0.0025190741148394	6.2499026915002e-06	5.29149372705479e-06	5.89047887974752e-06	0.00251388294103041	3.48468523766962e-06	4.92264202802138e-06	3.24413313941528e-06	2.03695801760122e-06	2.03695801760122e-06	2.51763265381411e-06	1.93629555709511e-06	1.00251017009407
