"Cornus_florida"	"Vitis_sp1_M_SD_001"	"Celastrus_orbiculatus"	"Rhus_radicans"	"Lindera_benzoin"	"Smilax_rotundifolia"	"Lonicera_japonica"	"Quiscalus_quiscula"	"Turdus_migratorius"	"Zonotrichia_albicollis"	"Junco_hyemalis"	"Cardinalis_cardinalis"	"Dendroica_coronata"	"Parus_atricapillus"	"Catharus_guttata"	"Parus_bicolor"	"Picoides_pubescens"	"Mimus_polyglottos"	"Bombycilla_cedrorum"	"Melanerpes_carolinensis"	"Picoides_villosus"	"Sturnus_vulgaris"	"Carpodacus_purpureus"	"Colaptes_auratus"	"Zenaidura_macroura"	"Euphagus_carolinus"	"Pipilo_erythophtalmus"	"Vireo_olivaceus"
"Cornus_florida"	1.00473373337713	0.00110482626836247	0.00138740536413972	0.00117724575090399	0.000753722649233644	0.000472038345618407	0.000472038345618407	0.00838856434388129	0.00841751285050736	0.00846075453105762	0.00841416223414716	0.00844898207354859	1.17724575090399e-05	1.17724575090399e-05	0.00840172961810218	0.00841421085503173	1.17724575090399e-05	0.00841416223414716	1.38740536413972e-05	2.75556899142181e-05	1.17724575090399e-05	1.38740536413972e-05	0.00837278111147611	0.00838455356898515	3.08576853898511e-05	1.38740536413972e-05	0.00837278111147611	0.00837278111147611
"Vitis_sp1_M_SD_001"	0.00189398788862138	1.00331859867818	0.00117389402896865	0.00129221372915377	0.00152644698424698	0.00044793439591735	0.00044793439591735	0.014348906070665	0.0143911739506396	0.0144339583809923	5.53754565169807e-05	0.0144210362437007	1.29221372915377e-05	1.29221372915377e-05	5.80511123798043e-05	0.0143735671482462	1.29221372915377e-05	5.53754565169807e-05	1.17389402896865e-05	0.0143460449755513	1.29221372915377e-05	1.17389402896865e-05	1.57832324051782e-05	2.87053696967159e-05	0.0143636517779447	1.17389402896865e-05	1.57832324051782e-05	1.57832324051782e-05
"Celastrus_orbiculatus"	0.00166488643696767	0.000821725820278057	1.00467231326086	0.000907094843416761	0.000903324955449596	0.000565832392020267	0.000565832392020267	2.56129939310837e-05	0.0100904026256487	0.0101371957335508	0.0100885292144182	0.0101281247851167	9.07094843416761e-06	9.0709484341676e-06	0.010078663685359	0.0100814070749738	9.0709484341676e-06	0.0100885292144182	0.0100467231326086	2.08098887238541e-05	9.07094843416761e-06	0.0100467231326086	1.38740536413972e-05	2.29450020755648e-05	2.98054393986784e-05	0.0100467231326086	1.38740536413972e-05	1.38740536413972e-05
"Rhus_radicans"	0.00141269490108479	0.000904549610407637	0.00090709484341676	1.00593250466016	0.000148168816135903	0.000397998634900095	0.000397998634900095	2.46945948005775e-05	3.67289195574632e-05	0.0101225872084858	0.0100934350737082	6.32621618841362e-05	0.0100593250466017	0.0100593250466016	2.38067822659255e-05	0.0100930905898364	0.0100593250466017	0.0100934350737082	9.07094843416761e-06	0.0100722471838932	0.0100593250466017	9.07094843416761e-06	1.17724575090399e-05	0.0100710975041107	1.58855136142557e-05	9.07094843416761e-06	1.17724575090399e-05	1.17724575090399e-05
"Lindera_benzoin"	0.00180893435816075	0.00213702577794577	0.00180664991089919	0.000296337632271807	1.00280104388847	0.000625509266630555	0.000625509266630555	4.56033926696124e-05	0.020119690769548	0.0201643547636461	5.6954637304068e-05	0.0201613913873234	2.96337632271807e-06	2.96337632271806e-06	0.0200891618298631	6.66332681013224e-05	2.96337632271806e-06	5.6954637304068e-05	1.80664991089919e-05	3.34923160076576e-05	2.96337632271806e-06	1.80664991089919e-05	1.50744529846729e-05	1.80378293073909e-05	0.0200865498174544	1.80664991089919e-05	1.50744529846729e-05	1.50744529846729e-05
"Smilax_rotundifolia"	0.00188815338247363	0.00104518025714048	0.00188610797340089	0.00132666211633365	0.00104251544438426	1.00187320964212	0.00103918128515653	3.06657580511919e-05	7.0377146672886e-05	0.0335140567987455	8.25016885898432e-05	0.0335007901775821	1.32666211633365e-05	1.32666211633365e-05	5.54460001423077e-05	6.27934589485373e-05	1.32666211633365e-05	0.0334436359671553	1.88610797340089e-05	2.81977676939148e-05	1.32666211633365e-05	1.88610797340089e-05	1.57346115206136e-05	2.90012326839501e-05	3.57814554182635e-05	1.88610797340089e-05	1.57346115206136e-05	1.57346115206136e-05
"Lonicera_japonica"	0.00188815338247363	0.00104518025714048	0.00188610797340089	0.00132666211633365	0.00104251544438426	0.00103918128515653	1.00187320964212	3.06657580511919e-05	7.0377146672886e-05	0.0335140567987455	0.0334436359671553	0.0335007901775821	1.32666211633365e-05	1.32666211633365e-05	5.54460001423077e-05	6.27934589485373e-05	1.32666211633365e-05	8.25016885898432e-05	1.88610797340089e-05	2.81977676939148e-05	1.32666211633365e-05	1.88610797340089e-05	1.57346115206136e-05	2.90012326839501e-05	3.57814554182635e-05	1.88610797340089e-05	1.57346115206136e-05	1.57346115206136e-05
"Quiscalus_quiscula"	0.0503313860632878	0.0502211712473273	0.000128064969655419	0.000123472974002888	0.000114008481674031	4.59986370767879e-05	4.59986370767879e-05	1.00113687352073	0.00114043434005735	0.00114473564560249	0.000423476884533207	0.00114350091586247	1.23472974002888e-06	1.23472974002888e-06	0.000422989036524099	0.00113938890016389	1.23472974002888e-06	0.000423476884533207	1.28064969655419e-06	0.000718680033273276	1.23472974002888e-06	1.28064969655419e-06	0.000419428217194065	0.000420662946934093	0.000719725473166728	1.28064969655419e-06	0.000419428217194065	0.000419428217194065
"Turdus_migratorius"	0.0252525385515221	0.0251845544136193	0.0252260065641216	9.1822298893658e-05	0.025149613461935	5.27828600046645e-05	5.27828600046645e-05	0.000570217170028673	1.00132546950491	0.00132990658523117	0.000465375538559659	0.00132898836224224	9.18222988936581e-07	9.1822298893658e-07	0.000965690156142601	0.000823395458658826	9.18222988936581e-07	0.000465375538559659	0.000252260065641216	0.000360697571754926	9.18222988936581e-07	0.000252260065641216	0.000210437821262684	0.000211356044251621	0.000862771618004691	0.000252260065641216	0.000210437821262684	0.000210437821262684
"Zonotrichia_albicollis"	0.0145041506246702	0.0144339583809923	0.0144817081907869	0.0144608388692654	0.0144031105454615	0.0143631671994623	0.0143631671994623	0.000327067327314999	0.000759946620132098	1.00186209948879	0.000889065632454853	0.00171749110009625	0.000144608388692654	0.000144608388692654	0.000553747214689351	0.000616492797915522	0.000144608388692654	0.000889065632454853	0.000144817081907869	0.000350807794135401	0.000144608388692654	0.000144817081907869	0.000120867921872252	0.000265476310564906	0.000494261616351977	0.000144817081907869	0.000120867921872252	0.000120867921872252
