"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Alstonia_macrophylla"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Chrysobalanus_icaco"	"Paragenipa_wrightii"	"Roscheria_melanochaetes"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_130"	"Phelsuma_sp1_M_PL_130"	"Unidentified_sp2_M_PL_130"	"Unidentified_sp1_M_PL_130"	"Unidentified_sp5_M_PL_130"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Rhynchium_brunneum"	"Unidentified_sp6_M_PL_130"	"Unidentified_sp7_M_PL_130"	"Hemipyrellia_sp1_M_PL_130"	"Mabuya_sechellensis"	"Unidentified_sp4_M_PL_130"	"Ornidia_obesa"	"Simosyrphus_aegyptius"	"Forcipomyia_sp1_M_PL_130"	"Lygistorrhina_sp1_M_PL_130"	"Rhiparida_seychellensis"	"Scaptodrosophila_sp1_M_PL_130"	"Ceratina_tabescens"	"Cratopus_aurostriatus"	"Megachile_seychellensis"	"Polistes_olivaceus"
"Nephrosperma_vanhoutteanum"	1.00443450401733	0.0019277758263845	0.00164528477809049	0.000454339609562863	0.0009413748017655	0.000242622354624816	0.000242202683924477	0.000212906029324368	0	0.00844883695756552	0.00844883695756552	0.00840914175290308	1.48290448183423e-05	7.57232682604772e-06	0.00837028753347777	0.00840865094834026	1.48290448183423e-05	2.40251746069526e-05	0.00840582754666351	2.45402596017321e-05	1.90871654048296e-05	4.25812058648736e-06	0.00840156942607702	7.57232682604771e-06	1.90871654048296e-05	0.00840156942607702	0.00838674038125868	0.00838511657829612	0.00839382190352191	4.25812058648736e-06	0.00837028753347777	8.07342279748258e-06	1.48290448183423e-05	0	1.64528477809049e-05
"Phoenicophorium_borsigianum"	0.00177948537820107	1.00486771445015	0.00113237764496149	0.000418950922009407	0.000482466209681186	0.000223505627891236	0.000223311300691241	0.000973198567422012	0	0.00778984253911278	0.00778984253911278	0.00776288698625134	0.00772975164961656	6.98251536682345e-06	1.48290448183423e-05	0.00775664234967693	0.00772975164961656	1.83062918164384e-05	0.00777536844223296	1.87739640459895e-05	0.00774921562096499	1.94639713484402e-05	0.00775590447088451	6.98251536682344e-06	0.007749215620965	0.00775590447088451	2.61528212679572e-05	0.0077445806944349	2.68907000603719e-05	1.94639713484402e-05	1.48290448183423e-05	7.44371002304136e-06	0.00772975164961656	0	1.13237764496149e-05
"Alstonia_macrophylla"	0.00197434173370858	0.00147209093844994	1.00397745529764	0.00104786337195829	0.000291739478200806	0.000792693040474101	0.000290350994405845	0.000254475246175273	0	0.0101284105215239	0.0101284105215239	0.0100850155667395	1.13237764496149e-05	1.74643895326382e-05	1.64528477809049e-05	3.507011118554e-05	1.13237764496149e-05	0.010057238942509	0.0100726406821304	0.0100661976543255	1.64132813731204e-05	5.08950492350546e-06	0.0100675511772069	1.74643895326382e-05	1.64132813731204e-05	0.0100675511772069	0.0100562274007573	2.77766242305198e-05	2.3746334735925e-05	5.08950492350546e-06	1.64528477809049e-05	9.67836648019483e-06	1.13237764496149e-05	0	0.0100397745529764
"Gastonia_crassa"	0.000908679219125726	0.000907726997687048	0.00174643895326382	1.00508912457422	0.000482661709290126	0.000482469721994664	0.000482400387606729	1.50853782568704e-06	0	0.0168277335210147	0.0168277335210147	0.0167835046412958	6.98251536682345e-06	0.0167514854095703	7.57232682604772e-06	2.66213849251243e-05	6.98251536682344e-06	0.0167689497991029	3.20494024820231e-05	3.3546713599127e-05	7.01268612333718e-06	3.01707565137409e-08	3.20192317255093e-05	0.0167514854095703	7.01268612333719e-06	3.20192317255094e-05	2.50367163586859e-05	1.45548421928712e-05	1.96388695583009e-05	3.01707565137409e-08	7.57232682604772e-06	1.60800129202243e-05	6.98251536682345e-06	0	1.74643895326382e-05
"Erythroxylum_sechellarum"	0.0028241244052965	0.00156801518146386	0.000729348695502015	0.000723992563935189	1.00281078975052	0.000720803365820825	0.000721642828625457	2.29330984422008e-06	0	0.0251733073385514	0.0251733073385514	5.49560549734405e-05	1.20616552420297e-05	1.20665427322532e-05	2.35343700441375e-05	0.0251058657690492	1.20616552420297e-05	1.93600296872733e-05	4.29353784380717e-05	3.13202658157143e-05	1.21075214389141e-05	4.58661968844016e-08	4.28895122411873e-05	1.20665427322532e-05	1.21075214389141e-05	4.28895122411873e-05	3.08278569991577e-05	3.55960252861672e-05	0.0250938041138072	4.58661968844016e-08	2.35343700441375e-05	2.40547609541819e-05	1.20616552420297e-05	0	7.29348695502015e-06
"Chrysobalanus_icaco"	0.000970489418499263	0.00096852438752869	0.00264231013491367	0.000964939443989327	0.000961071154427766	1.00263051865177	0.000961351136071332	1.8057738085515e-06	0	0.0335351321299549	0.033535132129955	5.80430248328272e-05	7.45018759637454e-06	1.60823240664888e-05	8.08741182082719e-06	3.95643782778959e-05	7.45018759637454e-06	4.25054254156255e-05	4.19968162425095e-05	0.0334474403897415	7.48630307254557e-06	3.611547617103e-08	4.19607007663384e-05	1.60823240664888e-05	7.48630307254557e-06	4.19607007663384e-05	3.45105131699639e-05	1.55375994172017e-05	3.21141906815213e-05	3.611547617103e-08	8.08741182082719e-06	3.20450378690444e-05	7.45018759637454e-06	0	2.64231013491367e-05
"Paragenipa_wrightii"	0.000968810735697909	0.000967682302995377	0.000967836648019482	0.000964800775213459	0.000962190438167276	0.000961351136071332	1.00430695481524	1.38324960726936e-06	0	0.0335742738048854	0.0335742738048854	4.12755122209431e-05	7.44371002304136e-06	1.60800129202243e-05	8.07342279748258e-06	3.95718937747059e-05	7.44371002304136e-06	2.57583794004191e-05	2.52231642928641e-05	4.17234043492392e-05	7.47137501518675e-06	2.76649921453871e-08	2.51954993007188e-05	1.60800129202243e-05	7.47137501518675e-06	2.51954993007188e-05	1.77517892776774e-05	1.55171328205239e-05	3.21281837516645e-05	2.76649921453871e-08	8.07342279748258e-06	0.0334768984938413	7.44371002304136e-06	0	9.67836648019482e-06
"Roscheria_melanochaetes"	0.000510974470378484	0.00253031627529723	0.000508950492350546	1.81024539082445e-06	1.83464787537606e-06	1.0834642851309e-06	8.29949764361614e-07	1.00654521055567	0	2.89514142801476e-05	2.89514142801476e-05	2.88417676149468e-05	1.94639713484402e-05	3.01707565137409e-08	4.25812058648736e-06	2.3767958131812e-05	1.94639713484402e-05	5.1196756800192e-06	0.0201597158079718	5.12562039967649e-06	0.0201503681824618	0.0201309042111134	2.88115968584331e-05	3.01707565137409e-08	0.0201503681824618	2.88115968584331e-05	9.34762550999283e-06	2.37220919349276e-05	4.30398678337177e-06	0.0201309042111134	4.25812058648736e-06	2.76649921453871e-08	1.94639713484402e-05	0	5.08950492350546e-06
"Excoecaria_benthiamiana"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0
"Apis_mellifera"	0.0144837204986837	0.0144668504297809	0.0144691578878913	0.0144237715894412	0.0143847470506008	0.0143721994842664	0.014388974487808	2.06795816286769e-05	0	1.00193539338304	0.00193539338303727	0.000617068907703099	0.000111283464844468	0.000240396193157354	0.000120697670822365	0.000591599811931853	0.000111283464844468	0.000385087772036266	0.000377086306178319	0.000623764895021126	0.000111697056477042	4.13591632573538e-07	0.000376672714545745	0.000240396193157353	0.000111697056477042	0.000376672714545746	0.000265389249701277	0.000231981135666833	0.000480316347087384	4.13591632573538e-07	0.000120697670822365	0.000479632482926935	0.000111283464844468	0	0.000144691578878913
