"Grindelia_chiloensis"	"Discaria_trinervis"	"Baccharis_pingraea"	"Larrea_divaricata"	"Hysterionica_jasionoides"	"Rosa_rubiginosa"	"Senecio_subulatus"	"Opuntia_corrugata"	"Lathyrus_sp1_M_PL_023"	"Pyrrhocactus_strausianum"	"Rapistrum_rugosum"	"Thelesperma_megapotamicum"	"Arjona_patagonica"	"Junellia_tonini"	"Oxalis_sp1_M_PL_023"	"Senecio_filaginoides"	"Adesmia_retrofracta"	"Lecanophora_heterophylla"	"Mimulus_sp1_M_PL_023"	"Mutisia_decurrens"	"Oenothera_mendocinensis"	"Phacelia_secunda"	"Polygala_stenophylla"	"Copestylum_aricia"	"Scaeva_occidentalis"	"Megachile_sp2_M_PL_023"	"Psaenythia_rufipes"	"Unidentified_sp26_M_PL_023"	"Callonychium_mandibulare"	"Carposcalis_punctulata"	"Dialictus_sp1_M_PL_023"	"Dialictus_sp2_M_PL_023"	"Megachile_sp1_M_PL_023"	"Unidentified_sp16_M_PL_023"	"Vanessa_cardui"	"Apis_mellifera"	"Arhysosage_bifasciata"	"Centris_sp1_M_PL_023"	"Colletes_lycii"	"Compsomyiops_fulvicrura"	"Copestylum_sp1_M_PL_023"	"Sappho_sp1_M_PL_023"	"Svastrides_zebra"	"Tatochila_sp1_M_PL_023"	"Unidentified_sp1_M_PL_023"	"Unidentified_sp13_M_PL_023"	"Unidentified_sp14_M_PL_023"	"Unidentified_sp18_M_PL_023"	"Unidentified_sp25_M_PL_023"	"Unidentified_sp3_M_PL_023"	"Unidentified_sp6_M_PL_023"	"Unidentified_sp9_M_PL_023"	"Alipumilio_sp1_M_PL_023"	"Alloscirtetica_herbsti"	"Ammophila_sp1_M_PL_023"	"Anthidium_rubriceps"	"Augochloropsis_sp1_M_PL_023"	"Caenohalictus_sp1_M_PL_023"	"Caenohalictus_sp2_M_PL_023"	"Carposcalis_saltana"	"Centris_muralis"	"Chalepogenus_caeruleus"	"Diadasia_patagonica"	"Entypus_sp1_M_PL_023"	"Epicauta_sp1_M_PL_023"	"Eriopis_conexa"	"Eristalis_bogotensis"	"Eristalis_tenax"	"Hypodinerus_sp1_M_PL_023"	"Microcerella_sp1_M_PL_023"	"Notiphila_sp1_M_PL_023"	"Ocyptamus_meridionalis"	"Oxybelus_sp1_M_PL_023"	"Prionyx_sp1_M_PL_023"	"Thyridanthrax_sp1_M_PL_023"	"Toxomerus_sp1_M_PL_023"	"Unidentified_sp10_M_PL_023"	"Unidentified_sp11_M_PL_023"	"Unidentified_sp12_M_PL_023"	"Unidentified_sp15_M_PL_023"	"Unidentified_sp17_M_PL_023"	"Unidentified_sp19_M_PL_023"	"Unidentified_sp2_M_PL_023"	"Unidentified_sp20_M_PL_023"	"Unidentified_sp21_M_PL_023"	"Unidentified_sp22_M_PL_023"	"Unidentified_sp23_M_PL_023"	"Unidentified_sp24_M_PL_023"	"Unidentified_sp27_M_PL_023"	"Unidentified_sp28_M_PL_023"	"Unidentified_sp29_M_PL_023"	"Unidentified_sp4_M_PL_023"	"Unidentified_sp5_M_PL_023"	"Unidentified_sp7_M_PL_023"	"Unidentified_sp8_M_PL_023"
"Grindelia_chiloensis"	1.00625451094003	0.00115262369209644	0.000423196519123831	0.000331182599283508	0.000256964003218	0.000331062635177836	0.000158008076065243	0.000273063803934066	9.92396742813256e-05	0.000174241977730386	8.3212965584056e-05	0.000231410707614376	9.94814148235326e-05	9.94814148235326e-05	2.49451773286729e-07	3.34594018350471e-05	8.34286867179694e-08	9.91765938770716e-05	8.34286867179694e-08	0	0	0	2.77372361208968e-07	0.00299628943432847	0.00297860905237424	3.33714746871878e-06	0.00297734603208716	0.00297069600679041	0.00297242506131826	0.00296753584526911	0.00297024592718139	0.00296970667524117	0.00297529781631215	0.00297113302233686	0.00296952023248245	0.00296619334370366	1.26346610226978e-05	3.32046173137518e-06	5.54744722417937e-06	0.00296368860418616	0.00296509180098816	0	0.00296509180098816	9.94814148235328e-06	7.96375426900264e-06	0.00296368860418616	0.00296368860418615	0.00296368860418617	0.00296368860418616	9.78141422486161e-06	0.00296619334370365	0.00296368860418615	4.11651318605871e-06	0.0029595720910001	3.16016152130486e-06	0	4.11651318605871e-06	3.84724108294392e-06	4.1165131860587e-06	4.11651318605871e-06	5.51970998805848e-06	0.0029595720910001	0.0029595720910001	0.0029595720910001	5.51970998805847e-06	0.0029595720910001	2.77376551946853e-06	4.11651318605871e-06	4.11651318605871e-06	4.1165131860587e-06	3.84724108294392e-06	4.11651318605871e-06	3.84724108294392e-06	3.84724108294393e-06	4.11651318605871e-06	6.62125270355673e-06	4.1165131860587e-06	4.1165131860587e-06	0.0029595720910001	1.67297009175235e-06	4.11651318605871e-06	4.1165131860587e-06	0.0029595720910001	0.0029595720910001	4.11651318605871e-06	0.0029595720910001	3.84724108294392e-06	0.0029595720910001	5.13928006436e-06	0.0029595720910001	4.1165131860587e-06	4.1165131860587e-06	0.0029595720910001	0.0029595720910001	4.11651318605871e-06
"Discaria_trinervis"	0.00139961448325996	1.00769014668846	0.000453591886368779	4.08400237826254e-05	0.000101068399316338	4.09979604866353e-05	0.000191351395517122	5.68232486039935e-07	1.38191541767831e-07	2.93248534289182e-07	0.000100798325670737	4.07598105589366e-05	1.38370191128024e-07	1.38370191128024e-07	3.473623366547e-10	4.03919276081197e-05	1.16174694533344e-10	1.38002947732497e-07	1.16174694533344e-10	0	0	0	3.42043750273245e-08	0.00361709711730712	0.00361634179690533	4.64698778133378e-09	6.16186193567943e-06	0.00361096048472998	7.49654152435e-06	0.00360713345681964	8.25428160156223e-06	4.1353253829353e-06	4.14008843197493e-06	9.5987361413758e-06	4.13035020517151e-06	4.93647239579141e-06	2.39807632939711e-08	4.62375284242711e-09	6.8408750054649e-07	0.00360300989421628	4.79718024910246e-06	0	4.79718024910247e-06	1.38370191128024e-08	0.00360301694363358	0.00360300989421629	0.00360300989421628	0.00360300989421629	0.00360300989421628	4.64698712007515e-06	4.9364723957914e-06	0.00360300989421627	0.00359889338103022	4.11651318605871e-06	3.82702791034244e-06	0	0.00359889338103022	4.12356260335253e-06	0.00359889338103022	0.00359889338103022	6.80667063043759e-07	4.1165131860587e-06	4.1165131860587e-06	4.1165131860587e-06	6.80667063043758e-07	4.11651318605871e-06	3.35994418902457e-06	0.00359889338103022	0.00359889338103022	0.00359889338103022	4.12356260335254e-06	0.00359889338103022	4.12356260335253e-06	4.12356260335254e-06	0.00359889338103023	8.19959209732706e-07	0.00359889338103022	0.00359889338103022	4.1165131860587e-06	2.01959638040598e-06	0.00359889338103022	0.00359889338103022	4.1165131860587e-06	4.1165131860587e-06	0.00359889338103022	4.1165131860587e-06	4.12356260335254e-06	4.1165131860587e-06	2.02136798632675e-06	4.1165131860587e-06	0.00359889338103022	0.00359889338103022	4.1165131860587e-06	4.1165131860587e-06	0.00359889338103022
"Baccharis_pingraea"	0.00130806196820093	0.00115459752893871	1.00632979253538	7.68359240845809e-07	0.000154497313170225	1.15314462374128e-06	0.000383504972933126	0.000306466363676602	3.85025623845421e-07	8.79905090741913e-07	0.000153763510841906	0.00030636787023687	1.29319027998115e-07	1.29319027998115e-07	9.678117680717e-10	3.81055094869403e-07	3.23682865575819e-10	1.2965121246272e-07	3.23682865575819e-10	0	0	0	6.43516952132168e-10	3.4123483745555e-05	0.00917230895918227	1.29473146230328e-08	1.46281766079549e-05	0.00916409356255747	1.71494496875774e-05	0.00915642346309881	0.00915996155958733	1.15217343623205e-05	3.88953637388159e-06	0.00916251216283668	3.86017298574373e-06	3.87030397541875e-06	7.69098926160644e-06	1.28825780499176e-08	1.28703390426434e-08	7.97080368629646e-06	3.86004707029136e-06	0	3.86004707029136e-06	1.29319027998115e-08	0.00915257622201586	7.97080368629647e-06	7.97080368629645e-06	7.97080368629648e-06	7.97080368629645e-06	7.69316235113735e-06	3.87030397541874e-06	7.97080368629644e-06	4.12356260335254e-06	3.84724108294393e-06	7.67009945866252e-06	0	4.12356260335253e-06	0.00914845265941249	4.12356260335253e-06	4.12356260335254e-06	1.28059873474302e-08	3.84724108294392e-06	3.84724108294392e-06	3.84724108294392e-06	1.28059873474302e-08	3.84724108294393e-06	5.12545036139685e-06	4.12356260335254e-06	4.12356260335254e-06	4.12356260335253e-06	0.0091484526594125	4.12356260335254e-06	0.00914845265941249	0.0091484526594125	4.12356260335254e-06	2.30628924748256e-08	4.12356260335253e-06	4.12356260335253e-06	3.84724108294392e-06	1.90527547434701e-08	4.12356260335253e-06	4.12356260335253e-06	3.84724108294392e-06	3.84724108294392e-06	4.12356260335253e-06	3.84724108294392e-06	0.00914845265941249	3.84724108294392e-06	3.08994626340449e-06	3.84724108294392e-06	4.12356260335253e-06	4.12356260335253e-06	3.84724108294392e-06	3.84724108294392e-06	4.12356260335253e-06
"Larrea_divaricata"	0.00187670139593988	0.000190586777652252	1.40865860821732e-06	1.00606019454078	0.000188205581987089	0.000188427307192677	0.000188080419341162	6.03895983216011e-07	1.85164753791603e-07	4.1934940652464e-07	0.000187704061194295	0.000187656010515375	1.85536470186839e-07	1.85536470186839e-07	4.65435588316999e-10	0.000187683536923183	1.556640763602e-10	1.85073187344792e-07	1.556640763602e-10	0	0	0	0.000842596477839849	0.016807060731471	1.99957051048245e-05	6.226563054408e-09	9.31289734093147e-06	9.97479142527292e-06	1.55390219783127e-05	6.21318303844967e-06	5.54761337498631e-06	5.5409795460986e-06	5.55219562034377e-06	1.17877163259184e-05	5.53826363507716e-06	9.28825613191203e-06	2.90757131312216e-08	6.19543023913597e-09	0.016851929556797	6.20037705110224e-06	0.0167731896190011	0	0.0167731896190011	1.8553647018684e-08	6.93473050391189e-07	6.20037705110224e-06	6.20037705110222e-06	6.20037705110225e-06	6.20037705110223e-06	7.53015453067679e-06	9.28825613191201e-06	6.20037705110222e-06	6.80667063043758e-07	5.51970998805848e-06	3.76160838682324e-06	0	6.80667063043757e-07	1.28059873474301e-08	6.80667063043757e-07	6.80667063043757e-07	0.016767669909013	5.51970998805848e-06	5.51970998805848e-06	5.51970998805847e-06	0.016767669909013	5.51970998805848e-06	6.25680203980983e-06	6.80667063043758e-07	6.80667063043758e-07	6.80667063043757e-07	1.28059873474302e-08	6.80667063043757e-07	1.28059873474302e-08	1.28059873474302e-08	6.80667063043758e-07	3.76854614385355e-06	6.80667063043756e-07	6.80667063043757e-07	5.51970998805848e-06	9.38417684615913e-06	6.80667063043757e-07	6.80667063043756e-07	5.51970998805848e-06	5.51970998805848e-06	6.80667063043757e-07	5.51970998805848e-06	1.28059873474302e-08	5.51970998805848e-06	3.76411163974177e-06	5.51970998805848e-06	6.80667063043757e-07	6.80667063043757e-07	5.51970998805848e-06	5.51970998805848e-06	6.80667063043757e-07
"Hysterionica_jasionoides"	0.0017473552218824	0.00056598303617149	0.000339894088974494	0.000225846698384506	1.00373980516148	0.000226221131836074	0.000561712622990715	0.000505497323668707	5.94712784788211e-07	0.000504943357324043	0.000561134591458754	0.000895610117239835	1.72748909726386e-07	1.72748909726386e-07	1.49488760252435e-09	0.000225140085977354	4.99962408871019e-10	7.3480686650484e-07	4.99962408871019e-10	0	0	0	1.89151338680491e-07	0.020161294699272	0.0201149854363855	1.99984963548408e-08	0.0201094042616298	2.14848467739056e-05	0.0201097890538686	1.02505943140913e-05	2.08666594194821e-05	1.77965369155706e-05	2.20442059951452e-05	3.80828969024257e-05	5.15655495533264e-06	9.66370270108148e-06	2.94688783358524e-05	1.98985038730666e-08	3.78302677360982e-06	7.16064805068675e-06	8.90339170410178e-06	0	8.90339170410179e-06	1.72748909726387e-08	5.11131424973125e-06	7.16064805068676e-06	7.16064805068674e-06	7.16064805068677e-06	7.16064805068675e-06	1.57586750965358e-05	9.66370270108148e-06	7.16064805068673e-06	2.02136798632675e-06	5.13928006436001e-06	1.12342524598143e-05	0	2.02136798632675e-06	3.08994626340449e-06	2.02136798632675e-06	2.02136798632675e-06	3.76411163974178e-06	5.13928006436e-06	5.13928006436e-06	5.13928006436e-06	3.76411163974177e-06	5.13928006436001e-06	1.87044863819585e-05	2.02136798632675e-06	2.02136798632675e-06	2.02136798632675e-06	3.08994626340449e-06	2.02136798632675e-06	3.08994626340449e-06	3.08994626340449e-06	2.02136798632675e-06	4.52442263672149e-06	2.02136798632675e-06	2.02136798632675e-06	5.13928006436e-06	1.12570042988677e-05	2.02136798632675e-06	2.02136798632675e-06	5.13928006436e-06	5.13928006436e-06	2.02136798632675e-06	5.13928006436e-06	3.08994626340449e-06	5.13928006436e-06	0.0200747961032296	5.13928006436e-06	2.02136798632675e-06	2.02136798632675e-06	5.13928006436e-06	5.13928006436e-06	2.02136798632675e-06
"Rosa_rubiginosa"	0.00225122591920929	0.000229588578725158	2.53691817223081e-06	0.000226112768631213	0.000226221131836075	1.00525228890262	0.0012346274956188	7.24899811534346e-07	2.22117625406415e-07	5.03266872147048e-07	0.00022561946850639	0.000225224203266977	2.2256311608594e-07	2.2256311608594e-07	5.58321416682581e-10	0.000225256990291073	1.8672957079685e-10	2.22007634313098e-07	1.8672957079685e-10	0	0	0	1.89374178083093e-07	0.0201717634805656	4.42018963050748e-05	7.46918283187399e-09	1.11805733979715e-05	3.21568247181402e-05	1.86531487825107e-05	7.46427480576425e-06	6.66243809131991e-06	6.64677911969197e-06	6.66022902939294e-06	1.41517890382641e-05	6.64350901516533e-06	0.0201116670307559	3.48980576932603e-08	7.43183691771462e-09	3.78748356166185e-06	7.44121191328944e-06	1.03897988474103e-05	0	1.03897988474103e-05	2.2256311608594e-08	8.43022102207533e-07	7.44121191328944e-06	7.44121191328943e-06	7.44121191328945e-06	7.44121191328944e-06	0.0201297383279648	0.0201116670307559	7.44121191328942e-06	8.19959209732706e-07	6.62125270355673e-06	2.4692549912376e-05	0	8.19959209732706e-07	2.30628924748256e-08	8.19959209732706e-07	8.19959209732706e-07	3.76854614385355e-06	6.62125270355672e-06	6.62125270355673e-06	6.62125270355672e-06	3.76854614385355e-06	6.62125270355673e-06	7.52064895021302e-06	8.19959209732707e-07	8.19959209732706e-07	8.19959209732705e-07	2.30628924748256e-08	8.19959209732706e-07	2.30628924748256e-08	2.30628924748256e-08	8.19959209732706e-07	0.0201050457780524	8.19959209732705e-07	8.19959209732705e-07	6.62125270355672e-06	1.12628495145536e-05	8.19959209732706e-07	8.19959209732705e-07	6.62125270355672e-06	6.62125270355672e-06	8.19959209732705e-07	6.62125270355672e-06	2.30628924748256e-08	6.62125270355672e-06	4.52442263672149e-06	6.62125270355672e-06	8.19959209732705e-07	8.19959209732705e-07	6.62125270355672e-06	6.62125270355672e-06	8.19959209732705e-07
"Senecio_subulatus"	0.00107445491724365	0.00107156781489588	0.000843710940452877	0.000225696503209394	0.000561712622990714	0.0012346274956188	1.00407536299443	8.30439153154865e-07	1.06416482149471e-07	4.68803085866641e-07	0.000561369395553048	0.000225404700828017	1.06223916682516e-07	1.06223916682516e-07	2.67491609291954e-10	0.000225188923612201	8.94620766862723e-11	1.06213655211831e-07	8.94620766862723e-11	0	0	0	1.89025547076545e-07	0.0201656681094726	0.0201261111144239	3.5784830674509e-09	1.44308017294769e-05	0.020096164548779	2.19079040087196e-05	1.46572888903098e-05	1.08510219587962e-05	3.18446971620538e-06	3.18640965635493e-06	1.83437510075679e-05	3.17078391297311e-06	2.78527114336808e-05	3.63877483577597e-08	3.56059065211364e-09	3.78051094153089e-06	6.9871894316473e-06	6.92176990812811e-06	0	6.92176990812811e-06	1.06223916682516e-08	1.1497127369005e-05	6.98718943164731e-06	6.98718943164729e-06	6.98718943164732e-06	6.9871894316473e-06	0.0201061998098011	2.78527114336808e-05	6.98718943164729e-06	3.82702791034244e-06	3.16016152130486e-06	0.0200815072598887	0	3.82702791034244e-06	7.67009945866251e-06	3.82702791034244e-06	3.82702791034244e-06	3.76160838682325e-06	3.16016152130486e-06	3.16016152130486e-06	3.16016152130486e-06	3.76160838682324e-06	3.16016152130486e-06	1.87123131851016e-05	3.82702791034244e-06	3.82702791034244e-06	3.82702791034243e-06	7.67009945866252e-06	3.82702791034244e-06	7.67009945866251e-06	7.67009945866252e-06	3.82702791034244e-06	2.4692549912376e-05	3.82702791034243e-06	3.82702791034243e-06	3.16016152130486e-06	1.12594461806101e-05	3.82702791034244e-06	3.82702791034243e-06	3.16016152130486e-06	3.16016152130486e-06	3.82702791034244e-06	3.16016152130486e-06	7.67009945866251e-06	3.16016152130486e-06	1.12342524598143e-05	3.16016152130486e-06	3.82702791034244e-06	3.82702791034244e-06	3.16016152130486e-06	3.16016152130486e-06	3.82702791034244e-06
"Opuntia_corrugata"	0.00232104233343956	3.97762740227955e-06	0.000842782500110654	9.05843974824017e-07	0.000631871654585883	9.06124764417933e-07	1.03804894144358e-06	1.00356113201549	0.00083957172625202	0.00188922124580064	6.73192119053848e-07	1.35264520606614e-06	2.29465381457198e-07	2.29465381457198e-07	2.11037226221909e-06	2.18991539516818e-07	7.05810121143508e-07	2.33446945234246e-06	7.05810121143508e-07	0	0	0	7.58663295497501e-10	1.96106923637311e-05	2.7183093810266e-05	2.82324048457403e-05	0.025171466370104	1.45232209812466e-05	1.95091163636048e-05	1.45024600024177e-05	0.0251035165545775	0.025123840619694	7.00340835702739e-05	1.45333423638022e-05	6.84954163649736e-06	6.84471759364e-06	0.025152002341914	2.80912428215116e-05	1.517326590995e-08	6.84080091050264e-06	6.84169249793205e-06	0	6.84169249793206e-06	2.29465381457198e-08	7.67586490406605e-06	6.84080091050265e-06	6.84080091050263e-06	6.84080091050266e-06	6.84080091050264e-06	3.88834741172303e-08	6.84471759363999e-06	6.84080091050263e-06	1.42058121509984e-08	6.82659509835165e-06	2.07609788288716e-08	0	1.42058121509984e-08	7.66165909191504e-06	1.42058121509984e-08	1.42058121509984e-08	1.50973995804003e-08	6.82659509835164e-06	6.82659509835164e-06	6.82659509835164e-06	1.50973995804003e-08	6.82659509835165e-06	2.24397373017949e-08	1.42058121509984e-08	1.42058121509984e-08	1.42058121509984e-08	7.66165909191505e-06	1.42058121509984e-08	7.66165909191505e-06	7.66165909191505e-06	1.42058121509984e-08	1.81224952883586e-08	1.42058121509984e-08	1.42058121509984e-08	6.82659509835164e-06	1.09495769758409e-08	1.42058121509984e-08	1.42058121509984e-08	6.82659509835165e-06	6.82659509835165e-06	1.42058121509984e-08	6.82659509835164e-06	7.66165909191505e-06	6.82659509835164e-06	1.26374330917177e-05	6.82659509835164e-06	1.42058121509984e-08	1.42058121509984e-08	6.82659509835165e-06	6.82659509835165e-06	1.42058121509984e-08
"Lathyrus_sp1_M_PL_023"	0.00112471630852169	1.28978772316643e-06	1.41176062076655e-06	3.70329507583207e-07	9.91187974647018e-07	3.70196042344025e-07	1.77360803582453e-07	0.00111942896833603	1.00363897407649	2.3010777249236e-06	9.35459215937664e-08	2.59566809936701e-07	1.11192912360028e-07	1.11192912360028e-07	0.00252277653706653	3.75565699071729e-08	0.000843737972263053	1.13200392426141e-07	0.000843737972263053	0	0	0	3.1015871656885e-10	3.36319083518735e-06	3.351918887849e-06	0.0337495188905221	3.13902397014353e-05	3.3289769309696e-06	3.33646512920168e-06	3.32542971489795e-06	3.1306547538573e-05	0.0334859261825673	3.39601177278425e-06	3.32947555717026e-06	3.31910843394685e-06	3.31539306355773e-06	2.80624267992314e-05	0.0335807712960695	6.203174331377e-09	3.31259552743644e-06	3.31416130117057e-06	0	3.31416130117057e-06	1.11192912360029e-08	1.74405721871084e-08	3.31259552743645e-06	3.31259552743644e-06	3.31259552743645e-06	3.31259552743644e-06	1.09511369185296e-08	3.31539306355772e-06	3.31259552743644e-06	4.60638472559438e-09	3.30798914271085e-06	3.54721607164904e-09	0	4.60638472559437e-09	1.2834187461514e-08	4.60638472559437e-09	4.60638472559438e-09	6.17215845972012e-09	3.30798914271085e-06	3.30798914271085e-06	3.30798914271085e-06	6.17215845972011e-09	3.30798914271085e-06	3.11819738645888e-09	4.60638472559438e-09	4.60638472559438e-09	4.60638472559437e-09	1.2834187461514e-08	4.60638472559438e-09	1.2834187461514e-08	1.2834187461514e-08	4.60638472559438e-09	7.40392084688049e-09	4.60638472559437e-09	4.60638472559437e-09	3.30798914271085e-06	1.87782849535865e-09	4.60638472559438e-09	4.60638472559437e-09	3.30798914271085e-06	3.30798914271085e-06	4.60638472559438e-09	3.30798914271085e-06	1.2834187461514e-08	3.30798914271085e-06	1.98237594929403e-08	3.30798914271085e-06	4.60638472559438e-09	4.60638472559438e-09	3.30798914271085e-06	3.30798914271085e-06	4.60638472559438e-09
"Pyrrhocactus_strausianum"	0.0019747424142777	2.73698632003236e-06	3.22631866605368e-06	8.3869881304928e-07	0.000841572262206738	8.3877812024508e-07	7.81338476444403e-07	0.00251896166106752	2.3010777249236e-06	1.00363344476736	6.3369806440845e-07	1.20490410549562e-06	1.95229106700712e-07	1.95229106700712e-07	5.78405686142801e-09	2.54267636917378e-07	1.93446717773513e-09	0.00111907211454301	1.93446717773513e-09	0	0	0	7.02427816624187e-10	2.27696668859512e-05	2.27153663276578e-05	7.73786871094049e-08	0.033540061711607	5.86279781470945e-06	2.26796746386641e-05	5.84717104518056e-06	6.88114376207255e-05	6.88588100418652e-05	0.0335721634362905	5.87755956422078e-06	5.82758883501626e-06	5.82484148675109e-06	0.0335174222004385	7.69917936738579e-08	1.40485563324838e-08	5.81784087548916e-06	5.82204423789701e-06	0	5.82204423789702e-06	1.95229106700712e-08	3.91051208343699e-08	5.81784087548917e-06	5.81784087548915e-06	5.81784087548917e-06	5.81784087548916e-06	3.24023319337897e-08	5.82484148675108e-06	5.81784087548915e-06	9.77495114297273e-09	5.8080659243462e-06	1.56267695288881e-08	0	9.77495114297273e-09	2.93301696913971e-08	9.77495114297272e-09	9.77495114297273e-09	1.39783135508214e-08	5.80806592434618e-06	5.80806592434619e-06	5.80806592434618e-06	1.39783135508213e-08	5.8080659243462e-06	2.1123268813615e-08	9.77495114297274e-09	9.77495114297274e-09	9.77495114297272e-09	2.93301696913971e-08	9.77495114297274e-09	2.93301696913971e-08	2.93301696913971e-08	9.77495114297274e-09	1.67755624049016e-08	9.77495114297272e-09	9.77495114297273e-09	5.80806592434618e-06	1.27133818458689e-08	9.77495114297273e-09	9.77495114297273e-09	5.80806592434619e-06	5.80806592434619e-06	9.77495114297274e-09	5.80806592434618e-06	2.93301696913971e-08	5.80806592434618e-06	1.68314452441348e-05	5.80806592434619e-06	9.77495114297273e-09	9.77495114297273e-09	5.80806592434619e-06	5.80806592434619e-06	9.77495114297274e-09
