"Nephrosperma_vanhoutteanum"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Mimusops_sechellarum"	"Soulamea_terminaloides"	"Apis_mellifera"	"Unidentified_sp2_M_PL_084"	"Rhiparida_seychellensis"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_084"	"Unidentified_sp1_M_PL_084"	"Scaptodrosophila_sp1_M_PL_084"	"Xylocopa_caffra"	"Geron_seychellarum"	"Phelsuma_sp1_M_PL_084"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_084"
"Nephrosperma_vanhoutteanum"	1.00840656178505	0.000424941135578709	0.000422816429900815	0.00042440639121608	0.00042228435926	0.0126368463721977	0.0126050820223132	0.0126050820223132	1.06235283894677e-05	0.0126050820223132	0.0126685307778	2.1220319560804e-05	3.17643498845085e-05	0.0126050820223132	0.0126050820223132	1.06235283894677e-05	0.0126050820223132
"Paragenipa_wrightii"	0.000849882271157417	1.00714306478257	0.00210734945865439	3.57688536875397e-07	3.5590009419102e-07	0.0252945676208864	1.06235283894677e-05	1.06235283894677e-05	0.0251785766195642	1.06235283894677e-05	1.06770028257306e-05	1.78844268437698e-08	0.0252839440924969	1.06235283894677e-05	1.06235283894677e-05	0.0251785766195642	1.06235283894677e-05
"Memecylon_eleagni"	0.00169126571960326	0.00421469891730878	1.00419362542272	7.11800188382039e-07	7.08241187440129e-07	0.0503361895655639	2.11408214950408e-05	2.11408214950408e-05	0.00010536747293272	2.11408214950408e-05	2.12472356232039e-05	3.55900094191019e-08	0.0503150487440688	2.11408214950408e-05	2.11408214950408e-05	0.00010536747293272	2.11408214950408e-05
"Mimusops_sechellarum"	0.00169762556486432	7.15377073750793e-07	7.11800188382039e-07	1.00671777311222	0.00168418424666127	2.12737939970669e-05	2.1220319560804e-05	2.1220319560804e-05	1.78844268437698e-08	2.1220319560804e-05	0.050525527399838	0.0503358886556111	5.34744362628718e-08	2.1220319560804e-05	2.1220319560804e-05	1.78844268437698e-08	2.1220319560804e-05
"Soulamea_terminaloides"	0.00337827487408	1.42360037676408e-06	1.41648237488026e-06	0.00336836849332254	1.00335152665086	4.23348500541631e-05	4.2228435926e-05	4.2228435926e-05	3.5590009419102e-08	4.2228435926e-05	0.100545799525678	0.000168418424666127	1.06414128163115e-07	4.2228435926e-05	4.2228435926e-05	3.5590009419102e-08	4.2228435926e-05
"Apis_mellifera"	0.0336982569925272	0.0337260901611818	0.0335574597103759	1.41825293313779e-05	1.4111616684721e-05	1.00294225345196	0.00042122821240659	0.00042122821240659	0.000843152254029546	0.00042122821240659	0.000423348500541631	7.09126466568895e-07	0.00252102523954834	0.00042122821240659	0.00042122821240659	0.000843152254029546	0.00042122821240659
"Unidentified_sp2_M_PL_084"	0.100840656178505	4.24941135578709e-05	4.22816429900815e-05	4.2440639121608e-05	4.2228435926e-05	0.00126368463721977	1.00126050820223	0.00126050820223132	1.06235283894677e-06	0.00126050820223132	0.00126685307778	2.1220319560804e-06	3.17643498845085e-06	0.00126050820223132	0.00126050820223132	1.06235283894677e-06	0.00126050820223132
"Rhiparida_seychellensis"	0.100840656178505	4.24941135578709e-05	4.22816429900815e-05	4.2440639121608e-05	4.22284359259999e-05	0.00126368463721977	0.00126050820223132	1.00126050820223	1.06235283894677e-06	0.00126050820223132	0.00126685307778	2.1220319560804e-06	3.17643498845085e-06	0.00126050820223132	0.00126050820223132	1.06235283894677e-06	0.00126050820223132
"Lasioglossum_mahense"	8.49882271157417e-05	0.100714306478257	0.000210734945865439	3.57688536875397e-08	3.5590009419102e-08	0.00252945676208864	1.06235283894677e-06	1.06235283894677e-06	1.00251785766196	1.06235283894677e-06	1.06770028257306e-06	1.78844268437698e-09	0.00252839440924969	1.06235283894677e-06	1.06235283894677e-06	0.00251785766195642	1.06235283894677e-06
"Lygistorrhina_sp1_M_PL_084"	0.100840656178505	4.24941135578709e-05	4.22816429900815e-05	4.2440639121608e-05	4.22284359259999e-05	0.00126368463721977	0.00126050820223132	0.00126050820223132	1.06235283894677e-06	1.00126050820223	0.00126685307778	2.1220319560804e-06	3.17643498845085e-06	0.00126050820223132	0.00126050820223132	1.06235283894677e-06	0.00126050820223132
