"Medusagyne_oppositifolia"	"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Psychotria_pervillei"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Diospyros_seychellarum"	"Memecylon_eleagni"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Timonius_sechellensis"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_088"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Geron_seychellarum"	"Unidentified_sp2_M_PL_088"	"Mabuya_sechellensis"	"Musca_domestica"	"Parasarcophaga_hirticeps"	"Rhiparida_seychellensis"	"Rhynchium_brunneum"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_088"	"Lampides_boeticus"	"Lygistorrhina_sp1_M_PL_088"	"Scaptodrosophila_sp1_M_PL_088"	"Unidentified_sp1_M_PL_088"
"Medusagyne_oppositifolia"	1.0071209502551	0.00153342370217884	0.000406806130376933	0.000406520761735089	0.000127379000370672	0.00012670870573634	2.57429818378517e-07	0.000125902805106983	0.000125594621547254	8.84039404803249e-07	0.000126326506967253	2.56142669286624e-07	0.0112454209396477	3.87299997367711e-05	0.0112233444837665	1.0245706771465e-05	2.5115869420665e-05	2.92754167999538e-05	0.0112030113114637	1.90736711068394e-05	1.59462484948988e-05	1.27785308514903e-05	1.28714909189258e-08	0.0111902327806122	0.0112030113114637	2.12298333951119e-06	0.0111902327806122	2.12298333951119e-06	0.0111902327806122	0.0111902327806122	3.16771764340849e-06	1.27785308514903e-05	0.0111902327806122	1.27785308514903e-05
"Nephrosperma_vanhoutteanum"	0.00115006777663413	1.00505743066187	0.000655952004419073	0.000515795842153867	0.000658061579786195	0.000656413934901171	5.91191709622347e-07	0.000514474143643276	0.000235178453202845	0.000210923016570683	0.000445533260367298	5.88235751074235e-07	0.00849726259575493	0.00844586546166742	0.00841755081586474	2.35294300429694e-05	0.00841339123278437	0.00841419228657812	0.00838825711970042	0.00840120229603109	0.00839188893722145	0.00837547858884892	2.95595854811173e-08	1.27785308514903e-05	0.00838825711970042	1.09676929964366e-05	1.27785308514903e-05	1.09676929964366e-05	1.27785308514903e-05	1.27785308514903e-05	1.64103483725293e-05	0.00837547858884892	1.27785308514903e-05	0.00837547858884892
"Deckenia_nobilis"	0.000915313793348099	0.00196785601325722	1.00195493687233	0.000911052932524181	0.00133404815269179	0.000702963128262326	1.36803064917402e-06	0.000281640394911919	0.000699507076525819	0.000629335518839401	0.000701626997172674	1.36119049592815e-06	0.0252104718527204	0.0251634433564022	0.0250982186984913	5.44476198371261e-05	0.0251189731337389	8.47968258742003e-05	2.65689533699002e-05	3.04808198560727e-05	3.3972878317035e-05	1.63988001104768e-05	6.84015324587012e-08	1.01701532594233e-05	2.65689533699002e-05	2.22341358781964e-05	1.01701532594233e-05	2.22341358781964e-05	1.01701532594233e-05	1.01701532594233e-05	1.75740782065582e-05	1.63988001104768e-05	1.01701532594233e-05	1.63988001104768e-05
"Psychotria_pervillei"	0.00091467171390395	0.0015473875264616	0.000911052932524181	1.00216460537046	0.000914416264927043	0.000283198689341588	0.000632670296565069	0.000281133256499686	0.000281491949453865	0.000631569193835765	0.000909305961957098	0.000629506945082243	0.025180711070017	0.000102376253887205	0.0250999493726718	0.0251802778032897	8.24899501408568e-05	0.0251125605001293	2.30579150972239e-05	2.6951558878831e-05	1.99748632873864e-05	1.28948960538467e-05	3.16335148282534e-05	1.01630190433772e-05	2.30579150972239e-05	1.52402710821174e-05	1.01630190433772e-05	1.52402710821174e-05	1.01630190433772e-05	1.01630190433772e-05	7.0799672335397e-06	1.28948960538467e-05	1.01630190433772e-05	1.28948960538467e-05
"Phoenicophorium_borsigianum"	0.000191068500556008	0.00131612315957239	0.000889365435127858	0.000609610843284695	1.00465696022506	0.000470450678101175	9.15094570531271e-07	0.000188453332150448	0.000468138103408474	0.000420873723734656	0.000888140486342834	9.10519097678615e-07	0.0168690432753226	0.0168422573542934	5.05650832962616e-05	3.64207639071446e-05	0.0167985281854791	0.0168000953173744	1.30906763359478e-05	2.0390359603959e-05	2.27289599489659e-05	1.09676929964366e-05	4.57547285265636e-08	2.12298333951119e-06	1.30906763359478e-05	0.0167442826704177	2.12298333951119e-06	0.0167442826704177	2.1229833395112e-06	2.12298333951119e-06	1.17612669525294e-05	1.09676929964366e-05	2.1229833395112e-06	1.09676929964366e-05
"Erythroxylum_sechellarum"	0.000285094587906765	0.00196924180470351	0.000702963128262327	0.000283198689341588	0.000705676017151763	1.00446828862712	1.80229721397262e-07	0.000281972568537035	0.000700712027354267	1.32462669444876e-06	0.000702178465639599	1.79328572790276e-07	0.0252402407727359	0.0252158944594321	4.42321114560356e-05	7.17314291161103e-06	4.58119248663393e-05	5.86575314132516e-05	1.95780660159378e-05	3.0508976799381e-05	0.0251281175640506	1.64103483725293e-05	9.0114860698631e-09	3.16771764340849e-06	1.95780660159378e-05	1.17612669525294e-05	3.16771764340849e-06	1.17612669525294e-05	3.1677176434085e-06	3.16771764340849e-06	0.0251117072156781	1.64103483725293e-05	3.1677176434085e-06	1.64103483725293e-05
"Syzygium_wrightii"	1.15843418270333e-06	3.54715025773408e-06	2.73606129834805e-06	0.00126534059313014	2.74528371159382e-06	3.60459442794524e-07	1.00629487352527	3.56515912731941e-07	3.57629740609989e-07	0.00126498398051888	1.15130989407825e-06	0.00126339915764706	3.1873197930845e-05	2.0898581603602e-07	3.17443474371122e-05	0.0505359663058826	6.33929148724101e-05	3.17472061387304e-05	4.24310764000432e-08	4.73853811177144e-08	3.85710715509804e-08	2.95595854811173e-08	0.0503147436762637	1.28714909189258e-08	4.24310764000432e-08	4.57547285265635e-08	1.28714909189258e-08	4.57547285265636e-08	1.28714909189259e-08	1.28714909189258e-08	9.0114860698631e-09	2.95595854811173e-08	1.28714909189259e-08	2.95595854811173e-08
"Diospyros_seychellarum"	0.000566562622981424	0.00308684486185965	0.000563280789823838	0.000562266512999373	0.000565359996451346	0.000563945137074069	3.56515912731941e-07	1.00306766457666	0.000560544157450933	1.58742745587017e-06	0.000562242769007139	3.54733333168281e-07	0.0502838306873817	0.000110095655468252	6.01575300080932e-05	1.41893333267312e-05	4.93077649080757e-05	6.79444622482419e-05	3.20188474375129e-05	0.0501791069360152	3.98223356090155e-05	2.57237071821638e-05	1.7825795636597e-08	6.29514025534915e-06	3.2018847437513e-05	9.42266660752243e-06	6.29514025534916e-06	9.42266660752243e-06	6.29514025534916e-06	6.29514025534916e-06	1.40986284268517e-05	2.57237071821638e-05	6.29514025534916e-06	2.57237071821638e-05
"Memecylon_eleagni"	0.000565175796962643	0.00141107071921707	0.00139901415305164	0.00056298389890773	0.00140441431022542	0.00140142405470853	3.57629740609989e-07	0.000560544157450933	1.00139558076837	2.11201114726244e-06	0.00139797675963598	3.55841591906939e-07	0.0502699365831869	0.0502215550467643	6.70886050364891e-05	1.42336636762776e-05	7.02467822142201e-05	9.58396506244586e-05	1.8038653737505e-05	3.97861305326889e-05	4.67945240278556e-05	1.17589226601422e-05	1.78814870304994e-08	6.2797310773627e-06	1.8038653737505e-05	2.34069051704237e-05	6.2797310773627e-06	2.34069051704237e-05	6.2797310773627e-06	6.2797310773627e-06	3.50356013677133e-05	1.17589226601422e-05	6.2797310773627e-06	1.17589226601422e-05
"Mimusops_sechellarum"	3.97817732161462e-06	0.0012655380994241	0.0012586710376788	0.00126313838767153	0.00126262117120397	2.64925338889751e-06	0.00126498398051887	1.58742745587017e-06	2.11201114726244e-06	1.00251337719744	3.69429714589373e-06	0.00125865906061628	9.5053621122341e-05	6.33515880875191e-05	7.36355884325327e-05	0.0503463624246512	0.0501887254728291	6.32914399452516e-05	1.05903527987743e-05	1.06255222013277e-05	1.06123821632566e-05	1.05461508285342e-05	6.32491990259437e-05	4.42019702401624e-08	1.05903527987743e-05	2.10436861867328e-05	4.42019702401624e-08	2.10436861867328e-05	4.42019702401624e-08	4.42019702401624e-08	6.62313347224378e-08	1.05461508285342e-05	4.42019702401624e-08	1.05461508285342e-05
