"Cecropia_hololeuca"	"Cecropia_pachystachia"	"Muntingia_calabura"	"Ficus_enormis"	"Ficus_cf_insipida"	"Ficus_luschnatiana"	"Ficus_sp_1"	"Ficus_sp_2"	"Maclura_tinctoria"	"Piper_amalago"	"Piper_arboreum"	"Piper_sp_2"	"Solanum_granuloso-leprosum"	"Solanum_inaequale"	"Artibeus_lituratus"	"Carollia_perspicillata"	"Chiroderma_doriae"	"Glossophaga_soricina"	"Platyrrhinus_lineatus"	"Phyllostomus_discolor"	"Pygoderma_bilabiatum"	"Sturnira_lilium"
"Cecropia_hololeuca"	1.00301728120689	0.000505276214500057	0.002516258414737	0.000508410333278498	0.000505276214500057	0.000505276214500057	0.000508973213216033	0.000503447357832374	7.09553095504622e-07	3.48644789962158e-06	0.000506933805731995	0.000506933805731995	0.000510322753417545	2.42456568293642e-06	0.0503447357832373	4.24752886674065e-05	1.27243303304008e-05	0.0502766769810812	0.000109731400060998	8.50537922362576e-06	2.12865928651387e-05	0.000193965254634913
"Cecropia_pachystachia"	0.000505276214500057	1.00134219155433	2.82084538732893e-06	0.0013456193633445	0.00134219155433386	0.00134219155433386	0.00134710993190122	0.000504005971850338	1.87720627302751e-06	2.96144983972465e-06	0.000506967421690063	0.000506967421690063	0.0013492790087946	1.55060273761047e-06	0.0504005971850338	5.64338840845671e-05	3.36777482975305e-05	2.54048529943693e-05	0.0502911349490111	2.248798347991e-05	5.63161881908251e-05	0.000124048219008838
"Muntingia_calabura"	0.00251625841473699	2.82084538732893e-06	1.00314335084166	0.000632906407505612	2.82084538732893e-06	2.82084538732893e-06	0.000633606680606589	2.10939159600566e-06	8.83743600539536e-07	0.000631311691774792	0.000633421083370798	0.000633421083370798	0.00063607640810951	0.000629201818517744	0.000210939159600566	8.43949302819513e-05	1.58401670151647e-05	0.0502829804628198	4.26872274793962e-05	1.06012734684918e-05	2.65123080161861e-05	0.0503361454814195
"Ficus_enormis"	0.000254205166639249	0.000672809681672248	0.000316453203752806	1.00182650481491	0.000672809681672248	0.000672809681672248	0.000990312019547943	0.000252778520713269	0.000838668575411344	0.000317136030059683	0.000569914550772951	0.000569914550772951	0.00183166706558592	0.000315026557826826	0.0252778520713269	8.43788893142796e-05	2.47578004886986e-05	2.85329185196027e-05	0.0252018696575387	3.0527784426432e-05	0.0251600572623403	0.0252021246261461
"Ficus_cf_insipida"	0.000505276214500057	0.00134219155433386	2.82084538732893e-06	0.0013456193633445	1.00134219155433	0.00134219155433386	0.00134710993190122	0.000504005971850338	1.87720627302751e-06	2.96144983972465e-06	0.000506967421690063	0.000506967421690063	0.0013492790087946	1.55060273761047e-06	0.0504005971850338	5.64338840845671e-05	3.36777482975305e-05	2.54048529943693e-05	0.0502911349490111	2.248798347991e-05	5.63161881908251e-05	0.000124048219008838
"Ficus_luschnatiana"	0.000505276214500057	0.00134219155433386	2.82084538732893e-06	0.0013456193633445	0.00134219155433386	1.00134219155433	0.00134710993190122	0.000504005971850338	1.87720627302751e-06	2.96144983972465e-06	0.000506967421690063	0.000506967421690063	0.0013492790087946	1.55060273761047e-06	0.0504005971850338	5.64338840845671e-05	3.36777482975305e-05	2.54048529943693e-05	0.0502911349490111	2.248798347991e-05	5.63161881908251e-05	0.000124048219008838
"Ficus_sp_1"	0.000254486606608017	0.00067355496595061	0.000316803340303294	0.000990312019547943	0.00067355496595061	0.00067355496595061	1.00349767426705	0.000253058381740738	1.38193816131676e-06	0.000317135912914953	0.000570194294655691	0.000570194294655691	0.000993729032080347	0.000315375115436016	0.0253058381740738	7.04318991574662e-05	0.0250874418566764	2.85644973455656e-05	0.0252297950525923	1.65621505346725e-05	4.14581448395027e-05	0.0252300092348813
"Ficus_sp_2"	0.00100689471566475	0.00100801194370068	4.21878319201133e-06	0.00101111408285307	0.00100801194370068	0.00100801194370068	0.00101223352696295	1.00100436693192	1.41113970752902e-06	3.79890510087109e-06	0.00100816583701848	0.00100816583701848	0.00101491351102746	1.69099944486943e-06	0.10043669319176	8.43162262400663e-05	2.53058381740738e-05	5.05556749428379e-05	0.000218700706984293	1.69152251837909e-05	4.23341912258707e-05	0.000135279955589554
"Maclura_tinctoria"	1.41910619100924e-06	3.75441254605501e-06	1.76748720107907e-06	0.00335467430164538	3.75441254605501e-06	3.75441254605501e-06	5.52775264526703e-06	1.41113970752902e-06	1.00334916036838	3.17182770806955e-06	4.58296741559858e-06	4.58296741559858e-06	0.00336168942434309	1.75952071759885e-06	0.000141113970752902	5.64922796188282e-05	1.38193816131676e-07	1.59329669604416e-07	0.000140596370311559	5.60281570723848e-05	0.100474811051452	0.000140761657407908
"Piper_amalago"	3.48644789962158e-06	2.96144983972465e-06	0.000631311691774792	0.000634272060119366	2.96144983972465e-06	2.96144983972465e-06	0.000634271825829906	1.89945255043554e-06	1.58591385403478e-06	1.00188601779799	0.00188791725054275	0.00188791725054275	0.00189372136395934	0.000629724696425606	0.000189945255043554	0.0502517240626685	1.58567956457476e-05	3.17399069837207e-05	6.37198373573462e-05	3.15620227326557e-05	4.75774156210433e-05	0.0503779757140485
"Piper_arboreum"	0.000337955870487997	0.000337978281126709	0.000422280722247199	0.000759886067697269	0.000337978281126709	0.000337978281126709	0.000760259059540922	0.000336055279006159	1.52765580519953e-06	0.00125861150036184	1.00159466677937	0.00159466677936799	0.00160078541298205	0.00042038013076536	0.0336055279006158	0.033529254783859	1.9006476488523e-05	3.80118296367598e-05	0.000115380127232995	2.66797568830341e-05	4.58296741559858e-05	0.0336304104612288
"Piper_sp_2"	0.000337955870487997	0.000337978281126709	0.000422280722247199	0.000759886067697269	0.000337978281126709	0.000337978281126709	0.000760259059540922	0.000336055279006159	1.52765580519953e-06	0.00125861150036184	0.00159466677936799	1.00159466677937	0.00160078541298205	0.00042038013076536	0.0336055279006158	0.033529254783859	1.9006476488523e-05	3.80118296367598e-05	0.000115380127232995	2.66797568830341e-05	4.58296741559858e-05	0.0336304104612288
"Solanum_granuloso-leprosum"	0.000170107584472515	0.0004497596695982	0.000212025469369837	0.00122111137705728	0.0004497596695982	0.0004497596695982	0.000662486021386898	0.000169152251837909	0.000560281570723848	0.000631240454653114	0.000800392706491023	0.000800392706491023	1.003313470813	0.000211070136735231	0.0169152251837909	0.0168068127167153	1.65621505346725e-05	1.91066526921176e-05	0.0168364450656175	0.0167218911802166	0.0168084471217154	0.0168856109388185
"Solanum_inaequale"	4.84913136587283e-06	3.10120547522094e-06	0.00125840363703549	0.0012601062313073	3.10120547522094e-06	3.10120547522094e-06	0.00126150046174406	1.69099944486943e-06	1.75952071759885e-06	0.00125944939285121	0.00126114039229608	0.00126114039229608	0.00126642082041138	1.00125524550511	0.000169099944486943	0.000168155509469156	3.15375115436016e-05	6.3162638420068e-05	8.46123618210904e-05	2.11070136735231e-05	5.27856215279656e-05	0.100419640409159
"Artibeus_lituratus"	0.0100689471566475	0.0100801194370068	4.21878319201133e-05	0.0101111408285307	0.0100801194370068	0.0100801194370068	0.0101223352696295	0.0100436693191761	1.41113970752902e-05	3.79890510087109e-05	0.0100816583701848	0.0100816583701848	0.0101491351102746	1.69099944486943e-05	1.0043669319176	0.000843162262400662	0.000253058381740738	0.000505556749428379	0.00218700706984293	0.000169152251837909	0.000423341912258707	0.00135279955589554
"Carollia_perspicillata"	2.12376443337033e-05	2.82169420422836e-05	4.21974651409757e-05	8.43788893142795e-05	2.82169420422836e-05	2.82169420422836e-05	7.04318991574662e-05	2.10790565600166e-05	1.4123069904707e-05	0.0251258620313342	0.0251469410878942	0.0251469410878942	0.025210219075073	4.2038877367289e-05	0.00210790565600166	1.00335292615868	1.76079747893665e-06	3.17175547373395e-06	0.00042827312893602	0.000420170317917884	0.000423692097141211	0.00336311018938312
"Chiroderma_doriae"	2.54486606608017e-05	6.7355496595061e-05	3.16803340303294e-05	9.90312019547943e-05	6.7355496595061e-05	6.7355496595061e-05	0.100349767426705	2.53058381740738e-05	1.38193816131676e-07	3.17135912914953e-05	5.70194294655691e-05	5.70194294655691e-05	9.93729032080347e-05	3.15375115436016e-05	0.00253058381740738	7.04318991574662e-06	1.00250874418567	2.85644973455656e-06	0.00252297950525923	1.65621505346725e-06	4.14581448395027e-06	0.00252300092348813
"Glossophaga_soricina"	0.0502766769810812	2.54048529943693e-05	0.0502829804628198	5.70658370392055e-05	2.54048529943693e-05	2.54048529943693e-05	5.71289946911311e-05	2.5277837471419e-05	7.96648348022079e-08	3.17399069837207e-05	5.70177444551397e-05	5.70177444551397e-05	5.73199580763528e-05	3.1581319210034e-05	0.0025277837471419	6.34351094746789e-06	1.42822486727828e-06	1.0050279828722	7.62093137701969e-06	9.5533263460588e-07	2.38994504406624e-06	0.00252650553680272
"Platyrrhinus_lineatus"	3.65771333536659e-05	0.0167637116496704	1.42290758264654e-05	0.0168012464383592	0.0167637116496704	0.0167637116496704	0.0168198633683949	3.64501178307155e-05	2.34327283852599e-05	2.12399457857821e-05	5.76900636164976e-05	5.76900636164976e-05	0.0168364450656174	1.41020603035151e-05	0.00364501178307155	0.00028551541929068	0.000420496584209872	2.54031045900656e-06	1.00363569191038	0.000280607417760291	0.000702981851557796	0.00112816482428121
"Phyllostomus_discolor"	1.70107584472515e-05	4.497596695982e-05	2.12025469369837e-05	0.000122111137705728	4.497596695982e-05	4.497596695982e-05	6.62486021386898e-05	1.69152251837909e-05	5.60281570723848e-05	6.31240454653114e-05	8.00392706491024e-05	8.00392706491024e-05	0.1003313470813	2.11070136735231e-05	0.00169152251837909	0.00168068127167153	1.65621505346725e-06	1.91066526921176e-06	0.00168364450656175	1.00167218911802	0.00168084471217154	0.00168856109388185
"Pygoderma_bilabiatum"	1.41910619100924e-05	3.75441254605501e-05	1.76748720107907e-05	0.0335467430164538	3.75441254605501e-05	3.75441254605501e-05	5.52775264526703e-05	1.41113970752902e-05	0.0334916036838172	3.17182770806955e-05	4.58296741559858e-05	4.58296741559858e-05	0.0336168942434309	1.75952071759885e-05	0.00141113970752902	0.000564922796188282	1.38193816131676e-06	1.59329669604416e-06	0.00140596370311559	0.000560281570723848	1.00474811051452	0.00140761657407908
"Sturnira_lilium"	4.84913136587283e-05	3.10120547522094e-05	0.0125840363703549	0.012601062313073	3.10120547522094e-05	3.10120547522094e-05	0.0126150046174406	1.69099944486943e-05	1.75952071759885e-05	0.0125944939285121	0.0126114039229608	0.0126114039229608	0.0126642082041138	0.0125524550511448	0.00169099944486943	0.00168155509469156	0.000315375115436016	0.00063162638420068	0.000846123618210904	0.000211070136735231	0.000527856215279655	1.00419640409159
