"Dendropanax_arboreus"	"Dendropanax_sp1_M_PL_040"	"Unidentified_sp21_M_PL_040"	"Unidentified_sp14_M_PL_040"	"Portlandia_grandiflora"	"Unidentified_sp23_M_PL_040"	"Miconia_sp1_M_PL_040"	"Spermacoce_assurgens"	"Unidentified_sp13_M_PL_040"	"Unidentified_sp15_M_PL_040"	"Aechmea_paniculigera"	"Impatiens_walleriana"	"Petiveria_sp1_M_PL_040"	"Blakea_trinervia"	"Unidentified_sp19_M_PL_040"	"Byrsonima_sp1_M_PL_040"	"Pilea_sp1_M_PL_040"	"Unidentified_sp16_M_PL_040"	"Unidentified_sp18_M_PL_040"	"Unidentified_sp20_M_PL_040"	"Wallenia_laurifolia"	"Passiflora_sp1_M_PL_040"	"Unidentified_sp17_M_PL_040"	"Guarea_swartzii"	"Psidium_montanum"	"Unidentified_sp22_M_PL_040"	"Nectandra_coriacea"	"Pilea_sp2_M_PL_040"	"Tradescantia_zebrina"	"Wasmannia_auropunctata"	"Apis_mellifera"	"Crematogaster_steinheili"	"Unidentified_sp4_M_PL_040"	"Camponotus_hannani"	"Sphex_jamaicensis"	"Euglossa_jamaicensis"	"Dryas_iulia_delila"	"Heliconius_charitonius_simulator"	"Xylocopa_sp1_M_PL_040"	"Centris_sp2_M_PL_040"	"Unidentified_sp3_M_PL_040"	"Unidentified_sp1_M_PL_040"	"Trochilus_polytmus_polytmus"	"Centris_sp1_M_PL_040"	"Mellisuga_minima"	"Aguna_asander_jasper"	"Anolis_grahami"	"Camponotus_subdepilis"	"Papilio_thersites"	"Unidentified_sp7_M_PL_040"	"Eurytides_marcellinus"	"Conotelus_obscurus"	"Marpesia_chiron"	"Agapostemon_sp1_M_PL_040"	"Unidentified_sp2_M_PL_040"	"Coereba_flaveola"	"Adelpha_abyla"	"Paraphrissopoda_chrysostoma"	"Unidentified_sp11_M_PL_040"	"Nesopsar_nigerrimus"	"Unidentified_sp12_M_PL_040"	"Atlantea_pantoni"	"Dione_vanillae_insularis"	"Euneornis_campestris"	"Polistes_sp1_M_PL_040"	"Unidentified_sp5_M_PL_040"	"Unidentified_sp6_M_PL_040"	"Anolis_sagrei"	"Diptera_sp1_M_PL_040"	"Paragymnetis_lanius"	"Unidentified_sp8_M_PL_040"	"Unidentified_sp9_M_PL_040"
"Dendropanax_arboreus"	1.00566047801643	0.00201390788176047	1.65250885330147e-07	1.44526066907987e-06	4.12316496905965e-07	6.8099652102644e-08	0.00028273127593941	1.65803563876402e-07	0.000674038668556022	9.5301938279807e-05	0.000113020706797512	5.04216327455889e-07	1.43812718188302e-07	0.000141509951288992	3.59142252248371e-07	0.000468398179136961	6.84418614096925e-08	0.000252996295620494	9.39829328743456e-05	9.79155439234424e-08	7.64310695939488e-10	1.65250885330147e-07	0.000112532859530073	6.16189783478092e-07	1.43812718188302e-07	3.42022388676957e-07	0.000187337381670406	0	7.57130660856576e-08	6.8099652102644e-06	0.00561845462914012	6.8005863259252e-06	0.00560542673017284	2.15026764931459e-05	0.00560138771194513	2.81060860807545e-05	0.00558700265564685	0.00558700265564685	1.71011194338478e-05	1.23677705512629e-05	0.00562012145011218	1.31626188020042e-05	0.00560969470439734	1.84856935043428e-05	0.00560311100591515	0.00560138771194514	1.43850562982891e-05	2.29293208781846e-08	0.00558700265564685	0.00560138771194514	0.00560138771194513	1.03079124226491e-08	0.00560138771194514	1.59867355041943e-06	3.78565330428288e-06	0.00561335867058138	0.0055937430423324	1.44057028792759e-05	2.06465809868553e-08	3.5377487822248e-06	2.06465809868553e-08	0.00558700265564685	0.00558700265564685	3.5377487822248e-06	4.03901822770586e-06	2.37530198810283e-05	0.00559637061922959	0	2.06465809868553e-08	1.43850562982891e-05	3.42209307048462e-09	5.52678546254672e-09
"Dendropanax_sp1_M_PL_040"	0.00258931013369204	1.00497356172641	1.04512830162998e-07	0.000361328065008436	3.64179083053437e-07	1.27164823249639e-08	0.000602581065864577	1.04862371401002e-07	0.000123650171058155	0.000121670424436383	1.07052575884511e-06	3.53878461292014e-07	1.3377204650609e-08	0.000181364646778222	2.62387511544634e-07	0.000361633956969352	1.27803842461949e-08	0.000180892018774772	0.000120536491895136	9.23896206343204e-08	5.93272796285877e-10	1.04512830162998e-07	6.83560861569886e-07	0.00024036758811709	1.3377204650609e-08	3.58706766603886e-07	0.000240560790637404	0	6.60722325645106e-10	1.27164823249639e-06	0.00721066710771192	6.42574434866242e-06	0.00720137594099929	1.57076543249009e-05	0.00719276764005837	2.24721773793532e-05	1.43850562982891e-05	1.43850562982891e-05	1.79353383301943e-05	1.18726430587771e-05	0.00721682371912212	1.24352454401685e-05	2.17097615220435e-05	0.00721102764351272	2.28542371482577e-05	0.00719276764005838	0.00717838258376008	1.77981838885763e-08	1.43850562982891e-05	0.00719276764005838	0.00719276764005838	9.10447707633593e-09	0.00719276764005838	2.03694488434939e-06	3.30361162822553e-08	0.00720333149018699	1.56215580088706e-05	0.0071835444132602	5.16182950012051e-06	4.53411616945555e-06	5.16182950012051e-06	1.43850562982891e-05	1.43850562982891e-05	4.53411616945555e-06	8.60830094092253e-06	0.00718561526289947	2.16177354376761e-05	0	5.16182950012051e-06	0.00717838258376009	6.39019212309743e-10	3.49541238003339e-09
"Unidentified_sp21_M_PL_040"	1.48725796797132e-06	7.31589811140989e-07	1.00122133354193	0.000722955873830405	0.000506421650270101	0.00050344633372602	1.07069951121836e-06	0.00122541826948997	0.00122404996503789	2.08140984852697e-06	8.325665512237e-07	0.00122403542915783	0.000505073720111485	2.07525924860353e-07	1.58426898573867e-06	1.86757165371467e-06	0.00050597621480002	4.54287899988153e-07	4.52198480283162e-07	0.000719092353051888	1.20514485290573e-06	0.001221333541925	2.9496868375782e-06	6.86332736162854e-10	0.000505073720111485	2.46755419756279e-07	4.51109892129006e-10	0	1.62738638546453e-06	0.050344633372602	1.2326583631613e-05	0.0502521045739288	2.87838930777767e-08	2.27474479699765e-05	1.34881857746573e-08	1.23385688183194e-05	8.26254426650735e-09	8.26254426650735e-09	1.2337770987814e-05	1.22904855218242e-05	1.35332967638702e-08	5.37250423680786e-05	1.23899802376051e-05	2.05899820848856e-08	1.22861136277197e-05	1.34881857746573e-08	5.22564150814992e-09	3.61543455871719e-05	8.26254426650735e-09	1.34881857746573e-08	1.34881857746573e-08	1.26605412567525e-05	1.34881857746573e-08	1.26952314208946e-05	8.13693192732266e-05	3.38192638957712e-08	1.22487621946454e-05	1.03331666962282e-05	1.03279410547201e-05	5.18814812150882e-09	1.03279410547201e-05	8.26254426650735e-09	8.26254426650735e-09	5.18814812150882e-09	1.52957073031194e-08	4.25770745824432e-08	4.56139773408007e-08	0	1.03279410547201e-05	5.22564150814992e-09	2.5298810740001e-05	4.08472756496656e-05
"Unidentified_sp14_M_PL_040"	3.71638457763396e-06	0.000722656130016872	0.000206558821094401	1.0057633942352	0.000289965558462444	5.18545637982776e-07	1.31004089541477e-06	0.000207249653271975	0.000448814116489236	0.000241645989402263	0.00024084131007899	0.000495160177847891	9.61632069080762e-07	4.09255605567634e-07	0.000240869218890978	0.000530101918941631	5.21151394957564e-07	8.51210334573438e-07	4.00375418008851e-07	0.000206788867574253	7.48592117834836e-07	0.000206558821094401	0.000289045357760524	1.73262353513546e-07	9.61632069080762e-07	1.714290172832e-07	1.7332695923436e-07	0	4.43086431097986e-07	5.18545637982776e-05	1.37367840435391e-05	0.0144228192819493	5.20119095104187e-06	0.0144072376063886	5.18247608110737e-06	1.66009379287892e-05	2.06465809868553e-08	2.06465809868553e-08	8.57145086416001e-06	8.53428919153124e-06	5.19980877703081e-06	0.0144079135161196	2.22000503516821e-05	5.19787060540637e-06	1.51108261247118e-05	5.18247608110737e-06	5.16182950012052e-06	2.24577635350451e-05	2.06465809868553e-08	5.18247608110737e-06	5.18247608110737e-06	7.24913896156111e-06	5.18247608110737e-06	1.12765721182655e-05	2.21543215548993e-05	5.22108114906568e-06	4.50878774587921e-06	0.0143732103185744	0.0143680484890743	1.02313901391909e-08	0.0143680484890743	2.06465809868553e-08	2.06465809868553e-08	1.02313901391909e-08	1.87148699344967e-08	1.57638678789531e-05	1.06226849598195e-05	0	0.0143680484890743	5.16182950012052e-06	2.60575697478782e-08	6.90832177573248e-06
"Portlandia_grandiflora"	1.85542423607684e-06	1.27462679068703e-06	0.000253210825135051	0.000507439727309277	1.00452365431639	0.000252316589304028	2.05448804523821e-06	0.000254057684081991	0.000256884413462464	0.00125943608381079	1.46761990440311e-06	0.000757760358144609	0.000253541628983361	3.97942681006072e-07	6.85991234137293e-07	0.000505442626977505	0.000253584511863345	7.85664360987545e-07	8.67784155748675e-07	8.96882777530409e-07	2.64694650780552e-09	0.000253210825135051	0.000504939244402944	1.28609720046905e-09	0.000253541628983361	4.73590873115755e-07	6.49243795952678e-10	0	1.22503967933299e-06	0.0252316589304028	2.36515969579752e-05	6.25965081715823e-05	4.87622187166738e-08	4.10006572577692e-05	1.94123894989851e-08	2.36738534032269e-05	1.03079124226491e-08	1.03079124226491e-08	2.36795436557878e-05	2.35887953606888e-05	1.94773138785803e-08	0.0251662246665113	1.94855696693251e-05	3.85829160140716e-08	1.26880045865974e-05	1.94123894989851e-08	9.10447707633593e-09	7.94083952341656e-08	1.03079124226491e-08	1.94123894989851e-08	1.9412389498985e-08	0.0251130913579098	1.94123894989851e-08	0.0251340819593066	6.12519839666495e-05	5.5549768557055e-08	2.57915204704729e-06	7.25824343863744e-06	7.2491389615611e-06	9.94856702515181e-09	7.2491389615611e-06	1.03079124226491e-08	1.03079124226491e-08	9.94856702515181e-09	2.93498292176887e-08	1.01179570166264e-05	1.01191604519727e-05	0	7.2491389615611e-06	9.10447707633593e-09	1.26792255931672e-05	8.46858946939969e-06
"Unidentified_sp23_M_PL_040"	1.22579373784759e-06	1.78030752549494e-07	0.00100689266745204	3.62981946587943e-06	0.00100926635721611	1.0010044656849	8.83120861694209e-07	0.0010102602014569	0.00100899145832374	2.31484665975524e-06	5.45276406394032e-07	0.00101043341416617	0.00100699243718503	1.71078298570932e-07	1.7498821498727e-07	1.52565421524454e-06	0.00100951325116009	3.75268289241649e-07	3.73066604347846e-07	2.43134095774276e-06	4.35840998784286e-09	0.00100689266745204	3.74579209629314e-06	4.64470252254638e-10	0.00100699243718503	2.03602499066679e-07	2.70288075008722e-10	0	2.5267522807455e-06	0.100446568490429	1.016784631687e-05	0.000169888778342844	2.06976257526781e-08	1.02377882999656e-05	8.08161344276079e-09	1.0176073153862e-05	6.80996521026441e-09	6.80996521026441e-09	1.01801249533339e-05	1.01411113732099e-05	8.10864225026167e-09	5.06997216692033e-05	1.02522691081786e-05	1.39341075676391e-08	1.01272376327525e-05	8.08161344276079e-09	1.27164823249639e-09	1.30752299635286e-07	6.8099652102644e-09	8.08161344276079e-09	8.08161344276079e-09	2.52316589304028e-05	8.08161344276079e-09	2.52702397080654e-05	0.000126337614037275	2.48675138817557e-08	1.00967245484476e-05	5.31262120307739e-08	5.18545637982776e-08	4.2769574642733e-09	5.18545637982776e-08	6.80996521026441e-09	6.80996521026441e-09	4.2769574642733e-09	1.26160123099173e-08	3.17847325373871e-08	3.73230495151552e-08	0	5.18545637982776e-08	1.27164823249639e-09	5.04756625580043e-05	3.36753400485632e-05
"Miconia_sp1_M_PL_040"	0.000727023280987055	0.00120516213172915	3.05914146062388e-07	1.31004089541477e-06	1.17399316870755e-06	1.26160123099173e-07	1.00363954156026	3.06937270296711e-07	0.00125064566297079	0.00124934932457463	0.000241230020684788	3.09067942066277e-07	1.27007785022864e-07	0.000241763140128418	6.92476509515626e-07	1.88222266838927e-06	1.26794093567008e-07	0.00024120729621992	0.000528695127688452	1.81215045630684e-07	1.46102266746875e-09	3.05914146062388e-07	6.56125588147402e-07	0.00047980990092027	1.27007785022864e-07	0.000288526481730104	4.22987263164829e-07	0	8.47661923691183e-10	1.26160123099173e-05	0.0144101187575009	1.25827816074251e-05	0.0143503550557438	4.14609292108894e-05	1.26473191686284e-05	0.0143931620043478	4.03901822770586e-06	4.03901822770586e-06	0.0144263240865052	0.0143710366819478	1.26896178949449e-05	1.15306704009874e-07	3.26485896071757e-05	0.0143942970276081	1.65831193107816e-05	1.26473191686284e-05	8.60830094092252e-06	4.38306800240624e-08	4.03901822770586e-06	1.26473191686284e-05	1.26473191686284e-05	2.93498292176887e-08	1.26473191686284e-05	2.08518385721282e-05	4.23830961845592e-08	2.67316408791695e-05	1.65454748574138e-05	8.62701581085702e-06	1.87148699344967e-08	6.04407850321046e-06	1.87148699344967e-08	4.03901822770586e-06	4.03901822770586e-06	6.04407850321046e-06	0.0143377077365752	8.64594539429031e-06	4.07666268107365e-06	0	1.87148699344967e-08	8.60830094092253e-06	6.33970467835039e-09	1.02312423432237e-08
"Spermacoce_assurgens"	9.94821383258409e-07	4.89357733204675e-07	0.000816945512993313	0.000483582524301274	0.000338743578775987	0.000336753400485632	7.16186964025657e-07	1.00416415937759	0.000818762518419995	1.39224739031904e-06	5.56900703159665e-07	0.000818752795423297	0.000337841953251829	1.38813327665788e-07	1.05971169614627e-06	1.24921180850479e-06	0.000338445628628776	3.03871505008798e-07	3.02473899854958e-07	0.000480998229466146	8.06116958465372e-07	0.000816945512993313	1.97303467396535e-06	4.590854422494e-10	0.000337841953251829	1.65053792479116e-07	3.01745747243482e-10	0	1.08855276619701e-06	0.0336753400485632	8.2452064425505e-06	0.0336134478755377	1.92534401858038e-08	1.52156842608538e-05	9.02219784258011e-09	8.25322328984575e-06	5.52678546254672e-09	5.52678546254672e-09	8.25268962395583e-06	8.22106054971516e-06	9.05237241730446e-09	3.59364831893502e-05	8.28761219906696e-06	1.3772563267482e-08	8.2181362058326e-06	9.02219784258011e-09	3.49541238003339e-09	2.41835087539612e-05	5.52678546254672e-09	9.02219784258011e-09	9.02219784258011e-09	8.46858946939969e-06	9.02219784258011e-09	8.49179359257167e-06	5.44276383098505e-05	2.26215812011847e-08	8.1931519696625e-06	6.91181718811251e-06	6.90832177573248e-06	3.4703331916447e-09	6.90832177573248e-06	5.52678546254672e-09	5.52678546254672e-09	3.4703331916447e-09	1.02312423432237e-08	2.84796485501293e-08	3.05110216326426e-08	0	6.90832177573248e-06	3.49541238003339e-09	1.69222814314388e-05	0.0334721386459195
"Unidentified_sp13_M_PL_040"	0.00121326960340084	0.000173110239481417	0.000244809993007579	0.000314169881542465	0.000102753765384986	0.000100899145832374	0.000875451964079554	0.000245628755525999	1.00232340151003	0.0010420812207182	0.000537491614777207	0.000245872400059902	0.000101360660969544	0.000169588433597027	0.000168548851037949	0.000504703560514727	0.000101406176715953	0.000370079961767383	0.000369828616652823	0.000144434230254289	5.23383079084011e-07	0.000244809993007579	0.000202401877390664	4.59630713722056e-07	0.000101360660969544	0.000201835669797754	2.66785565088354e-07	0	4.6151513717049e-07	0.0100899145832374	0.0100795768113041	0.0100737593022644	2.04833450258497e-05	0.0100815280775319	7.97688839614177e-06	0.0100876005888	6.74038668556022e-06	6.74038668556022e-06	0.0100917834898877	0.0100531084920753	8.00356695265061e-06	3.00445957576646e-05	0.010066973516917	1.37889214116617e-05	0.0100400684729961	7.97688839614177e-06	1.23650171058155e-06	1.57014923725203e-05	6.74038668556022e-06	7.97688839614177e-06	7.97688839614177e-06	2.56884413462464e-06	7.97688839614177e-06	1.99368644799279e-05	2.30757568585245e-05	2.45525979616469e-05	0.0100299744017859	5.7246428754739e-06	4.48814116489236e-06	4.23971083992568e-06	4.48814116489236e-06	6.74038668556022e-06	6.74038668556022e-06	4.23971083992568e-06	1.25064566297079e-05	1.13305729208761e-05	1.68344578958548e-05	0	4.48814116489236e-06	1.23650171058155e-06	5.07030883579767e-06	8.18762518419995e-06
"Unidentified_sp15_M_PL_040"	0.000285905814839421	0.000283897657018228	6.93803282842322e-07	0.000281920320969307	0.000839624055873857	3.85807776625873e-07	0.00145757421200373	6.9612369515952e-07	0.00173680203453033	1.00256992419259	0.000560140523414164	1.31100018029233e-06	3.88283613529255e-07	0.000281621705432311	0.000279956064814722	0.000281665128682741	3.87746509171732e-07	0.000281154626876255	0.00061594392406121	7.77449543604956e-07	4.69454037388507e-07	6.93803282842322e-07	1.55822686855533e-06	7.64225055190085e-07	3.88283613529255e-07	0.000336242213263215	1.20943345995647e-07	0	2.47583690338166e-09	3.85807776625873e-05	0.0167821026478797	2.15596854351514e-05	2.44386947881803e-05	0.01676919664664	3.61620604526984e-06	0.0167827729599435	1.58836563799678e-06	1.58836563799678e-06	0.0168121106631608	0.0167476892456314	3.6283003798694e-06	3.07360530273315e-05	4.70514985552659e-05	2.29267516557025e-05	2.45896885569549e-05	3.61620604526984e-06	2.02784040727305e-06	1.40836211216552e-05	1.58836563799678e-06	3.61620604526984e-06	3.61620604526984e-06	2.09906013968464e-05	3.61620604526984e-06	0.01673048933794	1.23791845169083e-07	2.00285695769527e-05	1.89563859833e-05	6.05527356397743e-06	4.02743315670438e-06	7.04054263580777e-06	4.02743315670438e-06	1.58836563799678e-06	1.58836563799678e-06	7.04054263580777e-06	2.08224887429105e-05	7.66114298092788e-06	7.22166821165161e-06	0	4.02743315670438e-06	2.02784040727306e-06	1.93873254585866e-08	2.3204123171984e-08
