"Xysmalobium_gerrardii"	"Sisyranthus_trichostomus"	"Pachycarpus_natalensis"	"Asclepias_woodii"	"Miraglossum_verticillare"	"Xysmalobium_involucratum"	"Aspidonepsis_diploglossa"	"Miraglossum_pilosum"	"Asclepias_cucullata"	"Aspilocoryphus_fasciativentris"	"Hemipepsis_hilaris"	"Atrichelaphinis_tigrina"	"Sarcophaga_sp1_M_PL_013"	"Cyrtothyrea_marginalis"	"Diptera_sp3_M_PL_013"	"Unidentified_sp15_M_PL_013"	"Unidentified_sp20_M_PL_013"	"Unidentified_sp6_M_PL_013"	"Unidentified_sp19_M_PL_013"	"Unidentified_sp25_M_PL_013"	"Unidentified_sp4_M_PL_013"	"Apis_mellifera"	"Musca_domestica"	"Unidentified_sp13_M_PL_013"	"Unidentified_sp33_M_PL_013"	"Unidentified_sp9_M_PL_013"	"Unidentified_sp11_M_PL_013"	"Unidentified_sp12_M_PL_013"	"Unidentified_sp28_M_PL_013"	"Unidentified_sp10_M_PL_013"	"Unidentified_sp16_M_PL_013"	"Unidentified_sp17_M_PL_013"	"Unidentified_sp2_M_PL_013"	"Unidentified_sp30_M_PL_013"	"Unidentified_sp38_M_PL_013"	"Unidentified_sp5_M_PL_013"	"Unidentified_sp7_M_PL_013"	"Unidentified_sp8_M_PL_013"	"Actea_sp1_M_PL_013"	"Arge_sp1_M_PL_013"	"Dacus_sp1_M_PL_013"	"Diptera_sp1_M_PL_013"	"Diptera_sp2_M_PL_013"	"Homoecerus_annulatus"	"Microphthalma_sp1_M_PL_013"	"Microphthalma_sp2_M_PL_013"	"Spilostethus_rivularis"	"Tiphia_sp1_M_PL_013"	"Unidentified_sp1_M_PL_013"	"Unidentified_sp14_M_PL_013"	"Unidentified_sp18_M_PL_013"	"Unidentified_sp21_M_PL_013"	"Unidentified_sp22_M_PL_013"	"Unidentified_sp23_M_PL_013"	"Unidentified_sp24_M_PL_013"	"Unidentified_sp26_M_PL_013"	"Unidentified_sp27_M_PL_013"	"Unidentified_sp29_M_PL_013"	"Unidentified_sp3_M_PL_013"	"Unidentified_sp31_M_PL_013"	"Unidentified_sp32_M_PL_013"	"Unidentified_sp34_M_PL_013"	"Unidentified_sp35_M_PL_013"	"Unidentified_sp36_M_PL_013"	"Unidentified_sp37_M_PL_013"
"Xysmalobium_gerrardii"	1.00668934901707	0.000662120130410804	0.00030133260169061	0.000334008426451497	0.000429867164535917	0.0011285788972476	0.000458666264739516	4.83637411122029e-05	4.87238577498446e-05	0.0028982061890647	0.00290182446673217	0.00289884525486167	0.00289564553019818	0.00289132139554669	0.0028881216708832	0.00288929680997433	0.00289147042486753	1.3045423631136e-05	0.00288377914222091	0.00288177295065934	0.00289450662276212	0.00288832532586991	0.00288280765811649	0.0028837791422209	0.00288377914222091	7.523859314984e-06	0.00288929680997433	0.00287625528290592	3.53603953367389e-06	9.84180240491176e-06	4.17510533064371e-06	0.00287625528290592	6.55237521056451e-06	0.00288280765811648	1.21809644374611e-06	0.00288377914222091	0.00287625528290592	0.00287625528290592	0.00287625528290592	5.51766775342337e-06	2.31794308992777e-06	5.51766775342337e-06	2.31794308992777e-06	2.31794308992778e-06	2.31794308992777e-06	0.00287625528290592	2.31794308992777e-06	4.17510533064371e-06	0.00287625528290592	0.00287625528290592	5.51766775342336e-06	0.00287625528290592	0.00287625528290592	0.00287625528290592	0.00287625528290592	0.00287625528290592	6.55237521056451e-06	0.00287625528290592	1.21809644374611e-06	0.00287625528290592	0.00287625528290592	7.52385931498399e-06	5.37333955669896e-06	0.00287625528290592	5.51766775342336e-06
"Sisyranthus_trichostomus"	0.00193118371369818	1.00526712193886	0.000284117676886142	0.000380856877309186	0.000660696628128357	0.00101353875399512	0.000282213028975313	0.000140232801959604	0.000141048681193869	0.00840347105441015	0.00841396811757624	0.00840252002775523	2.74795321894587e-05	0.0083957631027286	2.07226071628245e-05	0.00838950060893726	2.27188212230938e-05	1.0977846257444e-05	1.22745927800575e-05	0.00838274368391063	2.10669184460697e-05	0.00838677529861028	9.54928245307069e-06	1.22745927800575e-05	1.22745927800575e-05	6.75692502663415e-06	0.00838950060893728	5.51766775342336e-06	5.71173762127858e-06	8.94244561806601e-06	4.76071096636482e-06	5.51766775342337e-06	4.03161469964732e-06	9.54928245307067e-06	3.52621702984672e-06	1.22745927800575e-05	5.51766775342337e-06	5.51766775342336e-06	5.51766775342336e-06	0.00837722601615721	2.18552059143186e-06	0.0083772260161572	2.18552059143186e-06	2.18552059143186e-06	2.18552059143186e-06	5.51766775342337e-06	2.18552059143186e-06	4.76071096636483e-06	5.51766775342336e-06	5.51766775342336e-06	0.0083772260161572	5.51766775342336e-06	5.51766775342337e-06	5.51766775342336e-06	5.51766775342336e-06	5.51766775342337e-06	4.03161469964732e-06	5.51766775342336e-06	3.52621702984672e-06	5.51766775342337e-06	5.51766775342336e-06	6.75692502663415e-06	8.25870785160446e-06	5.51766775342337e-06	0.0083772260161572
"Pachycarpus_natalensis"	0.00081128008147472	0.000262262470971824	1.00570299415491	0.000610579139965082	0.000804191265778659	0.00100025327508014	0.00026038123880818	0.000129505861231811	0.00051956261278741	0.0077703901531052	0.00777035167390867	2.88564489203573e-05	0.00776284780644365	2.21880937531564e-05	0.00775617945127645	1.11718188485606e-05	0.00775521556719406	0.00774752884934724	8.98629825712869e-06	4.50346368135963e-06	2.03382694896663e-05	8.22319566433364e-06	6.03767507290177e-06	8.98629825712867e-06	8.98629825712869e-06	6.66835516720092e-06	1.11718188485606e-05	2.31794308992777e-06	0.00774916594343439	0.00774284523328192	7.63223924956354e-06	2.31794308992778e-06	3.71973198297399e-06	6.03767507290176e-06	1.29890653196852e-05	8.98629825712869e-06	2.31794308992778e-06	2.31794308992777e-06	2.31794308992777e-06	2.18552059143186e-06	0.00773617687811471	2.18552059143186e-06	0.0077361768781147	0.00773617687811472	0.00773617687811471	2.31794308992778e-06	0.00773617687811471	7.63223924956354e-06	2.31794308992777e-06	2.31794308992777e-06	2.18552059143186e-06	2.31794308992777e-06	2.31794308992778e-06	2.31794308992777e-06	2.31794308992777e-06	2.31794308992778e-06	3.71973198297399e-06	2.31794308992777e-06	1.29890653196853e-05	2.31794308992778e-06	2.31794308992777e-06	6.66835516720092e-06	1.00523908222332e-05	2.31794308992777e-06	2.18552059143186e-06
"Asclepias_woodii"	0.0014612868657253	0.000571285315963778	0.000992191102443259	1.00437676579962	0.00113577225370413	0.000824413606566172	0.00073769720887371	6.05363930355841e-07	9.9258418082224e-07	3.62861140328354e-05	3.63218358213505e-05	0.012583338632674	0.0125862101609573	0.0125778425419636	0.0125807140702468	1.44319070074497e-05	3.150058846195e-05	0.0125728803433002	9.67119604108486e-06	8.93581629700853e-06	0.0125749193000917	1.94743478523473e-05	1.47136368859824e-05	9.67119604108484e-06	9.67119604108487e-06	5.49609071044116e-06	1.44319070074497e-05	4.1751053306437e-06	7.65705385408408e-06	1.31283299600047e-05	0.0125547095724953	4.17510533064371e-06	1.05385315553387e-05	1.47136368859824e-05	2.4814604520556e-08	9.67119604108486e-06	4.17510533064371e-06	4.17510533064371e-06	4.17510533064371e-06	4.76071096636482e-06	7.63223924956353e-06	4.76071096636482e-06	7.63223924956352e-06	7.63223924956354e-06	7.63223924956353e-06	4.17510533064371e-06	7.63223924956353e-06	0.0125547095724953	4.17510533064371e-06	4.17510533064371e-06	4.76071096636481e-06	4.17510533064371e-06	4.17510533064371e-06	4.17510533064371e-06	4.17510533064371e-06	4.17510533064371e-06	1.05385315553387e-05	4.17510533064371e-06	2.4814604520556e-08	4.17510533064371e-06	4.17510533064371e-06	5.49609071044115e-06	1.41971531713017e-05	4.17510533064371e-06	4.76071096636481e-06
"Miraglossum_verticillare"	0.00188066884484464	0.000991044942192536	0.00130681080689032	0.00113577225370413	1.00311886201557	0.00124404648688614	2.51070506101552e-06	0.000209865840678982	0.000211428205186874	0.0125762495618007	0.0125919504407389	0.0125751086190201	0.0125769023019907	0.0125668149757742	0.0125686086587448	2.19256906542111e-05	0.0125627051488194	2.42854112086922e-05	1.36669828026066e-05	1.36320474083034e-05	2.79000031890657e-05	1.36679146234608e-05	5.40920677185633e-06	1.36669828026066e-05	1.36669828026066e-05	8.29364324590765e-06	2.19256906542111e-05	5.37333955669895e-06	1.53380959519051e-05	1.83460340681409e-05	1.41971531713017e-05	5.37333955669897e-06	3.58672151573645e-08	5.40920677185632e-06	5.28570512967185e-06	1.36669828026066e-05	5.37333955669896e-06	5.37333955669896e-06	5.37333955669896e-06	8.25870785160447e-06	1.00523908222332e-05	8.25870785160447e-06	1.00523908222332e-05	1.00523908222333e-05	1.00523908222332e-05	5.37333955669896e-06	1.00523908222332e-05	1.41971531713017e-05	5.37333955669896e-06	5.37333955669896e-06	8.25870785160446e-06	5.37333955669896e-06	5.37333955669897e-06	5.37333955669896e-06	5.37333955669896e-06	5.37333955669896e-06	3.58672151573645e-08	5.37333955669896e-06	5.28570512967186e-06	5.37333955669896e-06	5.37333955669896e-06	8.29364324590764e-06	0.0125389857751946	5.37333955669896e-06	8.25870785160447e-06
"Xysmalobium_involucratum"	0.0026333507602444	0.000810831003196098	0.000866886171736119	0.000439687256835292	0.00066349145967261	1.00429104389104	0.000170294068866128	0.000112262377440651	0.000113163111983164	0.00672734548649455	0.00673574264643902	0.00672334414423821	0.00672325557437878	2.80705182979669e-05	2.79819484385337e-05	0.00670955441028186	0.00671775948366832	1.45972182900153e-05	0.00670279748525522	1.42807843416181e-05	0.00671072634837805	1.67135567539914e-05	9.95663172735725e-06	0.00670279748525521	0.00670279748525523	0.00669527362594025	0.00670955441028187	7.52385931498397e-06	9.49743296678001e-06	0.00670194198110744	5.49609071044115e-06	7.52385931498399e-06	2.43277241237326e-06	9.95663172735724e-06	2.82907779957909e-06	0.00670279748525523	7.52385931498399e-06	7.52385931498399e-06	7.52385931498399e-06	6.75692502663415e-06	6.66835516720092e-06	6.75692502663415e-06	6.6683551672009e-06	6.66835516720092e-06	6.66835516720091e-06	7.52385931498399e-06	6.66835516720092e-06	5.49609071044116e-06	7.52385931498398e-06	7.52385931498398e-06	6.75692502663415e-06	7.52385931498398e-06	7.52385931498399e-06	7.52385931498398e-06	7.52385931498398e-06	7.52385931498398e-06	2.43277241237326e-06	7.52385931498398e-06	2.8290777995791e-06	7.52385931498398e-06	7.52385931498398e-06	0.00669527362594024	8.29364324590763e-06	7.52385931498398e-06	6.75692502663415e-06
"Aspidonepsis_diploglossa"	0.00229333132369758	0.000483793763957679	0.000483565157786619	0.000843082524427096	2.86937721258916e-06	0.000364915861855989	1.00562870343574	2.80006035404281e-07	4.68650293114739e-07	1.67840777780443e-05	1.68003621242569e-05	2.35911610930812e-05	2.32792783764078e-05	2.11583886807079e-05	2.08465059640346e-05	1.30167623225851e-05	1.27407468210691e-05	0.0143803825983346	8.98514762293778e-06	1.05839899102118e-05	0.0143856480139747	0.0143767083247066	0.0143726767100069	8.98514762293776e-06	8.98514762293778e-06	2.43277241237326e-06	1.30167623225851e-05	6.5523752105645e-06	3.73144824030186e-06	6.15250439534725e-06	1.05385315553387e-05	6.55237521056452e-06	0.0143661243347963	0.0143726767100069	1.17162573278684e-08	8.98514762293778e-06	6.55237521056451e-06	6.55237521056451e-06	6.55237521056451e-06	4.03161469964732e-06	3.71973198297399e-06	4.03161469964732e-06	3.71973198297399e-06	3.719731982974e-06	3.71973198297399e-06	6.55237521056451e-06	3.71973198297399e-06	1.05385315553387e-05	6.55237521056451e-06	6.55237521056451e-06	4.03161469964732e-06	6.5523752105645e-06	6.55237521056451e-06	6.55237521056451e-06	6.55237521056451e-06	6.55237521056451e-06	0.0143661243347963	6.55237521056451e-06	1.17162573278685e-08	6.55237521056451e-06	6.55237521056451e-06	2.43277241237326e-06	3.58672151573645e-08	6.55237521056451e-06	4.03161469964732e-06
"Miraglossum_pilosum"	0.0016927309389271	0.00168279362351525	0.00168357619601355	4.84291144284673e-06	0.00167892672543185	0.00168393566160975	1.96004224782997e-06	1.00167051791423	1.72608759415887e-06	6.40662144321791e-05	0.100231074853665	5.11330125121796e-05	5.00603184394003e-05	3.99067747681145e-05	3.88340806953352e-05	3.00858920512458e-05	4.99997820463646e-05	1.30391231197571e-05	1.60626118552853e-05	1.88596543071807e-05	1.61511488518614e-05	1.88876549107212e-05	4.86437471476073e-06	1.60626118552853e-05	1.60626118552854e-05	1.12262377440651e-05	3.00858920512458e-05	4.83637411122028e-06	1.29937383130351e-05	2.41768238672462e-05	6.05363930355842e-08	4.8363741112203e-06	2.80006035404281e-08	4.86437471476072e-06	4.31521898539716e-08	1.60626118552854e-05	4.8363741112203e-06	4.83637411122029e-06	4.83637411122029e-06	1.40232801959604e-05	1.29505861231811e-05	1.40232801959604e-05	1.29505861231811e-05	1.29505861231811e-05	1.29505861231811e-05	4.8363741112203e-06	1.29505861231811e-05	6.05363930355842e-08	4.83637411122029e-06	4.83637411122029e-06	1.40232801959604e-05	4.83637411122029e-06	4.8363741112203e-06	4.83637411122029e-06	4.83637411122029e-06	4.83637411122029e-06	2.80006035404281e-08	4.83637411122029e-06	4.31521898539717e-08	4.83637411122029e-06	4.83637411122029e-06	1.12262377440651e-05	2.09865840678982e-05	4.83637411122029e-06	1.40232801959605e-05
"Asclepias_cucullata"	0.000426333755311141	0.000423146043581608	0.00168857849155908	1.98516836164448e-06	0.000422856410373748	0.000424361669936865	8.20138012950793e-07	4.31521898539717e-07	1.00671249690197	0.0251936605842719	2.5891313912383e-05	1.28839110073644e-05	2.23467592972029e-05	1.00548332077853e-05	1.95176814976238e-05	7.57339127317194e-06	2.23219446926823e-05	1.30255961815337e-05	4.04717424332521e-06	4.74431347359284e-06	4.08370510517365e-06	4.75602973092071e-06	1.22981270107398e-06	4.0471742433252e-06	4.04717424332522e-06	2.8290777995791e-06	7.57339127317195e-06	1.21809644374611e-06	0.025180801487869	1.58181431192644e-05	2.4814604520556e-08	1.21809644374612e-06	1.17162573278685e-08	1.22981270107398e-06	0.0251678124225493	4.04717424332522e-06	1.21809644374612e-06	1.21809644374612e-06	1.21809644374612e-06	3.52621702984673e-06	1.29890653196853e-05	3.52621702984673e-06	1.29890653196852e-05	1.29890653196853e-05	1.29890653196853e-05	1.21809644374612e-06	1.29890653196853e-05	2.4814604520556e-08	1.21809644374612e-06	1.21809644374612e-06	3.52621702984673e-06	1.21809644374611e-06	1.21809644374612e-06	1.21809644374612e-06	1.21809644374612e-06	1.21809644374612e-06	1.17162573278685e-08	1.21809644374612e-06	0.0251678124225494	1.21809644374612e-06	1.21809644374612e-06	2.8290777995791e-06	5.28570512967186e-06	1.21809644374612e-06	3.52621702984673e-06
"Aspilocoryphus_fasciativentris"	0.0169062027695441	0.0168069421088203	0.0168358453317279	4.83814853771139e-05	0.0167683327490676	0.0168183637162364	1.9581424074385e-05	1.06777024053632e-05	0.0167957737228479	1.00105948871715	0.00064066214432179	0.000510692640096715	0.000500141291741633	0.000398570215321806	0.000388018866966724	0.000300483712166157	0.000499536523174418	0.000130391005748601	0.000160425861259321	0.000188361287391247	0.000161310364456169	0.000188641022020882	4.85831711140458e-05	0.00016042586125932	0.000160425861259321	0.000112122424774909	0.000300483712166157	4.83034364844116e-05	0.000549400845622951	0.000241628927326662	6.04768567213924e-07	4.83034364844117e-05	2.79734629634072e-07	4.85831711140457e-05	0.000419894343071198	0.000160425861259321	4.83034364844117e-05	4.83034364844117e-05	4.83034364844117e-05	0.000140057850906836	0.000129506502551753	0.000140057850906836	0.000129506502551753	0.000129506502551753	0.000129506502551753	4.83034364844117e-05	0.000129506502551753	6.04768567213925e-07	4.83034364844117e-05	4.83034364844117e-05	0.000140057850906836	4.83034364844117e-05	4.83034364844117e-05	4.83034364844117e-05	4.83034364844117e-05	4.83034364844117e-05	2.79734629634072e-07	4.83034364844117e-05	0.000419894343071198	4.83034364844117e-05	4.83034364844117e-05	0.000112122424774909	0.000209604159363345	4.83034364844117e-05	0.000140057850906836
