"Lagurus_lagurus"	"Allactaga_major"	"Allocricetulus_eversmanni"	"Alticola_strelzowi"	"Spermophilus_erythrogenys"	"Clethrionomys_rutilus"	"Cricetulus_barabensis"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Apodemus_agrarius"	"Sicista_subtilis"	"Allactaga_sibirica"	"Microtus_gregalis"	"Ctenophthalmus_arvalis"	"Mesopsylla_hebes"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Callopsylla_caspia"	"Neopsylla_pleskei"	"Amphipsylla_primaris"	"Pectinoctenus_nemorosa"	"Amphipsylla_rossica"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Ophthalmopsylla_volgensis"
"Lagurus_lagurus"	1.00199193827536	0	0.00199444385810049	2.81929607855984e-06	0.0019967437650303	0.000481577057496728	2.50558273630715e-06	0.00199193827536419	0	0.000484381985556739	8.13403838046581e-07	0.00115304014561142	0	8.08455833136735e-07	0.0336538021164514	0	5.0111654726143e-05	2.42536749941021e-05	0.0336135771973913	9.39765359519946e-08	0.0335559251901107	4.00288518365581e-05	0	5.60809414858307e-05	1.6186736377127e-05	4.06701919023291e-08	0
"Allactaga_major"	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0
"Allocricetulus_eversmanni"	0.00149583289357537	0	1.0027555760796	2.11713177220154e-06	0.00149944154430578	0.000361637111101316	0.00125974318602965	0.00149583289357537	0	0.000363743453304872	6.108202406463e-07	0.000865867882930838	0	6.07104569034756e-07	0.0252721004572597	0	0.0251948637205931	1.82131370710427e-05	0.0252418938199278	7.05710590733847e-08	0.0251986004257813	3.00594019451889e-05	0	4.21136126629446e-05	1.21553227888614e-05	3.0541012032315e-08	0
"Alticola_strelzowi"	2.81929607855984e-06	0	2.82284236293539e-06	1.0061560344461	0.00168311722788117	0.00112486204235718	3.54628437554697e-09	2.81929607855984e-06	0	2.98396200824862e-06	5.01085139924202e-09	1.97127436134482e-06	0	0.00112357115664397	9.03619999248019e-05	0	7.09256875109394e-08	0.033707134699319	3.40194324066681e-05	0.0335385344815367	3.39208686886009e-05	0.0335721968260944	0	3.37618099578984e-05	9.97159428449162e-08	2.50542569962101e-10	0
"Spermophilus_erythrogenys"	0.00119804625901818	0	0.00119955323544462	0.0010098703367287	1.00320830775631	0.000291134127518717	1.50697642643797e-06	0.00119804625901818	0	0.00129705873234486	2.17810030620464e-06	0.000693695640602843	0	1.6126772887478e-06	0.0202665015160978	0	3.01395285287593e-05	4.83803186624341e-05	0.0202087095186437	3.36623445576235e-05	0.0201740247366136	0.0200978284996839	0	0.0201074014462044	4.33441960934723e-05	1.08905015310232e-07	0
"Clethrionomys_rutilus"	0.000722365586245091	0	0.000723274222202632	0.00168729306353577	0.000727835318796792	1.00239613817142	9.08635957540996e-07	0.000722365586245091	0	0.000721144084928201	1.21098922741931e-06	0.000720345679553075	0	0.00167812876289929	0.0502606585963936	0	1.81727191508199e-05	0.0503438628869788	0.000116813551658328	5.62431021178589e-05	8.07962676806744e-05	7.07998084937947e-05	0	3.85948425402092e-05	2.40986856256443e-05	6.05494613709657e-08	0
"Cricetulus_barabensis"	7.51674820892146e-06	0	0.00503897274411862	1.06388531266409e-08	7.53488213218983e-06	1.81727191508199e-06	1.00503145599591	7.51674820892146e-06	0	1.82785654927071e-06	3.06944844545879e-09	4.35109488909969e-06	0	3.05077672881787e-09	0.000126995479684722	0	0.100629119918194	9.15233018645361e-08	0.000126843687537326	3.54628437554697e-10	0.000126626132792871	1.51052271081351e-07	0	2.11626194286154e-07	6.108202406463e-08	1.5347242227294e-10	0
"Microtus_oeconomus"	0.00199193827536419	0	0.00199444385810049	2.81929607855984e-06	0.0019967437650303	0.000481577057496728	2.50558273630715e-06	1.00199193827536	0	0.000484381985556739	8.13403838046581e-07	0.00115304014561142	0	8.08455833136735e-07	0.0336538021164514	0	5.0111654726143e-05	2.42536749941021e-05	0.0336135771973913	9.39765359519946e-08	0.0335559251901107	4.00288518365581e-05	0	5.60809414858307e-05	1.6186736377127e-05	4.06701919023291e-08	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0
"Microtus_arvalis"	0.000484381985556739	0	0.000484991271073162	2.98396200824862e-06	0.00216176455390811	0.000480762723285467	6.09285516423571e-07	0.000484381985556739	0	1.00383243958412	0.00168569679191288	0.000482190680426103	0	8.07277644299274e-07	0.0335968811948818	0	1.21857103284714e-05	2.42183293289782e-05	0.000111761739246746	9.94654002749541e-08	8.76522052254404e-05	4.33347564784371e-05	0	0.0335043166105489	0.0335453661590664	8.42848395956442e-05	0
"Apodemus_agrarius"	1.22010575706987e-06	0	1.2216404812926e-06	7.51627709886303e-09	5.4452507655116e-06	1.21098922741931e-06	1.5347242227294e-09	1.22010575706987e-06	0	0.00252854518786933	1.00756092115061	1.21458609679119e-06	0	2.03344494785711e-09	8.46269047730019e-05	0	3.0694484454588e-08	6.10033484357135e-08	2.81515715986765e-07	2.50542569962101e-10	2.20786411147205e-07	1.09155557880194e-07	0	8.43937446109544e-05	0.0504623308971261	0.0503780460575305	0
"Sicista_subtilis"	0.00172956021841713	0	0.00173173576586168	2.95691154201723e-06	0.00173423910150711	0.000720345679553075	2.17554744454984e-06	0.00172956021841713	0	0.000723286020639154	1.21458609679119e-06	1.00172472816365	0	1.20788788280003e-06	0.0503396454169192	0	4.35109488909969e-05	3.6236636484001e-05	0.0502795185989203	9.85637180672409e-08	0.000193282190737826	3.47833457482094e-05	0	5.87943160514473e-05	2.41702633261447e-05	6.07293048395596e-08	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101
"Microtus_gregalis"	2.4253674994102e-06	0	2.42841827613902e-06	0.0033707134699319	8.06338644373901e-06	0.00335625752579858	3.05077672881787e-09	2.4253674994102e-06	0	2.42183293289782e-06	4.06688989571423e-09	2.41577576560007e-06	0	1.0033538518392	0.000168398062195045	0	6.10155345763574e-08	0.100615555175874	5.04458140685606e-07	0.000112357115664397	3.83669352405603e-07	0.000112518383393271	0	2.41995493304708e-07	8.09311089247132e-08	2.03344494785712e-10	0
"Ctenophthalmus_arvalis"	0.0144230580499077	0	0.0144412002612913	3.87265713963437e-05	0.0144760725114984	0.0143601881703982	1.81422113835317e-05	0.0144230580499077	0	0.014398663369235	2.41791156494291e-05	0.0143827558334055	0	2.40568660278635e-05	1.00352919130592	0	0.000362844227670635	0.000721705980835906	0.00233122645175971	1.29088571321146e-06	0.00161208866008943	0.00029081233594318	0	0.000769476895871137	0.000481164401423639	1.20895578247146e-06	0
"Mesopsylla_hebes"	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0
