"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Phoenicophorium_borsigianum"	"Canthium_bibracteatum"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Psidium_cattleianum"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp2_M_PL_095"	"Hemipyrellia_sp1_M_PL_095"	"Ornidia_obesa"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_095"	"Eristalinus_vicarians"	"Hemipyrellia_germana"	"Parasarcophaga_hirticeps"	"Unidentified_sp1_M_PL_095"
"Nephrosperma_vanhoutteanum"	1.00673395365823	0.0006954071481459	0.000696648418176482	0.000695869501288681	0.00069819994793765	0.000289301232866538	0.000291630194361064	0.0202124351708923	0.0202510863006577	0.0201346790731647	2.3195650042956e-05	2.71372169331142e-05	3.7144237230283e-05	0.0201346790731647	1.74162104544121e-05	9.72100647870215e-06	1.3963998958753e-05	1.3963998958753e-05	0.0201346790731647
"Psychotria_pervillei"	0.0011590119135765	1.00282627258615	0.00115720473949295	0.00115591087835623	0.00283762307846428	0.000480559130085472	0.00048442777488426	0.0335749356004784	0.0336391391059831	2.318023827153e-05	3.85303626118742e-05	4.50777109834656e-05	0.0334842948811076	2.318023827153e-05	2.89301184873236e-05	1.6147592496142e-05	5.67524615692856e-05	5.67524615692856e-05	2.318023827153e-05
"Phoenicophorium_borsigianum"	0.000870810522720603	0.000867903554619709	1.00463567834441	0.000868480594900614	0.000871389111063965	0.000361413351125545	0.0016253346221669	0.0252086154229367	0.0252989345787881	1.74162104544121e-05	2.89493531633538e-05	0.0251700697793492	4.63579007086029e-05	1.74162104544121e-05	0.0251158919586103	5.41778207388965e-05	1.74277822212793e-05	1.74277822212793e-05	1.74162104544121e-05
"Canthium_bibracteatum"	0.0011597825021478	0.00115591087835623	0.00115797412653415	1.0045011610105	0.0011605530907191	0.000480878637908594	0.000484749854840966	0.033597258461316	0.0336615046536016	2.3195650042956e-05	0.0334833720336834	4.51076816580527e-05	6.17414244262563e-05	2.3195650042956e-05	2.89493531633538e-05	1.61583284946989e-05	2.32110618143821e-05	2.32110618143821e-05	2.3195650042956e-05
"Dillenia_ferruginea"	0.00069819994793765	0.00170257384707857	0.000697111288851172	0.000696331854431462	1.00572547575008	0.000289493451858718	0.00029182396077365	0.0202258648195653	0.0202645416301103	1.3963998958753e-05	2.32110618143821e-05	2.7155247580401e-05	0.0201712619765709	1.3963998958753e-05	1.74277822212793e-05	9.72746535912168e-06	0.0201145095150016	0.0201145095150016	1.3963998958753e-05
"Memecylon_eleagni"	0.00144650616433269	0.00144167739025642	0.00144565340450218	0.00144263591372578	0.00144746725929359	1.00143402383574	0.00144304613316044	0.000190164580384487	0.10038166850173	2.89301232866539e-05	4.80878637908594e-05	8.4242872884569e-05	7.7005258194419e-05	2.89301232866539e-05	3.61413351125545e-05	4.81015377720145e-05	2.89493451858718e-05	2.89493451858718e-05	2.89301232866539e-05
"Psidium_cattleianum"	0.000486050323935107	0.00048442777488426	0.00216711282955586	0.000484749854840966	0.000486373267956084	0.000481015377720145	1.00551128067212	0.000105932213567561	0.0336710764404102	9.72100647870215e-06	1.61583284946989e-05	0.0335712205098095	2.58750578552637e-05	9.72100647870215e-06	5.41778207388965e-05	0.0335170426890706	9.72746535912168e-06	9.72746535912168e-06	9.72100647870215e-06
"Lasioglossum_mahense"	0.0202124351708923	0.020144961360287	0.0201668923383494	0.0201583550767896	0.0202258648195653	3.80329160768974e-05	6.35593281405367e-05	1.0026563821895	0.00266230412538282	0.000404248703417847	0.00067194516922632	0.000506290952730085	0.00107601600840087	0.000404248703417847	0.000504172308458734	2.11864427135122e-06	0.000404517296391306	0.000404517296391306	0.000404248703417847
"Apis_mellifera"	0.0144650616433269	0.0144167739025642	0.0144565340450218	0.0144263591372578	0.0144746725929359	0.0143402383573901	0.0144304613316044	0.00190164580384487	1.0038166850173	0.000289301232866538	0.000480878637908594	0.00084242872884569	0.00077005258194419	0.000289301232866538	0.000361413351125545	0.000481015377720145	0.000289493451858718	0.000289493451858718	0.000289301232866538
"Unidentified_sp2_M_PL_095"	0.100673395365823	6.95407148145899e-05	6.96648418176482e-05	6.95869501288681e-05	6.9819994793765e-05	2.89301232866538e-05	2.91630194361064e-05	0.00202124351708923	0.00202510863006577	1.00201346790732	2.3195650042956e-06	2.71372169331142e-06	3.7144237230283e-06	0.00201346790731647	1.74162104544121e-06	9.72100647870215e-07	1.3963998958753e-06	1.3963998958753e-06	0.00201346790731647
"Hemipyrellia_sp1_M_PL_095"	0.00011597825021478	0.000115591087835623	0.000115797412653415	0.10045011610105	0.00011605530907191	4.80878637908594e-05	4.84749854840967e-05	0.0033597258461316	0.00336615046536016	2.3195650042956e-06	1.00334833720337	4.51076816580527e-06	6.17414244262563e-06	2.3195650042956e-06	2.89493531633538e-06	1.61583284946989e-06	2.32110618143821e-06	2.32110618143821e-06	2.3195650042956e-06
"Ornidia_obesa"	6.78430423327855e-05	6.76165664751984e-05	0.0503401395586984	6.7661522487079e-05	6.78881189510025e-05	4.21214364422845e-05	0.0503568307647142	0.00126572738182521	0.00294850055095992	1.35686084665571e-06	2.25538408290263e-06	1.00293706451446	3.61164792819333e-06	1.35686084665571e-06	0.00125850348896746	0.00167856102549047	1.35776237902005e-06	1.35776237902005e-06	1.35686084665571e-06
"Nectarinia_dussumieri"	9.28605930757074e-05	0.0502264423216614	9.27158014172059e-05	9.26121366393844e-05	0.0504281549414272	3.85026290972095e-05	3.88125867828955e-05	0.00269004002100218	0.00269518403680467	1.85721186151415e-06	3.08707122131281e-06	3.61164792819333e-06	1.00268277784288	1.85721186151415e-06	2.31789503543015e-06	1.29375289276318e-06	0.00100856309882854	0.00100856309882854	1.85721186151415e-06
"Rhiparida_seychellensis"	0.100673395365823	6.95407148145899e-05	6.96648418176482e-05	6.95869501288681e-05	6.9819994793765e-05	2.89301232866539e-05	2.91630194361064e-05	0.00202124351708923	0.00202510863006577	0.00201346790731647	2.3195650042956e-06	2.71372169331142e-06	3.7144237230283e-06	1.00201346790732	1.74162104544121e-06	9.72100647870215e-07	1.3963998958753e-06	1.3963998958753e-06	0.00201346790731647
"Unidentified_sp3_M_PL_095"	8.70810522720603e-05	8.67903554619709e-05	0.100463567834441	8.68480594900614e-05	8.71389111063965e-05	3.61413351125545e-05	0.00016253346221669	0.00252086154229367	0.00252989345787881	1.74162104544121e-06	2.89493531633538e-06	0.00251700697793492	4.63579007086029e-06	1.74162104544121e-06	1.00251158919586	5.41778207388965e-06	1.74277822212793e-06	1.74277822212793e-06	1.74162104544121e-06
"Eristalinus_vicarians"	4.86050323935107e-05	4.8442777488426e-05	0.000216711282955586	4.84749854840966e-05	4.86373267956084e-05	4.81015377720145e-05	0.100551128067212	1.05932213567561e-05	0.00336710764404102	9.72100647870214e-07	1.61583284946989e-06	0.00335712205098095	2.58750578552637e-06	9.72100647870214e-07	5.41778207388965e-06	1.00335170426891	9.72746535912168e-07	9.72746535912168e-07	9.72100647870214e-07
"Hemipyrellia_germana"	6.9819994793765e-05	0.000170257384707857	6.97111288851172e-05	6.96331854431462e-05	0.100572547575008	2.89493451858718e-05	2.91823960773651e-05	0.00202258648195653	0.00202645416301103	1.3963998958753e-06	2.32110618143821e-06	2.7155247580401e-06	0.00201712619765709	1.3963998958753e-06	1.74277822212793e-06	9.72746535912168e-07	1.0020114509515	0.00201145095150016	1.3963998958753e-06
"Parasarcophaga_hirticeps"	6.9819994793765e-05	0.000170257384707857	6.97111288851172e-05	6.96331854431462e-05	0.100572547575008	2.89493451858718e-05	2.91823960773651e-05	0.00202258648195653	0.00202645416301103	1.3963998958753e-06	2.32110618143821e-06	2.7155247580401e-06	0.00201712619765709	1.3963998958753e-06	1.74277822212793e-06	9.72746535912168e-07	0.00201145095150016	1.0020114509515	1.3963998958753e-06
"Unidentified_sp1_M_PL_095"	0.100673395365823	6.95407148145899e-05	6.96648418176482e-05	6.95869501288681e-05	6.9819994793765e-05	2.89301232866538e-05	2.91630194361064e-05	0.00202124351708923	0.00202510863006577	0.00201346790731647	2.3195650042956e-06	2.71372169331142e-06	3.7144237230283e-06	0.00201346790731647	1.74162104544121e-06	9.72100647870215e-07	1.3963998958753e-06	1.3963998958753e-06	1.00201346790732
