"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"
"R33"	0.00074791363787668	4.87105277761134e-07	0.00074872371473466	0.00036098442723744	0.000359421270192039	0.000360655313520731	3.8059525073516e-06	0.00074715588380073	0.000359421270192039	0.000745838135619426	0.000749374459199651	0.000746585073670356	0.000362312991443763	0.000387502713348983	4.1884420528357e-07	4.87105277761134e-07	0.000746923983541022	5.7081013037357e-07	0.000359421270192039	4.12576458041525e-06	0.000388153457813974	7.46938050930384e-07	1.48606125706359e-06	0.000388988774606046	9.8965433565714e-07	0.000388969676808444	0.000388153457813974	1.73659238658752e-06	1.73659238658752e-06	4.1884420528357e-07	7.46938050930384e-07	9.15251126690015e-07	1.00074583813562	6.70150728453712e-05	2.97844152843867e-05	8.56215195560355e-05	4.89731396682057e-05	3.40973694432794e-05	0.0502341925055602	0.0503189778268855	8.68678337277201e-05	0.000104571327130254
"C1"	0.00630210213414125	4.16680013740706e-06	4.11551594677657e-05	1.79468041998353e-05	2.40278015317745e-06	1.48163008812497e-05	0.00632006768249555	3.0325768755555e-05	2.40278015317745e-06	8.37688410567139e-06	0.00632835661002041	1.66236046963366e-05	0.00630342533364475	1.33593639892946e-05	0.00627263782593956	4.16680013740706e-06	1.5762144142472e-05	1.37021640592183e-05	2.40278015317745e-06	0.00631343607421964	0.00630056081454194	8.24672059066521e-06	0.00630026890173067	0.00631362826571997	0.00628633998999878	0.00630785811799793	0.00630056081454194	0.00629458671058945	0.00629458671058945	0.00627263782593956	8.24672059066521e-06	0.00628656673767146	8.37688410567139e-06	1.00362205215033	0.000835734703913638	0.00205532460888275	0.00043783820735956	0.000291676009618494	0.000776633513824212	0.000336389221444844	0.000590820802944049	0.00115454088269313
"C2"	4.43539318105394e-05	1.10249512843248e-05	0.016748653506079	1.52863477927608e-05	3.53855438133324e-06	1.81128079967301e-05	0.0167572799302733	2.27522803990692e-05	3.53855438133324e-06	9.92813842812891e-06	0.0167641845177712	1.34774407592009e-05	4.61628388440993e-05	1.76116260574439e-05	1.3928911731894e-05	1.10249512843248e-05	2.11501804387771e-05	9.27483963986833e-06	3.53855438133324e-06	5.71985380781629e-05	3.314263774963e-05	3.54930233107201e-06	0.0167314836346473	0.0167490952607047	2.32037513717623e-05	4.13411288299855e-05	3.314263774963e-05	2.67530537028343e-05	2.67530537028343e-05	1.3928911731894e-05	3.54930233107201e-06	0.0167222087950074	9.92813842812891e-06	0.00222862587710304	1.00249679299653	0.00139122594598025	0.000491909464821332	0.000771746589902736	0.000830645926083436	0.000495397613386653	0.000897763360851859	0.000496902326350082
"C3"	0.00671982292347316	4.4406538548243e-06	4.0783698989304e-05	2.15271264875523e-05	3.76017022552879e-06	1.81880269948752e-05	0.0067321094172749	0.00670823571278882	3.76017022552879e-06	1.14162026074714e-05	0.00674343312369024	2.14034055219935e-05	0.00671994664443872	1.55282819215811e-05	1.37021640592183e-05	4.4406538548243e-06	1.92884521471099e-05	0.00668683230726683	3.76017022552879e-06	0.00673061433098253	0.00671817770662251	9.98720291452206e-06	0.00670980931096592	0.0067253375928875	0.00670053447132605	0.00672595745997001	0.00671817770662251	0.00671052167424057	0.00671052167424057	1.37021640592183e-05	9.98720291452206e-06	2.29770036990867e-05	1.14162026074714e-05	0.00219234624947494	0.000556490378392099	1.00302484609002	0.000466785200850085	0.000310845769837701	0.000995284209652539	0.000526423831574031	0.000629779963171082	0.00139820840803309
"C4"	4.26182612679304e-05	1.10270708267168e-05	0.0167466736020558	0.0167197588210004	9.92714856697878e-06	3.08790561428609e-05	5.54442800347662e-05	3.40289699860686e-05	9.92714856697878e-06	1.63243798894019e-05	0.0167604586710334	2.62492166385672e-05	0.0167361278656298	1.76140558974576e-05	7.29730345599267e-06	1.10270708267168e-05	2.75412044644363e-05	7.77975334750141e-06	9.92714856697878e-06	0.0167471526246387	3.13991248750825e-05	9.92483674916529e-06	2.32755478838496e-05	4.08896037813072e-05	1.50770568034941e-05	0.0167313059605594	3.13991248750825e-05	2.50018935526594e-05	2.50018935526594e-05	7.29730345599267e-06	9.92483674916529e-06	1.54957945363482e-05	1.63243798894019e-05	0.00116756855295883	0.000491909464821332	0.00116696300212521	1.00199441014106	0.000771894957870177	0.000831640071915005	0.00138980079937703	0.000897345966002755	0.00138947714488314
"C5"	2.73790301491003e-05	0.0143463877608133	0.0143872113590812	2.5667753014252e-05	6.4659035335289e-06	0.0143610284430009	0.0143832244153455	2.23575380640533e-05	6.4659035335289e-06	9.74210555522267e-06	0.0143949641211258	1.7916884209229e-05	3.51298989541234e-05	1.23056726233401e-05	4.16680013740706e-06	0.0143463877608133	1.8771576156869e-05	4.4406538548243e-06	6.4659035335289e-06	0.0143832265348879	2.00584346679314e-05	8.1747786540063e-06	1.96324052765562e-05	3.19380778998962e-05	8.60745399223136e-06	3.10855054946482e-05	2.00584346679314e-05	1.67822326462377e-05	1.67822326462377e-05	4.16680013740706e-06	8.1747786540063e-06	1.51917514217319e-05	9.74210555522267e-06	0.00066668802198513	0.000661497077059488	0.000666098078223645	0.000661624249603009	1.00424714325693	0.00042590626282019	0.000905226494694047	0.000722357648131703	0.00114446901156088
"C6"	0.00775554623721388	3.27620202169377e-06	0.00775797911827036	2.75899091910791e-05	1.33609450131195e-05	2.44688798903497e-05	4.47064475901791e-05	0.0077438250737852	1.33609450131195e-05	0.00772833730854773	0.00776586219512861	0.00773616904140326	4.69671050016959e-05	0.00772855515586632	5.97410395249394e-06	3.27620202169377e-06	0.00774191610087944	7.65603238194261e-06	1.33609450131195e-05	4.47140948658065e-05	0.00773643823272458	7.83173285553644e-06	2.00197203812322e-05	0.00774857487624756	1.36301363344366e-05	0.007742835464047	0.00773643823272458	2.1461869189973e-05	2.1461869189973e-05	5.97410395249394e-06	7.83173285553644e-06	1.23636879992896e-05	0.00772833730854773	0.000955856632399031	0.00038337504280774	0.00114840485729139	0.000383833879345387	0.000229334141518564	1.0029469272595	0.00187053230183673	0.00108630338653733	0.0010964425997751
"C7"	0.00720272652031971	6.4659035335289e-06	0.00721649517642284	0.00719209863555772	0.00717506445882767	0.00718863739052427	3.1412602556853e-05	0.00719929260222939	0.00717506445882767	0.00718842540384079	0.00722162698886441	0.00719553243200386	0.00719929272387357	2.14991111133329e-05	2.40278015317745e-06	6.4659035335289e-06	0.007196563569941	3.76017022552879e-06	0.00717506445882767	3.78011967424985e-05	2.6630923554897e-05	7.10702816307123e-06	9.70150476003949e-06	3.12006158733724e-05	6.16295037870625e-06	3.65580721218758e-05	2.6630923554897e-05	1.32699785417775e-05	1.32699785417775e-05	2.40278015317745e-06	7.10702816307123e-06	5.94133453451069e-06	0.00718842540384079	0.000384444824508393	0.000212313262879994	0.000564025533829319	0.000595628914018727	0.000452613247347023	0.00173692285170554	1.00450902423587	0.00065105328801707	0.000994983942829972
"C8"	0.0125673287503892	9.02947060164629e-06	0.012583539578	2.24064712417043e-05	8.13816610021337e-06	2.02191172683161e-05	0.012568914785136	3.2640688538025e-05	8.13816610021337e-06	2.171695843193e-05	7.14942857621546e-05	2.47684389983865e-05	0.0125649667826325	0.0125439330747125	7.38526003680061e-06	9.02947060164629e-06	0.0125520712408127	7.87224953963853e-06	8.13816610021337e-06	0.0125689095677004	3.18877824746123e-05	3.05148056645646e-06	2.64795515870874e-05	0.0125704126262996	1.52575095764391e-05	4.31046070496467e-05	3.18877824746123e-05	1.83089901428956e-05	1.83089901428956e-05	7.38526003680061e-06	3.05148056645646e-06	1.86073020474489e-05	2.171695843193e-05	0.0011816416058881	0.000673322520638894	0.00118083743094578	0.000673009474502067	0.00063206294211524	0.00176524300312317	0.00113934325402987	1.00242834259046	0.000427207279303905
"C9"	3.62241650902514e-05	8.17477865400631e-06	3.96391593193077e-05	0.00718592860676484	7.10702816307123e-06	0.00718417854866968	0.00720190622690933	0.00719382270578573	7.10702816307123e-06	1.49387610186077e-05	0.00722371834411064	0.00718383550287121	3.83172689838802e-05	1.08832134219929e-05	8.24672059066521e-06	8.17477865400631e-06	1.79902415850641e-05	9.98720291452206e-06	7.10702816307123e-06	0.00720828176132742	0.00719496239821333	0.0071688967418526	2.17832258362593e-05	3.26664392582522e-05	1.82339235051873e-05	0.00720488723496249	0.00719496239821333	0.00718713066535779	0.00718713066535779	8.24672059066521e-06	0.0071688967418526	1.17960229217372e-05	1.49387610186077e-05	0.00131947529450643	0.000212958139864321	0.00149808043717831	0.000595490204949917	0.000572234505780441	0.00101812527121974	0.000994983942829973	0.000244118445316517	1.00364554385936
