"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"
"R23"	0.000435542632980832	6.54413509218539e-07	0.000561019745484535	1.82534261600495e-06	3.23383492001316e-07	1.70390452909516e-06	0.000993648567668126	0.000225377125398115	3.23383492001316e-07	9.90707504709057e-07	0.000994532475049393	1.71681503258437e-06	0.000435651160564252	1.54997573227732e-06	0.000210008963391023	6.54413509218539e-07	1.87335922427864e-06	0.000223660310365531	3.23383492001316e-07	0.000436708298109345	0.000435062705297136	7.26107527875309e-07	1.00099138539491	0.00099293537064374	0.000433669273756553	0.000435838556893264	0.000435062705297136	0.000434395381284428	0.000434395381284428	0.000210008963391023	7.26107527875309e-07	0.000767725084545931	9.90707504709057e-07	0.0336014341425636	0.0334629672692945	0.0335490465548296	4.65510957676993e-05	4.58089456452977e-05	8.67521216520063e-05	4.52736888801843e-05	7.06121375655663e-05	0.000101655053902543
"R24"	0.00066778307954056	6.38761557997925e-07	0.000743442221216129	2.09513317825864e-06	6.24012317467448e-07	1.91610266063042e-06	0.000848461565255399	0.000290755590485334	6.24012317467448e-07	0.000155595509842419	0.000753466614647451	0.000156248838627584	0.000513629374091235	0.000406379750050943	0.000126272565314399	6.38761557997925e-07	0.00040700376236841	0.00013450675185775	6.24012317467448e-07	0.00051429745211693	0.000416404143482266	6.53328785165044e-07	0.000595761222386244	1.00100214097244	0.000260779317172149	0.000417221935557892	0.000416404143482266	0.000261432645957314	0.000261432645957314	0.000126272565314399	6.53328785165044e-07	0.000461254470528494	0.000155595509842419	0.0202036104503039	0.0200989143128457	0.0201760127786625	4.90675245375686e-05	4.47133090598547e-05	0.0201462946782436	8.73617244454427e-05	0.0201126602020793	9.14660299231061e-05
"R25"	0.00065109625288072	4.30372699611568e-07	4.09694292285348e-06	1.97369653436938e-06	3.08147518935312e-07	1.65021639380624e-06	0.000652608854988522	0.000336928074077219	3.08147518935312e-07	9.8965433565714e-07	0.000653589486685532	1.9013505109165e-06	0.000651168598904173	1.44438229554378e-06	0.000314316999499939	4.30372699611568e-07	1.7525298144791e-06	0.000335026723566302	3.08147518935312e-07	0.000652202520260109	0.000650936926058223	9.11696175259363e-07	0.00065050391063483	0.000651948292930373	1.00064934372307	0.000651690778898397	0.000650936926058223	0.000650255419241501	0.000650255419241501	0.000314316999499939	9.11696175259363e-07	0.000315477187068527	9.8965433565714e-07	0.0502907199199902	6.96112541152869e-05	0.0502540085349454	4.52311704104823e-05	3.01260889728098e-05	8.85958861738376e-05	4.31406526509437e-05	6.10300383057566e-05	0.000127637464536311
"R26"	0.00041712627442373	6.21710109892965e-07	0.00049252461476205	0.000479455025352875	7.31161442437516e-07	0.00014545061625158	0.000407084681086094	0.000434204764622028	7.31161442437516e-07	0.000155587870723378	0.000896436578879666	0.000299685615422628	0.000596895684353977	0.000155718801421933	0.000126157162359959	6.21710109892965e-07	0.000156449962864371	0.0001345191491994	7.31161442437516e-07	0.000740883977720682	0.000559630765539549	0.00014409774469925	0.000261503134135959	0.000417221935557892	0.000260676311559359	1.00089425688475	0.000559630765539549	0.000404774056258609	0.000404774056258609	0.000126157162359959	0.00014409774469925	0.000126983984936558	0.000155587870723378	0.0201851459775934	4.96093545959826e-05	0.02017787237991	0.0200775671526712	4.35197076925076e-05	0.0201313722065222	0.000102362601941252	6.89673712794347e-05	0.020173684257895
"R27"	0.000520342386497964	5.01460866698286e-07	0.000196988928401168	0.000181324811166083	6.65773088872425e-07	0.000181041293910904	0.000507469744356749	0.000541905231527883	6.65773088872425e-07	0.000194076728906987	0.000701534256823748	0.00037395078886232	0.000327716408801726	0.00019420815037998	0.000157514020363549	5.01460866698286e-07	0.000194873923468852	0.000167954442665563	6.65773088872425e-07	0.000507426156534885	0.000698753478802559	0.000179874059955333	0.000326297028972852	0.000520505179352832	0.000325468463029111	0.000699538456924436	1.0006987534788	0.000505342522984444	0.000505342522984444	0.000157514020363549	0.000179874059955333	0.000158342586307289	0.000194076728906987	0.0252022432581678	4.9713956624445e-05	0.0251931663998344	4.70986873126237e-05	3.510226066888e-05	0.0251434242563549	9.32082324421396e-05	6.37755649492245e-05	0.0251823683937466
"R28"	0.000435271640756822	5.59407754874589e-07	4.05260059254591e-06	0.000240846751248408	4.42332618059249e-07	0.000240572762551527	0.000675136110889326	0.000464412806244337	4.42332618059249e-07	1.15772825772502e-06	0.000676516935927376	0.000240728750436318	0.000435389641568912	1.32569531109562e-06	0.000209819557019648	5.59407754874589e-07	1.76802792915487e-06	0.000223684055808019	4.42332618059249e-07	0.00067507773888432	0.000673790030645926	0.000239571022178593	0.000434395381284428	0.000435721076595524	0.000433503612827667	0.000674623427097681	0.000673790030645926	1.00067307463501	0.00067307463500626	0.000209819557019648	0.000239571022178593	0.000210711325476409	1.15772825772502e-06	0.0335711291231437	5.35061074056686e-05	0.0335526083712028	5.00037871053188e-05	3.91585428412212e-05	9.30014331565496e-05	6.19265665282949e-05	4.88239737143883e-05	0.033539943105003
"R29"	0.000435271640756822	5.59407754874589e-07	4.05260059254591e-06	0.000240846751248408	4.42332618059249e-07	0.000240572762551527	0.000675136110889326	0.000464412806244337	4.42332618059249e-07	1.15772825772502e-06	0.000676516935927376	0.000240728750436318	0.000435389641568912	1.32569531109562e-06	0.000209819557019648	5.59407754874589e-07	1.76802792915487e-06	0.000223684055808019	4.42332618059249e-07	0.00067507773888432	0.000673790030645926	0.000239571022178593	0.000434395381284428	0.000435721076595524	0.000433503612827667	0.000674623427097681	0.000673790030645926	0.00067307463500626	1.00067307463501	0.000209819557019648	0.000239571022178593	0.000210711325476409	1.15772825772502e-06	0.0335711291231437	5.35061074056686e-05	0.0335526083712028	5.00037871053188e-05	3.91585428412212e-05	9.30014331565496e-05	6.19265665282949e-05	4.88239737143883e-05	0.033539943105003
"R30"	0.000630210213414125	4.16680013740706e-07	4.11551594677657e-06	1.79468041998353e-06	2.40278015317745e-07	1.48163008812497e-06	0.000632006768249555	3.0325768755555e-06	2.40278015317745e-07	8.3768841056714e-07	0.000632835661002041	1.66236046963366e-06	0.000630342533364475	1.33593639892946e-06	0.000627263782593956	4.16680013740706e-07	1.5762144142472e-06	1.37021640592183e-06	2.40278015317745e-07	0.000631343607421965	0.000630056081454194	8.24672059066521e-07	0.000630026890173068	0.000631362826571997	0.000628633998999878	0.000630785811799793	0.000630056081454194	0.000629458671058945	0.000629458671058945	1.00062726378259	8.24672059066521e-07	0.000628656673767146	8.3768841056714e-07	0.100362205215033	8.35734703913638e-05	0.000205532460888275	4.3783820735956e-05	2.91676009618494e-05	7.76633513824213e-05	3.36389221444844e-05	5.90820802944049e-05	0.000115454088269313
"R31"	3.62241650902514e-06	8.17477865400631e-07	3.96391593193077e-06	0.000718592860676484	7.10702816307123e-07	0.000718417854866968	0.000720190622690933	0.000719382270578573	7.10702816307123e-07	1.49387610186077e-06	0.000722371834411064	0.000718383550287121	3.83172689838802e-06	1.08832134219929e-06	8.24672059066521e-07	8.17477865400631e-07	1.79902415850641e-06	9.98720291452206e-07	7.10702816307123e-07	0.000720828176132742	0.000719496239821333	0.00071688967418526	2.17832258362593e-06	3.26664392582522e-06	1.82339235051873e-06	0.000720488723496249	0.000719496239821333	0.000718713066535779	0.000718713066535779	8.24672059066521e-07	1.00071688967419	1.17960229217372e-06	1.49387610186077e-06	0.000131947529450643	2.12958139864321e-05	0.000149808043717831	5.95490204949917e-05	5.72234505780441e-05	0.000101812527121974	9.94983942829973e-05	2.44118445316517e-05	0.100364554385936
"R32"	0.00031732280329759	7.59587571086594e-07	0.000839490433277337	1.66165759962981e-06	2.97066726725535e-07	1.64645544389899e-06	0.00115386738063844	2.65390245773121e-06	2.97066726725535e-07	9.15251126690015e-07	0.00115462705638958	1.50505227277688e-06	0.000317479408624443	1.54854950233692e-06	0.000314328336883573	7.59587571086594e-07	1.84561622906246e-06	1.14885018495433e-06	2.97066726725535e-07	0.00031853173061489	0.000316685172614578	5.89801146086861e-07	0.0011515876268189	0.00115313617632123	0.000315477187068527	0.000317459962341396	0.000316685172614578	0.000316066988214614	0.000316066988214614	0.000314328336883573	5.89801146086861e-07	1.00115043877663	9.15251126690015e-07	0.0502925339013716	0.0501666263850222	0.00017232752774315	4.64873836090446e-05	5.31711299760615e-05	8.03639719953824e-05	4.15893417415749e-05	7.44292081897954e-05	8.25721604521606e-05
