"Psiadia_terebinthina"	"Gaertnera_sp1_M_PL_079"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Antidesma_madagascariense"	"Psathura_terniflora"	"Tabernaemontana_persicarifolia"	"Labourdonnaisia_callophylloides"	"Euodia_obtusifolia"	"Tristhema_mauritiana"	"Olea_lancea"	"Psidium_cattleianum"	"Villa_unifasciata"	"Nacoleia_sp1_M_PL_079"	"Chaetocnema_sp1_M_PL_079"	"Technomyrmex_albipes"	"Ahasverus_advena"	"Apis_mellifera"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_079"	"Allograpta_nasuta"	"Polistes_hebraeus"	"Syritta_nigrofemorata"	"Chrysomya_megacephala"	"Miridae_sp1_M_PL_079"	"Orthellia_albigena"	"Pachycerina_crinicornis"	"Phalanta_phalantha"	"Phorinia_sp1_M_PL_079"	"Stomorhina_lunata"
"Psiadia_terebinthina"	1.00547445421983	0.000912464935427184	0.00109956467552264	0.000283415883701823	0.00037513608634548	0.000534994456797342	0.000282183617550427	0.000374253768526048	0.000280494132300046	0.000161889071910982	0.000161079626551427	0.000161079626551427	0.0112755738585999	5.06845575114424e-05	0.0112197652920018	2.44251219913104e-05	0.0112085137568542	0.0112276130557814	0.0112174449073774	5.66831767403645e-06	0.0111902644581457	1.82492987085437e-05	0.0111719383802203	5.66831767403645e-06	0.0111719383802203	1.83260779253773e-05	1.83260779253773e-05	8.0944535955491e-06	5.66831767403645e-06	0.0111719383802203
"Gaertnera_sp1_M_PL_079"	0.00164243688376893	1.00431248779212	0.00163921406735945	1.31317166195853e-06	1.09741312643402e-06	0.000289930465876276	0.000672875027316317	0.000672391272727458	1.30123592750874e-06	0.000290288552215397	0.00028883710945432	0.00028883710945432	0.0202185976618024	0.0201472137416642	5.20494371003496e-05	8.11340895608715e-08	0.020131819289007	0.0201717381818237	3.28006926586792e-05	2.62634332391707e-08	4.55695331645345e-05	0.0200862497558424	1.82492987085437e-05	2.62634332391707e-08	1.82492987085437e-05	2.73202344559909e-05	2.73202344559909e-05	1.45144276107699e-05	2.62634332391707e-08	1.82492987085437e-05
"Stillingia_lineata"	0.00164934701328396	0.00136601172279954	1.00555247133462	1.17448283238645e-06	1.01982693126903e-06	0.000242120343226264	0.00056165073277429	1.52663252111599e-06	1.16371188523157e-06	0.000242315819442367	0.000241104240345156	0.000241104240345156	0.0168772968241609	0.0168146106266717	4.65484754092627e-05	7.44810032111802e-08	0.0168048541679584	4.57989756334798e-05	3.0483086433254e-05	2.34896566477289e-08	0.0167775339335024	2.73202344559909e-05	1.83260779253773e-05	2.34896566477289e-08	1.83260779253773e-05	0.0167592078555771	0.0167592078555771	1.21157909721184e-05	2.34896566477289e-08	1.83260779253773e-05
"Syzygium_coriaceum"	0.000510148590663281	1.31317166195853e-06	1.40937939886374e-06	1.00756127910985	0.00101197003520806	1.96221742720616e-06	0.000506666333316087	1.90454217634636e-07	0.000505820230990897	8.38054442339975e-08	8.33864170128275e-08	8.33864170128275e-08	5.83704919089793e-06	2.53830697556913e-05	0.0202328092396359	0.0202018240839574	5.71807076392335e-06	5.71362652903909e-06	5.63649303057998e-05	0.020151225582197	5.69180733068418e-06	2.62634332391707e-08	5.66831767403645e-06	0.020151225582197	5.66831767403645e-06	2.34896566477289e-08	2.34896566477289e-08	4.19027221169987e-09	0.020151225582197	5.66831767403645e-06
"Antidesma_madagascariense"	0.00168811238855466	2.74353281608504e-06	3.05948079380708e-06	0.00252992508802015	1.00419007805485	0.00167854663165623	1.74685742937435e-06	6.29153009150357e-07	1.74041726689588e-06	1.48110254755653e-06	1.47369703481875e-06	1.47369703481875e-06	0.000103158792437312	1.93204874353869e-07	6.96166906758353e-05	0.0502601024045027	1.88626663201591e-05	1.88745902745107e-05	0.0503121880386424	5.05985017604031e-05	1.88077956638374e-05	5.48706563217008e-08	1.8756804317274e-05	5.05985017604031e-05	1.8756804317274e-05	5.09913465634513e-08	5.09913465634513e-08	7.40551273778265e-08	5.0598501760403e-05	1.8756804317274e-05
"Psathura_terniflora"	0.00240747505558804	0.00072482616469069	0.000726361029678792	4.90554356801539e-06	0.00167854663165623	1.00239367463166	1.56419652661396e-06	1.37947311483883e-06	6.74838183898699e-07	0.000722943992087694	0.000719329272127255	0.000719329272127255	0.0503530490489079	2.66807502814577e-05	2.69935273559479e-05	8.40254424541719e-05	5.33522632949941e-05	4.13841934451647e-05	0.0502303607860057	9.81108713603078e-08	3.88557400011803e-05	1.44965232938138e-05	2.67497228398671e-05	9.81108713603078e-08	2.67497228398671e-05	1.21060171613132e-05	1.21060171613132e-05	3.61471996043847e-05	9.81108713603078e-08	2.67497228398671e-05
"Tabernaemontana_persicarifolia"	0.00126982627897692	0.00168218756829079	0.00168495219832287	0.00126666583329022	1.74685742937435e-06	1.56419652661396e-06	1.0029314046894	1.59708803489422e-06	0.00125779480531361	1.09384128050579e-06	1.08837207410326e-06	1.08837207410326e-06	7.61860451872284e-05	0.0502082965224743	0.0503117922125445	2.54206595372731e-05	7.58354688820518e-05	4.79126410468266e-05	1.42747335753208e-05	2.53333166658043e-05	4.21917175162359e-05	3.36437513658158e-05	1.41091808775214e-05	2.53333166658043e-05	1.41091808775214e-05	2.80825366387145e-05	2.80825366387145e-05	5.46920640252896e-08	2.53333166658043e-05	1.41091808775214e-05
"Labourdonnaisia_callophylloides"	0.00336828391673443	0.00336195636363729	9.15979512669597e-06	9.5227108817318e-07	1.25830601830072e-06	2.75894622967765e-06	3.19417606978844e-06	1.00334798209044	9.42459425510217e-07	1.51229974624207e-06	1.50473824751086e-06	1.50473824751086e-06	0.00010533167732576	6.75514993283467e-05	3.76983770204087e-05	8.19607226784994e-08	0.000104817167377462	0.100439462713169	3.76262394650037e-05	1.90454217634636e-08	3.75780401047164e-05	6.72391272727457e-05	3.74253768526048e-05	1.90454217634636e-08	3.74253768526048e-05	1.52663252111599e-07	1.52663252111599e-07	7.56149873121036e-08	1.90454217634636e-08	3.74253768526048e-05
"Euodia_obtusifolia"	0.00252444719070042	6.50617963754369e-06	6.98227131138941e-06	0.00252910115495449	3.48083453379177e-06	1.3496763677974e-06	0.00251558961062722	9.42459425510217e-07	1.00251138874478	4.08688517884015e-07	4.06645075294595e-07	4.06645075294595e-07	2.84651552706216e-05	0.000126025975312635	0.100455549791339	5.07560648257793e-05	2.82959080112786e-05	2.82737827653065e-05	2.82909387750841e-05	5.05820230990897e-05	2.81657844185278e-05	1.30123592750874e-07	2.80494132300046e-05	5.05820230990897e-05	2.80494132300046e-05	1.16371188523157e-07	1.16371188523157e-07	2.04344258942007e-08	5.05820230990897e-05	2.80494132300046e-05
"Tristhema_mauritiana"	0.00072850082359942	0.000725721380538493	0.000726947458327102	2.09513610584994e-07	1.48110254755653e-06	0.000722943992087694	1.09384128050579e-06	7.56149873121036e-07	2.04344258942007e-07	1.00575021789127	0.000721466801810117	0.000721466801810117	0.0505026761267082	2.66849106469135e-05	8.1737703576803e-06	7.82453995895264e-08	3.47246721784373e-05	2.26844961936311e-05	4.43157083273116e-05	4.19027221169987e-09	2.02102445676675e-05	1.45144276107699e-05	8.0944535955491e-06	4.19027221169987e-09	8.09445359554911e-06	1.21157909721184e-05	1.21157909721184e-05	0.0502875108945633	4.19027221169987e-09	8.09445359554911e-06
