"Syzygium_coriaceum"	"Diospyros_revaughanii"	"Syzygium_petrinese"	"Casearia_coriacea"	"Labourdonnaisia_callophylloides"	"Calophyllum_eputamen"	"Gaertnera_sp1_M_PL_070"	"Ocotea_laevigata"	"Stillingia_lineata"	"Syzygium_mauritianum"	"Cordemoya_integrifolia"	"Tristhema_mauritiana"	"Euodia_obtusifolia"	"Syzygium_commersonii"	"Technomyrmex_albipes"	"Apis_mellifera"	"Musca_domestica"	"Chaetocnema_sp1_M_PL_070"	"Phelsuma_cepediana"	"Eristalinus_flaveolus"	"Brachymyrmex_sp1_M_PL_070"	"Chrysomya_megacephala"	"Episyrphus_sp1_M_PL_070"	"Panara_naso"	"Paragus_borbonicus"	"Anthomyia_faciata"	"Macroglossum_milvus"	"Melanagromyza_sojae"	"Nacoleia_sp1_M_PL_070"	"Ornidia_obesa"	"Phorinia_sp1_M_PL_070"	"Polistes_hebraeus"	"Syritta_sp1_M_PL_070"	"Thelairodrino_sp1_M_PL_070"
"Syzygium_coriaceum"	1.00607760689558	9.50512215454809e-07	0.000709030798555979	0.000707694934284412	0.000203388001229619	0.000590272986741386	0.000508981661340105	0.000506436753033404	0.000591124427867091	9.47343841403293e-07	5.01107728709438e-07	0.00020288689350091	7.41548978318325e-07	4.46236112693855e-07	0.0101443446750455	2.50553864354719e-05	0.0101058444693415	0.0100952370412199	1.78494445077542e-05	2.53642527901152e-05	0.01009616081567	0.0101008971464145	1.48309795663665e-05	8.48302768900175e-06	0.0100785018389197	8.48302768900175e-06	8.48302768900175e-06	0.0100607760689558	3.16837405151603e-08	0.0100607760689558	0.0100607760689558	1.77257699638995e-05	0.0100607760689558	1.97041475955697e-05
"Diospyros_revaughanii"	3.16837405151603e-06	1.004865252985	0.000846192734141774	1.10627812986555e-06	0.000674888071009048	0.000675623213236155	4.28601232119573e-07	4.26458225958976e-07	5.68401424669842e-07	0.00151570214171573	0.000673786142761532	1.10192824751513e-06	8.48772880949944e-07	0.000841915998954201	5.50964123757566e-05	0.0336893071380766	7.19890827381138e-08	1.69412107855747e-05	0.033676639958168	2.13586280672921e-08	8.6997647008438e-08	1.69436226994863e-05	1.69754576189989e-05	7.14335386865956e-09	2.11865020940595e-05	7.14335386865956e-09	7.14335386865956e-09	3.16837405151603e-08	0.0334955084328333	3.16837405151603e-08	3.16837405151603e-08	2.11548183535443e-05	3.16837405151603e-08	1.89467141556614e-08
"Syzygium_petrinese"	0.00177257699638995	0.00063464455060633	1.00490507301373	0.000506983840583655	0.000506396552304214	2.6098248523853e-06	8.97751188272393e-07	8.93262432331031e-07	1.04280021811099e-06	0.000632529068770976	1.56645982021269e-06	0.000504830092484001	3.27867443766997e-09	0.000630962608950763	0.0252415046242	7.83229910106347e-05	1.78052679053854e-05	1.78257755924795e-05	0.0252385043580305	4.47379342155743e-08	4.30749619930823e-05	1.78357535194247e-05	6.55734887533995e-08	1.49625198045399e-08	0.0251403525953073	1.49625198045399e-08	1.49625198045399e-08	1.77257699638995e-05	2.11548183535443e-05	1.77257699638995e-05	1.77257699638995e-05	0.0251226268253434	1.77257699638995e-05	3.47600072703663e-08
"Casearia_coriacea"	0.00353847467142206	1.65941719479833e-06	0.00101396768116731	1.00351832233124	0.00100877239693534	3.09215510051924e-06	1.79078114378492e-06	1.781827238066e-06	2.07989526074218e-06	1.65388580414901e-06	1.01510885613187e-06	0.00100775728807921	3.88461696045131e-09	6.3877694801713e-07	0.0503878644039602	5.07554428065937e-05	3.55433171499106e-05	3.55313804337583e-05	2.55510779206852e-05	8.92405936652821e-08	0.0502113008632764	3.55512911853988e-05	7.76923392090261e-08	2.98463523964154e-08	6.07339387434034e-05	2.98463523964154e-08	2.98463523964154e-08	3.53847467142206e-05	5.53139064932778e-08	3.53847467142206e-05	3.53847467142206e-05	2.53491920291828e-05	3.53847467142206e-05	6.93298420247394e-08
"Labourdonnaisia_callophylloides"	0.0010169400061481	0.00101233210651357	0.00101279310460843	0.00100877239693534	1.00201195499758	0.00100954979472836	1.15214382788668e-06	1.14638310874725e-06	1.44356067080819e-06	0.00100895766615853	0.00100621300163538	0.00100574199593992	1.26827863659341e-06	2.7446645231476e-06	0.0502870997969962	0.0503106500817689	1.02749339179309e-05	3.54562636187168e-05	0.000109786580925904	5.74151674230196e-08	6.06080199082478e-05	3.54655600971129e-05	2.53655727318683e-05	1.92023971314447e-08	3.54892276766917e-05	1.92023971314447e-08	1.92023971314447e-08	1.0169400061481e-05	3.37444035504524e-05	1.0169400061481e-05	1.0169400061481e-05	2.53198276152107e-05	1.0169400061481e-05	4.81186890269398e-08
"Calophyllum_eputamen"	0.00147568246685347	0.000506717409927116	2.6098248523853e-06	1.54607755025962e-06	0.000504774897364179	1.00322994066572	0.000634795698828833	0.000631621720334688	0.000842121143224466	0.000505028351894026	0.000503970526241221	8.04371122957238e-07	0.00126033912143935	1.05782565280488e-06	4.02185561478619e-05	0.025198526312061	7.4461515100987e-05	0.0251235760460858	4.23130261121953e-05	3.16339856583035e-05	1.48341285460476e-05	0.02512713932697	0.0252067824287871	1.05799283138139e-05	1.48220702898443e-05	1.05799283138139e-05	1.05799283138139e-05	1.47568246685347e-05	1.68905803309039e-05	1.47568246685347e-05	1.47568246685347e-05	6.52456213096325e-08	1.47568246685347e-05	2.80707047741489e-05
"Gaertnera_sp1_M_PL_070"	0.000848302768900175	2.14300616059787e-07	5.98500792181596e-07	5.96927047928308e-07	3.84047942628894e-07	0.000423197132552555	1.00671811108753	0.00168452053208926	0.000423954692946078	2.13586280672921e-07	2.12764596770494e-07	1.712833458584e-07	5.31654689136376e-07	8.21683902427205e-10	8.56416729291999e-06	1.06382298385247e-05	0.0168574007199823	3.31947791010182e-05	3.28673560970882e-08	0.0168347858691951	8.51287404139816e-06	0.0168538488251979	1.06330937827275e-05	0.0167786351847921	8.49799020880629e-06	0.0167786351847921	0.0167786351847921	8.48302768900175e-06	7.14335386865956e-09	8.48302768900175e-06	8.48302768900175e-06	1.49625198045399e-08	8.48302768900175e-06	1.41318230982026e-05
"Ocotea_laevigata"	0.00168812251011135	4.26458225958976e-07	1.19101657644138e-06	1.18788482537733e-06	7.64255405831498e-07	0.000842162293779585	0.00336904106417852	1.00335219585886	0.000843669838962696	4.25036698539112e-07	4.23401547573282e-07	3.40853858258216e-07	1.05799283138139e-06	1.63515096583014e-09	1.70426929129108e-05	2.11700773786641e-05	0.0335462274327648	6.60576104110263e-05	6.54060386332055e-08	0.0335012238796982	1.69406193423823e-05	0.0335391591621438	2.11598566276278e-05	5.61506844029753e-05	1.69110005155245e-05	5.61506844029753e-05	5.61506844029753e-05	1.68812251011135e-05	1.42152741986325e-08	1.68812251011135e-05	1.68812251011135e-05	2.97754144110344e-08	1.68812251011135e-05	2.81223279654232e-05
"Stillingia_lineata"	0.00197041475955697	5.68401424669842e-07	1.39040029081465e-06	1.38659684049479e-06	9.62373780538796e-07	0.00112282819096595	0.000847909385892156	0.000843669838962696	1.00530893862864	5.66506753254276e-07	5.64450811923731e-07	3.97922968615065e-07	1.41058817960547e-06	2.0559413305449e-09	1.98961484307533e-05	2.82225405961866e-05	0.0335722562529472	0.0335580728066577	8.22376532217959e-08	4.22541510636258e-05	1.97734774375945e-05	9.00290034333444e-05	2.82117635921094e-05	1.41318230982026e-05	1.97389076028401e-05	1.41318230982026e-05	1.41318230982026e-05	1.97041475955697e-05	1.89467141556614e-08	1.97041475955697e-05	1.97041475955697e-05	3.47600072703663e-08	1.97041475955697e-05	0.033510297954288
"Syzygium_mauritianum"	4.73671920701646e-06	0.0022735532125736	0.00126505813754195	1.653885804149e-06	0.00100895766615853	0.00101005670378805	6.40758842018762e-07	6.37555047808669e-07	8.49760129881414e-07	1.00226597470186	0.00100731028342849	1.64738273003512e-06	1.26891545702017e-06	0.00125866441843653	8.23691365017562e-05	0.0503655141714245	1.0762367869348e-07	2.53271101244342e-05	0.0503465767374612	3.19311489606017e-08	1.30061482277615e-07	2.53307159357321e-05	2.53783091404033e-05	1.0679314033646e-08	3.1673820630619e-05	1.0679314033646e-08	1.0679314033646e-08	4.73671920701646e-08	7.57851070857867e-05	4.73671920701647e-08	4.73671920701646e-08	3.16264534385488e-05	4.73671920701646e-08	2.83253376627138e-08
