"Clethrionomys_rufocanus"	"Clethrionomys_rutilus"	"Apodemus_peninsulae"	"Tamias_sibiricus"	"Microtus_evoronensis"	"Myopus_schisticolor"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Pectinoctenus_pectiniceps"	"Amalaraeus_dissimilis"	"Neopsylla_acanthina"	"Catallagia_ioffi"	"Hystrichopsylla_microti"	"Megabothris_asio"	"Ctenophthalmus_pisticus"	"Ceratophyllus_indages"	"Catallagia_dacenkoi"	"Corrodopsylla_birulai"	"Ctenophthalmus_congeneroides"	"Rhadinopsylla_pseudodahurica"
"Neopsylla_acanthina"	0.0252552012478234	0.0252552012478234	0.025222767487669	0.025119628355969	0.000116123733829057	1.87293976880302e-05	2.24495392991931e-05	0.00112376386128181	0.00061949835439363	0.00061949835439363	1.00112023201103	0.000617839443910358	0.000390200468142093	0.00061949835439363	0.00112189092151301	0.00112247696495966	0.000617839443910357	0.00061949835439363	0.00112023201102974	0.000388541557658821
"Catallagia_ioffi"	0.0336016588727872	0.0336016588727872	0.0335585179285019	8.79945728638025e-05	0.000129978341731073	1.37836854535411e-05	1.65087359762287e-05	0.000827021127212465	0.000823882867209835	0.000823882867209835	0.00082378592521381	1.00082202603376	0.000518805431496182	0.000823882867209835	0.000825642758667112	0.000825436798811433	0.000822026033756534	0.000823882867209835	0.00082378592521381	0.00051694859804288
"Hystrichopsylla_microti"	0.0335997855938502	0.0335997855938502	0.000207421844218038	7.30929679971372e-05	0.0335029130134091	1.66757985626849e-05	1.04261982135496e-05	0.00100054791376109	0.000997418474544883	0.000997418474544883	0.000520267290856124	0.000518805431496181	1.00099553282142	0.000997418474544883	0.000998880333904826	0.000521309910677479	0.000518805431496181	0.000997418474544883	0.000520267290856124	0.000516919778366927
"Megabothris_asio"	0.0252626046323743	0.0252626046323743	0.0252182363977165	7.93101993126746e-05	0.0251585880018187	1.63423498233658e-05	1.24147966812351e-05	0.000980540989401948	0.000977320550433358	0.000977320550433358	0.00061949835439363	0.000617912150407376	0.000748063855908663	1.00097732055043	0.000978906754419612	0.000620739834061754	0.000617912150407376	0.000977320550433358	0.00061949835439363	0.000388655455882681
"Ctenophthalmus_pisticus"	0.0202532493804858	0.0202532493804858	0.0202176923512073	0.020106354100507	0.0201417823834796	1.97871867369922e-05	1.79862271986054e-05	0.00118723120421953	0.000783125403535689	0.000783125403535689	0.000897512737210408	0.000495385655200267	0.000599328200342896	0.000783125403535689	1.00118525248555	0.000899311359930268	0.000495385655200267	0.000783125403535689	0.000897512737210408	0.000311588452007473
"Ceratophyllus_indages"	0.0202446502988564	0.0202446502988564	0.0202186512927207	0.0201359746340433	9.30851573780012e-05	1.5013545240906e-05	0.0200580757830054	0.000900812714454359	0.000496591867249403	0.000496591867249403	0.000897981571967725	0.00049526207928686	0.000312785946406488	0.000496591867249403	0.000899311359930268	1.00290378915027	0.00049526207928686	0.000496591867249403	0.000897981571967725	0.000311456158443945
"Catallagia_dacenkoi"	0.0336016588727872	0.0336016588727872	0.0335585179285019	8.79945728638025e-05	0.000129978341731073	1.37836854535411e-05	1.65087359762287e-05	0.000827021127212465	0.000823882867209835	0.000823882867209835	0.00082378592521381	0.000822026033756534	0.000518805431496182	0.000823882867209835	0.000825642758667111	0.000825436798811433	1.00082202603376	0.000823882867209835	0.00082378592521381	0.00051694859804288
"Corrodopsylla_birulai"	0.0252626046323743	0.0252626046323743	0.0252182363977165	7.93101993126746e-05	0.0251585880018187	1.63423498233658e-05	1.24147966812351e-05	0.000980540989401948	0.000977320550433358	0.000977320550433358	0.00061949835439363	0.000617912150407376	0.000748063855908662	0.000977320550433358	0.000978906754419612	0.000620739834061754	0.000617912150407376	1.00097732055043	0.00061949835439363	0.000388655455882681
"Ctenophthalmus_congeneroides"	0.0252552012478234	0.0252552012478234	0.025222767487669	0.025119628355969	0.000116123733829057	1.87293976880302e-05	2.24495392991931e-05	0.00112376386128181	0.00061949835439363	0.00061949835439363	0.00112023201102974	0.000617839443910358	0.000390200468142093	0.00061949835439363	0.00112189092151301	0.00112247696495966	0.000617839443910358	0.00061949835439363	1.00112023201103	0.000388541557658821
"Rhadinopsylla_pseudodahurica"	0.0502769574352077	0.0502769574352077	0.000212436863646885	8.30109126660604e-05	0.000132161029072864	1.30045263776074e-05	1.55728079221972e-05	0.000780271582656444	0.000777310911765362	0.000777310911765362	0.000777083115317642	0.000775422897064321	0.00077537966755039	0.000777310911765362	0.000778971130018683	0.000778640396109862	0.000775422897064321	0.000777310911765362	0.000777083115317642	1.00077349165285
