"Clethrionomys_rufocanus"	"Clethrionomys_rutilus"	"Apodemus_peninsulae"	"Tamias_sibiricus"	"Microtus_evoronensis"	"Myopus_schisticolor"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Pectinoctenus_pectiniceps"	"Amalaraeus_dissimilis"	"Neopsylla_acanthina"	"Catallagia_ioffi"	"Hystrichopsylla_microti"	"Megabothris_asio"	"Ctenophthalmus_pisticus"	"Ceratophyllus_indages"	"Catallagia_dacenkoi"	"Corrodopsylla_birulai"	"Ctenophthalmus_congeneroides"	"Rhadinopsylla_pseudodahurica"
"Clethrionomys_rufocanus"	1.00276957435208	0.00276957435207699	0.00212436863646885	0.000830109126660604	0.00132161029072864	0.000130045263776074	0.000155728079221972	0.00780271582656444	0.00777310911765361	0.00777310911765362	0.00777083115317642	0.00775422897064321	0.0077537966755039	0.00777310911765362	0.00778971130018683	0.00778640396109862	0.00775422897064321	0.00777310911765362	0.00777083115317642	0.00773491652849349
"Clethrionomys_rutilus"	0.00276957435207699	1.00276957435208	0.00212436863646885	0.000830109126660604	0.00132161029072864	0.000130045263776074	0.000155728079221972	0.00780271582656444	0.00777310911765361	0.00777310911765362	0.00777083115317642	0.00775422897064321	0.0077537966755039	0.00777310911765362	0.00778971130018683	0.00778640396109862	0.00775422897064321	0.00777310911765362	0.00777083115317642	0.00773491652849349
"Apodemus_peninsulae"	0.00251061747946318	0.00251061747946318	1.00250680058212	0.000979618932592867	0.00125612967047492	0.000153420036054085	0.000183805920842915	0.00920520216324509	0.00917026778098782	0.00917026778098782	0.00917191545006147	0.0091523230714096	5.65695938776467e-05	0.00917026778098782	0.00918986015963968	0.00919029604214575	0.0091523230714096	0.00917026778098782	0.00917191545006147	3.86248842994336e-05
"Tamias_sibiricus"	0.00215828372931757	0.00215828372931757	0.00215516165170431	1.00214529705284	0.000745599101230073	0.000335665343914976	0.000402719492680865	0.0201399206348985	6.34481594501397e-05	6.34481594501397e-05	0.0200957026847752	5.27967437182815e-05	4.38557807982824e-05	6.34481594501397e-05	0.020106354100507	0.0201359746340433	5.27967437182815e-05	6.34481594501397e-05	0.0200957026847752	3.32043650664242e-05
"Microtus_evoronensis"	0.00245441911135318	0.00245441911135318	0.00197391805360344	0.000532570786592909	1.00244416982082	0.000240183429328399	1.32978796254287e-06	0.014411005759704	0.0143763360010393	0.0143763360010393	6.63564193308894e-05	5.57050035990312e-05	0.0143583912914611	0.0143763360010393	0.0143869874167711	6.64893981271437e-05	5.57050035990312e-05	0.0143763360010393	6.63564193308894e-05	3.77602940208182e-05
"Myopus_schisticolor"	0.00169058842908896	0.00169058842908896	0.00168762039659493	0.00167832671957488	0.0016812840052988	1.00167110076684	1.5013545240906e-06	0.100266046010369	6.53693992934632e-05	6.53693992934632e-05	7.49175907521208e-05	4.13510563606233e-05	5.00273956880547e-05	6.53693992934632e-05	9.89359336849608e-05	7.50677262045299e-05	4.13510563606232e-05	6.53693992934632e-05	7.49175907521208e-05	2.60090527552148e-05
"Sciurus_vulgaris"	0.00202446502988564	0.00202446502988564	0.00202186512927207	0.00201359746340433	9.30851573780012e-06	1.5013545240906e-06	1.0020058075783	9.00812714454359e-05	4.96591867249403e-05	4.96591867249403e-05	8.97981571967725e-05	4.9526207928686e-05	3.12785946406488e-05	4.96591867249403e-05	8.99311359930268e-05	0.100290378915027	4.9526207928686e-05	4.96591867249403e-05	8.97981571967725e-05	3.11456158443945e-05
"Megabothris_advenarius"	0.0169058842908896	0.0169058842908896	0.0168762039659493	0.0167832671957488	0.016812840052988	0.0167110076683948	1.5013545240906e-05	1.00266046010369	0.000653693992934632	0.000653693992934632	0.000749175907521208	0.000413510563606233	0.000500273956880547	0.000653693992934632	0.000989359336849608	0.000750677262045299	0.000413510563606232	0.000653693992934632	0.000749175907521208	0.000260090527552148
"Pectinoctenus_pectiniceps"	0.0252626046323743	0.0252626046323743	0.0252182363977165	7.93101993126746e-05	0.0251585880018187	1.63423498233658e-05	1.24147966812351e-05	0.000980540989401948	1.00097732055043	0.000977320550433358	0.00061949835439363	0.000617912150407376	0.000748063855908663	0.000977320550433358	0.000978906754419612	0.000620739834061753	0.000617912150407376	0.000977320550433358	0.00061949835439363	0.000388655455882681
"Amalaraeus_dissimilis"	0.0252626046323743	0.0252626046323743	0.0252182363977165	7.93101993126746e-05	0.0251585880018187	1.63423498233658e-05	1.24147966812351e-05	0.000980540989401948	0.000977320550433358	1.00097732055043	0.00061949835439363	0.000617912150407376	0.000748063855908663	0.000977320550433358	0.000978906754419612	0.000620739834061753	0.000617912150407376	0.000977320550433358	0.00061949835439363	0.000388655455882681
