"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"R34"	"R35"	"R36"	"R37"	"R38"	"R39"	"R40"	"R41"	"R42"	"R43"	"R44"	"R45"	"R46"	"R47"	"R48"	"R49"	"R50"	"R51"	"R52"	"R53"	"R54"	"R55"	"R56"	"R57"	"R58"	"R59"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"
"R1"	1.00022366196183	0.000224035354084063	0.000159310955552824	0.000115245933655286	0.000181057280632621	0.000224580431888718	0.000159694206623337	0.000159419197098185	0.000159694206623337	0.000159338947878104	0.000159326338498304	0.000224252022591223	0.000224489750823259	0.000224231977935466	7.21018509972621e-05	0.000159345752670085	0.000224236373616524	0.00022395547241179	3.60496035265581e-05	0.000180155968773507	0.000224231977935466	7.21018509972621e-05	7.89266293970333e-05	0.000181081090485461	0.000137268977467377	0.00022395547241179	0.00022395547241179	0.000158775736561875	0.000223661961827256	0.000159069247146409	0.000159350148351143	0.00015982643692097	0.000159350148351143	0.00022395547241179	0.000223661961827256	0.000224236373616524	3.6052247470704e-05	0.000136988076262643	0.000136988076262643	0.000158775736561875	0.000159603525557878	0.00022393166255895	0.000136988076262643	0.000223661961827256	0.000159058094013015	0.000123299357126845	0.000158775736561875	7.21018509972621e-05	0.000137257776994337	0.000159546822762521	0.000223661961827256	0.000158775736561875	0.00022394286303199	0.000224489750823259	0.000159603525557878	8.76108566854576e-05	0.00022395547241179	0.000223661961827256	0.000224686425234637	0.0201147298322681	0.0201892585835942	0.0201877779748725	7.33776461335778e-05	0.0201477716736104	0.0201509595053748	3.73759804616027e-06	3.20360032273176e-06	1.99783046151213e-06	3.73759804616027e-06	4.77575616111928e-06	6.4876932976803e-06	6.4876932976803e-06	6.4876932976803e-06	3.37081445681135e-05	1.10602209470269e-05	3.50610951202684e-05	1.2668860336747e-05	3.73392256806771e-06	2.65518259254707e-06	5.6471490227972e-06	4.77575616111928e-06
"R2"	0.000186696128403385	1.00185645688989	0.000132980764234411	9.61986090611734e-05	0.000151132955452939	0.000187462797903771	0.000133300673308295	0.000133071116108669	0.000133300673308295	0.000133004130115278	0.000132993604756514	0.000187188666603692	0.000187387104193038	0.000187171934837618	6.01851844718381e-05	0.000133009810242141	0.000187175604020471	0.000186941128891311	3.00914887533874e-05	0.000150380608325131	0.000187171934837618	6.01851844718381e-05	6.58819944883416e-05	0.00015115283012142	0.000114581784196475	0.000186941128891311	0.000186941128891311	0.000132534003807909	0.000186696128403385	0.000132779004295834	0.000133013479424995	0.00013341104918278	0.000133013479424995	0.000186941128891311	0.000186696128403385	0.000187175604020471	3.00936957184508e-05	0.000114347309067315	0.000114347309067315	0.000132534003807909	0.000133224979597561	0.00018692125422283	0.000114347309067315	0.000186696128403385	0.000132769694501682	0.000102920999271156	0.000132534003807909	6.01851844718381e-05	0.000114572434886759	0.000133177648382739	0.000186696128403385	0.000132534003807909	0.000186930603532546	0.000187387104193038	0.000133224979597561	7.31309321247559e-05	0.000186941128891311	0.000186696128403385	0.000187551273150782	0.0167902586245977	0.0168524696023324	0.0168512337018969	6.12501219812836e-05	0.0168178394604427	0.0168205004218487	3.11986481315549e-06	2.67412380862418e-06	1.66763811478475e-06	3.11986481315548e-06	3.98644086904781e-06	5.41543680941594e-06	5.41543680941595e-06	5.41543680941594e-06	2.813701549926e-05	9.23223785227617e-06	2.92663565277699e-05	1.05750086283364e-05	0.0166976076148314	2.21634607057351e-06	4.71381387545676e-06	3.98644086904782e-06
"R3"	0.000132759129627353	0.000132980764234411	1.00193122479245	0.000224780227364977	0.000225792520086124	0.000262530596578417	0.000262286835545623	0.000262050609874027	0.000262286835545623	0.00026155476696107	0.000261548840374053	0.000261957403689101	0.000133356307240521	0.000133166638267629	6.01655194250774e-05	0.000132922877234835	0.000133183901374688	0.000132974478794529	3.00816558758174e-05	9.64152883656115e-05	0.000133166638267629	6.01655194250774e-05	6.58745222898243e-05	9.71838200539647e-05	6.06187030380297e-05	0.000132974478794529	0.000132974478794529	0.000132515368594559	0.000132759129627353	0.000132730717761735	0.000132940140341894	0.00013329892346933	0.000132940140341894	0.000132974478794529	0.000132759129627353	0.000133183901374688	3.00838635492599e-05	6.04092804578712e-05	6.04092804578712e-05	0.000132515368594559	0.000133112546207727	0.000261583178826688	6.04092804578712e-05	0.000132759129627353	0.000132751002084346	0.000102882487702262	0.000132515368594559	6.01655194250774e-05	0.000189233329657206	0.000133069133524383	0.000132759129627353	0.000132515368594559	0.000132968552207512	0.000133356307240521	0.000133112546207727	0.000202100439616125	0.000132974478794529	0.000132759129627353	0.00013348530042301	7.55659201660961e-05	0.0168469635875856	0.0168457272904578	5.38372917939561e-05	0.0168172275973021	0.0168216096080653	7.11192080132628e-06	3.74224862413002e-06	1.66623654336662e-06	7.11192080132628e-06	3.38415762647701e-06	9.47417751728966e-06	9.47417751728966e-06	9.47417751728966e-06	2.51307096190124e-05	7.68637892397468e-06	0.0167471263959135	8.62029329164817e-06	2.21634607057351e-06	0.0166988537465408	4.71266979573216e-06	3.38415762647701e-06
"R4"	0.000144057417069107	0.00014429791359176	0.000337170341047465	1.00033630217594	0.00028339065020002	0.000338120670729059	0.000337828651742552	0.000337503528715885	0.000337828651742552	0.00033684848924191	0.000336848153899565	0.000337382384300274	0.00014472436348989	0.000144506021886752	8.99494242785425e-05	0.000144214002900246	0.000144537279252478	0.000144297515831965	4.49720876295468e-05	0.000143991301293447	0.000144506021886752	8.99494242785425e-05	9.84870959145348e-05	9.07877565664261e-05	9.0481206685562e-05	0.000144297515831965	0.000144297515831965	0.0001437653980826	0.000144057417069107	0.000144005496845458	0.000144245260265971	0.000144634559520158	0.000144245260265971	0.000144297515831965	0.000144057417069107	0.000144537279252478	4.49773366489957e-05	9.02414432650493e-05	9.02414432650493e-05	0.0001437653980826	0.000144432344503383	0.000336900409465559	9.02414432650493e-05	0.000144057417069107	0.000144008678201116	9.92714403149789e-05	0.0001437653980826	8.99494242785425e-05	0.000283084435661501	0.000144372689982329	0.000144057417069107	0.0001437653980826	0.00014429718048962	0.00014472436348989	0.000144432344503383	0.000247794203200201	0.000144297515831965	0.000144057417069107	0.000144851793206248	9.05258858171207e-05	0.0251873085234376	0.0251843690725462	6.00246907145285e-05	0.000140858687718602	0.0251495868548034	8.95138236832551e-06	4.81974834714677e-06	1.80793199400198e-06	8.95138236832551e-06	3.67193136870586e-06	1.22026126349978e-05	1.22026126349978e-05	1.22026126349978e-05	2.87716104615269e-05	8.34024219148472e-06	0.0250695890115388	9.35421187058792e-06	2.40496522652934e-06	5.61950568412441e-06	4.86560237032191e-06	3.67193136870587e-06
"R5"	0.000181057280632621	0.000181359546543527	0.000270951024103349	0.000226712520160016	1.00033507309623	0.000336427693127285	0.000271552127930923	0.000271219188864175	0.000271552127930923	0.000270749428848642	0.000270744329649406	0.000335854796826433	0.000181750238159289	0.000181522106080853	7.20928885051878e-05	0.000116646540884491	0.000181552161004317	0.000181307270418087	3.60462604822382e-05	0.000137520351514927	0.000181522106080853	7.20928885051878e-05	3.63485360508604e-05	0.000181005362390176	0.00013721334428778	0.000181307270418087	0.000181307270418087	0.000116181715436259	0.000181057280632621	0.000116431705221725	0.000116676595807955	0.000117037728631511	0.000116676595807955	0.000181307270418087	0.000181057280632621	0.000181552161004317	3.60466280229496e-05	0.00013696845370155	0.00013696845370155	0.000116181715436259	0.000116874672962927	0.000335375004259538	0.00013696845370155	0.000181057280632621	0.000116378676150322	8.05820379128384e-05	0.000116181715436259	7.20928885051878e-05	0.000291286177328467	0.000116800645829619	0.000181057280632621	0.000116181715436259	0.000181302171218851	0.000181750238159289	0.000116874672962927	0.000199376290144454	0.000181307270418087	0.000181057280632621	0.000181874288180953	0.0201114252108723	0.0201861116928518	0.0201859058700534	6.2497446366527e-05	0.0201419826954537	0.000141896773118056	7.19749800999102e-06	4.79792566894905e-06	1.46297160789389e-06	7.19749800999101e-06	3.68940607894165e-06	1.05268886774651e-05	1.05268886774651e-05	1.05268886774651e-05	2.93868703476328e-05	8.5934265106598e-06	0.0200613040714993	9.90385774858437e-06	3.02265910905878e-06	4.51585040172247e-06	3.93921428126321e-06	3.68940607894165e-06
"R6"	0.000124766906604843	0.000124975198602514	0.000175020397718945	0.00015027585365736	0.000186904273959603	1.0013266530711	0.00129054021767927	0.000175204181292823	0.00129054021767927	0.000174903978545273	0.000174897413751188	0.000211143183593902	0.000125252323382926	0.000125096514259142	4.02639332728409e-05	8.89836608407395e-05	0.000125110904789144	0.000124942188094036	2.01312286357627e-05	0.000100489344695316	0.000125096514259142	4.02639332728409e-05	4.40699811519579e-05	0.000101004911579156	7.65455033863517e-05	0.000124942188094036	0.000124942188094036	8.86540531864408e-05	0.000124766906604843	8.88293346756336e-05	8.89980513707418e-05	8.92639574827011e-05	8.89980513707418e-05	0.000124942188094036	0.000124766906604843	0.000125110904789144	2.01327046370782e-05	7.63767866912434e-05	7.63767866912434e-05	8.86540531864408e-05	8.9139469964523e-05	0.000210841550474482	7.63767866912434e-05	0.000124766906604843	8.88117192016963e-05	6.8854296053811e-05	8.86540531864408e-05	4.02639332728409e-05	0.000162451430560882	8.9095892482587e-05	0.000124766906604843	8.86540531864408e-05	0.000124935623299952	0.000125252323382926	8.9139469964523e-05	0.000135115529509175	0.000124942188094036	0.000124766906604843	0.000125350164494771	0.0111949845597048	0.0112743145967638	0.0112734880360271	4.38203722981998e-05	0.0112483079634113	0.0112505199619935	4.75484236743134e-06	3.0163311941986e-06	1.11579946853376e-06	4.75484236743134e-06	2.66557806953441e-06	0.011158115206232	0.011158115206232	0.011158115206232	2.02460034129856e-05	6.17304660423586e-06	0.0111897037030531	7.07092968905696e-06	2.08291997670857e-06	2.91700662864908e-06	3.15332030511015e-06	2.66557806953441e-06
"R7"	9.98088791395858e-05	9.99755049812212e-05	0.000196715126659217	0.000168914325871276	0.000169720079956827	0.00145185774488919	1.00145162951718	0.000196921703628866	0.00145162951717983	0.000196549134571712	0.00019654467769149	0.000196896776934042	0.0001002577448126	0.000100115178993194	4.52122933194163e-05	9.9886951283843e-05	0.000100128155173217	9.99707455965125e-05	2.26053171657273e-05	7.24978033530032e-05	0.000100115178993194	4.52122933194163e-05	4.95023920209984e-05	7.3075329729203e-05	4.55979306054713e-05	9.99707455965125e-05	9.99707455965125e-05	9.9580651430235e-05	9.98088791395858e-05	9.97425178871617e-05	9.9899927463866e-05	0.00010016957282658	9.9899927463866e-05	9.99707455965125e-05	9.98088791395858e-05	0.000100128155173217	2.26069761536889e-05	4.54405210287671e-05	4.54405210287671e-05	9.9580651430235e-05	0.000100029517103249	0.000196615495824136	4.54405210287671e-05	9.98088791395858e-05	9.97577217640664e-05	7.73126120673041e-05	9.9580651430235e-05	4.52122933194163e-05	0.000142247137713317	9.99968757814386e-05	9.98088791395858e-05	9.9580651430235e-05	9.99662887162901e-05	0.0001002577448126	0.000100029517103249	0.000151871276766376	9.99707455965125e-05	9.98088791395858e-05	0.000100354693130173	7.07505898987423e-05	0.0126599066460658	0.0126589776128073	4.04666142316766e-05	0.0126375534320143	0.0126408454576354	5.34435514080435e-06	2.81281109905774e-06	1.25211966033226e-06	5.34435514080435e-06	2.5435789427685e-06	0.0125524224906505	0.0125524224906505	0.0125524224906505	1.8889149204513e-05	5.77733586724946e-06	0.0125848601689915	6.47948196915578e-06	1.66625841635369e-06	3.27858544432029e-06	3.54140667662741e-06	2.5435789427685e-06
"R8"	0.000113870855070132	0.000114060956664573	0.000224614808463452	0.00019285915926622	0.00019372799204584	0.000225262518805058	0.000225053375575847	1.00165785787987	0.000225053375575847	0.000224520858442289	0.000224420181567696	0.000224770694670944	0.000114478995131768	0.000114316221449971	5.15588190250773e-05	0.00011410707822076	0.000114330994181426	0.000114151263063076	2.57784648635678e-05	8.27699718799501e-05	0.000114316221449971	5.15588190250773e-05	5.65019557942273e-05	8.34296614303582e-05	5.19476933726385e-05	0.000114151263063076	0.000114151263063076	0.000113661711840921	0.000113870855070132	0.000113942119833865	0.000114121850952214	0.000114429846647419	0.000114121850952214	0.000114151263063076	0.000113870855070132	0.000114330994181426	2.57803541615095e-05	5.17679622542887e-05	5.17679622542887e-05	0.000113661711840921	0.000114269851902557	0.000224449593678557	5.17679622542887e-05	0.000113870855070132	0.000113863939774301	8.8363993605735e-05	0.000113661711840921	5.15588190250773e-05	0.000162346700862714	0.000114232631279854	0.000113870855070132	0.000113661711840921	0.000114050586188482	0.000114478995131768	0.000114269851902557	0.00160657946883651	0.000114151263063076	0.000113870855070132	0.000114589775459408	6.48344010555398e-05	0.0144369983304453	0.014435940323598	7.01019982359075e-05	0.0144353939442379	0.0144391527673773	0.014336174294193	3.21100992387063e-06	1.43037308309274e-06	0.014336174294193	2.9051144598961e-06	8.12925126500792e-06	8.12925126500792e-06	8.12925126500792e-06	2.15677342019696e-05	6.59833547581888e-06	0.0143752360190952	7.40004751712258e-06	1.90101594440956e-06	3.74358014105752e-06	4.04455866760072e-06	2.9051144598961e-06
"R9"	9.98088791395858e-05	9.99755049812212e-05	0.000196715126659217	0.000168914325871276	0.000169720079956827	0.00145185774488919	0.00145162951717983	0.000196921703628866	1.00145162951718	0.000196549134571712	0.00019654467769149	0.000196896776934042	0.0001002577448126	0.000100115178993194	4.52122933194163e-05	9.9886951283843e-05	0.000100128155173217	9.99707455965125e-05	2.26053171657273e-05	7.24978033530032e-05	0.000100115178993194	4.52122933194163e-05	4.95023920209984e-05	7.3075329729203e-05	4.55979306054713e-05	9.99707455965125e-05	9.99707455965125e-05	9.9580651430235e-05	9.98088791395858e-05	9.97425178871617e-05	9.9899927463866e-05	0.00010016957282658	9.9899927463866e-05	9.99707455965125e-05	9.98088791395858e-05	0.000100128155173217	2.26069761536889e-05	4.54405210287671e-05	4.54405210287671e-05	9.9580651430235e-05	0.000100029517103249	0.000196615495824136	4.54405210287671e-05	9.98088791395858e-05	9.97577217640664e-05	7.73126120673041e-05	9.9580651430235e-05	4.52122933194163e-05	0.000142247137713317	9.99968757814386e-05	9.98088791395858e-05	9.9580651430235e-05	9.99662887162901e-05	0.0001002577448126	0.000100029517103249	0.000151871276766376	9.99707455965125e-05	9.98088791395858e-05	0.000100354693130173	7.07505898987423e-05	0.0126599066460658	0.0126589776128073	4.04666142316766e-05	0.0126375534320143	0.0126408454576354	5.34435514080435e-06	2.81281109905774e-06	1.25211966033226e-06	5.34435514080435e-06	2.5435789427685e-06	0.0125524224906505	0.0125524224906505	0.0125524224906505	1.8889149204513e-05	5.77733586724946e-06	0.0125848601689915	6.47948196915578e-06	1.66625841635369e-06	3.27858544432029e-06	3.54140667662741e-06	2.5435789427685e-06
"R10"	0.000132782456565086	0.000133004130115278	0.00026155476696107	0.000224565659494607	0.000225624524040535	0.000262355967817909	0.000262065512762283	0.000261941001516004	0.000262065512762283	1.0003281065276	0.000261399619605804	0.000261783273510109	0.000200309934815515	0.000200058871467616	6.01540452900398e-05	0.00019976841641199	0.000200050919074835	0.000199770141818499	3.0077112857372e-05	0.000163216958963637	0.000200058871467616	6.01540452900398e-05	6.58617057972269e-05	0.00016398536845394	6.07252776020019e-05	0.000199770141818499	0.000199770141818499	0.00013249200150946	0.000132782456565086	0.000199479686762873	0.000199760464019209	0.000200299568128486	0.000199760464019209	0.000199770141818499	0.000132782456565086	0.000200050919074835	3.00769324326678e-05	6.04445003456659e-05	6.04445003456659e-05	0.00013249200150946	0.000200019479759889	0.000261409297405094	6.04445003456659e-05	0.000132782456565086	0.000132794501264811	0.000169705254085555	0.00013249200150946	6.01540452900398e-05	0.000189071341185674	0.000199988203835403	0.000132782456565086	0.00013249200150946	0.000133063233821422	0.000200309934815515	0.000200019479759889	0.000268774641479377	0.000199770141818499	0.000132782456565086	0.00020053767463171	9.0041067244099e-05	0.016843082162294	0.0168431832001283	0.0167469213133531	0.0168144641132362	0.0168188434813428	8.22159166536111e-06	3.73976105014441e-06	2.50374460160608e-06	8.22159166536111e-06	5.08517072530253e-06	9.46670412814495e-06	9.46670412814495e-06	9.46670412814494e-06	3.36932707603207e-05	1.15491859646902e-05	0.016721489309201	1.29507870340386e-05	2.21673550192131e-06	4.35924611601783e-06	6.04999510700732e-06	5.08517072530253e-06
