"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Phoenicophorium_borsigianum"	"Syzygium_wrightii"	"Dillenia_suffruticosa"	"Nepenthes_pervillei"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Soulamea_terminaloides"	"Pittosporum_senacia"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_129"	"Xylocopa_caffra"	"Unidentified_sp2_M_PL_129"	"Hemipyrellia_germana"	"Unidentified_sp1_M_PL_129"	"Pachycerina_seychellensis"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Hemipyrellia_sp1_M_PL_129"	"Mabuya_sechellensis"	"Rhynchium_brunneum"	"Phelsuma_sp1_M_PL_129"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Simosyrphus_aegyptius"	"Tricimba_seychellensis"
"Nephrosperma_vanhoutteanum"	1.0025252842246	0.000856636412272652	0.000856913507426132	0.00037847864469146	0.000482137307275941	0.00205552068044045	0.000375306705176403	0.000483106399336528	0.000856046511026976	0.000856636412272652	1.1891813087919e-06	3.23943532204227e-07	0.000373430171650521	0.0336087154485469	0.0335246140992537	5.37263684318576e-05	1.60712435758647e-05	1.87653352588202e-05	1.60712435758647e-05	7.08646385803803e-05	9.71830596612682e-06	4.28318206136326e-05	2.68003981352532e-05	3.1063290762405e-05	1.71620537746985e-05	9.66212798673056e-06	4.1110413608809e-05	2.14159103068163e-05	0.0334586198877621	2.14011627756744e-05	2.37836261758381e-08	2.37836261758381e-08	2.14159103068163e-05	2.37836261758381e-08
"Erythroxylum_sechellarum"	0.000642477309204489	1.00441003954005	0.000643706514077298	0.000282415448708527	0.0003628130028747	0.000284339262009898	0.00028213861799491	0.000363540763409692	0.000643900341471064	0.00190377387588677	8.93731527705954e-07	2.43768892934715e-07	0.000280727924904936	0.0252655132414442	0.0252275974665542	1.51006335304822e-05	1.209376676249e-05	1.41069308997455e-05	1.209376676249e-05	2.79747638120282e-05	7.31306678804144e-06	0.0251578453353983	2.01449455497398e-05	2.33683238049704e-05	1.28920049121001e-05	7.27081526819384e-06	5.68678524019796e-06	0.0251102509885012	2.71026955470143e-05	1.60975085367766e-05	1.78746305541191e-08	1.78746305541191e-08	4.75943468971693e-05	1.78746305541191e-08
"Dillenia_ferruginea"	0.000514148104455679	0.000514965211261838	1.00319147545768	0.000897246411988551	0.000289864413662132	0.00090080574272415	0.000225586332630966	0.00129850738654724	0.000515622476880378	0.000514965211261838	0.00101181958173941	1.54536920955629e-06	0.000224458400967811	0.020201256087103	0.0201552388966403	4.79243285874347e-05	9.66214712207107e-06	1.12793166315483e-05	9.66214712207107e-06	0.0201117538377411	4.63610762866888e-05	2.57482605630919e-05	0.0200897996568846	3.88607096529543e-05	0.0200840659007884	2.59701477309449e-05	1.8016114854483e-05	1.2874130281546e-05	3.51543850030056e-05	1.28905619220094e-05	2.02363916347883e-05	2.02363916347883e-05	1.2874130281546e-05	2.02363916347883e-05
"Chrysobalanus_icaco"	0.00037847864469146	0.00037655393161137	0.00149541068664758	1.00316652414426	1.01890401586336e-06	0.00317668499699429	0.000375536734302401	2.99260913431216e-06	0.000376084471329935	0.00037655393161137	1.50898467894081e-06	3.01109954063744e-09	0.000373659050630889	0.03362931455678	7.08477925696989e-05	0.033502417838082	3.39634671954453e-08	1.877683671512e-05	3.39634671954453e-08	0.0335323260518149	9.03329862191231e-08	1.88276965805685e-05	2.9968065915638e-05	9.46196396593461e-06	2.99383934265305e-05	5.98521826862432e-08	6.35336999398857e-05	9.41384829028424e-06	7.61496547629344e-05	9.40211178324836e-06	3.01796935788162e-08	3.01796935788162e-08	9.41384829028424e-06	3.01796935788162e-08
"Phoenicophorium_borsigianum"	0.000482137307275941	0.000483750670499601	0.000483107356103553	1.01890401586336e-06	1.00719527613581	1.82795004479097e-06	6.94427711343435e-07	0.000483988843423756	0.000483629516678069	0.000483750670499601	8.13081147932855e-07	3.24282223793772e-07	6.90955572786718e-07	6.21860015508046e-05	0.0336448673102021	7.05224680912647e-08	0.0335731758711938	3.47213855671718e-08	0.0335731758711938	9.73266959016234e-06	9.72846671381316e-06	2.418753352498e-05	1.93419239905462e-05	2.17705147854268e-05	9.67840874502973e-06	9.67977686847511e-06	3.65590008958193e-08	1.209376676249e-05	1.61078025767605e-05	1.20907379169517e-05	1.62616229586571e-08	1.62616229586571e-08	1.209376676249e-05	1.62616229586571e-08
"Syzygium_wrightii"	0.00123331240826427	0.000227471409607918	0.00090080574272415	0.00190601099819657	1.09677002687458e-06	1.00492283502395	0.000226376476716767	2.28552846531978e-06	0.000227188294191562	0.000227471409607918	9.09307912410509e-07	2.13701429948515e-09	0.000225244594333183	0.0202720134899865	7.62620758686791e-05	0.0201619904004189	3.65590008958193e-08	1.13188238358384e-05	3.65590008958193e-08	0.0201800065152734	6.41104289845544e-08	1.13735704803959e-05	1.80618254237894e-05	5.72541792409546e-06	1.80343010127312e-05	4.57105693063957e-08	0.020098456700479	5.68678524019796e-06	0.0201395671140878	5.67970735478906e-06	1.81861582482102e-08	1.81861582482102e-08	5.68678524019796e-06	1.81861582482102e-08
"Dillenia_suffruticosa"	0.000562960057764604	0.000564277235989821	0.000563965831577415	0.000563305101453601	1.04164156701515e-06	0.000565941191791918	1.00558836296736	2.31431405416184e-06	0.000563571557464417	0.000564277235989821	5.69884250969743e-07	1.92922963553952e-09	0.00056042115251997	0.0504379037267973	7.24288102931203e-05	3.00956605509584e-05	3.47213855671718e-08	0.0502794181483679	3.47213855671718e-08	4.13749771825067e-05	5.78768890661857e-08	2.8213861799491e-05	1.13256029126315e-05	1.41355752176937e-05	1.12907143165677e-05	4.62862810832368e-08	1.13188238358384e-05	1.41069308997455e-05	3.00841590946585e-05	1.40892889366104e-05	1.13976850193949e-08	1.13976850193949e-08	1.41069308997455e-05	1.13976850193949e-08
"Nepenthes_pervillei"	0.000289863839601917	0.000290832610727754	0.00129850738654724	1.7955654805873e-06	0.000290393306054254	2.28552846531978e-06	9.25725621664737e-07	1.00498400000415	0.0012992345773433	0.000290832610727754	0.000678733746454945	0.000672684102843213	9.21096993556413e-07	8.28987294200772e-05	0.0201920145476391	1.05562751992639e-07	9.67977686847512e-06	4.62862810832369e-08	9.67977686847512e-06	2.60757104829375e-05	0.0201805230852964	1.45416305363877e-05	0.0201256501478139	0.0201321608645166	3.95448226600438e-05	0.020099680000083	4.57105693063957e-08	7.27081526819384e-06	9.70783855603696e-06	3.24808644335825e-05	1.35746749290989e-05	1.35746749290989e-05	7.27081526819384e-06	1.35746749290989e-05
"Memecylon_eleagni"	0.000642034883270232	0.000643900341471065	0.000644528096100472	0.000282063353497451	0.000362722137508552	0.000283985367739453	0.000281785778732209	0.00162404322167913	1.00440883802558	0.000643900341471065	1.74422088144151e-06	1.08748323917095e-06	0.000280376849838548	0.0252339164854693	0.0252212792947613	1.50818191380374e-05	1.20907379169517e-05	1.40892889366104e-05	1.20907379169517e-05	2.79723810600469e-05	3.26244971751285e-05	3.21950170735532e-05	4.5371426355592e-05	0.0251427018150731	1.29254463396383e-05	3.24808644335825e-05	5.67970735478906e-06	1.60975085367766e-05	2.70808701304635e-05	0.0251102209506395	3.48844176288302e-08	3.48844176288302e-08	1.60975085367766e-05	3.48844176288302e-08
"Canthium_bibracteatum"	0.000642477309204489	0.00190377387588677	0.000643706514077298	0.000282415448708527	0.0003628130028747	0.000284339262009898	0.00028213861799491	0.000363540763409692	0.000643900341471064	1.00441003954005	8.93731527705954e-07	2.43768892934715e-07	0.000280727924904936	0.0252655132414442	0.0252275974665542	1.51006335304822e-05	1.209376676249e-05	1.41069308997455e-05	1.209376676249e-05	2.79747638120282e-05	7.31306678804144e-06	0.0251578453353983	2.01449455497398e-05	2.33683238049704e-05	1.28920049121001e-05	7.27081526819384e-06	5.68678524019796e-06	4.75943468971693e-05	2.71026955470143e-05	1.60975085367766e-05	1.78746305541191e-08	1.78746305541191e-08	0.0251102509885012	1.78746305541191e-08
