"Phoenicophorium_borsigianum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Paragenipa_wrightii"	"Northea_hornei"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp6_M_PL_096"	"Forcipomyia_sp1_M_PL_096"	"Unidentified_sp4_M_PL_096"	"Unidentified_sp5_M_PL_096"	"Rhiparida_seychellensis"	"Scaptodrosophila_sp1_M_PL_096"	"Lygistorrhina_sp1_M_PL_096"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Unidentified_sp7_M_PL_096"	"Phelsuma_sp1_M_PL_096"	"Hemipyrellia_germana"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_096"	"Unidentified_sp2_M_PL_096"	"Unidentified_sp3_M_PL_096"
"Phoenicophorium_borsigianum"	1.00758283857801	0.00033923883710732	0.000656128450234056	0.000654499465143877	0.000528259145113905	0.000338811703756819	1.23392164652518e-06	0.0063576718749258	0.00635767187492581	0.00629739274111255	0.00629739274111255	0.00634446539629796	0.00629739274111255	0.00630832821528312	0.00629739274111255	0.00631375522774114	2.42036488807415e-05	0.00631059921974039	0.00629739274111255	8.54266701000925e-06	0.00629739274111255	0.00629739274111255	1.09354741705676e-05	0.00629739274111255	0.00629739274111255	0.00629739274111255
"Nephrosperma_vanhoutteanum"	0.00135695534842928	1.00259973829899	0.00135069390437208	0.00134544459556159	0.000844885274876611	0.00134333874127075	0.00125995393751153	0.0251955221982786	0.0251955221982786	8.48097092768299e-06	8.48097092768299e-06	0.0251744000664067	8.48097092768299e-06	3.0992536000551e-05	8.480970927683e-06	4.21170858167227e-05	0.00010663139382036	2.96031027995982e-05	8.48097092768299e-06	0.0251279911543503	8.48097092768299e-06	8.48097092768299e-06	2.2511565072868e-05	8.48097092768299e-06	8.48097092768299e-06	8.48097092768299e-06
"Dillenia_ferruginea"	0.00174967586729082	0.000900462602914718	1.00396803137587	0.000899602892242915	0.00112314185097662	0.000897931614919082	0.00056216389679715	0.0168467472345857	0.0168467472345857	1.09354741705676e-05	1.09354741705676e-05	0.0168186686883113	1.09354741705676e-05	0.0167437359971017	1.09354741705676e-05	3.34255464766405e-05	0.0167889872640454	3.90140204449831e-05	1.09354741705676e-05	5.06197599127255e-05	1.09354741705676e-05	1.09354741705676e-05	0.0167328005229311	1.09354741705676e-05	1.09354741705676e-05	1.09354741705676e-05
"Erythroxylum_sechellarum"	0.00261799786057551	0.00134544459556159	0.00134940433836437	1.00259782032091	0.000843440608027449	0.00134375492117615	3.14745639632866e-06	0.025203312027753	0.025203312027753	1.63624866285969e-05	1.63624866285969e-05	0.0251822260125523	1.63624866285969e-05	3.88525589346698e-05	1.63624866285969e-05	0.0250813079946513	4.37334603265756e-05	3.74485018292831e-05	1.63624866285969e-05	3.37934877088561e-05	1.63624866285969e-05	1.63624866285969e-05	2.24900723060729e-05	1.63624866285969e-05	1.63624866285969e-05	1.63624866285969e-05
"Psychotria_pervillei"	0.00211303658045562	0.00084488527487661	0.00168471277646493	0.00084344060802745	1.00293193489905	0.000841725983336023	0.000841273978796941	0.025184849077229	0.0251848490772291	1.32064786278476e-05	1.32064786278476e-05	0.000111550704752732	1.32064786278476e-05	4.12850249022631e-05	1.32064786278476e-05	3.42924938285338e-05	0.0251434406176906	0.0250865048511042	1.32064786278476e-05	6.31858308117623e-05	1.32064786278476e-05	1.32064786278476e-05	2.80785462744155e-05	1.32064786278476e-05	1.32064786278476e-05	1.32064786278476e-05
"Paragenipa_wrightii"	0.0018069957533697	0.00179111832169434	0.00179586322983816	0.00179167322823486	0.0011223013111147	1.00178886895053	4.18930623170012e-06	0.0335518143971662	0.0335518143971662	1.12937234585606e-05	1.12937234585606e-05	0.0335237568643883	1.12937234585606e-05	4.12247772891968e-05	1.12937234585606e-05	5.60855541644321e-05	5.81980519200885e-05	3.9351256236428e-05	1.12937234585606e-05	4.49874233539434e-05	1.12937234585606e-05	1.12937234585606e-05	2.99310538306361e-05	1.12937234585606e-05	1.12937234585606e-05	1.12937234585606e-05
"Northea_hornei"	9.87137317220143e-06	0.00251990787502305	0.00168649169039145	6.29491279265732e-06	0.00168254795759388	6.28395934755018e-06	1.00418961233269	0.000133598124869009	0.000133598124869009	6.1696082326259e-08	6.1696082326259e-08	9.15344259291616e-05	6.16960823262589e-08	2.81698909221838e-05	6.1696082326259e-08	2.19068902142692e-07	0.0502796525104142	4.21253950221733e-05	6.16960823262589e-08	0.05027247831351	6.1696082326259e-08	6.16960823262589e-08	2.81081948398575e-05	6.16960823262589e-08	6.1696082326259e-08	6.1696082326259e-08
"Lasioglossum_mahense"	0.0169537916664688	0.0167970147988524	0.0168467472345857	0.016802208018502	0.0167898993848194	0.0167759071985831	4.45327082896695e-05	1.00220566528017	0.00220566528016564	0.00010596119791543	0.00010596119791543	0.00178591779554516	0.00010596119791543	0.000386740318491859	0.00010596119791543	0.00052601639837798	0.000702753240611396	0.000525708682535914	0.00010596119791543	0.000422152005385793	0.00010596119791543	0.00010596119791543	0.000280779120576428	0.00010596119791543	0.00010596119791543	0.00010596119791543
"Apis_mellifera"	0.0169537916664688	0.0167970147988524	0.0168467472345857	0.016802208018502	0.0167898993848194	0.0167759071985831	4.45327082896695e-05	0.00220566528016564	1.00220566528017	0.00010596119791543	0.00010596119791543	0.00178591779554515	0.00010596119791543	0.000386740318491859	0.00010596119791543	0.00052601639837798	0.000702753240611396	0.000525708682535914	0.00010596119791543	0.000422152005385793	0.00010596119791543	0.00010596119791543	0.000280779120576428	0.00010596119791543	0.00010596119791543	0.00010596119791543
"Unidentified_sp6_M_PL_096"	0.100758283857801	3.3923883710732e-05	6.56128450234057e-05	6.54499465143877e-05	5.28259145113905e-05	3.38811703756819e-05	1.23392164652518e-07	0.00063576718749258	0.00063576718749258	1.00062973927411	0.000629739274111255	0.000634446539629796	0.000629739274111255	0.000630832821528312	0.000629739274111255	0.000631375522774114	2.42036488807415e-06	0.000631059921974039	0.000629739274111255	8.54266701000925e-07	0.000629739274111255	0.000629739274111255	1.09354741705676e-06	0.000629739274111255	0.000629739274111255	0.000629739274111255
