"Salvelinus_namaycush"	"Coregonus_clupeaformis"	"Coregonus_artedii"	"Esox_lucius"	"Carpiodes_cyprinus"	"Catostomus_commersoni"	"Moxostoma_anisurum"	"Chrosomus_neogaeus"	"Couesius_plumbeus"	"Notropis_anogenus"	"Notropis_atherinoides"	"Notropis_hudsonius"	"Pimephales_notatus"	"Pimephales_promelas"	"Semotilus_margarita"	"Ictalurus_nebulosus"	"Noturus_gyrinus"	"Lota_lota"	"Culaea_inconstans"	"Percopsis_omiscomaycus"	"Ambloplites_rupestris"	"Lepomis_gibbosus"	"Micropterus_dolomieui"	"Pomoxis_nigromaculatus"	"Perca_flavescens"	"Stizostedion_canadense"	"Stizostedion_vitreum"	"Etheostoma_exile"	"Etheostoma_nigrum"	"Percina_caprodes"	"Cottus_bairdi"	"Acolpenteron_catostomi"	"Actinocleidus_fusiformis"	"Anonchohaptor_anomalum"	"Cleidodiscus_aculeatus"	"Cleidodiscus_adspectus"	"Cleidodiscus_banghami"	"Cleidodiscus_brachus"	"Cleidodiscus_capax"	"Cleidodiscus_malleus"	"Cleidodiscus_pricei"	"Dactylogyrus_bifurcatus"	"Dactylogyrus_eucaliae"	"Dactylogyrus_mylocheilus"	"Dactylogyrus_sp."	"Discocotyle_sagittata"	"Gyrodactylus_bairdi"	"Gyrodactylus_spathulatus"	"Gyrodactylus_eucaliae"	"Gyrodactylus_macrochiri"	"Gyrodactylus_sp."	"Octomacrum_lanceatum"	"Octomacrum_semotili"	"Octomacrum_sp."	"Pellucidhaptor_nasalis"	"Pseudomurraytrema_copulatum"	"Pseudomurraytrema_sp."	"Tetraonchus_monenteron"	"Allocreadium_lobatum"	"Allocreadium_ictaluri"	"Alloglossidium_corti"	"Alloglossidium_geminus"	"Apophallus_itascensis_(L)"	"Azygia_angusticauda"	"Azygia_longa"	"Bucephalus_pusillus"	"Bunodera_sacculata"	"Bunoderina_eucaliae"	"Caecincola_parvus"	"Centrovarium_lobotes"	"Clinostomum_marginatum_(L)"	"Crassiphiala_bulboglossa"	"Crepidostomum_cooperi"	"Crepidostomum_cornutum"	"Crepidostomum_ictaluri"	"Crepidostomum_isostomum"	"Cryptogonimus_chilli"	"Diplostomum_baeri_(L)"	"Diplostomum_flexicaudum_(L)"	"Diplostomum_scheuringi"	"Diplostomulum_sp._(L)"	"Microphallus_opacus"	"Neascus_sp._(L)"	"Neochasmus_umbellus"	"Phyllodistomum_coregoni"	"Phyllodistomum_lysteri"	"Phyllodistomum_staffordi"	"Phyllodistomum_superbum"	"Phyllodistomum_undulans"	"Phyllodistomum_sp."	"Plagioporus_sinitsini"	"Posthodiplostomum_minimum_(L)"	"Sanguinicola_sp."	"Tetracotyle_intermedia_(L)"	"Tetracotyle_sp._(L)"	"Triganodistomum_attenuatum"	"Uvulifer_ambloplitis_(L)"	"Biacetabulum_infrequens"	"Biacetabulum_sp."	"Bothriocephalus_claviceps"	"Bothriocephalus_cuspidatus"	"Bothriocephalus_formosus"	"Bothriocephalus_sp."	"Corallobothrium_fimbriatum"	"Cyathocephalus_truncatus"	"Diphyllobothrium_sp._(L)"	"Eubothrium_rugosum"	"Eubothrium_salvelini"	"Glaridacris_catostomi"	"Glaridacris_confusus"	"Glaridacris_intermedius"	"Hunterella_nodulosa"	"Ligula_intestinalis_(L)"	"Proteocephalus_ambloplitis"	"Proteocephalus_ambloplitis_(L)"	"Proteocephalus_exiguus"	"Proteocephalus_fluviatilis"	"Proteocephalus_laruei"	"Proteocephalus_parallacticus"	"Proteocephalus_pearsei"	"Proteocephalus_pinguis"	"Proteocephalus_stizostethi"	"Schistocephalus_solidus_(L)"	"Triaenophorus_crassus"	"Triaenophorus_crassus_(L)"	"Triaenophorus_nodulosus"	"Triaenophorus_nodulosus_(L)"	"Triaenophorus_stizostedionis"	"Triaenophorus_stizostedionis_(L)"	"Camallanus_oxycephalus"	"Capillaria_bakeri"	"Capillaria_catenata"	"Contracaecum_brachyurum"	"Contracaecum_brachyurum_(L)"	"Contracaecum_sp._(L)"	"Cystidicola_cristivomeri"	"Cystidicola_stigmatura"	"Dichelyne_cotylophora"	"Eustrongylides_sp._(L)"	"Philometra_cylindracea"	"Philometra_sp."	"Rhabdochona_cascadilla"	"Spinitectus_carolini"	"Spinitectus_gracilis"	"Spiroxys_sp_(L)"	"Leptorhynchoides_thecatus"	"Leptorhynchoides_thecatus_(L)"	"Metechinorhynchus_lateralis"	"Metechinorhynchus_salmonis"	"Neoechinorhynchus_crassus"	"Neoechinorhynchus_cristatus"	"Neoechinorhynchus_cylindratus"	"Neoechinorhynchus_rutili"	"Neoechinorhynchus_strigosus"	"Neoechinorhynchus_tenellum"	"Neoechinorhynchus_tumidum"	"Neoechinorhynchus_sp."	"Octospinifer_macilentus"	"Pomphorhynchus_bulbocolli"	"Actinobdella_triannulata"	"Illinobdella_moorei"	"Illinobdella_sp."	"Piscicola_punctata"	"Achtheres_corpulentus"	"Achtheres_micropteri"	"Ergasilus_caeruleus"	"Ergasilus_centrarchidarum"	"Ergasilus_osburni"	"Ergasilus_versicolor"	"Ergasilus_sp."	"Salmincola_siscowet"	"Argulus_appendiculosus"	"Argulus_canadensis"	"Argulus_catostomi"	"Argulus_versicolor"
"Salvelinus_namaycush"	1.00633005024671	0.000583942355825735	0.000583592457736927	0.000221365704971225	2.68095426140368e-07	1.15590660686712e-06	0.000361445238646778	2.04678897251176e-07	6.03863189477442e-05	6.03025518143358e-05	6.03675261985402e-05	6.10330962365262e-05	6.05520875729611e-05	6.05231322550736e-05	2.05707434423293e-10	0.000221449958262642	2.57791386201099e-07	0.000221266054381038	4.4805576414513e-07	6.06625840596641e-05	6.10233670346618e-05	6.0798684374285e-05	6.09400277760478e-05	6.0804081596335e-05	6.19423044722363e-05	0.000221516738513155	0.000221614995015674	6.0693718547473e-05	6.05921925068604e-05	6.07740175280813e-05	0.000221035926241792	3.85302202289039e-09	3.0470013888024e-07	2.59230711229624e-06	2.16289319264041e-06	2.38239632585525e-07	3.0470013888024e-07	4.09357794502353e-09	5.06700679969459e-07	4.67492442523702e-07	1.23027754590356e-06	7.56901094662015e-07	4.48055764145129e-09	1.50965797369361e-06	3.2151913623918e-06	8.06163321223953e-06	1.84196605201493e-06	2.58560472664273e-06	4.48055764145129e-09	4.34276316959177e-07	3.33509788987644e-06	3.85302202289039e-09	4.11414868846586e-09	1.50965797369361e-06	3.85302202289039e-09	2.58560472664273e-06	2.58175170461984e-06	1.38353565607016e-06	8.68469197095372e-07	1.23027754590356e-06	4.29652310335165e-09	1.23027754590356e-06	1.34994254554974e-06	7.2417336164816e-06	1.38353565607016e-06	1.10758369256577e-06	1.29354913266016e-06	4.48055764145129e-09	3.0470013888024e-07	1.3458233251513e-06	7.9643733438222e-06	2.38239632585525e-07	7.42829477862308e-07	3.43315228851473e-07	1.23027754590356e-06	1.14152115429775e-06	3.39018705748122e-07	4.48055764145129e-09	2.58560472664273e-06	2.7020185721125e-06	0.0144023361389321	3.0470013888024e-07	9.70494730250013e-06	3.0470013888024e-07	4.17101682732668e-06	3.85302202289039e-09	1.23027754590356e-06	2.40113282522594e-06	1.84196605201493e-06	3.89061638491285e-06	3.85302202289039e-09	4.92622507850641e-06	4.20326897435434e-06	8.06163321223953e-06	1.28881897729671e-05	2.58845409027335e-06	1.6882357949504e-06	2.58175170461984e-06	8.64616175072481e-07	7.73295022707299e-07	4.8387608951003e-06	1.64730214219335e-06	5.06700679969459e-07	1.23457406900692e-06	8.29987284482505e-06	8.06163321223953e-06	1.38291283988149e-06	0.0143761435749529	3.85302202289039e-09	6.70238565350921e-09	3.85302202289039e-09	3.85302202289039e-09	1.26936325198929e-06	3.0470013888024e-07	6.75785268346264e-06	8.06163321223953e-06	3.0470013888024e-07	8.06163321223953e-06	0.0143761435749529	1.95229083652579e-06	1.38353565607016e-06	2.16289319264041e-06	1.84196605201493e-06	1.38353565607016e-06	0.0143867869598698	1.38353565607016e-06	3.16686550401485e-06	1.05530950007464e-06	6.74028711774044e-07	5.8570093660116e-06	1.38291283988149e-06	3.39018705748122e-07	6.8107209243369e-06	2.92077041036797e-06	6.14111719915863e-06	0.0143761435749529	8.06163321223953e-06	1.62115247246701e-06	2.40113282522594e-06	2.38239632585525e-07	5.42939771465765e-07	6.39026068219985e-06	3.39018705748122e-07	1.05045274996468e-05	3.8530220228904e-09	1.06935087272643e-05	5.05780987895608e-07	4.17101682732668e-06	0.0143922067934517	3.85302202289039e-09	3.8530220228904e-09	6.43718844628361e-07	1.84644660965638e-06	3.85302202289039e-09	3.54642884871057e-06	8.06163321223953e-06	2.4728607539372e-06	3.8530220228904e-09	3.0955347590885e-06	3.85302202289039e-09	2.16289319264041e-06	1.62177528865568e-06	1.85040528240519e-06	4.17101682732668e-06	3.39018705748122e-07	6.6046495189902e-06	1.699028344703e-06	1.38291283988149e-06	1.23027754590356e-06	4.39922552021723e-06	0.0143761435749529	1.10758369256577e-06	5.6927746528774e-06	1.1155559349871e-06	1.72933821184868e-06
"Coregonus_clupeaformis"	0.000291971177912867	1.00520449884498	0.00305446390882869	0.00011094610994067	1.3454649607679e-07	6.40676376409373e-07	0.000181330385892869	1.07951837599475e-07	3.02496651677586e-05	3.02142794566441e-05	3.02905057219338e-05	3.20037099445393e-05	3.0347362410088e-05	3.03188935608372e-05	1.08494309145201e-10	0.00011125746785764	1.35691016882306e-07	0.000111193710244784	2.56879194875551e-07	3.06706405161098e-05	3.06102672340321e-05	3.05338710596644e-05	3.06242328757808e-05	3.08182156967342e-05	0.000272450910638906	0.000111146692584889	0.000111670183368611	3.04601491620375e-05	3.04134776266868e-05	3.04998969507954e-05	0.000110749687961616	2.13558792136458e-09	1.53121164378904e-07	1.30071629241521e-06	1.08749624087021e-06	1.04788811784194e-06	1.53121164378904e-07	2.1590367519895e-09	2.56818464139452e-07	2.34614591929195e-07	6.18097043653553e-07	3.79342030126101e-07	2.56879194875551e-09	7.56241629193966e-07	1.62273870008706e-06	0.00720039522733252	9.22914066346798e-07	1.29735263001329e-06	2.56879194875551e-09	2.18099078997602e-07	1.67535839351061e-06	2.13558792136458e-09	2.16988618290402e-09	7.56241629193966e-07	2.13558792136458e-09	1.29735263001329e-06	1.29521704209192e-06	6.9341318712919e-07	4.35262638790468e-07	6.18097043653553e-07	2.26151694803843e-09	6.18097043653553e-07	1.60585747045912e-06	3.63748033394117e-06	6.9341318712919e-07	5.55733462924443e-07	1.57965089578771e-06	2.56879194875551e-09	1.53121164378904e-07	1.60362158076639e-06	4.9383462623246e-06	1.04788811784194e-06	3.73355831297871e-07	1.72318557137106e-07	6.18097043653553e-07	5.75399486552636e-07	1.70057040189068e-07	2.56879194875551e-09	1.29735263001329e-06	2.28918303085396e-06	0.00721460798208822	1.53121164378904e-07	4.88153248512215e-06	1.53121164378904e-07	0.00718003213460698	2.13558792136458e-09	6.18097043653553e-07	2.13538435871215e-06	9.22914066346798e-07	2.03630927255246e-05	2.13558792136458e-09	2.4842710228138e-06	2.10768612308712e-06	0.00720039522733252	7.41452236943662e-06	1.29858070449384e-06	8.46534351508094e-07	1.29521704209192e-06	4.33127050869103e-07	3.8815611918667e-07	3.35929151680438e-06	8.29234062902948e-07	2.56818464139452e-07	6.20358560601591e-07	0.00720144311545036	0.00720039522733252	6.94960689029902e-07	4.17101682732668e-06	2.13558792136458e-09	3.36366240191976e-09	2.13558792136458e-09	2.13558792136458e-09	6.48175200918626e-07	1.53121164378904e-07	4.32393884398738e-06	0.00720039522733251	1.53121164378904e-07	0.00720039522733251	4.17101682732668e-06	1.91051669642007e-06	6.9341318712919e-07	1.08749624087021e-06	9.22914066346798e-07	6.9341318712919e-07	0.00720586146120194	6.9341318712919e-07	2.51881693671526e-06	5.31762777945765e-07	3.40784894623441e-07	3.86777104867161e-06	6.94960689029903e-07	1.70057040189068e-07	3.42246512609142e-06	1.46527408228099e-06	4.0215365865577e-06	4.17101682732668e-06	0.00720039522733251	1.74284880687185e-06	2.13538435871215e-06	1.04788811784194e-06	1.20100928222085e-06	3.21688432018699e-06	1.70057040189068e-07	2.46168589769049e-05	2.13558792136458e-09	6.29767268159864e-06	2.53834576350312e-07	0.00718003213460699	0.00720858312538687	2.13558792136458e-09	2.13558792136458e-09	3.23178204567972e-07	9.25482858295554e-07	2.13558792136458e-09	1.7809094279994e-06	0.00720039522733251	1.25184972743593e-06	2.13558792136458e-09	1.55543309188397e-06	2.13558792136458e-09	1.08749624087021e-06	1.74130130497113e-06	9.29575280959098e-07	0.00718003213460699	1.70057040189068e-07	4.24734824936206e-06	8.54940982513738e-07	6.94960689029903e-07	6.18097043653553e-07	2.06297903083958e-05	4.17101682732668e-06	5.55733462924443e-07	2.22094412041835e-05	5.60104940538545e-07	8.72547672569208e-07
"Coregonus_artedii"	0.000272343146943899	0.00285083298157345	1.0041123564707	0.000103853988107077	2.02017711200346e-07	1.1462642211626e-06	0.000264995213135314	2.55056473725713e-07	2.82900695925115e-05	2.83676060868424e-05	2.85729115413067e-05	0.000531631195213416	2.88099278596149e-05	2.85803710151035e-05	2.56338164548456e-10	0.000199893057018864	2.15099019893587e-07	0.000199738438000081	4.09558711722425e-07	0.000124459771239421	2.89565716202e-05	2.89488771209631e-05	2.89404467873628e-05	0.000124725008376085	0.000517843355066969	0.000104387091279599	0.000272121262188003	2.87877663026815e-05	2.87301920034989e-05	2.89136584116684e-05	0.000103702471349625	3.82088073720865e-09	1.44702233936814e-07	1.90169427448375e-06	1.81775099062658e-06	1.99170521179603e-06	1.44702233936814e-07	5.10112947451427e-09	1.03937506980071e-06	2.22412757012834e-07	1.11051698343813e-06	3.60124098245187e-07	4.09558711722425e-09	7.07251739812788e-07	5.70273823586016e-06	0.00671444546919686	8.64187261246876e-07	1.89664383170374e-06	4.09558711722425e-09	2.06777693721164e-07	2.6418932673982e-06	3.82088073720865e-09	5.12676329096911e-09	7.07251739812788e-07	3.82088073720865e-09	1.89664383170374e-06	1.89282295096653e-06	6.49087425669229e-07	4.12111895238688e-07	1.11051698343813e-06	3.58498366489312e-09	1.11051698343813e-06	2.51890518435337e-06	5.34333492338621e-06	6.49087425669229e-07	5.21935456397997e-07	3.28752074602462e-06	4.09558711722425e-09	1.44702233936814e-07	2.51364066819403e-06	1.11590963599144e-05	1.99170521179603e-06	3.55300808395187e-07	1.64454825999338e-07	1.11051698343813e-06	1.60529910411751e-06	1.60869842334445e-07	4.09558711722425e-09	1.89664383170374e-06	4.75608626655933e-06	0.00673674665977376	1.44702233936814e-07	1.02493944139134e-05	1.44702233936814e-07	2.03630927255246e-05	3.82088073720865e-09	1.11051698343813e-06	3.80945620242262e-06	8.64187261246875e-07	0.00669408237647134	3.82088073720865e-09	7.32142914853692e-06	2.6612380637132e-06	0.00671444546919686	1.59468259254184e-05	1.89787339374654e-06	7.93789659606043e-07	1.89282295096653e-06	4.08291014501479e-07	3.67647536055609e-07	5.49143141668688e-06	1.84519715663986e-06	1.03937506980071e-06	1.11410196710302e-06	0.00671643717440866	0.00671444546919686	1.2483652375005e-06	3.89061638491285e-06	3.82088073720865e-09	5.05044278000865e-09	3.82088073720865e-09	3.82088073720865e-09	4.79420493909419e-06	1.44702233936815e-07	7.19527864008117e-06	0.00671444546919686	1.44702233936814e-07	0.00671444546919686	3.89061638491285e-06	3.60253851242288e-06	6.49087425669229e-07	1.81775099062658e-06	8.64187261246876e-07	6.49087425669229e-07	0.00672022890853274	6.49087425669229e-07	3.97260448015291e-06	1.29581553422859e-06	1.38288634710468e-06	5.24112267826783e-06	1.2483652375005e-06	1.60869842334445e-07	5.66954823172713e-06	2.05369279330098e-06	9.50158295455819e-06	3.89061638491285e-06	0.00671444546919686	3.24007044929654e-06	3.80945620242262e-06	1.99170521179603e-06	2.13640744573285e-06	7.79823439548781e-06	1.60869842334445e-07	0.00670274804827194	3.82088073720865e-09	9.53279089946756e-06	2.39898052522346e-07	2.03630927255246e-05	0.00672402599348025	3.82088073720865e-09	3.82088073720865e-09	3.05572076271259e-07	8.68282848364101e-07	3.82088073720865e-09	2.46683841629581e-06	0.00671444546919686	5.36184228918311e-06	3.82088073720866e-09	2.59375128513358e-06	3.82088073720865e-09	1.81775099062658e-06	2.64079263746526e-06	1.47077799451334e-06	2.03630927255246e-05	1.60869842334445e-07	7.27345993721116e-06	1.60138761049985e-06	1.24836523750051e-06	1.11051698343813e-06	0.00669851263643145	3.89061638491285e-06	5.21935456397997e-07	0.00670180015717747	5.31020853294543e-07	2.67870188133327e-06
"Esox_lucius"	9.68474959249109e-05	9.70778461980867e-05	9.73631138503844e-05	1.00445846299075	1.33956255240806e-07	7.70708161509753e-05	4.28992078775086e-05	0.00011231366880594	2.65861771805909e-05	6.87401072972793e-05	0.000131801662333852	0.000196674556718677	0.000196186742076926	0.000105607982338171	1.12878059101448e-07	0.000300540010950966	4.25190634103045e-05	0.000347928088201053	7.60525655883818e-05	0.000165344207789269	0.000230642201069373	0.000308752967596853	0.000545956003224592	0.000181449701240505	0.000476699687559565	0.000503967932629697	0.00057403170212592	0.000130748421490537	0.000229473410800133	0.000148394658582576	0.000130630276932512	2.56902720503251e-07	2.72978001612296e-06	5.66674540295047e-07	5.2533239589862e-06	1.83346033676756e-06	2.72978001612296e-06	2.24627337611881e-06	1.51208084367088e-06	1.14149737371213e-06	1.66966672750537e-06	2.45233427596157e-06	7.60525655883818e-07	6.64654429514774e-07	4.23622574240044e-06	1.34250061279842e-06	1.08858564110426e-06	5.63325633914027e-07	7.60525655883818e-07	2.20537833997752e-06	8.58626091569486e-06	2.56902720503251e-07	2.25756118202895e-06	6.64654429514774e-07	2.56902720503251e-07	5.63325633914027e-07	3.06422913410775e-07	0.00627786539369219	1.76558818247712e-06	1.66966672750537e-06	7.08651056838408e-07	1.66966672750537e-06	5.2177646238567e-06	0.00629404390347148	0.00627786539369219	2.51983966314849e-06	4.56694463260527e-06	7.60525655883818e-07	2.72978001612296e-06	4.35329999991605e-06	0.00629922437165633	1.83346033676756e-06	5.19206107660373e-06	1.98999661833493e-06	1.66966672750537e-06	2.97865523803734e-06	1.28134556149652e-06	7.60525655883818e-07	5.63325633914026e-07	9.4259011899658e-06	0.00631697802566247	2.72978001612296e-06	1.722558774227e-05	2.72978001612296e-06	6.93413187129189e-07	2.56902720503251e-07	1.66966672750537e-06	7.08678429575376e-06	1.08858564110426e-06	6.4908742566923e-07	2.56902720503251e-07	0.00629057059800294	4.26744265134621e-06	1.34250061279842e-06	0.00631019001848828	3.09771819791796e-07	0.00628059517370832	3.06422913410775e-07	1.50868546197387e-06	3.48672390147404e-06	1.13924842699362e-05	4.06822541712514e-06	1.51208084367088e-06	2.37831778434378e-06	3.17596094956597e-06	1.34250061279842e-06	2.17455055125658e-06	1.38353565607016e-06	2.56902720503251e-07	3.34890638102015e-09	2.56902720503251e-07	2.56902720503251e-07	4.34819163578713e-06	2.72978001612296e-06	1.56043670653921e-05	1.34250061279842e-06	2.72978001612296e-06	1.34250061279842e-06	1.38353565607016e-06	5.98157442711548e-06	0.00627786539369218	5.2533239589862e-06	1.08858564110426e-06	0.00627786539369219	3.03245918227935e-06	0.00627786539369219	8.9901316116534e-06	2.73348429583772e-06	1.83715786432521e-06	1.35947121375868e-05	2.17455055125658e-06	1.28134556149652e-06	0.00628976645931344	1.58776847490729e-06	1.59485300821045e-05	1.38353565607016e-06	1.34250061279842e-06	4.00801088802414e-06	7.08678429575376e-06	1.83346033676756e-06	4.56324035289052e-06	1.09425428262144e-05	1.28134556149652e-06	9.98242666260559e-06	2.56902720503251e-07	0.00629811519204328	1.08957017908781e-06	6.9341318712919e-07	0.0062907775568399	2.56902720503251e-07	2.56902720503251e-07	4.01112557761948e-06	1.84911129698808e-06	2.56902720503251e-07	0.00628311871765117	1.34250061279842e-06	6.72732216196092e-06	2.56902720503251e-07	5.95461733619675e-06	2.56902720503251e-07	5.25332395898621e-06	0.00627969885402896	3.31604792496871e-06	6.9341318712919e-07	1.28134556149652e-06	1.43148137246703e-05	6.7446098734572e-06	2.17455055125658e-06	1.66966672750537e-06	2.28804206499154e-06	1.38353565607016e-06	2.51983966314849e-06	6.85498669759681e-06	3.64120700759239e-06	4.57064216016293e-06
"Carpiodes_cyprinus"	4.69166995745644e-07	4.70912736268767e-07	7.57566417001297e-07	5.35825020963224e-07	1.00502685158331	0.0012677413648426	0.00210366198887808	2.64538067820598e-07	2.09463639368809e-07	5.94765268163646e-07	1.27469984410716e-07	6.00896008086095e-07	7.91439915848658e-07	9.6534165097997e-07	2.65867404844822e-10	0.000421865636856193	0.000420954437938308	0.000421345476659903	5.94942188494057e-07	8.04335619930025e-07	1.9345969243462e-06	1.07752496266165e-06	1.00038354420299e-06	1.15984723955634e-06	1.49907480484395e-06	9.57386530266064e-07	6.55759734101785e-07	9.31651704485484e-07	7.88444340918454e-07	0.000420980354076091	4.17659278280455e-07	4.22580454947534e-06	5.00191772101494e-09	0.0251449232511958	7.90959805181502e-09	5.76567232632286e-09	5.00191772101494e-09	5.29076135641197e-09	9.6653936629695e-09	3.23831041596993e-06	2.3436979825344e-06	9.89299894810822e-09	5.94942188494057e-09	5.23659098422022e-09	2.22785557337208e-08	8.41410518192841e-09	3.48049398567046e-09	1.92519616128902e-05	5.94942188494058e-09	7.69660687615467e-09	7.06313563508278e-06	4.22580454947534e-06	5.31734809689645e-09	5.23659098422022e-09	4.22580454947534e-06	1.92519616128902e-05	1.50261570634149e-05	3.34890638102015e-09	4.23959514448933e-06	2.3436979825344e-06	7.0159072989718e-06	2.3436979825344e-06	2.14138799395531e-08	5.02267327634152e-06	3.34890638102015e-09	4.78693265133032e-09	8.88833772680756e-09	5.94942188494057e-09	5.00191772101494e-09	1.05526049776532e-08	2.40695335367289e-06	5.76567232632286e-09	4.2385030740725e-06	7.02665505966262e-06	2.3436979825344e-06	3.2472474784136e-06	1.07477606908122e-08	5.94942188494057e-09	1.92519616128902e-05	3.26456075423586e-06	8.35710809494871e-06	5.00191772101494e-09	2.25673548675915e-05	5.00191772101494e-09	3.36366240191976e-09	4.22580454947534e-06	2.3436979825344e-06	1.36752703781379e-08	3.48049398567046e-09	5.05044278000865e-09	4.22580454947534e-06	3.29300314494265e-06	1.5049840657377e-05	8.41410518192841e-09	9.30725402981032e-06	0.0251406974466463	8.35082410203508e-09	1.50261570634148e-05	1.37905950139996e-08	1.84443675669669e-08	2.35992265260075e-06	3.25501124261765e-06	9.6653936629695e-09	9.3596052815062e-06	1.41797775082513e-08	8.41410518192841e-09	2.6334092291244e-06	6.70238565350921e-09	4.22580454947533e-06	0.0251256712895829	4.22580454947533e-06	4.22580454947533e-06	4.24070501515749e-06	5.00191772101494e-09	2.39491293001309e-06	8.41410518192841e-09	5.00191772101494e-09	8.41410518192841e-09	6.70238565350921e-09	1.79804656775067e-08	3.34890638102015e-09	7.90959805181502e-09	3.48049398567046e-09	3.34890638102015e-09	1.50412735542503e-05	3.34890638102015e-09	6.87746299045354e-06	3.12266540048469e-09	8.93706244366694e-09	1.0130272397343e-05	2.6334092291244e-06	1.07477606908122e-08	2.65615419568912e-06	1.50369048241057e-05	9.8504133132361e-06	6.70238565350921e-09	8.41410518192841e-09	2.63917490145072e-06	1.36752703781379e-08	5.76567232632286e-09	1.07675900473378e-08	2.68018846351143e-06	1.07477606908122e-08	2.00326828462866e-05	4.22580454947534e-06	3.45512419678064e-05	7.7637642040457e-09	3.36366240191976e-09	5.00696270091274e-06	4.22580454947534e-06	4.22580454947534e-06	1.57496784118272e-08	9.42991587061103e-09	4.22580454947534e-06	1.12585044328352e-08	8.41410518192841e-09	1.74498653703733e-08	4.22580454947534e-06	0.0251451284190589	4.22580454947534e-06	7.90959805181502e-09	9.11457870734301e-09	5.87171964509433e-06	3.36366240191976e-09	1.07477606908122e-08	2.25293623713131e-05	1.88723438123119e-08	2.6334092291244e-06	2.3436979825344e-06	1.00579095140594e-08	6.70238565350921e-09	4.78693265133032e-09	1.8946247240867e-08	4.24145275708856e-06	1.20597278441516e-08
"Catostomus_commersoni"	2.69711541602327e-07	2.98982308991041e-07	5.73132110581298e-07	4.11044352805201e-05	0.000169032181979013	1.00611247781166	0.000704051427379798	4.39814486447133e-05	2.61802020105754e-05	4.87747716087707e-05	3.64441815921844e-07	0.000190163252091781	0.000130581683821192	0.000194782996178509	4.42024609494605e-08	0.000131120896997399	7.89698964102334e-05	0.000202016730488655	0.00010415654973787	1.83948024583296e-05	7.90803103247174e-05	0.000279912766249715	0.00026213510153109	0.000104381135829754	0.000217526297318257	0.000186720581733265	5.64100010473672e-05	0.000227564977238545	0.000186522091667177	0.000213794524060107	8.96227570234182e-05	0.0033537082593722	1.31067550765545e-06	0.00336296300268868	1.20222196127284e-06	8.36639605070218e-07	1.31067550765545e-06	8.79628972894266e-07	8.69842798581288e-07	1.64457326200083e-06	7.28449427763326e-07	1.63227104776489e-06	1.0415654973787e-06	6.54505050264385e-07	5.11416430708155e-06	5.95646865857323e-09	7.46856308528485e-07	0.0033587371981392	1.0415654973787e-06	1.99937690178368e-06	6.69697785067994e-06	0.00335370825937221	8.84049218989212e-07	6.54505050264385e-07	0.00335370825937221	0.0033587371981392	5.02893876699856e-06	2.56902720503251e-07	0.00335649087360333	7.28449427763326e-07	1.31616494017056e-06	7.28449427763326e-07	4.5982353320632e-06	1.00275589602188e-05	2.56902720503251e-07	9.33602908666327e-07	1.10525865767673e-06	1.0415654973787e-06	1.31067550765545e-06	1.77024251373654e-06	1.18557869132765e-05	8.36639605070218e-07	0.00335701831178164	1.7554999975301e-06	7.28449427763326e-07	1.84895995598227e-06	4.39335057359541e-07	1.0415654973787e-06	0.0033587371981392	5.61905162004252e-06	2.29101383928051e-05	1.31067550765545e-06	0.00337399947177183	1.31067550765545e-06	2.13558792136458e-09	0.00335370825937221	7.28449427763326e-07	2.03886156634306e-06	7.46856308528485e-07	3.82088073720865e-09	0.00335370825937221	1.16499037020813e-05	9.443824045885e-06	5.95646865857323e-09	0.00337246530593272	9.2547433164739e-06	1.5675782281587e-06	5.02893876699856e-06	2.78261423112156e-06	2.43871195914322e-06	2.77459983042482e-06	3.74533476630348e-06	8.69842798581288e-07	2.04461436793388e-06	8.42596073728791e-07	5.95646865857323e-09	1.2626045655541e-06	3.85302202289039e-09	0.0033537082593722	4.22580454947533e-06	0.0033537082593722	0.0033537082593722	0.0033569252241874	1.31067550765545e-06	7.86428755773808e-06	5.95646865857323e-09	1.31067550765545e-06	5.95646865857323e-09	3.85302202289039e-09	1.71377123996994e-06	2.56902720503251e-07	1.20222196127284e-06	7.46856308528485e-07	2.56902720503251e-07	5.03874825768002e-06	2.56902720503251e-07	0.00335874048335328	2.6861905260651e-07	2.04386693981439e-07	0.00336338115183738	1.2626045655541e-06	4.39335057359541e-07	2.93340477763006e-06	5.4682738243581e-06	0.00336632111987943	3.85302202289039e-09	5.95646865857323e-09	2.09924417062431e-06	2.03886156634306e-06	8.36639605070218e-07	2.14731511272567e-06	8.77058085804202e-06	4.39335057359541e-07	8.93468273868614e-06	0.00335370825937221	0.00337328404477187	1.89637481032121e-06	2.13558792136458e-09	4.20684447430346e-06	0.00335370825937221	0.00335370825937221	1.75001056501499e-06	1.78842180590718e-06	0.00335370825937221	1.45912468177609e-06	5.95646865857323e-09	3.22425365151483e-06	0.00335370825937221	0.00336288585611717	0.00335370825937221	1.20222196127284e-06	1.09354232557347e-06	2.90717782755492e-06	2.13558792136458e-09	4.39335057359541e-07	0.00336504048633115	2.0186296176215e-06	1.2626045655541e-06	7.28449427763326e-07	1.58851464816872e-06	3.85302202289039e-09	9.33602908666327e-07	2.69377330584544e-06	0.00335746985509919	4.7300574658795e-07
