"Nephrosperma_vanhoutteanum"	"Medusagyne_oppositifolia"	"Mimusops_sechellarum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lygistorrhina_sp1_M_PL_085"	"Unidentified_sp2_M_PL_085"	"Unidentified_sp1_M_PL_085"	"Lasioglossum_mahense"	"Parasarcophaga_hirticeps"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Geron_seychellarum"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_085"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Simosyrphus_aegyptius"	"Unidentified_sp3_M_PL_085"	"Unidentified_sp4_M_PL_085"	"Unidentified_sp5_M_PL_085"
"Parasarcophaga_hirticeps"	0.0505659356621024	0.0502104878797287	0.000139590826398001	5.30434452906476e-05	4.10431965813164e-05	0.00204189902992049	0.000361185254729303	0.000361185254729303	0.00203719469782689	0.000366163940767135	1.00203486818405	0.000361185254729303	0.000361185254729303	0.000361185254729302	2.32651377330001e-06	0.000363511768502603	0.000361185254729303	0.000361185254729303	2.05215982906582e-06	0.000361185254729303	0.000361185254729303	2.32651377330001e-06
"Eristalinus_vicarians"	0.100782868227405	7.47863778855709e-05	9.91904696551976e-05	3.86491717234179e-05	1.46067634313688e-05	0.000726686480710598	0.000719877630195753	0.000719877630195753	0.000724023683952859	0.000723463263276177	0.000722370509458606	1.0007198776302	0.000719877630195753	0.000719877630195753	1.65317449425329e-06	0.000721530804690007	0.000719877630195753	0.000719877630195753	7.3033817156844e-07	0.000719877630195753	0.000719877630195753	1.65317449425329e-06
"Rhiparida_seychellensis"	0.100782868227405	7.47863778855708e-05	9.91904696551975e-05	3.86491717234179e-05	1.46067634313688e-05	0.000726686480710598	0.000719877630195753	0.000719877630195753	0.000724023683952859	0.000723463263276178	0.000722370509458605	0.000719877630195753	1.0007198776302	0.000719877630195753	1.65317449425329e-06	0.000721530804690007	0.000719877630195753	0.000719877630195753	7.30338171568441e-07	0.000719877630195753	0.000719877630195753	1.65317449425329e-06
"Geron_seychellarum"	0.100782868227405	7.47863778855709e-05	9.91904696551975e-05	3.86491717234179e-05	1.46067634313688e-05	0.000726686480710598	0.000719877630195753	0.000719877630195753	0.000724023683952859	0.000723463263276178	0.000722370509458605	0.000719877630195753	0.000719877630195753	1.0007198776302	1.65317449425329e-06	0.000721530804690007	0.000719877630195753	0.000719877630195753	7.30338171568441e-07	0.000719877630195753	0.000719877630195753	1.65317449425329e-06
"Nectarinia_dussumieri"	0.000231444429195461	8.9995591570402e-05	0.100564940388736	8.98126328126817e-05	3.39079677867102e-05	0.00168692139738883	1.65317449425329e-06	1.65317449425329e-06	0.00168073536735886	0.00168222614594715	4.65302754660003e-06	1.65317449425329e-06	1.65317449425329e-06	1.65317449425329e-06	1.00167608233981	0.00167773551430652	1.65317449425329e-06	1.65317449425329e-06	1.69539838933551e-06	1.65317449425329e-06	1.65317449425329e-06	0.00167608233981226
"Phelsuma_sp1_M_PL_085"	0.0505071563283005	8.23909847279865e-05	0.0503320654291955	6.42309022680498e-05	2.42573656090395e-05	0.00120680393904971	0.000360765402345003	0.000360765402345003	0.00120237952565586	0.00120284470461166	0.000363511768502603	0.000360765402345003	0.000360765402345003	0.000360765402345003	0.000838867757153258	1.0011996331595	0.000360765402345003	0.000360765402345003	1.21286828045198e-06	0.000360765402345003	0.000360765402345003	0.000838867757153258
"Chalcidoma_disjunctum"	0.100782868227405	7.47863778855709e-05	9.91904696551975e-05	3.86491717234179e-05	1.46067634313688e-05	0.000726686480710598	0.000719877630195753	0.000719877630195753	0.000724023683952859	0.000723463263276178	0.000722370509458605	0.000719877630195753	0.000719877630195753	0.000719877630195753	1.65317449425329e-06	0.000721530804690007	1.0007198776302	0.000719877630195753	7.30338171568441e-07	0.000719877630195753	0.000719877630195753	1.65317449425329e-06
"Hemipyrellia_germana"	0.100782868227405	7.47863778855709e-05	9.91904696551975e-05	3.86491717234179e-05	1.46067634313688e-05	0.000726686480710598	0.000719877630195753	0.000719877630195753	0.000724023683952859	0.000723463263276178	0.000722370509458605	0.000719877630195753	0.000719877630195753	0.000719877630195753	1.65317449425329e-06	0.000721530804690006	0.000719877630195753	1.0007198776302	7.30338171568441e-07	0.000719877630195753	0.000719877630195753	1.65317449425329e-06
"Simosyrphus_aegyptius"	0.000102247344019582	0.000101219444596896	0.000101723903360131	0.000101070212919303	0.100603840105205	0.00504104523395369	7.3033817156844e-07	7.30338171568441e-07	5.79971804746715e-06	7.47924720686909e-06	4.10431965813164e-06	7.3033817156844e-07	7.3033817156844e-07	7.3033817156844e-07	1.69539838933551e-06	2.42573656090395e-06	7.3033817156844e-07	7.3033817156844e-07	1.00503019200526	7.30338171568441e-07	7.30338171568441e-07	1.69539838933551e-06
"Unidentified_sp3_M_PL_085"	0.100782868227405	7.47863778855709e-05	9.91904696551975e-05	3.86491717234179e-05	1.46067634313688e-05	0.000726686480710598	0.000719877630195753	0.000719877630195753	0.000724023683952859	0.000723463263276178	0.000722370509458605	0.000719877630195753	0.000719877630195753	0.000719877630195753	1.65317449425329e-06	0.000721530804690007	0.000719877630195753	0.000719877630195753	7.3033817156844e-07	1.0007198776302	0.000719877630195753	1.65317449425329e-06
"Unidentified_sp4_M_PL_085"	0.100782868227405	7.47863778855709e-05	9.91904696551975e-05	3.86491717234179e-05	1.46067634313688e-05	0.000726686480710598	0.000719877630195753	0.000719877630195753	0.000724023683952859	0.000723463263276178	0.000722370509458605	0.000719877630195753	0.000719877630195753	0.000719877630195753	1.65317449425329e-06	0.000721530804690007	0.000719877630195753	0.000719877630195753	7.3033817156844e-07	0.000719877630195753	1.0007198776302	1.65317449425329e-06
"Unidentified_sp5_M_PL_085"	0.000231444429195461	8.9995591570402e-05	0.100564940388736	8.98126328126817e-05	3.39079677867102e-05	0.00168692139738883	1.65317449425329e-06	1.65317449425329e-06	0.00168073536735886	0.00168222614594715	4.65302754660003e-06	1.65317449425329e-06	1.65317449425329e-06	1.65317449425329e-06	0.00167608233981226	0.00167773551430652	1.65317449425329e-06	1.65317449425329e-06	1.69539838933551e-06	1.65317449425329e-06	1.65317449425329e-06	1.00167608233981
