"Marmota_caudata"	"Apodemus_uralensis"	"Spermophilus_fulvus"	"Ellobius_tancrei"	"Cricetulus_migratorius"	"Alticola_argentatus"	"Dryomys_nitedula"	"Microtus_juldaschi"	"Citellophilus_lebedewi"	"Oropsylla_silantiewi"	"Pectinoctenus_nemorosa"	"Citellophilus_transcaucasicus"	"Amphipsylla_dumalis"	"Leptopsylla_taschenbergi"	"Amphipsylla_kuznetzovi"	"Ctenophthalmus_dux"	"Callopsylla_caspia"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Leptopsylla_nana"	"Frontopsylla_elata"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Frontopsylla_protera"	"Amphipsylla_phaiomydis"	"Ophthalmopsylla_praefecta"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_dilatatus"	"Neopsylla_pleskei"	"Ctenophthalmus_golovi"	"Amphipsylla_primaris"	"Rhadinopsylla_li"
"Marmota_caudata"	1.01010101010101	0	0	0	0	0	0	0	0.0336700336700337	0.0336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336700336700337
"Apodemus_uralensis"	0	1.00672282317147	0	0.000316978218882703	0.00137371663469907	0.000738083815038816	0.000632363582394136	0.000317044678530422	0	0	0.00629201764482166	0	0.00630786655576579	0.00629201764482166	0.00633379189659002	1.58489109441351e-05	0.00631662043865628	0.00632363582394136	0.00632363582394136	0.00633379189659003	3.30236918602595e-05	0.00630786987874818	0.00629201764482165	0.00629201764482166	0.00629201764482165	0.0063091891027554	1.71714579337384e-05	0.0063091891027554	0.0063091891027554	0.00629201764482165	1.71714579337384e-05	0
"Spermophilus_fulvus"	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ellobius_tancrei"	0	0.00253582575106163	0	1.00755747349677	3.46024341234023e-06	1.85915318649576e-06	1.59285537126986e-06	7.98601205366302e-07	0	0	1.58489109441352e-05	0	0.0503937225857828	1.58489109441352e-05	1.59541357596726e-05	0.0503778736748386	1.59108827170183e-05	1.59285537126986e-05	1.59285537126987e-05	1.59541357596726e-05	8.3183102922568e-08	1.58888410044035e-05	1.58489109441352e-05	1.58489109441352e-05	1.58489109441351e-05	1.58921639867894e-05	4.32530426542529e-08	1.58921639867894e-05	1.58921639867894e-05	1.58489109441351e-05	4.32530426542529e-08	0
"Cricetulus_migratorius"	0	0.00274743326939814	0	8.65060853085058e-07	1.00587477957038	0.000843512646693613	1.72577466670738e-06	0.000632693779023288	0	0	1.71714579337384e-05	0	1.72147109763926e-05	1.71714579337384e-05	0.0126187232907865	4.32530426542529e-08	4.52885461568588e-05	1.72577466670738e-05	1.72577466670738e-05	0.0126187232907866	0.0126050694335809	4.88061468849028e-05	1.71714579337384e-05	1.71714579337384e-05	1.71714579337384e-05	0.0125906062025634	0.0125734347446297	0.0125906062025634	0.0125906062025634	1.71714579337384e-05	0.0125734347446297	0
"Alticola_argentatus"	0	0.00393644701354035	0	1.23943545766384e-06	0.00224936705784964	1.00390883471126	2.47264259644494e-06	2.64924030440943e-06	0	0	2.46027938346272e-05	0	2.46647656075104e-05	2.46027938346272e-05	0.0335163477057665	6.19717728831919e-08	0.0334882306175433	2.47264259644494e-05	2.47264259644494e-05	0.0335163477057665	2.82495502383409e-05	2.47352558498477e-05	2.46027938346272e-05	2.46027938346272e-05	2.46027938346272e-05	5.27198820577476e-05	2.81170882231204e-05	5.27198820577476e-05	5.27198820577476e-05	2.46027938346272e-05	2.81170882231204e-05	0
"Dryomys_nitedula"	0	0.00505890865915309	0	1.59285537126986e-06	6.9030986668295e-06	3.70896389466741e-06	1.00502830333458	1.59318933934885e-06	0	0	3.16181791197068e-05	0	3.16978218882703e-05	3.16181791197068e-05	3.18280999828644e-05	7.96427685634933e-08	3.17418112495291e-05	0.0502830333458489	0.050283033345849	3.18280999828645e-05	1.65948200302812e-07	3.16978385866743e-05	3.16181791197068e-05	3.16181791197068e-05	3.16181791197068e-05	3.17044678530422e-05	8.62887333353688e-08	3.17044678530422e-05	3.17044678530422e-05	3.16181791197068e-05	8.62887333353688e-08	0
"Microtus_juldaschi"	0	0.00253635742824337	0	7.98601205366302e-07	0.00253077511609315	3.97386045661414e-06	1.59318933934885e-06	1.00502751190567	0	0	1.58522339265211e-05	0	1.58921639867894e-05	1.58522339265211e-05	4.7619384892906e-05	3.99300602683151e-08	1.59846959417416e-05	1.59318933934885e-05	1.59318933934885e-05	4.7619384892906e-05	0.0502830102842348	0.0502672278292101	1.58522339265211e-05	1.58522339265211e-05	1.58522339265211e-05	4.74869228776855e-05	3.16346889511644e-05	4.74869228776855e-05	4.74869228776855e-05	1.58522339265211e-05	3.16346889511644e-05	0
"Citellophilus_lebedewi"	0.101010101010101	0	0	0	0	0	0	0	1.003367003367	0.00336700336700337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00336700336700337
"Oropsylla_silantiewi"	0.101010101010101	0	0	0	0	0	0	0	0.00336700336700337	1.003367003367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00336700336700337
