"Clethrionomys_rutilus"	"Microtus_oeconomus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Sorex_caecutiens"	"Sorex_arcticus"	"Sciurus_vulgaris"	"Sorex_daphaenodon"	"Alticola_macrotis"	"Lemmus_sibiricus"	"Spermophilus_parryii"	"Sorex_cinereus"	"Sorex_minutissimus"	"Sorex_roboratus"	"Megabothris_advenarius"	"Catallagia_dacenkoi"	"Corrodopsylla_birulai"	"Megabothris_calcarifer"	"Amalaraeus_penicilliger"	"Ceratophyllus_indages"	"Catallagia_ioffi"	"Tarsopsylla_octodecimdentata"	"Oropsylla_alaskensis"	"Megabothris_beljaevi"	"Amphipsylla_marikovskii"	"Rhadinopsylla_pseudodahurica"	"Peromyscopsylla_ostsibirica"	"Ctenophyllus_armatus"	"Neopsylla_acanthina"
"Clethrionomys_rutilus"	1.0032609190435	0.00141897477293527	0.00208904247975885	0.000684749598040904	0.000426328515007303	0.000168615644694452	6.899240282528e-07	0.000483730308247391	0.000713610939910561	0.000459921837535708	0	0.000168615644694452	0.000112905696330081	0.000112905696330081	0.0101365021787939	0.0101615126697073	0.0101169386816671	0.0101104483611429	0.010093265508415	1.37294881622307e-05	0.0101069605003758	3.449620141264e-08	0	1.42722187982112e-05	0.0100789932896167	0.010058722221432	0.0100724172133928	1.36949919608181e-05	0.010032609190435
"Microtus_oeconomus"	0.00202710681847896	1.00202120003366	0.00178464353699297	0.000497127954155649	0.000607402253191938	0.000240436174667514	5.00884588569924e-07	0.00068930589750255	0.00101618441028972	0.00065500563990216	0	0.000240436174667514	0.000160830161457301	0.000160830161457301	0.0144295141946986	0.0144747145311571	0.0144261704800508	0.0144019780688868	0.0143774913725124	9.96760331254148e-06	0.0143874339315955	2.50442294284962e-08	0	2.03236882057945e-05	0.0143571676843066	4.25791123972017e-05	5.25216714803148e-05	9.94255908311299e-06	2.02710681847896e-05
"Clethrionomys_rufocanus"	0.00261130309969856	0.00156156309486885	1.00260748247313	0.000854732356118705	0.00032264134695858	1.20932346486419e-06	8.61191290799703e-07	0.000394252692725837	0.000890502029597558	0.000573697615821886	0	1.20932346486419e-06	0.000140777776932803	0.000140777776932803	0.0126457972592639	0.0126699999239523	7.25594078918511e-05	0.0126132796164085	0.0125988246467155	1.71377066869141e-05	0.0126159192938379	4.30595645399852e-08	0	1.78100405919512e-05	0.0125810146061236	0.0125587065619112	0.0125758012090335	1.70946471223741e-05	2.61130309969856e-05
"Tamias_sibiricus"	0.00136949919608181	0.000695979135817909	0.00136757176978993	1.00437713671633	0.00028940311890242	5.57927095798002e-07	0.00101196688837917	2.39155964126374e-06	0.000694442879761946	0.000289854666587434	0	5.57927095798002e-07	8.24157764653838e-07	8.24157764653838e-07	0.0201614723829378	7.41741988188455e-05	3.34756257478801e-05	5.04737390405951e-05	5.46210557615441e-05	0.0201381410787455	0.0201421637900881	5.05983444189586e-05	0	1.38888575952389e-05	4.07321981663052e-05	3.07896390831922e-05	0.0201183323734097	0.0200875427343266	1.36949919608181e-05
"Sorex_caecutiens"	0.00142109505002434	0.00141727192411452	0.000860376925222881	0.000482338531504033	1.00141067066707	0.000559297029751438	4.8598340705696e-07	0.000934469938809197	0.000856083773850018	0.000853469845253328	0	0.000559297029751438	0.000373076701124945	0.000373076701124945	0.0334807855336899	0.0335769031012451	0.0335578217850863	0.000104810396640678	6.23340793155944e-05	9.67106980043351e-06	7.19808499456751e-05	2.4299170352848e-08	0	1.71216754770004e-05	4.52124038385941e-05	2.49656620655295e-05	3.46124326956101e-05	9.64677063008066e-06	1.42109505002434e-05
"Sorex_arcticus"	0.00168615644694452	0.0016830532226726	9.67458771891348e-06	2.78963547899001e-06	0.00167789108925432	1.00167479570278	2.81071584784888e-09	0.00167844423758473	4.95705292604794e-06	5.03823040663131e-06	0	0.00167479570277867	1.70569087508604e-06	1.70569087508604e-06	9.7278692039482e-05	0.000153512178757744	0.10048774216672	9.71421965490619e-05	4.1125255341204e-05	5.59332453721927e-08	4.11810480507838e-05	1.40535792392444e-10	0	9.91410585209589e-08	4.10261142826831e-05	1.69824968159316e-05	1.70382895255115e-05	5.57927095798002e-08	1.68615644694452e-05
"Sciurus_vulgaris"	3.449620141264e-06	1.75309605999473e-06	3.44476516319881e-06	0.00252991722094793	7.2897511058544e-07	1.40535792392444e-09	1.00755922409796	6.02407970091623e-09	1.74922639738525e-06	7.30112510295803e-07	0	1.40535792392444e-09	2.07596414270488e-09	2.07596414270488e-09	5.07845651963168e-05	1.86836772843439e-07	8.43214754354663e-08	1.27137881714345e-07	1.37584523328827e-07	0.0504285595493167	5.07359289422874e-05	0.0503779612048978	0	3.49845279477051e-08	1.02599995381121e-07	7.75557659526252e-08	5.06759001849112e-05	5.05983444189586e-05	3.449620141264e-08
"Sorex_daphaenodon"	0.00161243436082464	0.00160838042750595	0.00105134051393557	3.98593273543957e-06	0.000934469938809197	0.000559481412528244	4.01605313394415e-09	1.00160214793111	0.000378438525726367	0.00104446446047433	0	0.000559481412528244	0.000373190584389126	0.000373190584389126	0.00012585593242788	0.0335871525950213	0.0335688847516946	0.0334737967096687	5.98117337970533e-05	7.99194573654886e-08	5.98914524517621e-05	2.00802656697208e-10	0	7.56877051452735e-06	5.22429632825259e-05	2.92661000324409e-05	2.93458186871497e-05	7.97186547087914e-08	1.61243436082464e-05
"Alticola_macrotis"	0.00142722187982112	0.00142265817440561	0.00142480324735609	0.000694442879761946	0.000513650264310011	9.91410585209589e-07	6.99690558954102e-07	0.00022706311543582	1.00342522805989	0.000514201148852913	0	9.91410585209589e-07	0.000224529409722499	0.000224529409722499	0.0201690610801611	0.0202076468750249	5.94846351125753e-05	7.71147564055813e-05	0.0201209105087938	1.39238421231866e-05	0.020134799366389	3.49845279477051e-08	0	0.0200685045611978	5.24059475959569e-05	3.20822593901624e-05	4.59711169854013e-05	1.38888575952389e-05	1.42722187982112e-05
"Lemmus_sibiricus"	0.00153307279178569	0.00152834649310504	0.00152986030885836	0.000483091110979056	0.000853469845253328	1.67941013554377e-06	4.86741673530535e-07	0.00104446446047433	0.000857001914754855	1.00152129335706	0	1.67941013554377e-06	0.000373282128398255	0.000373282128398255	0.0334955814703671	0.0335953915558429	0.000100764608132626	0.0334751460970264	7.34275414037556e-05	9.68615930325765e-06	8.30893636233367e-05	2.43370836765268e-08	0	1.71400382950971e-05	5.62875031086585e-05	3.44539817785865e-05	4.41158039981676e-05	9.66182221958112e-06	1.53307279178569e-05
