"Nephrosperma_vanhoutteanum"	"Northea_hornei"	"Dillenia_ferruginea"	"Craterispermum_microdon"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Paragenipa_wrightii"	"Diospyros_seychellarum"	"Memecylon_eleagni"	"Soulamea_terminaloides"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_107"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Tricimba_seychellensis"	"Phelsuma_sp1_M_PL_107"	"Unidentified_sp3_M_PL_107"	"Lygistorrhina_sp1_M_PL_107"	"Hemipyrellia_sp1_M_PL_107"	"Mabuya_sechellensis"	"Scaptodrosophila_sp1_M_PL_107"	"Dichaetomyia_fasciculifera"	"Melanostoma_annulipes"	"Unidentified_sp2_M_PL_107"	"Unidentified_sp4_M_PL_107"
"Nephrosperma_vanhoutteanum"	1.00360881684651	0.000613382170991152	0.000821651958602328	0.000399084151554762	0.000399084151554762	0.000631857439591996	0.000399084151554762	0.00152167487723805	0.00039775387104958	0.00112138488139307	0.000187235600973702	0.0168512040876332	0.0168414616060702	2.26117934452571e-05	8.32503007658992e-05	2.66056101036508e-05	0.0167631196068637	0.0167268136141084	0.0167895543581088	2.26117934452572e-05	0.0167895543581088	2.53612479539674e-05	1.36941993100388e-05	6.81535745545725e-06	6.81535745545724e-06	6.81535745545724e-06	6.81535745545724e-06	1.36941993100388e-05	1.33028050518254e-05
"Northea_hornei"	0.000408921447327435	1.0062798835748	0.000689217466397992	0.000126269804579441	0.000126269804579441	0.00140344317282205	0.000126269804579441	0.000408277744610821	0.000125848905230843	0.000281748376472294	0.000124859999614022	0.011237399965262	7.91124493456416e-05	0.0112159736745961	0.0112085707946747	8.41798697196273e-06	0.0112342759898248	6.81535745545724e-06	2.30115990813807e-05	0.0112159736745961	2.30115990813807e-05	6.80462907684703e-06	1.14869577732999e-05	0.0111808875952755	0.0111808875952755	0.0111808875952755	0.0111808875952755	1.14869577732999e-05	4.20899348598137e-06
"Dillenia_ferruginea"	0.000821651958602328	0.00103382619959699	1.00458569600479	0.000399246548908032	0.000399246548908032	0.000632910014270633	0.000399246548908032	0.000821608234719138	0.000397915727078339	0.000422323160582934	0.000187339154642046	0.0168605239177841	0.0168461257949034	2.73097081300657e-05	0.0167823528004513	2.66164365938688e-05	0.0167840988408533	1.36941993100388e-05	4.14651085747889e-05	2.73097081300657e-05	4.14651085747889e-05	1.36934705786523e-05	0.0167430949334132	1.14869577732999e-05	1.14869577732999e-05	1.14869577732999e-05	1.14869577732999e-05	0.0167430949334132	1.33082182969344e-05
"Craterispermum_microdon"	0.000798168303109525	0.000378809413738323	0.000798493097816064	1.0041411614565	0.000796679851152007	0.000422695599679006	0.000796679851152007	0.000797905697600852	0.000794024251648167	2.55160312335057e-06	0.000373840975487624	0.0336456877938861	0.0336146620928434	1.47763834779565e-05	3.09006935137083e-05	5.31119900768004e-05	4.13874068267163e-05	1.33028050518254e-05	2.6686286782618e-05	1.47763834779565e-05	2.6686286782618e-05	1.32984282933475e-05	1.33082182969344e-05	4.20899348598137e-06	4.20899348598136e-06	4.20899348598136e-06	4.20899348598136e-06	1.33082182969344e-05	0.0334713720485501
"Erythroxylum_sechellarum"	0.000798168303109525	0.000378809413738323	0.000798493097816064	0.000796679851152007	1.00246892065383	0.000422695599679006	0.00246892065382759	0.000797905697600852	0.000794024251648167	2.55160312335057e-06	0.000373840975487624	0.0336456877938861	0.0336146620928434	1.47763834779565e-05	3.09006935137083e-05	0.0334979280435885	4.13874068267163e-05	1.33028050518254e-05	2.6686286782618e-05	1.47763834779565e-05	2.6686286782618e-05	1.32984282933475e-05	1.33082182969344e-05	4.20899348598137e-06	4.20899348598136e-06	4.20899348598136e-06	4.20899348598136e-06	1.33082182969344e-05	2.65559950384002e-05
"Syzygium_wrightii"	0.000947786159387995	0.00315774713884961	0.000949365021405949	0.000317021699759254	0.000317021699759255	1.00345561042033	0.000317021699759255	0.000319319449136675	0.000315964960760057	2.82228929472338e-06	1.32956256395984e-06	0.000119660630756386	0.0251708318556878	0.0251214763398289	5.63248968060857e-05	2.11347799839503e-05	0.0251530955261754	1.57964359897999e-05	2.12125031185686e-05	0.0251214763398289	2.12125031185686e-05	5.32199081894458e-06	1.58227503567658e-05	3.50860793205512e-05	3.50860793205512e-05	3.50860793205512e-05	3.50860793205512e-05	1.58227503567658e-05	1.05673899919751e-05
"Paragenipa_wrightii"	0.000798168303109525	0.000378809413738323	0.000798493097816064	0.000796679851152007	0.00246892065382759	0.000422695599679006	1.00246892065383	0.000797905697600852	0.000794024251648167	2.55160312335057e-06	0.000373840975487624	0.0336456877938861	0.0336146620928434	1.47763834779565e-05	3.09006935137083e-05	0.0334979280435885	4.13874068267163e-05	1.33028050518254e-05	2.6686286782618e-05	1.47763834779565e-05	2.6686286782618e-05	1.32984282933475e-05	1.33082182969344e-05	4.20899348598137e-06	4.20899348598136e-06	4.20899348598136e-06	4.20899348598136e-06	1.33082182969344e-05	2.65559950384002e-05
"Diospyros_seychellarum"	0.00152167487723805	0.000612416616916232	0.000821608234719138	0.000398952848800426	0.000398952848800426	0.000212879632757783	0.000398952848800426	1.00361051040416	0.000397623005971091	0.00154020321418245	0.000187235568663597	0.0168512011797237	0.0168309949845995	1.21266198957916e-05	0.0167986800468643	2.65968565866951e-05	5.11813384284113e-05	2.53612479539674e-05	0.0168035431951627	1.21266198957916e-05	0.0168035431951627	0.0167268418400693	1.36934705786523e-05	6.80462907684703e-06	6.80462907684702e-06	6.80462907684702e-06	6.80462907684702e-06	1.36934705786523e-05	1.32984282933475e-05
"Memecylon_eleagni"	0.00119326161314874	0.000566320073538793	0.00119374718123502	0.00119103637747225	0.00119103637747225	0.000631929921520114	0.00119103637747225	0.00119286901791327	1.00118706625621	3.81464666940911e-06	0.000558892258353998	0.0503003032518598	0.0502539198288009	2.2090693299545e-05	4.6196536802994e-05	7.94024251648167e-05	6.18741732059409e-05	1.9887693552479e-05	3.98959987400139e-05	2.2090693299545e-05	3.98959987400139e-05	1.98811502985546e-05	1.98957863539169e-05	6.29244526154214e-06	6.29244526154214e-06	6.29244526154214e-06	6.29244526154214e-06	1.98957863539169e-05	3.97012125824083e-05
"Soulamea_terminaloides"	0.00224276976278614	0.000845245129416882	0.000844646321165869	2.55160312335057e-06	2.55160312335057e-06	3.76305239296451e-06	2.55160312335057e-06	0.00308040642836491	2.54309777960607e-06	1.00307272931987	1.25217986231747e-06	0.000112696187608572	0.000103273433383088	9.48568885890058e-06	0.0335105668023703	1.70106874890038e-07	6.0942623591434e-05	3.73794960464357e-05	0.0335244772471816	9.48568885890058e-06	0.0335244772471816	5.13401071394152e-05	1.40774386860978e-05	9.39161254907646e-06	9.39161254907646e-06	9.39161254907646e-06	9.39161254907646e-06	1.40774386860978e-05	8.50534374450191e-08
