"Claytonia_virginica"	"Isopyrum_biternatum"	"Dentaria_laciniata"	"Erythronium_albidum"	"Dicentra_cucullaria"	"Sanguinaria_canadensis"	"Dicentra_canadensis"	"Apis_mellifera"	"Andrena_carlini"	"Andrena_irgeniae"	"Bombus_griseocollis"	"Andrena_forbesii"	"Andrena_mansonii"	"Andrena_rugosa"	"Helophilus_fasciatus"	"Melanostoma_sp1_M_PL_032"	"Metasyrphus_americanus"	"Syrphus_torvus"	"Andrena_cressoni"	"Andrena_miserabilis"	"Eristalis_dimidiatus"	"Syrphus_sp1_M_PL_032"	"Andrena_erythronii"	"Andrena_personata"	"Andrena_sp1_M_PL_032"	"Augochlora_pura"	"Augochlorella_striata"	"Carposcalis_obscura"	"Ceratina_metallica"	"Dialictus_coeruleus"	"Dialictus_imitatus"	"Dialictus_oblongus"	"Dialictus_obscurus"	"Dialictus_zephyrus"	"Erylaeus_macroupinensis"	"Halictus_confusus"	"Lasioglossum_forbesii"	"Mesograpta_marginata"	"Nomada_luteola"	"Xylota_nemorum"
"Claytonia_virginica"	1.00580457797668	0.00176442172710472	0.00143003019174533	0.000587740476913776	0.000183904957840661	0.000220177905938282	0.000110156864783703	0.00442488558341743	0.00440468144022848	0.00440468144022848	0.00440627459134813	0.00439168116575808	0.00439168116575807	0.00439488576561326	0.00439488576561326	0.00439488576561325	0.00439289438643976	0.00439488576561326	0.00438188549114284	0.00438188549114284	0.00438606365697773	0.00438606365697772	9.79567461522959e-06	8.82210863552358e-06	0.00437306338250732	8.82210863552358e-06	8.82210863552359e-06	0.00437306338250732	0.00437306338250732	0.00437306338250732	8.82210863552358e-06	8.82210863552359e-06	0.00437306338250732	8.82210863552358e-06	8.82210863552358e-06	1.30002744704121e-05	0.00437306338250732	0.00437306338250732	0.00437306338250732	8.82210863552358e-06
"Isopyrum_biternatum"	0.00202908498617042	1.00604383980317	0.00101396872726739	0.000675395039361031	8.51659200853861e-05	0.000252996770266806	5.58854690736981e-07	0.00507642392367894	0.00505951578916133	0.00505951578916132	2.23541876294792e-05	0.00505029789164072	0.00505029789164071	0.00504825920517198	0.00504825920517198	0.00504825920517198	0.00505169114616471	0.00504825920517198	0.00503904130765137	0.00503904130765137	1.80400061561362e-05	1.80400061561362e-05	1.12565839893505e-05	0.00503021919901584	8.82210863552358e-06	0.00503021919901584	0.00503021919901585	8.82210863552358e-06	8.82210863552358e-06	8.82210863552358e-06	0.00503021919901584	0.00503021919901584	8.82210863552358e-06	0.00503021919901584	0.00503021919901584	9.21789752061264e-06	8.82210863552358e-06	8.82210863552358e-06	8.82210863552358e-06	0.00503021919901584
"Dentaria_laciniata"	0.00299006312819479	0.00184357950412253	1.00388690445601	0.000614214603654395	0.000382625493579726	0.000154089678975384	0.000229533236469002	0.00918553542664345	0.00915869966801569	0.00915869966801568	0.00918132945876006	3.24550820519314e-05	3.24550820519313e-05	0.0091484627579548	0.00914846275795479	0.00914846275795479	2.9922655939794e-05	0.00914846275795479	2.22181719910248e-05	2.22181719910248e-05	0.00913924486043418	0.00913924486043417	1.02369100609066e-05	9.21789752061265e-06	1.30002744704121e-05	9.21789752061265e-06	9.21789752061266e-06	1.30002744704121e-05	1.30002744704121e-05	1.30002744704121e-05	9.21789752061265e-06	9.21789752061265e-06	1.30002744704121e-05	9.21789752061265e-06	9.21789752061265e-06	0.00912624458596376	1.30002744704121e-05	1.30002744704121e-05	1.30002744704121e-05	9.21789752061265e-06
"Erythronium_albidum"	0.00225300516150281	0.00225131679787011	0.00112606010669972	1.00390804437591	0.00028070677265742	0.000281023053702691	8.53832664386145e-07	0.016791176399582	0.016763089908264	0.016763089908264	3.41533065754458e-05	0.0167528529982031	0.0167528529982031	3.12891686654867e-05	3.12891686654867e-05	3.12891686654867e-05	3.51034112897147e-05	3.12891686654867e-05	2.10522586045801e-05	2.10522586045801e-05	2.00325846761362e-05	2.00325846761362e-05	0.0167318007395985	1.12565839893505e-05	9.7956746152296e-06	1.12565839893505e-05	1.12565839893505e-05	9.79567461522961e-06	9.79567461522961e-06	9.7956746152296e-06	1.12565839893505e-05	1.12565839893505e-05	9.7956746152296e-06	1.12565839893505e-05	1.12565839893505e-05	1.02369100609066e-05	9.7956746152296e-06	9.7956746152296e-06	9.7956746152296e-06	1.12565839893505e-05
"Dicentra_cucullaria"	0.0021149070151676	0.00085165920085386	0.00210444021468849	0.000842120317972261	1.00209301878463	0.000838398967155089	0.00125646560054642	0.0501931910447972	4.66201572081596e-05	4.66201572081596e-05	0.0502586240218569	2.74888825291734e-05	2.74888825291733e-05	3.25848185752886e-05	3.25848185752886e-05	3.25848185752886e-05	5.53734922540568e-05	3.25848185752886e-05	1.34535438963023e-05	1.34535438963023e-05	2.83265225710193e-05	2.83265225710193e-05	1.4035338632871e-05	4.2582960042693e-06	9.19524789203303e-06	4.2582960042693e-06	4.2582960042693e-06	9.19524789203304e-06	9.19524789203303e-06	9.19524789203303e-06	4.2582960042693e-06	4.2582960042693e-06	9.19524789203303e-06	4.2582960042693e-06	4.2582960042693e-06	1.91312746789863e-05	9.19524789203303e-06	9.19524789203303e-06	9.19524789203303e-06	4.2582960042693e-06
"Sanguinaria_canadensis"	0.00253204591829025	0.00252996770266806	0.000847493234364611	0.000843069161108074	0.00083839896715509	1.00250851548515	1.51963227076285e-06	0.0502127600930596	4.54143704441581e-05	4.54143704441581e-05	6.0785290830514e-05	3.7709886495389e-05	3.77098864953889e-05	3.13632177590236e-05	3.13632177590236e-05	3.13632177590236e-05	0.0501490845080679	3.13632177590236e-05	2.36587338102544e-05	2.36587338102544e-05	1.87133792456833e-05	1.87133792456833e-05	1.40511526851346e-05	1.26498385133403e-05	1.10088952969141e-05	1.26498385133403e-05	1.26498385133403e-05	1.10088952969141e-05	1.10088952969141e-05	1.10088952969141e-05	1.26498385133403e-05	1.26498385133403e-05	1.10088952969141e-05	1.26498385133403e-05	1.26498385133403e-05	7.70448394876919e-06	1.10088952969141e-05	1.10088952969141e-05	1.10088952969141e-05	1.26498385133403e-05
"Dicentra_canadensis"	0.00253360789002518	1.11770938147396e-05	0.00252486560115902	5.12299598631687e-06	0.00251293120109285	3.0392645415257e-06	1.00251026605439	0.000159908802142502	3.41102788607828e-05	3.41102788607828e-05	0.100410642175619	1.11569552138827e-05	1.11569552138826e-05	3.40248955943442e-05	3.40248955943442e-05	3.40248955943442e-05	1.12235351745203e-05	3.40248955943442e-05	1.1071571947444e-05	1.1071571947444e-05	3.39690101252705e-05	3.39690101252705e-05	8.53832664386145e-08	5.58854690736981e-08	1.10156864783703e-05	5.58854690736981e-08	5.58854690736981e-08	1.10156864783704e-05	1.10156864783703e-05	1.10156864783703e-05	5.58854690736981e-08	5.58854690736981e-08	1.10156864783703e-05	5.5885469073698e-08	5.5885469073698e-08	2.29533236469002e-05	1.10156864783703e-05	1.10156864783703e-05	1.10156864783703e-05	5.58854690736981e-08
"Apis_mellifera"	0.0169620614031002	0.0169214130789298	0.0168401482821797	0.016791176399582	0.0167310636815991	0.0167375866976865	2.66514670237503e-05	1.00226473287452	0.000591300355555364	0.000591300355555363	0.00106605868095001	0.000438208098444641	0.00043820809844464	0.000311447415562331	0.00031144741556233	0.00031144741556233	0.000995234493335933	0.00031144741556233	0.000158355158451606	0.000158355158451606	0.000226840350167681	0.000226840350167681	0.000279852939993034	8.4607065394649e-05	7.37480930569572e-05	8.4607065394649e-05	8.46070653946491e-05	7.37480930569573e-05	7.37480930569572e-05	7.37480930569572e-05	8.46070653946491e-05	8.46070653946491e-05	7.37480930569572e-05	8.4607065394649e-05	8.46070653946491e-05	0.000153092257110724	7.37480930569572e-05	7.37480930569572e-05	7.37480930569572e-05	8.46070653946491e-05
"Andrena_carlini"	0.0253269182813138	0.0252975789458066	0.0251864240870432	0.025144634862396	2.33100786040798e-05	2.27071852220791e-05	8.52756971519571e-06	0.000886950533333047	1.00088464967014	0.000884649670141737	0.000341102788607828	0.000655682178441347	0.000655682178441345	0.000465572422435138	0.000465572422435138	0.000465572422435138	0.000237740289995849	0.000465572422435138	0.000236604930734745	0.000236604930734745	0.000339084527706105	0.000339084527706104	0.000419077247706601	0.000126487894729033	0.000110117036005712	0.000126487894729033	0.000126487894729033	0.000110117036005712	0.000110117036005712	0.000110117036005712	0.000126487894729033	0.000126487894729033	0.000110117036005712	0.000126487894729033	0.000126487894729033	0.000228967491700392	0.000110117036005712	0.000110117036005712	0.000110117036005712	0.000126487894729033
"Andrena_irgeniae"	0.0253269182813138	0.0252975789458066	0.0251864240870431	0.0251446348623961	2.33100786040798e-05	2.27071852220791e-05	8.52756971519571e-06	0.000886950533333046	0.000884649670141739	1.00088464967014	0.000341102788607828	0.000655682178441347	0.000655682178441345	0.000465572422435138	0.000465572422435138	0.000465572422435138	0.000237740289995849	0.000465572422435138	0.000236604930734745	0.000236604930734745	0.000339084527706105	0.000339084527706104	0.000419077247706601	0.000126487894729033	0.000110117036005712	0.000126487894729033	0.000126487894729033	0.000110117036005712	0.000110117036005712	0.000110117036005712	0.000126487894729033	0.000126487894729033	0.000110117036005712	0.000126487894729033	0.000126487894729033	0.000228967491700392	0.000110117036005712	0.000110117036005712	0.000110117036005712	0.000126487894729033
