"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Sorex_araneus"	"Crocidura_suaveolens"	"Arvicola_terrestris"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Allocricetulus_eversmanni"	"Micromys_minutus"	"Lagurus_lagurus"	"Sicista_subtilis"	"Ctenophthalmus_wagneri"	"Nosopsyllus_consimilis"	"Megabothris_turbidus"	"Amphipsylla_rossica"	"Nosopsyllus_mokrzeckyi"	"Leptopsylla_taschenbergi"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Ctenophthalmus_breviatus"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Hystrichopsylla_talpae"
"Clethrionomys_glareolus"	1.00238730172556	0.00213081532892007	0.00174446220697604	0.00148484196201851	0.000417001618034208	0.000752505562186434	0.000157758347218853	0.000441745970069286	0.000157758347218853	0.000157758347218853	0.000157758347218853	0.00011130233837168	0.00782201016207506	0.00779842475345355	0.0077911636860176	0.00778003345218043	0.00774159962393874	0.0077270624388806	0.0077689898029287	4.13531126545279e-05	0.0077689898029287	0.00775644804355892	0.0077359450118061	0.00778003345218043	0.00774159962393874	0.00775644804355892
"Apodemus_uralensis"	0.00213081532892007	1.00238743783853	0.00200108466423809	0.00122821287519564	0.000416978676562289	0.000752464162862123	0.000157749668094993	0.000441721667279251	0.000157749668094993	0.000157749668094993	0.000157749668094993	0.000111296215039396	0.00782157983178683	0.00779799572072382	0.00779073505275772	0.00777960543125378	0.0077437391914388	0.00772706348590348	0.0077685623895718	0.00773777277120732	0.00776856238957179	0.00775602132019076	3.90974828115527e-05	0.00777960543125378	0.0077437391914388	0.00775602132019076
"Microtus_arvalis"	0.00188983405755738	0.00216784171959126	1.00216628107506	0.00132943350861311	0.000451379407819732	0.000814542439048529	0.000170764012096529	0.000478163694703626	0.000170764012096529	0.000170764012096529	0.000170764012096529	0.000120478150228758	0.00846685998860496	0.0084413301889199	0.00843347051601304	0.00842142270099016	0.00838259856621896	3.12128905934511e-05	0.00840946860862257	0.00837934586635632	0.00840946860862257	0.0083958929013051	3.9116005339758e-05	0.00842142270099016	0.00838259856621896	0.0083958929013051
"Sorex_araneus"	0.00193029455062407	0.00159667673775434	0.00159532021033573	1.00192624303097	0.000540828206828894	0.000975958404537108	0.000204603916025245	0.000572920273050029	0.000204603916025245	0.000204603916025245	0.000204603916025245	0.000144353022804052	0.010144717782379	0.0101141288021438	0.0101047115962836	0.0100902762940032	4.04248834582726e-05	2.71305483721416e-05	0.010075953287177	3.90971690088099e-05	0.010075953287177	0.010059687313768	0.0100476315551007	0.0100902762940032	4.04248834582727e-05	0.010059687313768
"Crocidura_suaveolens"	0.00135525525861117	0.00135518069882744	0.00135413822345919	0.00135207051707224	1.00218104349225	0.000233816223632475	0.000509219929837623	0.000231834158240809	0.000509219929837623	0.000509219929837623	0.000509219929837623	7.91809567205859e-07	0.0252117175620214	0.0252020247710049	5.54266697044101e-05	5.53474887476895e-05	3.21339925604057e-05	2.08495073649124e-05	4.95516347916693e-05	0.0250762350394158	4.95516347916693e-05	4.56546977311281e-05	0.0250784718329278	5.53474887476895e-05	3.21339925604057e-05	4.56546977311281e-05
"Arvicola_terrestris"	0.00163042871807061	0.0016303390195346	0.00162908487809706	0.00162659734089518	0.00015587748242165	1.00162176563953	0.00015378686963504	0.000951820815393845	0.00015378686963504	0.00015378686963504	0.00015378686963504	0.000239948728524382	0.0168070704348418	8.95788204647858e-05	0.0167964109967067	0.0167724161238543	3.86585360682848e-05	2.50828287508093e-05	0.0167486206034694	3.00137137590521e-05	0.0167486206034694	5.49245094772366e-05	3.2704669839267e-05	0.0167724161238543	3.86585360682848e-05	5.49245094772366e-05
"Cricetus_cricetus"	0.00102542925692254	0.00102537284261746	0.00102458407257917	0.00102301958012623	0.00101843985967525	0.000461360608905119	1.001015591	0.000459671283278978	0.00101559100000339	0.00101559100000339	0.00101559100000339	7.68596891781223e-07	0.0502823041192281	0.0502631229936644	5.38017824246856e-05	5.37249227355074e-05	2.43136013705188e-05	1.57754007656923e-05	4.2233140653533e-05	4.18866805014573e-05	4.2233140653533e-05	3.4543797171781e-05	4.35791096540861e-05	5.37249227355074e-05	2.43136013705188e-05	3.4543797171781e-05
"Microtus_oeconomus"	0.00143567440272518	0.00143559541865757	0.00143449108411088	0.00143230068262507	0.000231834158240809	0.00142773122309077	0.000229835641639489	1.00142484485067	0.000229835641639489	0.000229835641639489	0.000229835641639489	0.000359195714331605	0.0251595434140631	0.000100126772411473	0.0251437000032123	0.0251077804317792	3.40407833013041e-05	2.20866909337134e-05	7.21593105124009e-05	2.87929880055921e-05	7.21593105124009e-05	4.83637901275548e-05	3.11625100340031e-05	0.0251077804317792	3.40407833013041e-05	4.83637901275548e-05
"Allocricetulus_eversmanni"	0.00102542925692254	0.00102537284261746	0.00102458407257917	0.00102301958012623	0.00101843985967525	0.000461360608905119	0.00101559100000339	0.000459671283278978	1.001015591	0.00101559100000339	0.00101559100000339	7.68596891781223e-07	0.0502823041192281	0.0502631229936644	5.38017824246856e-05	5.37249227355074e-05	2.43136013705188e-05	1.57754007656923e-05	4.2233140653533e-05	4.18866805014573e-05	4.2233140653533e-05	3.4543797171781e-05	4.35791096540861e-05	5.37249227355074e-05	2.43136013705188e-05	3.4543797171781e-05
"Micromys_minutus"	0.00102542925692254	0.00102537284261746	0.00102458407257917	0.00102301958012623	0.00101843985967525	0.000461360608905119	0.00101559100000339	0.000459671283278978	0.00101559100000339	1.001015591	0.00101559100000339	7.68596891781223e-07	0.0502823041192281	0.0502631229936644	5.38017824246856e-05	5.37249227355074e-05	2.43136013705188e-05	1.57754007656923e-05	4.2233140653533e-05	4.18866805014573e-05	4.2233140653533e-05	3.4543797171781e-05	4.35791096540861e-05	5.37249227355074e-05	2.43136013705188e-05	3.4543797171781e-05
