"Euphorbia_obtusifolia"	"Argyranthemum_frutescens"	"Convolvulus_floridus"	"Euphorbia_canariensis"	"Lavandula_buchii"	"Galactites_tomentosa"	"Plocama_pendula"	"Bituminaria_bituminosa"	"Echium_plantagineum"	"Echium_aculeatum"	"Lotus_glaucus"	"Oxalis_pes-caprae"	"Scandix_pecten-veneris"	"Sideritis_argosphacelus"	"Ceballosia_fruticosa"	"Sideritis_nervosa"	"Fagonia_albiflora"	"Eucera_gracilipes"	"Lasioglossum_evylaeus"	"Amegilla_sp1_M_PL_058"	"Anthophora_alluardii"	"Apis_mellifera"	"Amegilla_canifrons"	"Anthophora_orotavae"	"Unidentified_sp1_M_PL_058"	"Unidentified_sp2_M_PL_058"	"Unidentified_sp3_M_PL_058"	"Amegilla_quadrifasciata"	"Lucilia_sp1_M_PL_058"	"Unidentified_sp4_M_PL_058"	"Unidentified_sp5_M_PL_058"	"Unidentified_sp6_M_PL_058"	"Hylaeus_sp1_M_PL_058"	"Unidentified_sp10_M_PL_058"	"Unidentified_sp11_M_PL_058"	"Unidentified_sp12_M_PL_058"	"Unidentified_sp13_M_PL_058"	"Unidentified_sp14_M_PL_058"	"Unidentified_sp7_M_PL_058"	"Unidentified_sp8_M_PL_058"	"Unidentified_sp9_M_PL_058"	"Andrena_vucana"	"Camponotus_rufoglaucus"	"Cyclyrius_webbianus"	"Macroglossum_stellatarum"	"Sphecodes_marginatus"	"Tachina_canariensis"	"Thysanoptera_sp1_M_PL_058"	"Unidentified_sp15_M_PL_058"	"Unidentified_sp16_M_PL_058"	"Unidentified_sp17_M_PL_058"	"Unidentified_sp18_M_PL_058"	"Unidentified_sp19_M_PL_058"	"Unidentified_sp20_M_PL_058"	"Unidentified_sp21_M_PL_058"	"Unidentified_sp22_M_PL_058"	"Unidentified_sp23_M_PL_058"	"Unidentified_sp24_M_PL_058"	"Unidentified_sp25_M_PL_058"	"Unidentified_sp26_M_PL_058"	"Unidentified_sp27_M_PL_058"	"Unidentified_sp28_M_PL_058"	"Unidentified_sp29_M_PL_058"	"Unidentified_sp30_M_PL_058"	"Unidentified_sp31_M_PL_058"	"Unidentified_sp32_M_PL_058"	"Unidentified_sp33_M_PL_058"	"Unidentified_sp34_M_PL_058"
"Euphorbia_obtusifolia"	1.00440180221491	0.000905941632713093	0.0011323999914486	0.00160177471559115	0.000192384654155487	0.000310872317335795	0.000607582764631308	9.2605926034466e-05	9.25467091241996e-05	0.000145283302121079	4.6682372647923e-05	4.64387038663259e-05	0.000149490376423622	0.000190757872112816	4.66250725585536e-05	9.18429059037677e-05	4.59785694274911e-05	0.00595267091809017	0.00596236374191596	2.75447976303195e-05	9.45717027664671e-06	0.00592738335645876	1.00936872721037e-05	9.43965672449099e-06	0.00593792467245438	0.00593476794401777	2.4212766949941e-05	4.07541162919668e-06	0.00592806502967402	5.6407027019802e-06	0.00592806502967401	9.42110207675279e-06	0.00592159401801177	0.00592159401801177	0.00591471690704409	0.00592159401801177	8.0742171135321e-06	0.00591768256197725	0.00591768256197725	0.00591499681498887	0.00591768256197726	1.33481226299262e-05	6.75091960701453e-06	1.60320545129573e-06	1.60320545129573e-06	1.55416908528512e-06	1.33481226299262e-05	6.47101166223638e-06	3.10872317335795e-06	6.47101166223638e-06	1.33481226299262e-05	6.75091960701453e-06	6.47101166223638e-06	1.33481226299262e-05	9.28774077326518e-07	6.47101166223638e-06	6.47101166223638e-06	3.10872317335795e-06	3.73725941059054e-06	3.73725941059054e-06	3.73725941059054e-06	0.00590824589538185	9.436666595405e-06	9.436666595405e-06	9.436666595405e-06	9.436666595405e-06	6.75091960701453e-06	0.00590824589538185
"Argyranthemum_frutescens"	0.00110007198258018	1.00531379036944	0.000384302478880309	0.00068367389564612	0.000563524821503728	0.000347388465909083	0.000437598274886074	0.00020220241022374	0.000202272816377986	0.000146716303433015	0.000146646005911288	5.666418833256e-05	3.87418141985884e-07	0.000111949149254634	0.000236333471064419	0.000111557429947546	5.59306194808473e-05	0.00722544078923251	0.00723148536067077	0.00720479373381231	1.84378239094304e-05	2.52361943548408e-05	1.74083846314744e-05	1.75152858760172e-05	0.00720131717019245	1.53805002368396e-05	0.00719675529443356	9.19936411624461e-06	0.00719298108247908	9.30320860493976e-06	0.00719298108247907	9.64265356085236e-06	1.2168294125954e-05	1.2168294125954e-05	0.00718728380001536	1.2168294125954e-05	0.00718550882853231	9.67353231957228e-06	9.67353231957228e-06	1.13332147165261e-05	9.67353231957229e-06	5.69728246371767e-06	4.86220305428971e-06	4.69604017919774e-06	4.69604017919774e-06	7.87778236881396e-06	5.69728246371767e-06	0.00718081278835312	3.47388465909083e-06	0.00718081278835312	5.69728246371767e-06	4.86220305428971e-06	0.00718081278835312	5.69728246371767e-06	1.1332837666512e-06	0.00718081278835312	0.00718081278835312	3.47388465909083e-06	9.68545354964711e-09	9.68545354964711e-09	9.68545354964711e-09	6.47101166223638e-06	3.20252065733591e-06	3.20252065733591e-06	3.20252065733591e-06	3.20252065733591e-06	4.86220305428971e-06	6.47101166223638e-06
"Convolvulus_floridus"	0.00160423332121885	0.000448352892027027	1.00526316834369	0.00027878656641799	0.000237032826315077	0.000236715240560039	0.000342076925445533	0.000235464390675806	0.000235545671670072	0.000170794610943502	0.000170728454284509	6.56770350910164e-05	0.000211441788469136	0.000130335963507868	0.000275570338251157	0.000129951474915389	6.51342575298264e-05	0.0084235029942739	0.00842623826012319	0.0083994186451566	1.79694432647708e-05	2.42542385873704e-05	1.50986484572875e-05	1.69040325398213e-05	2.11304157723305e-05	0.00839423900222468	0.00839338212285694	7.21322076570941e-06	1.49624086395575e-05	5.65596666004636e-06	1.49624086395575e-05	9.54995800456053e-06	1.17598879822216e-05	1.17598879822216e-05	1.26391872527409e-05	1.17598879822216e-05	5.17779420996155e-06	0.00838662973612613	0.00838662973612613	1.32375213225776e-05	0.00838662973612613	2.32322138681659e-06	3.80085472717259e-06	1.97527355262564e-06	1.97527355262564e-06	9.18567794170525e-06	2.32322138681659e-06	3.20252065733591e-06	2.3671524056004e-06	3.20252065733591e-06	2.32322138681658e-06	3.80085472717259e-06	3.20252065733591e-06	2.32322138681658e-06	1.31354070182033e-06	3.20252065733591e-06	3.20252065733591e-06	2.36715240560039e-06	5.28604471172839e-06	5.28604471172839e-06	5.28604471172839e-06	9.43666659540499e-06	0.00837719306953073	0.00837719306953072	0.00837719306953072	0.00837719306953072	3.80085472717259e-06	9.43666659540499e-06
"Euphorbia_canariensis"	0.00226918084708746	0.000797619544920473	0.00027878656641799	1.00561386117194	6.63878104757139e-05	0.00023444211943238	0.000235322402602381	6.54945859885537e-05	6.53843804149156e-05	9.07459084670371e-07	6.42348934952838e-07	6.51785271845037e-05	0.000211614035382052	6.55062951831522e-05	6.5279911039614e-05	6.50720631998666e-05	3.30031719903826e-07	3.29165127970171e-05	0.00841646409239516	1.31304690659393e-05	4.06911456477131e-06	2.05162755017352e-05	4.01838878226248e-06	3.84138876556934e-06	0.00840412002941639	0.00840107720466747	1.28111942474367e-05	2.94837873079692e-06	0.00839916091485983	4.20122349197816e-06	0.00839916091485982	5.07365500704518e-06	0.0083934636323961	0.0083934636323961	1.90454050936439e-05	0.0083934636323961	6.25051421768195e-06	1.56713440167428e-05	1.56713440167428e-05	1.59628159921749e-05	1.56713440167428e-05	0.00838011550976618	2.61469336224868e-06	5.53231753964283e-07	5.53231753964283e-07	2.1759970346538e-06	0.00838011550976618	5.69728246371767e-06	2.3444211943238e-06	5.69728246371767e-06	0.00838011550976618	2.61469336224868e-06	5.69728246371767e-06	0.00838011550976618	1.30357054369007e-06	5.69728246371767e-06	5.69728246371767e-06	2.3444211943238e-06	5.29035088455131e-06	5.29035088455131e-06	5.29035088455131e-06	1.33481226299262e-05	2.32322138681658e-06	2.32322138681658e-06	2.32322138681658e-06	2.32322138681658e-06	2.61469336224868e-06	1.33481226299262e-05
"Lavandula_buchii"	0.000272544926720273	0.000657445625087683	0.000237032826315077	6.63878104757139e-05	1.0035020117797	0.00082579028538166	0.000271691315923986	0.000656229831786	0.00071207637976207	0.000618886580132616	0.000647156100702868	0.000766047451627342	1.04138897489241e-07	0.000270760682349641	6.54351782886793e-05	0.000298164733460705	0.000233244454401503	0.00845856400063692	0.00843963627769627	0.00842557193855895	0.00842596367100586	0.00839454341419647	0.00840796346096404	0.00840892887367633	1.81291726374297e-05	4.13431423032288e-06	1.18712787406014e-05	0.00838877487772646	6.85247738445775e-06	0.00838609561671717	6.85247738445775e-06	2.59640837756577e-05	2.15643720526001e-06	2.15643720526001e-06	6.29924563049346e-06	2.15643720526001e-06	0.00836721280501	3.57847900392136e-06	3.57847900392136e-06	4.62199785045112e-06	3.57847900392137e-06	5.53231753964283e-07	3.01879239915539e-06	0.00836251676483081	0.00836251676483081	2.18117260962265e-06	5.53231753964283e-07	4.69604017919774e-06	8.2579028538166e-06	4.69604017919774e-06	5.53231753964283e-07	3.01879239915539e-06	4.69604017919774e-06	5.53231753964283e-07	1.53209490325468e-05	4.69604017919774e-06	4.69604017919774e-06	8.2579028538166e-06	2.60347243723104e-09	2.60347243723103e-09	2.60347243723103e-09	1.60320545129573e-06	1.97527355262564e-06	1.97527355262564e-06	1.97527355262564e-06	1.97527355262564e-06	3.01879239915539e-06	1.60320545129573e-06
"Galactites_tomentosa"	0.000528482939470852	0.000486343852272716	0.000284058288672047	0.000281330543318856	0.000990948342457992	1.00352969600315	0.000527217145813532	0.000618945477476808	0.000484743848624837	0.000574297246531926	0.000406961450466628	0.000415481412441989	1.97108929383293e-07	0.000659054941569409	7.84015464020052e-05	0.00015631617578649	7.85337776282804e-05	0.0101219961890654	0.0101117117605672	0.0100874158959916	5.45875271443216e-05	0.0100804838728153	0.010071259100969	3.36134240811935e-05	0.0100500819573451	7.82522449651673e-06	1.43123902315751e-05	2.68832890606032e-05	8.9270290267726e-06	0.0100518644911341	8.92702902677259e-06	0.0100620890915287	5.45314436768176e-06	5.45314436768175e-06	6.58260783244879e-06	5.45314436768175e-06	1.17317875129074e-05	5.47587557895834e-06	5.47587557895835e-06	8.96669146017498e-06	5.47587557895835e-06	2.34442119432381e-06	5.85796828681702e-06	8.25790285381661e-06	8.25790285381661e-06	2.61338488006684e-06	2.34442119432381e-06	3.47388465909083e-06	0.0100352969600315	3.47388465909083e-06	2.34442119432381e-06	5.85796828681702e-06	3.47388465909083e-06	2.34442119432381e-06	8.30962824883978e-06	3.47388465909083e-06	3.47388465909083e-06	0.0100352969600315	4.92772323458233e-09	4.92772323458233e-09	4.92772323458233e-09	3.10872317335795e-06	2.3671524056004e-06	2.36715240560039e-06	2.3671524056004e-06	2.3671524056004e-06	5.85796828681703e-06	3.10872317335795e-06
"Plocama_pendula"	0.00114765633319247	0.000680708427600559	0.000456102567260711	0.000313763203469842	0.000362255087898647	0.000585796828681702	1.00477031983742	0.000174188978009495	0.000174077133687203	0.000273941323625991	8.77265486629842e-05	8.74320691189406e-05	3.31858038977588e-07	0.000359824597759266	0.000367200028207793	0.000173017931700783	8.66673466765638e-05	0.0112205394422432	0.0112255760531485	3.05776111081592e-05	1.78052264222587e-05	0.0111942167865697	1.90114036932053e-05	1.77752406577228e-05	0.0111842004491706	1.31747641474102e-05	0.0111850177235819	7.67058341502581e-06	1.42278160235529e-05	1.06254020683512e-05	1.42278160235529e-05	1.77567328642903e-05	9.36561296926321e-06	9.36561296926321e-06	1.16131226613042e-05	9.36561296926321e-06	7.8809954534451e-06	1.05517743341871e-05	1.05517743341871e-05	0.0111708655844672	1.05517743341871e-05	2.61469336224868e-06	0.0111641146648602	3.0187923991554e-06	3.0187923991554e-06	1.22400009402598e-05	2.61469336224868e-06	4.86220305428971e-06	5.85796828681703e-06	4.86220305428971e-06	2.61469336224868e-06	0.0111641146648602	4.86220305428971e-06	2.61469336224868e-06	1.74864138237881e-06	4.86220305428971e-06	4.86220305428971e-06	5.85796828681702e-06	8.29645097443971e-09	8.2964509744397e-09	8.2964509744397e-09	6.75091960701453e-06	3.80085472717259e-06	3.80085472717259e-06	3.80085472717259e-06	3.80085472717259e-06	0.0111641146648602	6.75091960701453e-06
"Bituminaria_bituminosa"	0.000262383457097654	0.000471805623855392	0.000470928781351612	0.000130989171977107	0.001312459663572	0.00103157579579468	0.000261283467014243	1.00186265032975	0.000749625248664777	0.00062037236449729	0.000620416862953714	0.000969525970777456	1.65328671581107e-07	0.00081705753766702	0.000130005013173833	0.000259486934949148	0.000130278549238085	0.0168036042581613	0.0167970901424382	0.0167635677460254	0.0167653480608013	5.85333892867341e-05	5.85624605144798e-05	5.10027472267964e-05	1.9223956295551e-05	6.56354826176995e-06	1.45310967542785e-05	0.0167280385221079	6.00504870411266e-06	4.06434412365959e-05	6.00504870411266e-06	0.0167284530352289	2.63500853371699e-06	2.63500853371699e-06	4.9134722709701e-06	2.63500853371699e-06	1.43072040334957e-05	5.46783861183786e-06	5.46783861183786e-06	4.44658173406603e-06	5.46783861183786e-06	1.09157643314256e-06	2.90314963349159e-06	1.09371638631e-05	1.09371638631e-05	4.33350043912777e-06	1.09157643314256e-06	3.37004017039566e-06	1.03157579579468e-05	3.37004017039566e-06	1.09157643314256e-06	2.90314963349159e-06	3.37004017039566e-06	1.09157643314256e-06	1.93905194155491e-05	3.37004017039566e-06	3.37004017039566e-06	1.03157579579468e-05	4.13321678952768e-09	4.13321678952768e-09	4.13321678952768e-09	1.54343210057443e-06	3.92440651126343e-06	3.92440651126343e-06	3.92440651126343e-06	3.92440651126343e-06	2.90314963349159e-06	1.54343210057443e-06
"Echium_plantagineum"	0.000262215675851899	0.000471969904881968	0.000471091343340145	0.000130768760829831	0.00142415275952414	0.000807906414374728	0.000261115700530805	0.000749625248664777	1.00141815867969	0.000954537841137317	0.0012891245959401	0.000411344931543511	1.65291645120432e-07	0.000260222918230866	0.000129829998590412	0.000593907059992188	0.000464872976238292	0.0168289034806357	0.0167744308880064	0.0167749136261548	0.0167677644858411	4.99870642984898e-05	0.0167551228972096	0.0167709936270547	1.69837481371524e-05	6.56207831128113e-06	1.45259269819348e-05	3.25885924379844e-05	6.0033984319517e-06	2.81739024373187e-05	6.00339843195169e-06	2.70783912439319e-05	2.63218482565192e-06	2.63218482565192e-06	4.91365875836977e-06	2.63218482565192e-06	1.52391532690009e-05	5.46820634657119e-06	5.46820634657119e-06	4.44373071352339e-06	5.4682063465712e-06	1.08973967358193e-06	2.90128556145339e-06	1.18679396627012e-05	1.18679396627012e-05	4.3276666196804e-06	1.08973967358193e-06	3.37121360629977e-06	8.07906414374728e-06	3.37121360629977e-06	1.08973967358193e-06	2.90128556145339e-06	3.37121360629977e-06	1.08973967358193e-06	8.22689863087021e-06	3.37121360629977e-06	3.37121360629977e-06	8.07906414374728e-06	4.13229112801079e-09	4.13229112801079e-09	4.13229112801079e-09	1.54244515206999e-06	3.92576119450121e-06	3.9257611945012e-06	3.92576119450121e-06	3.92576119450121e-06	2.90128556145339e-06	1.54244515206999e-06
"Echium_aculeatum"	0.000493963227211669	0.000410805649612442	0.000409907066264406	2.17790180320889e-06	0.00148532779231828	0.00114859449306385	0.000493094382526784	0.000744446837396748	0.00114544540936478	1.00147793887231	0.00114471893308008	0.000338528193037086	1.59790987850915e-07	0.000491484487000046	1.02647940120818e-06	0.000157058530959425	0.000156332054674723	0.0201478887468303	9.44419170112455e-05	0.0201141652550412	0.0201030996556838	0.0200740940586694	0.0200954075894638	6.74147541860506e-05	2.28229126959336e-05	6.34370221768131e-06	1.18632607400905e-05	3.15557427533399e-05	5.8581412927753e-06	3.06342403940326e-05	5.85814129277529e-06	3.61805043955855e-05	2.92381522411499e-06	2.92381522411499e-06	5.83999211108189e-06	2.92381522411499e-06	1.53120576713126e-05	6.32155826129163e-06	6.32155826129163e-06	8.38449251494141e-06	6.32155826129163e-06	1.81491816934074e-08	5.47882647251982e-06	1.23777316026523e-05	1.23777316026523e-05	3.42159800402726e-08	1.81491816934074e-08	2.9343260686603e-06	1.14859449306385e-05	2.9343260686603e-06	1.81491816934074e-08	5.47882647251982e-06	2.9343260686603e-06	1.81491816934074e-08	6.77056386074172e-06	2.9343260686603e-06	2.9343260686603e-06	1.14859449306385e-05	3.99477469627287e-09	3.99477469627287e-09	3.99477469627287e-09	2.90566604242158e-06	3.41589221887005e-06	3.41589221887005e-06	3.41589221887005e-06	3.41589221887005e-06	5.47882647251983e-06	2.90566604242158e-06
