"Acer_rubrum"	"Hamamelis_virginiana"	"Quercus_rubra"	"Vaccinium_sp."	"Quercus_prinus"	"Quercus_alba"	"Carya_glabra"	"Cornus_florida"	"Prunus_serotina"	"Tsuga_canadensis"	"Betula_lenta"	"Castanea_dentata"	"Kalmia_latifolia"	"Fagus_grandifolia"	"Carpinus_caroliniana"	"Lindera_benzoin"	"Liriodendron_tulipifera"	"Sassafras_albidum"	"T01"	"T02"	"T03"	"T04"	"T05"	"T08"	"T11"	"T12"	"N01"	"N06"	"N07"	"N10"	"N11"	"N13"	"N17"	"N18"	"N19"	"L01"	"L02"	"L03"	"L04"	"L05"	"L07"	"L09"	"L10"	"L11"	"L17"	"L20"	"G01"	"G02"	"G03"	"G04"	"G05"	"G08"	"G09"	"G10"	"G16"	"G21"	"G27"	"G28"	"G30"	"G33"	"G39"	"G40"	"G44"	"G45"	"G48"	"G60"	"A01"	"A02"	"A04"	"A06"	"A07"	"A08"	"A14"	"A15"	"A20"
"Acer_rubrum"	1.00122453564481	0.000716398403790023	0.000909089537361393	0.00094617435583141	0.000783696105359099	0.000680685285639114	0.000864348433828194	0.000648097548762587	0.000484026789269775	0.000233949580887707	0.000419934259928585	0.000506505721812965	0.000290453307224535	0.000386456228242256	0.0003382691840466	0.000292011471452289	0.00019998234865018	0.000176395894117904	0.00372370904063669	0.00372809336672111	1.85414669113386e-05	0.00372319361424136	8.84207119037133e-06	1.51258371646805e-06	4.4693785784412e-06	1.51258371646805e-06	0.00374077397478245	0.00374101014194262	0.00373585758809471	2.40565435816604e-05	3.10866890029547e-06	0.00372926154933119	9.79534610550466e-06	0.00371119581576866	0.00372778710489453	0.00373967692628495	0.00373761927030076	2.20598322892981e-05	1.60211441482472e-05	1.29971989382059e-06	0.0037328619660063	0.00372950014031343	0.00371650628752671	1.29971989382059e-06	8.96332349922025e-06	0.00372509944946082	0.00374213086627567	0.00373606874708924	0.00371311390585959	0.00373831366428015	0.00374045140872376	0.00372065822437464	0.00373740677897614	0.00372778384242184	1.67948711468617e-05	1.01637922886679e-05	2.00728141641452e-05	1.29971989382059e-06	1.29971989382059e-06	4.31239310339523e-06	2.11007964279967e-05	1.93178434550061e-05	8.19915105893961e-06	6.15908429626038e-06	1.29971989382059e-06	2.31463410272352e-06	0.00372537655720423	1.29971989382059e-06	0.00372886476458936	1.88876212780152e-05	1.29971989382059e-06	0.00372553389849382	7.72124547862862e-06	2.57963006421021e-05	0.00374343058616949
"Hamamelis_virginiana"	0.000805948204263776	1.00090358054255	0.000771070463415731	0.000737488494036398	0.000859918082045878	0.000744189352297435	0.000800146276269948	0.000707625610519758	0.000530521610484653	0.000262950375102754	0.000464406447555783	0.0006675753938289	0.000326425657185415	0.000341670903585642	0.000380129164901971	0.000328123028424316	0.000271022032862644	0.00019821846167899	0.00418544733216129	0.0041903106417009	0.00418676304418613	1.7301878785241e-05	8.75180372950731e-06	1.65788003276454e-06	3.96253157662828e-06	1.65788003276454e-06	0.00420423457738189	0.00420449995638678	0.00419979469402905	2.47693478932899e-05	3.84503325234074e-06	0.00419147530479644	1.11069435962405e-05	5.28964489298884e-06	0.00418996623517166	0.00420269314283436	0.00420117693107564	2.20922580824081e-05	1.55091815198335e-05	1.46083541723752e-06	0.00419517486772539	0.00419177554224707	9.98537230907714e-06	1.46083541723752e-06	9.13389421586894e-06	0.00418701272279063	0.00420575933477943	0.00419866983125119	7.1928564609079e-06	0.00420168006186583	0.00420387250708566	1.61805389407834e-05	0.00420062949591587	0.00419048255515015	1.79547146634511e-05	1.11174822386609e-05	2.05996447717927e-05	1.46083541723752e-06	1.46083541723752e-06	5.15447666341674e-06	2.24148488786762e-05	0.00418769990294788	8.60016176832385e-06	6.33267358969501e-06	1.46083541723752e-06	2.52723432328485e-06	0.00418686411008868	1.46083541723752e-06	0.00419150386725325	1.86949792787589e-05	1.46083541723752e-06	0.00418872553194046	8.31856864485301e-06	2.62909710765138e-05	0.00420722017019666
"Quercus_rubra"	0.000767044297148676	0.000578302847561798	1.00111212240475	0.000778853787248222	0.00090459238726414	0.000772833343961994	0.000885733800669641	0.00064331822241981	0.000556998298063466	0.000223921009745324	0.000549525016975986	0.000544475863878071	0.000218520710972897	0.000435083055972735	0.00036934172448498	0.000358823891706551	0.000223761583191994	0.000177757854993777	0.00314346313310076	0.00314746179860408	0.0031449532224407	0.0031435842059045	9.18030518486248e-06	1.74061968144833e-06	4.17453776659902e-06	1.74061968144833e-06	0.00316187317748826	0.00316266354528852	0.00315773661641639	0.00315103990975249	3.18856226640364e-06	0.00314977523256135	1.11238867330815e-05	5.27482288940505e-06	0.00314794917845734	0.00316117180140057	0.00315900626635227	0.00314900807583004	0.00314228059756545	1.24400560969624e-06	0.00315328111524608	0.00314967897744083	0.00313628087340616	1.24400560969624e-06	0.00313577083750384	0.00314514124795737	0.0031632405456036	0.00315609827996454	0.00313360619814001	0.0031584132089337	0.00316112371703292	1.67052125566834e-05	0.0031580915227794	0.0031488341958794	1.73722768080428e-05	1.12216117583324e-05	0.00314800125596651	1.24400560969624e-06	1.24400560969624e-06	4.85257806831977e-06	0.00314912917073314	1.96136768286706e-05	8.90380353551346e-06	6.78404431465087e-06	1.24400560969624e-06	2.29756508007075e-06	0.00314543685570405	1.24400560969624e-06	2.29964801986708e-05	0.00314430492670647	1.24400560969624e-06	2.01645137389848e-05	7.86368469484111e-06	0.00315330992767311	0.00316448455121329
"Vaccinium_sp."	0.000798334612732752	0.000553116370527298	0.000778853787248222	1.00134873188281	0.00081966996321445	0.000708756518835065	0.000766078827894801	0.00061809058865279	0.000749343637519625	0.000171584283962827	0.000386410647836668	0.000603805772224464	0.000284560525229412	0.000319789304488697	0.000317209873263652	0.000391245823881967	0.000322210443772971	0.000163217236917412	0.00314368079037282	0.00314818990753266	1.74644985807001e-05	0.00314356493548008	0.00313611965836103	2.34169886724883e-06	0.00313155648600102	2.34169886724883e-06	0.00316233643800002	0.00316217386351884	3.06727650339923e-05	0.00315109372754594	3.10969520853165e-06	0.00314962770101508	1.11948808545331e-05	0.00313217158199575	0.00314780113153031	0.00316002579389369	0.00315923524470922	0.00314839943464043	0.00314227357250026	9.53246022015707e-07	0.00315253222210232	0.00315036773507771	0.00313679429673202	9.53246022015707e-07	8.60713481114669e-06	0.00314570584638179	0.00316359195520708	0.00315640473609842	7.07381454969594e-06	0.00315910398563538	0.00316111609611158	1.58679734943917e-05	0.00315850526677229	2.15597891454218e-05	0.00314495459360901	1.12501170649027e-05	2.02323987575058e-05	9.53246022015707e-07	9.53246022015707e-07	5.57717474266553e-06	2.25543558612771e-05	0.00314661939670718	8.0074862181949e-06	6.80735652730586e-06	9.53246022015707e-07	2.20746638804568e-06	0.00314600381950315	9.53246022015707e-07	0.00314867256822208	0.0031453211771956	9.53246022015707e-07	1.98203411775787e-05	0.0031356928938559	0.00315255558425878	0.00316454520122909
"Quercus_prinus"	0.000587772079019324	0.000573278721363918	0.000804082122012569	0.000728595522857289	1.00119064238016	0.000980776907485334	0.000980821300132519	0.000647751269589519	0.000761235387567233	0.000175997254459191	0.000533415944928856	0.000547909716480377	0.000222325360343795	0.000302216257312629	0.000305482219334364	0.000296163173573295	0.000206932271502826	0.000255612212887549	0.00279591752419505	0.00280021600512766	0.00279844546298513	0.00279633120942784	0.0027889046357935	2.3788605861476e-06	4.65572159507663e-06	2.3788605861476e-06	0.00281365560473482	0.00281474690371484	0.00280930624623015	2.39661467599566e-05	2.93458294077463e-06	0.00280232198568075	1.14946555880735e-05	4.45379463492652e-06	0.00280027255766231	0.00281336735523815	0.0028111900440428	0.00280230313512179	0.00279559190634943	9.77762524773284e-07	0.0028036358839476	0.002803055551769	9.768897838023e-06	9.77762524773284e-07	0.00278898423726692	0.00279684484828	0.00281562185252626	0.00280840813885663	6.28030213787956e-06	0.00281140688825656	0.0028129880162953	0.00279614301881097	0.00281068544437754	0.00280202219930605	1.72695788974969e-05	0.00279138694177238	0.00280127691893204	9.77762524773284e-07	9.77762524773283e-07	4.99114723242427e-06	0.00280270402395389	0.00279853367529719	0.00278901750856167	0.00278626632488062	9.77762524773284e-07	2.31339739139114e-06	0.00279878533396161	9.77762524773284e-07	0.00280224863970041	0.00279838584772419	9.77762524773284e-07	1.96829095843558e-05	7.25858086591196e-06	0.00280585774995692	0.00281659961505104
"Quercus_alba"	0.000592854926201809	0.000576146595327047	0.000797763451831736	0.000731619632345874	0.00113896673127329	1.00113780738461	0.000895330031071918	0.000656716139180161	0.000707637535082631	0.000155410278992569	0.000550988453211079	0.000546555245052765	0.000257770741030952	0.00030190117446054	0.000305781482942871	0.000254573285846658	0.000218295805366046	0.000274891207184955	0.00324436170121126	0.00324867444475817	0.00324668548491706	0.00324451917620046	0.00323713827313884	2.21136729713322e-06	4.49767864821408e-06	2.21136729713322e-06	0.00326189670127958	0.00326272654995741	3.0963440591467e-05	2.33750379194168e-05	2.81537345689319e-06	0.00325067087760514	1.16179422033675e-05	4.48207033701348e-06	0.00324843748951797	0.0032612712445883	0.00325902304866004	0.00325037150630121	1.73537717185091e-05	8.63390438847604e-07	2.51727463070183e-05	0.0032510831373295	9.53316692705028e-06	8.63390438847604e-07	0.00323742939049931	1.84638532671991e-05	0.00326401124902715	0.00325673131465628	6.27772332269912e-06	0.00325953459532539	0.00326134579568594	0.00324424700658125	0.00325885244236068	0.00325000401862093	1.74666390955211e-05	0.00323936203060886	0.00324922777519775	8.63390438847604e-07	8.63390438847603e-07	4.98414914916499e-06	0.00325072392931651	0.00324688054067243	0.00323731322804126	7.93324957595499e-06	8.63390438847604e-07	2.34541478278629e-06	0.00324678573952867	8.63390438847604e-07	0.00325098519870523	0.00324668287402025	8.63390438847604e-07	1.96960489809195e-05	7.10789577071486e-06	0.00325369693660208	0.003264874639466
"Carya_glabra"	0.000666783077524606	0.000548671732299393	0.000809813760612243	0.000700414928360961	0.00100884476585059	0.000793006598949414	1.00113556810738	0.000649042565670414	0.000735084854729375	0.000204907944750009	0.000532616605803684	0.000587240612956545	0.000260372861585521	0.000334599865937578	0.000337955971103776	0.000328383804202149	0.000204850782380252	0.000262851260912864	1.71536053627287e-05	0.00287948999539924	0.00287719910296839	0.00287525481059447	9.84636919702712e-06	2.2971401710293e-06	4.4859368221573e-06	2.2971401710293e-06	0.0028933876836866	0.00289437822008714	0.00288963133763295	0.00288224015576431	3.23566537424961e-06	0.00288112585055244	1.17623205167359e-05	4.65836360492284e-06	0.00287943244637209	0.00289301254820461	0.00289059523538491	0.00288115995949863	0.00287474353386616	1.13837747083338e-06	0.00288391615359675	0.00288193537088683	0.0028675763690565	1.13837747083338e-06	1.01103362342984e-05	0.00287658649021742	0.00289540961646286	0.00288797842147877	6.76128688169535e-06	0.00289120203426766	0.00289270170668965	0.00287505172196998	0.00289026095987808	0.00288100689966064	1.79452454821997e-05	0.00287014219789897	0.00288051437784441	1.13837747083338e-06	1.13837747083338e-06	5.21195912657753e-06	0.00288186511281097	1.96745222899884e-05	0.00286776970260078	0.0028654868241925	1.13837747083338e-06	2.31800916310862e-06	0.00287752007382031	1.13837747083338e-06	0.00288142121729079	0.00287725215765825	1.13837747083338e-06	0.00287800553548897	7.47611090486896e-06	0.00288509653878581	0.00289654799393369
"Cornus_florida"	0.000624951207735351	0.000606536237588364	0.00073522082562264	0.000706389244174617	0.00083282306090081	0.00072707858266375	0.000811303207088017	1.00125790622789	0.000653246868080477	0.000255594065749522	0.000596264476872833	0.000544249947570577	0.000285122891761163	0.000388743624462748	0.000346159473913477	0.000296633226505496	0.000262518200180394	0.000170268732250147	0.00358992680573934	2.06434951421726e-05	0.00359215089954473	0.00358971758057916	8.9076750249746e-06	2.04139646275149e-06	4.24886285079717e-06	2.04139646275149e-06	0.00360869802008835	0.00360905172250113	0.0036044988413303	0.0035982412824221	3.36371684469385e-06	0.00359647937155729	1.157548148531e-05	4.5221004907692e-06	2.04309677561221e-05	0.00360730160116659	0.00360569594394616	0.00359591854714836	0.00358958336347671	1.41996703194179e-06	0.00359912059512191	0.00359622996117795	9.13767473394857e-06	1.41996703194179e-06	9.44081257455165e-06	1.75700186308516e-05	0.0036100077795672	0.00360281550106404	6.658218258914e-06	0.00360514717086819	0.00360847002475082	0.0035897383808941	0.00360490187967769	0.00359598314732939	1.78069343408404e-05	1.09619676127896e-05	2.0967455836813e-05	1.41996703194179e-06	1.41996703194179e-06	4.70784318285822e-06	2.24978302721418e-05	0.0035930958932427	8.28658081613333e-06	6.67280301725125e-06	1.41996703194179e-06	0.00357592109367103	1.83651176941623e-05	1.41996703194179e-06	0.00359611746871954	0.0035918203670372	1.41996703194179e-06	0.00359397259603009	7.54929990480868e-06	0.0035997300062298	0.00361142774659914
"Prunus_serotina"	0.000408397603446372	0.00039789120786349	0.000556998298063466	0.000749343637519625	0.000856389811013137	0.000685523862111299	0.000803999059860253	0.000571591009570417	1.00178545892911	0.000197731976780986	0.000567383292819577	0.000589705734972692	0.000253261308633348	0.000461271670938032	0.000308501468058862	0.000328509809197963	0.000314275279897058	0.000264776141158231	1.38844066439621e-05	1.83567531681345e-05	1.67974531953061e-05	1.45236667822268e-05	0.00313751148590399	0.00313057955915345	0.0031329212580207	0.00313057955915345	0.00316161790867783	0.00316264264830204	0.00315808958213766	0.00315284521712215	3.20460289273335e-06	2.06408124010533e-05	0.00314160940183402	3.85428258371688e-06	1.81743764382245e-05	0.00316054747976939	0.00315817816311815	0.00315048857681976	0.0031437433719755	1.09851098211659e-06	2.33557167180196e-05	0.00314886719787906	7.8920424361945e-06	1.09851098211659e-06	8.69494461814406e-06	1.58599294612676e-05	0.0031636546482252	0.00315533358859622	5.68094903443234e-06	0.00315786614798474	0.0031608913651644	0.0031433850044404	0.00315709499450867	0.00314788201513673	0.00314788666610209	0.00313957301911838	0.00314978931779742	1.09851098211659e-06	1.09851098211659e-06	5.9569625755623e-06	0.00315206244406532	0.00314783976847928	8.92410760168114e-06	0.00313525555991063	1.09851098211659e-06	2.04139646275149e-06	0.00314471970950569	1.09851098211659e-06	2.09522746396068e-05	0.00314570115312449	1.09851098211659e-06	0.00314709700504229	8.36801380605688e-06	0.00315424176549067	0.00316475315920732
"Tsuga_canadensis"	0.00035092437133156	0.000350600500137005	0.000398081795102797	0.000305038727045026	0.000351994508918382	0.000267651036042757	0.000398432114791684	0.0003975907689437	0.000351523514277309	1.00458118282574	0.000313409722389684	0.000620984884742362	0.000104623052340494	0.000266346462277022	0.000340338585085992	0.000305783873170579	0.000221667736537221	0.000174835622138	8.21892693833274e-06	1.10269993065226e-05	1.06280154964143e-05	7.8964689919286e-06	3.89290996775318e-06	1.09851098211659e-06	2.0517570041323e-06	1.09851098211659e-06	2.15568750119676e-05	0.00560303647689763	0.00560121984043676	0.00559708987922188	0.0055832243744139	1.21409631627046e-05	8.8466857821793e-06	2.2529659158363e-06	1.22822566938059e-05	0.00560155869198738	0.0056002897640109	1.26207605689776e-05	8.13774348466734e-06	0.0055810065712541	0.00559694602732207	1.26736185510769e-05	4.63534899636592e-06	0.0055810065712541	4.39103241660748e-06	1.0990549393563e-05	2.29017644130291e-05	1.7074416963037e-05	3.94554898918537e-06	0.00559972285342793	0.00560086464697068	8.10360218562359e-06	1.86772666160509e-05	0.00559181501446666	1.23705898690912e-05	6.295844576365e-06	1.32005492084671e-05	0.00558100657125411	0.0055810065712541	4.52147360670178e-06	1.47690211217219e-05	1.18711239726433e-05	4.32441983551581e-06	3.21465097772325e-06	0.0055810065712541	1.41996703194179e-06	9.03584835934092e-06	0.00558100657125411	1.16359208133259e-05	8.56711884972871e-06	0.00558100657125411	1.2214770054207e-05	6.3476333874501e-06	1.64466760211572e-05	0.00560390833566713
