"Rhombomys_opimus"	"Spermophilus_pygmaeus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Stylodipus_telum"	"Allactaga_elater"	"Allactaga_major"	"Pygeretmus_pumilio"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Allocricetulus_eversmanni"	"Xenopsylla_skrjabini"	"Nosopsyllus_laeviceps"	"Coptopsylla_lamellifer"	"Neopsylla_setosa"	"Citellophilus_trispinus"	"Rhadinopsylla_cedestis"	"Echidnophaga_oschanini"	"Oropsylla_ilovaiskii"	"Citellophilus_tesquorum"	"Ctenophthalmus_dolichus"	"Mesopsylla_hebes"	"Mesopsylla_tuschkan"	"Mesopsylla_lenis"	"Ctenophthalmus_breviatus"	"Xenopsylla_conformis"	"Ophthalmopsylla_volgensis"	"Frontopsylla_semura"	"Amphipsylla_schelkovnikovi"	"Amphipsylla_kalabukhovi"	"Paradoxopsyllus_repandus"	"Leptopsylla_segnis"	"Stenoponia_conspecta"
"Allocricetulus_eversmanni"	0.00135692871477314	0.00135475099353341	0.000362305314390662	0.000365291094252598	0.00135184454725579	0.000723419223945742	0.000362205066747123	0.000362776086973951	3.63549787024057e-06	1.79117654241925e-06	1.00385606238473	5.51292420901784e-05	4.91372703912869e-05	9.88067170983129e-06	4.3902819179227e-05	2.13421948738212e-05	3.07645731870718e-05	2.43846165318672e-05	0.0251402595993838	3.35797550741041e-05	1.52518372834495e-05	4.90836639133673e-05	4.90388844998068e-05	4.90908201836674e-05	0.0251239428927857	1.82959297355545e-05	0.0251423963516658	3.47755254070505e-05	4.47794135604813e-08	0.0250964015596181	6.78464357386572e-06	9.82873602597071e-06	6.78464357386572e-06
"Xenopsylla_skrjabini"	0.011295848554291	0.0112667174891744	0.0111740507555959	0.0112319170064838	0.0112189932260192	0.01121374960569	0.0111774685120313	0.0111874660177888	0.0111902083281426	2.91796295106311e-05	2.45018853734127e-05	1.00112683026224	0.000941268611114756	0.000309938670132285	0.000621587549030022	0.000472990525312191	0.000652314093607794	0.000566646796306814	0.000621470605426592	0.000415121253847991	0.000126896227078795	0.000781465454748549	0.000780735964010783	0.000940596082984249	0.000229499621722395	0.00022049553546616	0.000687749202757754	0.000341024570644961	7.29490737765776e-07	6.12547134335316e-07	5.64792427714551e-05	0.00015007855115882	5.64792427714551e-05
"Nosopsyllus_laeviceps"	0.0112906629947083	0.0112615434099727	0.0111790621630999	0.0112293977059131	0.0112175407048257	0.0112122961857615	5.41253233091867e-05	0.0111820352204056	0.0111852005476768	0.0111763979675877	2.18387868405719e-05	0.000941268611114756	1.00121977647158	0.000309820208442009	0.000900244532038595	0.000472944243256727	0.000652071176903463	0.000381106943476159	0.000621380552519916	0.000415133306775344	0.000126837961285871	0.000874572278333593	0.0005951623291439	0.000754950908396426	0.000229361573728028	0.000220416275501814	0.000502129984598972	0.000340938565914628	0.000279409949189692	5.45969671014298e-07	5.64533149735414e-05	0.000150031629189484	5.64533149735414e-05
"Coptopsylla_lamellifer"	0.0335660633621526	0.000145992363440301	5.39780356843515e-05	0.0334926563197654	7.24535199248593e-05	7.94084000105334e-05	5.50263691278747e-05	6.22779073141929e-05	0.0334466016604823	2.24688432521933e-05	1.31742289464417e-05	0.000929816010396855	0.000929460625326029	1.00092474438129	0.000450762345786079	0.000647450998160084	0.000927340601953698	0.000926573939715521	0.000450529980428435	0.000170301071373291	0.000168742769082265	0.00045166950240034	0.000451107781319035	0.000928916376468783	0.000169730793168879	0.000447848238413643	0.000172331667711319	0.000170195521445324	5.61721081304833e-07	3.29355723661043e-07	0.000167830316810763	0.000446935786142141	0.000167830316810763
"Neopsylla_setosa"	0.0144706735612441	0.0144401457094146	0.0143587448401184	0.0144001147085775	0.014399705922304	0.0143861681762829	4.73062678947311e-05	6.16187185530463e-05	5.80677138100667e-05	0.0143624680666564	2.50873252452726e-05	0.000799183991610029	0.00115745725547819	0.000193183862479748	1.0011557474493	0.00040274623126075	0.00042817672233432	0.000284223210961835	0.000797312930766299	0.000532823109967525	0.000162604278490062	0.000918103740505751	0.00055904203883934	0.000559871577608056	0.000294137879096684	0.000282605234394874	0.00043966826606566	0.000437372377728382	0.00035906170166641	6.27183131131814e-07	7.23533678062205e-05	0.000192354323711033	7.23533678062205e-05
"Citellophilus_trispinus"	0.0252169986116283	0.0251692430876079	0.0250878456318594	0.000115201924417071	9.54791249717976e-05	8.15409265380023e-05	4.45859458222971e-05	5.42782167347423e-05	0.0250980267667579	2.55585788897685e-05	2.13421948738212e-05	0.00106422868195243	0.00106412454732764	0.000485588248620063	0.000704805904706312	1.00106006676241	0.000644486830279203	0.000643639117014651	0.000704700495105914	0.00070239151493188	0.000283392762355691	0.000288193646368571	0.000287554681896327	0.00064609792142144	0.000284794309272735	0.0002843527783925	0.000287128220731364	0.000285076163666269	6.38964472244212e-07	5.33554871845529e-07	0.000126084993058141	0.00012704500909495	0.000126084993058141
"Rhadinopsylla_cedestis"	0.0168641239636379	0.0168205881352854	5.15306403952064e-05	0.0167999920771401	9.50673116525436e-05	0.016768445693825	6.28263344435249e-05	0.0167452256147864	0.0167544823027744	2.73092207024714e-05	2.05097154580479e-05	0.000978471140411691	0.000978106765355194	0.000463670300976849	0.000499539509390039	0.000429657886852802	1.00097570094254	0.000569846082396441	0.000499369521758929	0.00019117238795806	0.000189449295663723	0.000738945279740174	0.000738262549222612	0.000977612296405105	0.000190826286837925	0.00032944922963989	0.000598775358132896	0.000357998000889724	6.82730517561785e-07	5.12742886451197e-07	8.43206198181898e-05	0.000224320553794357	8.43206198181898e-05
"Echidnophaga_oschanini"	0.0202091843998571	0.0201569999647771	4.89117431018193e-05	0.0201395418858975	8.78878051703928e-05	8.78608470257893e-05	0.0200720855226701	7.07753757411251e-05	0.020094824827995	2.25209446395547e-05	1.95076932254937e-05	0.00101996423335226	0.000685992498257086	0.000555944363829313	0.000397912495346569	0.00051491129361172	0.000683815298875729	1.00101646037232	0.000397837164061218	0.00022864134754451	0.000227027171779143	0.000732643135135676	0.000732080111519686	0.0010191490376339	0.000228313844156783	0.000394856687494955	0.000564738288134511	0.000228704760296404	5.63023615988868e-07	4.87692330637343e-07	0.000101045921999285	0.000268875437715098	0.000101045921999285
"Oropsylla_ilovaiskii"	0.0144762965136431	0.0144457684841806	0.0143547595025708	0.0143916389830481	0.0144053307904201	0.0143828235723839	4.79443528961324e-05	5.82716801849556e-05	5.40728929665728e-05	2.73316095874393e-05	0.0143658626282193	0.000799033635548475	0.000798917853239892	0.000193084277326472	0.000797312930766299	0.000402685997203379	0.000428031018650511	0.00028416940290087	1.00115577620623	0.00053287107994404	0.000162667535594344	0.000559698464179126	0.00055901517393944	0.000559787643838963	0.00065277165394001	0.000282597860453078	0.000798231414786189	0.000437453323958366	6.83290239685983e-07	0.000359146565705483	7.23814825682156e-05	0.00019231180742695	7.23814825682156e-05
"Citellophilus_tesquorum"	0.0252114052807537	0.0251755925710818	0.0250882070139332	9.82230879484784e-05	0.0251238931156321	9.26078429801435e-05	4.3705639884463e-05	5.31472485641854e-05	5.95175975306822e-05	3.02218567180805e-05	3.35797550741041e-05	0.000934022821157981	0.000934049940244525	0.000127725803529968	0.000932440442443169	0.000702391514931879	0.000286758581937091	0.000285801684430637	0.00093252438990207	1.00092994029186	0.00028340447997303	0.000515791332617083	0.000515035786199131	0.000515886037592427	0.000512643002173811	0.000284223005705934	0.00051505675434308	0.00051272958672676	7.55546417952012e-07	8.39493876852603e-07	0.000126057026403769	0.000126875552136673	0.000126057026403769
"Ctenophthalmus_dolichus"	0.0502553650785761	0.0501840620411384	5.72901622388896e-05	0.000112062324773498	0.00010196018346245	8.30970063526614e-05	4.82032840406118e-05	5.26662882991344e-05	6.32432866849902e-05	2.16476799673698e-05	3.05036745668991e-05	0.000571033021854578	0.000570770825786418	0.000253114153623397	0.000569114974715217	0.000566785524711382	0.00056834788699117	0.000567567929447856	0.000569336374580205	0.00056680895994606	1.00056492721315	0.000569715902292376	0.000569174710293191	0.000570078185817263	0.000566616715772918	0.000565861065856441	0.000569003449450918	0.000566685093972272	5.41191999184244e-07	7.62591864172477e-07	0.00025127682539288	0.000252210678099326	0.00025127682539288
"Mesopsylla_hebes"	0.0126752131129928	0.0126484656013008	4.92228114594084e-05	0.0126183036497955	0.0126110941598903	0.0126074413634315	0.0125683791630924	0.0125793900933791	5.93227194141004e-05	0.0125687265033885	2.45418319566837e-05	0.000879148636592118	0.000983893813125292	0.000169376063400128	0.000803340772942532	0.000144096823184286	0.000554208959805131	0.000457901959459797	0.000489736156156735	0.000257895666308542	0.000142428975573094	1.00119169895157	0.000877480788980926	0.000878328256401128	0.000257688831916469	0.000247581505988056	0.000772941804364881	0.000383149699751866	0.000314218162584713	6.13545798917091e-07	6.3376065564964e-05	0.000168528595979926	6.3376065564964e-05
"Mesopsylla_tuschkan"	0.014472196099894	0.0144416584477735	4.70935139146989e-05	0.0144072242871761	0.01439899184303	0.0143948252511091	0.014359325627582	0.0143679162671084	6.37506370887603e-05	2.90968157101921e-05	2.80222197141753e-05	0.00100380338229958	0.0007652087088993	0.000193331906279587	0.000559042038839341	0.000164316961083615	0.000632796470762239	0.000522914365371204	0.00055901517393944	0.00029430616354236	0.000162621345798055	0.00100283518740677	1.00100210776701	0.001003018490401	0.000294221827136637	0.000282681548191189	0.000882748120113738	0.000437469524154873	7.27420392754803e-07	7.00555492854383e-07	7.23609804994702e-05	0.000192421182892604	7.23609804994702e-05
"Mesopsylla_lenis"	0.0126865875640949	0.0126538573814146	4.97148771480195e-05	0.0126251844461658	0.0126054380161707	0.0126047663925868	0.0125722739226932	0.0125811915997828	0.0125790583079423	2.74830920100954e-05	2.45454100918337e-05	0.00105817059335728	0.000849319771945979	0.000348343641175794	0.000489887630407049	0.00032304896071072	0.000733209222303829	0.000636968148521188	0.000489814188359092	0.000257943018796214	0.000142519546454316	0.000878328256401128	0.000877641179100875	1.00105734201207	0.000257728072762709	0.000247729416839031	0.000773044943968456	0.000383162101436281	6.87077300252384e-07	6.13635252295843e-07	6.34329378204743e-05	0.00016864280820519	6.34329378204743e-05
"Ctenophthalmus_breviatus"	0.0252028443796579	0.0251670617581071	5.50802009983416e-05	8.5910993047965e-05	0.0251258305031117	8.92894959497718e-05	4.80044598690418e-05	5.28013102792711e-05	3.97563625412364e-05	1.95786537529118e-05	0.0251239428927857	0.00051637414887539	0.000516063540888062	0.00012729809487666	0.000514741288419198	0.000284794309272735	0.000286239430256887	0.000285392305195979	0.00114235039439502	0.000512643002173811	0.000283308357886459	0.000515377663832937	0.000514888197489114	0.000515456145525418	1.00113982357114	0.000284024282828525	0.00114227084486669	0.000512617893783336	4.89466343822795e-07	0.000628098572319643	0.00012601422189829	0.000126730146840356	0.00012601422189829
"Xenopsylla_conformis"	0.0335718639816187	0.0335010225060588	5.2489689663812e-05	0.0334760903257089	9.33315763476235e-05	8.53716410511379e-05	5.18910049048805e-05	5.70579654931054e-05	7.15049387249331e-05	2.50828075483624e-05	2.43945729807394e-05	0.00066148660639848	0.000661248826505441	0.000447848238413643	0.00065941221358804	0.000379137037856666	0.000658898459279781	0.000658094479158258	0.00065939500772385	0.000378964007607912	0.000377240710570961	0.000660217349301484	0.000659590279112774	0.000660611778237416	0.000378699043771367	1.00065620812995	0.000381232724056385	0.00037894289585736	6.27070188709059e-07	6.09864324518484e-07	0.000167859319908093	0.000446826739289001	0.000167859319908093
"Ophthalmopsylla_volgensis"	0.0144623148261474	0.0144417343996955	4.61423406183288e-05	9.75646845826e-05	0.014407436141974	0.0143923139671015	0.014356033350445	0.0143636928797964	5.12271095147896e-05	2.45576807021771e-05	0.0143670836295233	0.000884248974974255	0.000645595694484392	7.38564290191366e-05	0.00043966826606566	0.000164073268989351	0.000513236021256769	0.000403384491524651	0.000798231414786189	0.000294318145338903	0.000162572414128834	0.000883362062131292	0.000882748120113738	0.00088347993596395	0.00065272619706668	0.000163385453167022	1.00124111217181	0.000437472245999612	6.13942017554426e-07	0.000359177090738083	7.23115741307369e-05	7.31246131689253e-05	7.23115741307369e-05
"Frontopsylla_semura"	0.0252058961151151	0.0251700906256897	5.88648647159842e-05	0.000103754988826077	0.0251246554528226	0.0251079717158321	5.52745725570999e-05	6.70303677197986e-05	5.26774921073398e-05	2.91092893081423e-05	3.47755254070505e-05	0.000767305283951162	0.000767111773307913	0.000127646641083993	0.000765401661024669	0.000285076163666269	0.000536997001334586	0.000285880950370505	0.000765543316927141	0.00051272958672676	0.000283342546986136	0.000766299399503732	0.000765571667271028	0.000766324202872562	0.000512617893783336	0.00028420717189302	0.000765576430499321	1.00076282822281	7.27732232703556e-07	8.69388135176262e-07	0.000126029480575575	0.000126894105482459	0.000126029480575575
"Amphipsylla_schelkovnikovi"	9.63322046840732e-05	9.61156759916996e-05	6.41278942723751e-05	9.58591881310429e-05	9.58103779123308e-05	9.57541496879095e-05	3.1753911664903e-05	5.97068772740295e-05	2.83272956914811e-05	0.100346134317137	1.79117654241925e-07	6.56541663989199e-06	0.00251468954270723	1.6851632439145e-06	0.00251343191166487	2.55585788897685e-06	4.09638310537071e-06	2.81511807994434e-06	4.78303167780188e-06	3.02218567180805e-06	1.08238399836849e-06	0.00251374530067771	5.09194274928362e-06	5.49661840201907e-06	1.95786537529118e-06	1.88121056612718e-06	4.29759412288098e-06	2.91092893081423e-06	1.00250865335793	4.47794135604813e-09	4.81661023420366e-07	1.28048759117906e-06	4.81661023420366e-07
"Amphipsylla_kalabukhovi"	0.000135692871477314	0.000135475099353341	3.62305314390662e-05	3.65291094252598e-05	0.000135184454725579	7.23419223945742e-05	3.62205066747123e-05	3.62776086973951e-05	3.63549787024057e-07	1.79117654241925e-07	0.100385606238472	5.51292420901784e-06	4.91372703912869e-06	9.88067170983129e-07	4.3902819179227e-06	2.13421948738212e-06	3.07645731870719e-06	2.43846165318672e-06	0.00251402595993838	3.35797550741041e-06	1.52518372834495e-06	4.90836639133673e-06	4.90388844998068e-06	4.90908201836674e-06	0.00251239428927857	1.82959297355545e-06	0.00251423963516658	3.47755254070505e-06	4.47794135604813e-09	1.00250964015596	6.78464357386572e-07	9.82873602597071e-07	6.78464357386572e-07
"Paradoxopsyllus_repandus"	0.100306000485254	0.00016378373751893	5.09809427581343e-05	0.000122917072622307	9.07249695012712e-05	7.39499066528843e-05	4.29006722786386e-05	4.68734735578832e-05	6.55647347251851e-05	1.92664409368146e-05	2.71385742954629e-05	0.000508313184943096	0.000508079834761873	0.00050349095043229	0.000506473574643543	0.000504339972232566	0.000505923718909139	0.000505229609996427	0.000506670377977509	0.000504228105615075	0.000502553650785761	0.000507008524519712	0.000506526863496292	0.000507463502563794	0.000504056887593159	0.00050357795972428	0.000506181018915159	0.000504117922302301	4.81661023420366e-07	6.78464357386572e-07	1.00050153000243	0.000502554311364787	0.000501530002426268
"Leptopsylla_segnis"	0.0502554311364787	0.000149363586709258	4.69348436358955e-05	0.0501635317001011	8.3399665809621e-05	8.19354085504875e-05	5.10835594560282e-05	5.63573967194653e-05	7.6796488765002e-05	2.56097518235811e-05	1.96574720519414e-05	0.00067535348021469	0.000675142331352679	0.000670403679213212	0.000673240132988615	0.000254090018189901	0.000672961661383071	0.000672188594287745	0.000673091325994324	0.000253751104273345	0.000252210678099326	0.000674114383919705	0.000673474140124115	0.000674571232820759	0.000253460293680712	0.000670240108933502	0.000255936146091239	0.000253788210964919	6.40243795589528e-07	4.91436801298535e-07	0.000251277155682393	1.00066930658652	0.000251277155682393
"Stenoponia_conspecta"	0.100306000485254	0.00016378373751893	5.09809427581343e-05	0.000122917072622307	9.07249695012712e-05	7.39499066528843e-05	4.29006722786386e-05	4.68734735578832e-05	6.55647347251851e-05	1.92664409368146e-05	2.71385742954629e-05	0.000508313184943096	0.000508079834761873	0.00050349095043229	0.000506473574643543	0.000504339972232566	0.000505923718909139	0.000505229609996427	0.000506670377977509	0.000504228105615075	0.000502553650785761	0.000507008524519712	0.000506526863496291	0.000507463502563794	0.000504056887593159	0.00050357795972428	0.000506181018915159	0.000504117922302301	4.81661023420366e-07	6.78464357386572e-07	0.000501530002426268	0.000502554311364787	1.00050153000243
