"Rhombomys_opimus"	"Spermophilus_pygmaeus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Stylodipus_telum"	"Allactaga_elater"	"Allactaga_major"	"Pygeretmus_pumilio"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Allocricetulus_eversmanni"	"Xenopsylla_skrjabini"	"Nosopsyllus_laeviceps"	"Coptopsylla_lamellifer"	"Neopsylla_setosa"	"Citellophilus_trispinus"	"Rhadinopsylla_cedestis"	"Echidnophaga_oschanini"	"Oropsylla_ilovaiskii"	"Citellophilus_tesquorum"	"Ctenophthalmus_dolichus"	"Mesopsylla_hebes"	"Mesopsylla_tuschkan"	"Mesopsylla_lenis"	"Ctenophthalmus_breviatus"	"Xenopsylla_conformis"	"Ophthalmopsylla_volgensis"	"Frontopsylla_semura"	"Amphipsylla_schelkovnikovi"	"Amphipsylla_kalabukhovi"	"Paradoxopsyllus_repandus"	"Leptopsylla_segnis"	"Stenoponia_conspecta"
"Rhombomys_opimus"	1.00306000485254	0.0016378373751893	0.000509809427581343	0.00122917072622307	0.000907249695012712	0.000739499066528843	0.000429006722786386	0.000468734735578832	0.00065564734725185	0.000192664409368146	0.000271385742954629	0.00508313184943096	0.00508079834761873	0.00503490950432289	0.00506473574643543	0.00504339972232566	0.00505923718909139	0.00505229609996427	0.00506670377977509	0.00504228105615075	0.00502553650785761	0.00507008524519712	0.00506526863496291	0.00507463502563794	0.00504056887593159	0.0050357795972428	0.00506181018915159	0.00504117922302301	4.81661023420365e-06	6.78464357386572e-06	0.00501530002426268	0.00502554311364787	0.00501530002426268
"Spermophilus_pygmaeus"	0.00204729671898663	1.00204340344758	0.00063599381719645	0.00101207576924689	0.00113195397423628	0.000922441060524386	0.00053505895802585	0.000584591030403856	0.000609218386447953	0.000240289189979249	0.000338687748383353	0.00633752858766059	0.00633461816810964	2.73735681450565e-05	0.0063175637478689	0.00629231077190198	0.00630772055073201	0.00629906248899286	0.006320023711829	0.00629389814277046	0.0062730077551423	0.0063242328006504	0.00631822557090092	0.00632692869070732	0.00629176543952676	0.00628144171988603	0.00631825879986678	0.00629252265642242	6.00722974948122e-06	8.46719370958382e-06	1.02364835949331e-05	1.86704483386572e-05	1.02364835949331e-05
"Spermophilus_fulvus"	0.00169936475860448	0.00169598351252387	1.00168737783179	0.000857774890273134	0.00127434904806955	0.000856153105160608	0.000190252267363969	0.000376613618370523	0.000794084897448076	0.000427519295149167	0.000241536876260442	0.0167610761333938	0.0167685932446498	2.69890178421758e-05	0.0167518689801381	0.0167252304212396	5.15306403952064e-05	4.07597859181828e-05	0.0167472194196659	0.0167254713426222	1.90967207462965e-05	6.56304152792112e-05	5.4942432900482e-05	6.6286502864026e-05	3.67201339988944e-05	2.6244844831906e-05	5.38327307213836e-05	3.92432431439894e-05	1.06879823787292e-05	6.03842190651104e-06	8.49682379302238e-06	1.56449478786318e-05	8.49682379302238e-06
"Meriones_meridianus"	0.00204861787703844	0.00134943435899585	0.000428887445136567	1.0020414632758	0.000760743621179709	0.000899209104480905	0.000592664466334178	0.000658413198810475	0.00088028242804819	0.000319530627103476	0.000121763698084199	0.00842393775486283	0.00842204827943485	0.00837316407994134	0.00840006691333687	3.8400641472357e-05	0.00839999603857002	0.00839147578579063	0.00839512274011139	3.27410293161595e-05	1.86770541289163e-05	0.00841220243319698	0.00840421416751939	0.00841678963077724	2.8636997682655e-05	0.00836902258142723	5.69127326731833e-05	3.45849962753591e-05	7.98826567758691e-06	3.04409245210498e-06	1.02430893851922e-05	0.00836058861668351	1.02430893851922e-05
"Stylodipus_telum"	0.00164954490002311	0.00164647850798005	0.000695099480765208	0.000829902132196046	1.00164217190797	0.0011862204869919	0.000593907647202315	0.000695950558214204	0.00032175327007941	0.000348401374226657	0.000491579835365741	0.00917917627583386	0.00917798784940283	1.9760050888598e-05	0.00916344922328434	3.47196818079264e-05	5.18548972650238e-05	3.99490023501786e-05	0.00916702868481282	0.00913596113295713	1.85382151749909e-05	0.0091717048435566	0.00916299480920093	0.00916759128448778	0.00913666563749519	2.54540662766246e-05	0.00916836845398344	0.00913623834648096	8.71003435566643e-06	1.22894958841435e-05	8.24772450011556e-06	1.51635756017493e-05	8.24772450011556e-06
"Allactaga_elater"	0.00147899813305769	0.00147590569683902	0.000513691863096365	0.00107905092537709	0.00130484253569109	1.00147070801924	0.000653009574269446	0.000931938384595054	0.000520480680514377	0.000383016598751638	0.000289367689578297	0.010092374645121	0.0100910665671853	2.382252000316e-05	0.0100703177233981	3.26163706152009e-05	0.010061067416295	4.39304235128946e-05	0.0100679765006687	3.70431371920574e-05	1.66194012705323e-05	0.0100859530907452	0.0100763776757764	0.0100838131140694	3.57157983799087e-05	2.56114923153414e-05	0.010074619776971	0.0100431886863329	9.57541496879094e-06	7.23419223945742e-06	7.39499066528843e-06	1.63870817100975e-05	7.39499066528843e-06
"Allactaga_major"	0.00143002240928795	0.00142682388806893	0.000190252267363969	0.00118532893266836	0.00108883068653758	0.00108834929044908	1.00141842610164	0.00108584053722661	0.000733973198834958	0.000211692744432686	0.000241470044498082	0.016766202768047	8.11879849637801e-05	2.75131845639374e-05	5.51906458771862e-05	2.97239638815314e-05	6.28263344435248e-05	0.0167267379355584	5.59350783788211e-05	2.91370932563087e-05	1.60677613468706e-05	0.0167578388841232	0.0167525465655123	0.0167630318969243	3.20029732460279e-05	2.59455024524402e-05	0.0167487055755192	3.68497150380666e-05	5.29231861081716e-06	6.03675111245205e-06	7.15011204643976e-06	1.70278531520094e-05	7.15011204643976e-06
"Pygeretmus_pumilio"	0.0013392421016538	0.00133620806949453	0.00032281167288902	0.00112870834081796	0.00109363659147946	0.0013313405494215	0.000930720460479952	1.00132867025276	0.000741189285036481	0.000341182155851597	0.000207300621127972	0.0143838848800142	0.0143769024262358	2.66905317060827e-05	6.16187185530463e-05	3.10161238484242e-05	0.0143530505269597	5.05538398150893e-05	5.82716801849556e-05	3.03698563223916e-05	1.50475109426098e-05	0.0143764458210047	0.0143679162671084	0.0143785046854661	3.01721773024406e-05	2.44534137827595e-05	0.0143636928797964	3.83030672684564e-05	8.52955389628993e-06	5.18251552819931e-06	6.69621050826902e-06	1.61021133484187e-05	6.69621050826902e-06
"Meriones_tamariscinus"	0.00187327813500529	0.00139249916902389	0.000680644197812636	0.00150905559093975	0.000505612281553359	0.000743543829306253	0.000629119884715678	0.000741189285036481	1.00186212003917	0.000161870261094177	2.07742735442318e-06	0.0143874107076118	0.0143809721327273	0.0143342578544924	5.80677138100667e-05	0.0143417295810045	0.0143609848309495	0.0143534463057107	5.40728929665728e-05	3.40100557318184e-05	1.80695104814258e-05	6.77973936161147e-05	6.37506370887603e-05	0.0143760666376483	2.27179214521351e-05	3.0644973739257e-05	5.12271095147896e-05	3.0101424061337e-05	4.04675652735443e-06	5.19356838605796e-08	9.36639067502643e-06	2.19418539328577e-05	9.36639067502644e-06
"Cricetulus_migratorius"	0.000963322046840731	0.000961156759916996	0.00064127894272375	0.000958591881310429	0.000958103779123308	0.000957541496879095	0.00031753911664903	0.000597068772740295	0.00028327295691481	1.00346134317137	1.79117654241925e-06	6.56541663989199e-05	0.0251468954270723	1.6851632439145e-05	0.0251343191166487	2.55585788897685e-05	4.09638310537071e-05	2.81511807994434e-05	4.78303167780188e-05	3.02218567180805e-05	1.08238399836849e-05	0.0251374530067771	5.09194274928362e-05	5.49661840201907e-05	1.95786537529118e-05	1.88121056612718e-05	4.29759412288098e-05	2.91092893081423e-05	0.0250865335792842	4.47794135604813e-08	4.81661023420366e-06	1.28048759117906e-05	4.81661023420366e-06
