"Lasiopodomys_brandtii"	"Spermophilus_undulatus"	"Marmota_sibirica"	"Ellobius_tancrei"	"Alticola_argentatus"	"Allactaga_sibirica"	"Phodopus_sungorus"	"Amphipsylla_primaris"	"Neopsylla_mana"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Frontopsylla_hetera"	"Rhadinopsylla_dahurica"	"Amalaraeus_penicilliger"	"Neopsylla_pleskei"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Amphipsylla_dumalis"	"Rhadinopsylla_rothschildi"	"Frontopsylla_elatoides"	"Paradoxopsyllus_scorodumovi"	"Ctenophyllus_hirticrus"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Pectinoctenus_pavlovskii"	"Frontopsylla_luculenta"	"Ophthalmopsylla_praefecta"
"Oropsylla_silantiewi"	0.0336740372892233	0.0337041193554997	0.0335355670077626	3.47475986218297e-05	3.46317732930903e-05	0	2.69979857004451e-05	0.000521183354603764	0.00108010947139981	0.00107721962944776	1.00107721962945	0.0010799194280178	0.000259031056070948	0.000259031056070948	0.000518293512651715	0.000518293512651716	0.000518293512651715	1.15825328739432e-06	0.000259031056070948	0.000259262456580767	0.000818188573376811	0.000818188573376811	0.000259262456580767	0.000259262456580767	0.000259031056070948	0.000259031056070948	0
"Frontopsylla_hetera"	0.0253188250294912	0.0253414431244359	0.0252147120359117	2.61260140013757e-05	2.60389272880378e-05	0	0.0250829558789728	0.000391867183912605	0.000812112384511134	0.000809939571013352	0.000809939571013352	1.00331823515891	0.000194760192534548	0.000194760192534548	0.000389694370414824	0.000389694370414824	0.000389694370414824	8.70867133379191e-07	0.000194760192534548	0.000194934177880276	0.000615179378478805	0.000615179378478806	0.000194934177880276	0.000194934177880276	0.000194760192534548	0.000194760192534548	0
"Rhadinopsylla_dahurica"	0.100609652936748	0.000223525838103337	8.71998889930016e-05	3.51817998344932e-05	3.50645271683782e-05	0	1.94760192534548e-05	0.000778565789749197	0.000780019121232414	0.000777093168212845	0.000777093168212845	0.000779040770138191	1.00077392040721	0.000773920407205757	0.000775639836729628	0.000775639836729629	0.000775639836729628	1.17272666114977e-06	0.000773920407205757	1.71942952387183e-06	3.17276100708852e-06	3.17276100708852e-06	1.71942952387183e-06	1.71942952387183e-06	0.000773920407205757	0.000773920407205757	0
"Amalaraeus_penicilliger"	0.100609652936748	0.000223525838103337	8.71998889930016e-05	3.51817998344932e-05	3.50645271683782e-05	0	1.94760192534548e-05	0.000778565789749197	0.000780019121232413	0.000777093168212845	0.000777093168212845	0.000779040770138191	0.000773920407205757	1.00077392040721	0.000775639836729628	0.000775639836729629	0.000775639836729628	1.17272666114977e-06	0.000773920407205756	1.71942952387183e-06	3.17276100708852e-06	3.17276100708852e-06	1.71942952387183e-06	1.71942952387183e-06	0.000773920407205757	0.000773920407205757	0
"Neopsylla_pleskei"	0.0504165893874258	0.0503778981513463	0.000125883428451872	3.51812976742626e-05	3.50640266820151e-05	0	1.94847185207412e-05	0.000778268123093285	0.000780366180234149	0.000777440268977573	0.000777440268977573	0.000779388740829647	0.000387819918364814	0.000387819918364814	1.00077534221184	0.000775342211836709	0.000775342211836708	1.17270992247542e-06	0.000387819918364814	0.000387522293471894	0.000389620350612759	0.000389620350612759	0.000387522293471895	0.000387522293471895	0.000387819918364814	0.000387819918364814	0
"Rhadinopsylla_li"	0.0504165893874258	0.0503778981513463	0.000125883428451872	3.51812976742626e-05	3.50640266820151e-05	0	1.94847185207412e-05	0.000778268123093285	0.00078036618023415	0.000777440268977573	0.000777440268977573	0.000779388740829647	0.000387819918364814	0.000387819918364814	0.000775342211836709	1.00077534221184	0.000775342211836708	1.17270992247542e-06	0.000387819918364814	0.000387522293471894	0.000389620350612759	0.000389620350612759	0.000387522293471895	0.000387522293471895	0.000387819918364814	0.000387819918364814	0
"Oropsylla_alaskensis"	0.0504165893874258	0.0503778981513463	0.000125883428451872	3.51812976742626e-05	3.50640266820151e-05	0	1.94847185207412e-05	0.000778268123093285	0.000780366180234149	0.000777440268977573	0.000777440268977573	0.000779388740829647	0.000387819918364814	0.000387819918364814	0.000775342211836709	0.000775342211836708	1.00077534221184	1.17270992247542e-06	0.000387819918364814	0.000387522293471894	0.000389620350612759	0.000389620350612759	0.000387522293471895	0.000387522293471895	0.000387819918364814	0.000387819918364814	0
"Amphipsylla_dumalis"	0.000152454465949471	0.000152450113894139	6.77604010339277e-05	0.100486151390239	0.000151197552271336	0	8.70867133379191e-08	0.00335944367713315	0.00336057301715038	3.47475986218297e-06	3.47475986218297e-06	3.48346853351676e-06	1.17272666114977e-06	1.17272666114977e-06	2.34541984495084e-06	2.34541984495084e-06	2.34541984495084e-06	1.00334953837967	1.17272666114977e-06	1.17269318380107e-06	2.3020332010332e-06	2.3020332010332e-06	1.17269318380107e-06	1.17269318380107e-06	1.17272666114977e-06	1.17272666114977e-06	0
"Rhadinopsylla_rothschildi"	0.100609652936748	0.000223525838103337	8.71998889930016e-05	3.51817998344932e-05	3.50645271683782e-05	0	1.94760192534548e-05	0.000778565789749197	0.000780019121232414	0.000777093168212845	0.000777093168212845	0.00077904077013819	0.000773920407205757	0.000773920407205757	0.000775639836729629	0.000775639836729628	0.000775639836729628	1.17272666114977e-06	1.00077392040721	1.71942952387183e-06	3.17276100708852e-06	3.17276100708852e-06	1.71942952387183e-06	1.71942952387183e-06	0.000773920407205757	0.000773920407205757	0
"Frontopsylla_elatoides"	0.000223525838103337	0.100532270464589	0.000164566967910742	3.51807955140321e-05	3.5063526195652e-05	0	1.94934177880276e-05	0.000777970456437373	0.000780713239235885	0.000777787369742301	0.000777787369742301	0.000779736711521104	1.71942952387183e-06	1.71942952387183e-06	0.000775044586943789	0.000775044586943789	0.000775044586943789	1.17269318380107e-06	1.71942952387183e-06	1.00077332515742	0.00077606794021843	0.00077606794021843	0.000773325157419917	0.000773325157419917	1.71942952387183e-06	1.71942952387183e-06	0
"Paradoxopsyllus_scorodumovi"	0.000206229465460754	0.0504444161141979	0.0502597505671475	3.4530498015498e-05	3.44153963554463e-05	0	3.07589689239403e-05	0.000392492137031048	0.00123015464648351	0.00122728286006522	0.00122728286006522	0.00123035875695761	1.58638050354426e-06	1.58638050354426e-06	0.000389620350612759	0.000389620350612759	0.000389620350612759	1.1510166005166e-06	1.58638050354426e-06	0.000388033970109215	1.00122569647956	0.00122569647956167	0.000388033970109215	0.000388033970109215	1.58638050354426e-06	1.58638050354426e-06	0
"Ctenophyllus_hirticrus"	0.000206229465460754	0.0504444161141979	0.0502597505671475	3.4530498015498e-05	3.44153963554463e-05	0	3.07589689239403e-05	0.000392492137031048	0.00123015464648351	0.00122728286006522	0.00122728286006522	0.00123035875695761	1.58638050354426e-06	1.58638050354426e-06	0.000389620350612759	0.000389620350612759	0.000389620350612759	1.1510166005166e-06	1.58638050354426e-06	0.000388033970109215	0.00122569647956167	1.00122569647956	0.000388033970109215	0.000388033970109215	1.58638050354426e-06	1.58638050354426e-06	0
"Paramonopsyllus_scalonae"	0.000223525838103337	0.100532270464589	0.000164566967910742	3.51807955140321e-05	3.5063526195652e-05	0	1.94934177880276e-05	0.000777970456437373	0.000780713239235885	0.000777787369742301	0.000777787369742301	0.000779736711521104	1.71942952387183e-06	1.71942952387183e-06	0.000775044586943789	0.000775044586943789	0.000775044586943789	1.17269318380107e-06	1.71942952387183e-06	0.000773325157419917	0.00077606794021843	0.00077606794021843	1.00077332515742	0.000773325157419917	1.71942952387183e-06	1.71942952387183e-06	0
"Frontopsylla_elata"	0.000223525838103337	0.100532270464589	0.000164566967910742	3.51807955140321e-05	3.5063526195652e-05	0	1.94934177880276e-05	0.000777970456437373	0.000780713239235885	0.000777787369742301	0.000777787369742301	0.000779736711521104	1.71942952387183e-06	1.71942952387183e-06	0.000775044586943789	0.000775044586943789	0.000775044586943789	1.17269318380107e-06	1.71942952387183e-06	0.000773325157419917	0.00077606794021843	0.00077606794021843	0.000773325157419917	1.00077332515742	1.71942952387183e-06	1.71942952387183e-06	0
"Pectinoctenus_pavlovskii"	0.100609652936748	0.000223525838103337	8.71998889930016e-05	3.51817998344932e-05	3.50645271683782e-05	0	1.94760192534548e-05	0.000778565789749197	0.000780019121232414	0.000777093168212845	0.000777093168212845	0.000779040770138191	0.000773920407205757	0.000773920407205757	0.000775639836729628	0.000775639836729628	0.000775639836729628	1.17272666114977e-06	0.000773920407205757	1.71942952387183e-06	3.17276100708852e-06	3.17276100708852e-06	1.71942952387183e-06	1.71942952387183e-06	1.00077392040721	0.000773920407205757	0
"Frontopsylla_luculenta"	0.100609652936748	0.000223525838103337	8.71998889930016e-05	3.51817998344932e-05	3.50645271683782e-05	0	1.94760192534548e-05	0.000778565789749197	0.000780019121232414	0.000777093168212845	0.000777093168212845	0.000779040770138191	0.000773920407205757	0.000773920407205757	0.000775639836729628	0.000775639836729628	0.000775639836729628	1.17272666114977e-06	0.000773920407205757	1.71942952387183e-06	3.17276100708852e-06	3.17276100708852e-06	1.71942952387183e-06	1.71942952387183e-06	0.000773920407205757	1.00077392040721	0
"Ophthalmopsylla_praefecta"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101
