"Lasiopodomys_brandtii"	"Spermophilus_undulatus"	"Marmota_sibirica"	"Ellobius_tancrei"	"Alticola_argentatus"	"Allactaga_sibirica"	"Phodopus_sungorus"	"Amphipsylla_primaris"	"Neopsylla_mana"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Frontopsylla_hetera"	"Rhadinopsylla_dahurica"	"Amalaraeus_penicilliger"	"Neopsylla_pleskei"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Amphipsylla_dumalis"	"Rhadinopsylla_rothschildi"	"Frontopsylla_elatoides"	"Paradoxopsyllus_scorodumovi"	"Ctenophyllus_hirticrus"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Pectinoctenus_pavlovskii"	"Frontopsylla_luculenta"	"Ophthalmopsylla_praefecta"
"Lasiopodomys_brandtii"	1.00609652936748	0.00223525838103337	0.000871998889930015	0.000351817998344932	0.000350645271683782	0	0.000194760192534548	0.00778565789749197	0.00780019121232414	0.00777093168212845	0.00777093168212845	0.00779040770138191	0.00773920407205757	0.00773920407205757	0.00775639836729628	0.00775639836729629	0.00775639836729628	1.17272666114977e-05	0.00773920407205757	1.71942952387183e-05	3.17276100708852e-05	3.17276100708852e-05	1.71942952387183e-05	1.71942952387183e-05	0.00773920407205756	0.00773920407205757	0
"Spermophilus_undulatus"	0.00223525838103337	1.00532270464589	0.00164566967910742	0.000351807955140321	0.00035063526195652	0	0.000194934177880276	0.00777970456437373	0.00780713239235886	0.00777787369742301	0.00777787369742302	0.00779736711521104	1.71942952387183e-05	1.71942952387183e-05	0.00775044586943789	0.0077504458694379	0.00775044586943789	1.17269318380107e-05	1.71942952387182e-05	0.00773325157419917	0.00776067940218429	0.0077606794021843	0.00773325157419917	0.00773325157419917	1.71942952387182e-05	1.71942952387183e-05	0
"Marmota_sibirica"	0.0018893309281817	0.00356561763806607	1.00354934166384	0.000338802005169638	0.000337672665152406	0	0.000420245200598529	7.01381762472321e-05	0.0167959605373113	0.0167677835038813	0.0167677835038813	0.0168098080239412	1.45333148321669e-05	1.45333148321669e-05	4.19611428172905e-05	4.19611428172906e-05	4.19611428172905e-05	1.12934001723213e-05	1.45333148321669e-05	2.74278279851236e-05	0.0167532501890492	0.0167532501890492	2.74278279851236e-05	2.74278279851236e-05	1.45333148321669e-05	1.45333148321669e-05	0
"Ellobius_tancrei"	0.00152454465949471	0.00152450113894139	0.000677604010339277	1.00486151390239	0.00151197552271336	0	8.70867133379191e-07	0.0335944367713314	0.0336057301715038	3.47475986218297e-05	3.47475986218297e-05	3.48346853351676e-05	1.17272666114977e-05	1.17272666114977e-05	2.34541984495084e-05	2.34541984495085e-05	2.34541984495084e-05	0.0334953837967463	1.17272666114977e-05	1.17269318380107e-05	2.3020332010332e-05	2.3020332010332e-05	1.17269318380107e-05	1.17269318380107e-05	1.17272666114977e-05	1.17272666114977e-05	0
"Alticola_argentatus"	0.00227919426594458	0.00227912920271738	0.00101301799545722	0.00226796328407004	1.00226040340646	0	1.30194636440189e-06	0.0502236829731405	0.0502405666063982	5.19476599396354e-05	5.19476599396354e-05	5.20778545760756e-05	1.75322635841891e-05	1.75322635841891e-05	3.50640266820151e-05	3.50640266820151e-05	3.50640266820151e-05	7.55987761356681e-05	1.75322635841891e-05	1.7531763097826e-05	3.44153963554463e-05	3.44153963554463e-05	1.7531763097826e-05	1.7531763097826e-05	1.75322635841891e-05	1.75322635841891e-05	0
"Allactaga_sibirica"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101
"Phodopus_sungorus"	0.00253188250294912	0.00253414431244359	0.00252147120359117	2.61260140013757e-06	2.60389272880378e-06	0	1.0025082955879	3.91867183912605e-05	8.12112384511134e-05	8.09939571013352e-05	8.09939571013353e-05	0.100331823515891	1.94760192534548e-05	1.94760192534548e-05	3.89694370414824e-05	3.89694370414824e-05	3.89694370414824e-05	8.70867133379191e-08	1.94760192534548e-05	1.94934177880276e-05	6.15179378478805e-05	6.15179378478806e-05	1.94934177880276e-05	1.94934177880276e-05	1.94760192534548e-05	1.94760192534548e-05	0
"Amphipsylla_primaris"	0.0253033881668489	0.0252840398342146	0.000105207264370848	0.0251958275784986	0.0251118414865702	0	9.79667959781512e-06	1.00248458705516	0.00248634050956462	0.000390887515952823	0.000390887515952823	0.000391867183912605	0.000194641447437299	0.000194641447437299	0.000389134061546643	0.000389134061546643	0.000389134061546642	0.000839860919283286	0.000194641447437299	0.000194492614109343	0.000196246068515524	0.000196246068515524	0.000194492614109343	0.000194492614109343	0.000194641447437299	0.000194641447437299	0
"Neopsylla_mana"	0.0202804971520428	0.020298544220133	0.0201551526447735	0.0201634381029023	0.0200962266425592	0	1.62422476902227e-05	0.0019890724076517	1.0023249916184	0.000648065682839885	0.000648065682839885	0.000649689907608907	0.000156003824246483	0.000156003824246483	0.00031214647209366	0.00031214647209366	0.00031214647209366	0.000672114603430075	0.000156003824246483	0.000156142647847177	0.000492061858593402	0.000492061858593402	0.000156142647847177	0.000156142647847177	0.000156003824246483	0.000156003824246483	0
"Citellophilus_tesquorum"	0.0336740372892233	0.0337041193554997	0.0335355670077626	3.47475986218297e-05	3.46317732930903e-05	0	2.69979857004451e-05	0.000521183354603764	0.00108010947139981	1.00107721962945	0.00107721962944776	0.0010799194280178	0.000259031056070948	0.000259031056070948	0.000518293512651715	0.000518293512651716	0.000518293512651715	1.15825328739432e-06	0.000259031056070948	0.000259262456580767	0.000818188573376811	0.000818188573376811	0.000259262456580767	0.000259262456580767	0.000259031056070948	0.000259031056070948	0
