"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"C1"	"C2"	"C3"
"R1"	1.00091827364555	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.0336700336700336	0.0336700336700337	0.0336700336700337
"R2"	0.000918273645546373	1.00091827364555	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.0336700336700336	0.0336700336700337	0.0336700336700337
"R3"	0.000918273645546373	0.000918273645546373	1.00091827364555	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.0336700336700336	0.0336700336700337	0.0336700336700337
"R4"	0.000918273645546373	0.000918273645546373	0.000918273645546373	1.00091827364555	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.0336700336700336	0.0336700336700337	0.0336700336700337
"R5"	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	1.00091827364555	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.0336700336700336	0.0336700336700337	0.0336700336700337
"R6"	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	1.00091827364555	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.0336700336700336	0.0336700336700337	0.0336700336700337
"R7"	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	1.00091827364555	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.0336700336700336	0.0336700336700337	0.0336700336700337
"R8"	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	1.00091827364555	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.0336700336700336	0.0336700336700337	0.0336700336700337
"R9"	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	1.00091827364555	0.000918273645546373	0.000918273645546373	0.0336700336700336	0.0336700336700337	0.0336700336700337
"R10"	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	1.00091827364555	0.000918273645546373	0.0336700336700336	0.0336700336700337	0.0336700336700337
"R11"	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	0.000918273645546373	1.00091827364555	0.0336700336700336	0.0336700336700337	0.0336700336700337
"C1"	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	1.003367003367	0.00336700336700336	0.00336700336700336
"C2"	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00336700336700336	1.003367003367	0.00336700336700336
"C3"	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00918273645546373	0.00336700336700336	0.00336700336700336	1.003367003367
