"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Megachile_seychellensis"	"Chalcidoma_disjunctum"	"Unidentified_sp3_M_PL_091"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Ceratina_tabescens"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_091"	"Tricimba_seychellensis"	"Polistes_olivaceus"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_091"	"Unidentified_sp4_M_PL_091"	"Geron_seychellarum"	"Lygistorrhina_sp1_M_PL_091"	"Melanostoma_annulipes"	"Unidentified_sp2_M_PL_091"
"Nephrosperma_vanhoutteanum"	1.00628928541821	0.00217959311067238	0.00034066451060647	0.000338777058335628	0.000614137282662326	0.000338552720519314	0.00921974253626228	0.00919927129350687	0.00916855565564826	1.12925686111876e-05	2.17959311067238e-05	2.17959311067239e-05	0.00916988034399959	2.04712427554109e-05	0.00916988034399958	0.00916988034399958	2.86092213188532e-05	2.17959311067238e-05	0.00916988034399958	1.80983808961065e-05	0.00914808441289285	0.00914808441289285	6.8132902121294e-06	0.00914808441289285	0.00914808441289285
"Phoenicophorium_borsigianum"	0.00239755242173962	1.00590901959291	0.00087837172740777	0.000372524174445789	0.000170760082080446	0.000372782102429093	0.0101289891068825	0.0101232971041464	2.74879338427387e-05	1.24174724815263e-05	0.0100590901959291	0.0100590901959291	0.0100808861270358	5.69200273601487e-06	0.0100808861270358	0.0100808861270358	0.0100766576304772	0.0100590901959291	0.0100808861270358	2.99935046291252e-05	2.17959311067238e-05	2.17959311067239e-05	1.75674345481554e-05	2.17959311067239e-05	2.17959311067239e-05
"Erythroxylum_sechellarum"	0.000749461923334234	0.00175674345481554	1.00476380287662	0.000743433014944822	0.000338935735027421	0.0017486330962654	0.0202140235105006	0.0202027256526664	1.81111480463768e-05	2.47811004981607e-05	1.75674345481554e-05	1.75674345481554e-05	2.43807247602848e-05	1.12978578342474e-05	2.43807247602848e-05	2.43807247602848e-05	0.0201128434920806	1.75674345481554e-05	2.43807247602848e-05	0.020153563827408	6.8132902121294e-06	6.8132902121294e-06	0.0200952760575325	6.8132902121294e-06	6.8132902121294e-06
"Memecylon_eleagni"	0.00124218254723063	0.00124174724815263	0.00123905502490804	1.00458002013666	0.000563288157846706	0.00123471698620924	0.0335944253176148	0.0335756490456866	3.00688405394111e-05	0.0334860006712221	1.24174724815263e-05	1.24174724815263e-05	2.37100410927139e-05	1.87762719282236e-05	2.37100410927139e-05	2.37100410927139e-05	3.7198572979687e-05	1.24174724815263e-05	2.37100410927139e-05	6.5938333371802e-05	1.12925686111876e-05	1.12925686111876e-05	2.47811004981607e-05	1.12925686111876e-05	1.12925686111876e-05
"Canthium_bibracteatum"	0.00225183670309519	0.000569200273601487	0.000564892891712369	0.000563288157846707	1.00558887846185	0.000562913612900431	0.0335946304444123	7.50011623505776e-05	0.0335401005248172	1.87762719282236e-05	5.69200273601487e-06	5.69200273601487e-06	2.61632454914258e-05	0.0335196292820618	2.61632454914257e-05	2.61632454914257e-05	1.69898605702622e-05	5.69200273601487e-06	2.61632454914257e-05	3.00616449309284e-05	2.04712427554109e-05	2.04712427554109e-05	1.12978578342474e-05	2.04712427554109e-05	2.04712427554109e-05
"Paragenipa_wrightii"	0.00124135997523749	0.00124260700809698	0.00291438849377567	0.00123471698620924	0.00056291361290043	1.00290502402479	0.0335720874181038	0.0335533236310071	3.00488777806582e-05	4.11572328736412e-05	1.24260700809698e-05	1.24260700809698e-05	2.37111607649469e-05	1.8763787096681e-05	2.37111607649469e-05	2.37111607649469e-05	7.07138399564832e-05	1.24260700809698e-05	2.37111607649469e-05	0.0334884552373685	1.12850906839771e-05	1.12850906839771e-05	5.82877698755135e-05	1.12850906839771e-05	1.12850906839771e-05
"Apis_mellifera"	0.0169028613164809	0.0168816485114708	0.0168450195920839	0.0167972126588074	0.0167973152222062	0.0167860437090519	1.0023387316389	0.0017788211314894	0.000713572883011244	0.000559907088626914	0.000168816485114708	0.000168816485114708	0.000322478860719079	0.000559910507406873	0.000322478860719079	0.000322478860719079	0.000505716876956385	0.000168816485114708	0.000322478860719079	0.000896435182143408	0.000153662375604371	0.000153662375604371	0.000336900391841678	0.000153662375604371	0.000153662375604371
"Lasioglossum_mahense"	0.0202383968457151	0.0202465942082929	0.0202027256526664	0.020145389427412	4.50006974103466e-05	0.0201319941786043	0.00213458535778728	1.00213308533454	0.000185485449117149	0.000671512980913732	0.000202465942082929	0.000202465942082929	0.000386451367953067	1.50002324701155e-06	0.000386451367953066	0.000386451367953066	0.000606520455136257	0.000202465942082929	0.000386451367953067	0.00107512098567347	0.000183985425870137	0.000183985425870137	0.000404054513053329	0.000183985425870137	0.000183985425870137
"Megachile_seychellensis"	0.0504270561060655	0.000137439669213694	4.52778701159419e-05	4.51032608091167e-05	0.0503101507872258	4.50733166709873e-05	0.00214071864903373	0.000463713622792873	1.00213543280902	1.50344202697056e-06	1.37439669213694e-06	1.37439669213694e-06	0.000459802179474551	0.00167700502624086	0.00045980217947455	0.00045980217947455	2.27995409445577e-06	1.37439669213694e-06	0.000459802179474551	2.40800129135175e-06	0.000458427782782413	0.000458427782782414	9.05557402318839e-07	0.000458427782782414	0.000458427782782414
"Chalcidoma_disjunctum"	0.000124218254723063	0.000124174724815263	0.000123905502490804	0.100458002013666	5.63288157846707e-05	0.000123471698620924	0.00335944253176148	0.00335756490456866	3.00688405394111e-06	1.00334860006712	1.24174724815263e-06	1.24174724815263e-06	2.37100410927139e-06	1.87762719282236e-06	2.37100410927139e-06	2.37100410927139e-06	3.7198572979687e-06	1.24174724815263e-06	2.37100410927139e-06	6.5938333371802e-06	1.12925686111876e-06	1.12925686111876e-06	2.47811004981607e-06	1.12925686111876e-06	1.12925686111876e-06
"Unidentified_sp3_M_PL_091"	0.000239755242173962	0.100590901959291	8.7837172740777e-05	3.72524174445789e-05	1.70760082080446e-05	3.72782102429093e-05	0.00101289891068825	0.00101232971041464	2.74879338427387e-06	1.24174724815263e-06	1.00100590901959	0.00100590901959291	0.00100808861270358	5.69200273601487e-07	0.00100808861270358	0.00100808861270358	0.00100766576304772	0.00100590901959291	0.00100808861270358	2.99935046291252e-06	2.17959311067238e-06	2.17959311067239e-06	1.75674345481554e-06	2.17959311067239e-06	2.17959311067239e-06
