"Decagonocarpus_cornutus"	"Retiniphyllum_rhabdocalyx"	"Aechmea_chantiniii"	"Aphelandra_macrostachya"	"Isertia_hypoleuca"	"Monotagma_secundum"	"Payparola_hulkiana"	"Tachia_occidentalis"	"Drymonia_semicordata"	"Satyria_panurensis"	"Billbergia_decora"	"Passiflora_vitifolia"	"Aechmea_contracta"	"Heliconia_sp1_M_PL_071"	"Alloplectus_savanarum"	"Pepinia_sp1_M_PL_071"	"Ischnosiphon_lasiocoleus"	"Palicourea_sp1_M_PL_071"	"Symphonia_globulifera"	"Ryania_pyrifera"	"Markea_coccinea"	"Pslicourea_quadrifolia"	"Psychotria_bahiensis"	"Psychotria_platypoda"	"Tabernamontana_macrocalyx"	"Psychotria_peppigiana"	"Psittacanthus_lasianthus"	"Aechmea_corymbosa"	"Vriesea_chrysostachys"	"Zygia_lathetica"	"Costus_scaber"	"Columnea_ericae"	"Isertia_rosea"	"Amasonia_arborea"	"Bromelia_sp1_M_PL_071"	"Calathea_zingiberea"	"Heliconia_tarumaensis"	"Passiflora_sp1_M_PL_071"	"Aechmea_rubiginosa"	"Ferdinandusa_sprucei"	"Gurania_rufipila"	"Justicia_cuatrecasii"	"Palicourea_subspicata"	"Renealmia_sp1_M_PL_071"	"Phaethornis_bourcieri"	"Chlorostilbon_olivaresi"	"Phaethornis_malaris"	"Thalurania_furcata"	"Phaethornis_ruber"	"Amazilia_versicolor"	"Florisuga_mellivora"	"Topaza_pyra"
"Decagonocarpus_cornutus"	1.00143575429084	0.00143726219752089	0.00143726274663311	9.08109658931106e-07	1.51843785277108e-06	2.1127102383735e-06	2.11716765600249e-06	9.08109658931106e-07	9.08109658931106e-07	0.00143726219752089	9.08109658931106e-07	9.08109658931106e-07	1.50845579594462e-06	9.08109658931106e-07	9.08109658931106e-07	9.08109658931106e-07	1.50845579594462e-06	9.0365224130212e-07	1.50790668373101e-06	1.50790668373101e-06	1.50790668373101e-06	2.1127102383735e-06	2.1127102383735e-06	6.04254442428885e-07	9.0365224130212e-07	9.0365224130212e-07	0.00143665794307846	9.0365224130212e-07	0.00143665794307846	1.51236410135999e-06	9.0365224130212e-07	1.50790668373101e-06	6.08711860057871e-07	9.08193207338814e-07	9.08109658931106e-07	1.50790668373101e-06	9.08109658931106e-07	1.51236410135999e-06	9.0365224130212e-07	0.00143665794307846	9.0365224130212e-07	9.0365224130212e-07	9.0365224130212e-07	6.04803554642496e-07	0.000361460896520848	0.100502800358601	6.68612644347929e-07	9.66807107886216e-05	4.83842843713997e-05	4.54096603669407e-08	3.03687570554215e-08	3.03687570554215e-08
"Retiniphyllum_rhabdocalyx"	0.000479087399173631	1.00077317781128	0.000564279358566244	8.49613460661584e-05	0.000295846747448238	0.0002948939737849	0.00029546692213959	8.49613460661584e-05	8.49613460661584e-05	0.000773177811277386	8.49613460661584e-05	8.49613460661584e-05	8.51919593926133e-05	8.49613460661584e-05	8.49613460661584e-05	8.49613460661584e-05	8.51919593926133e-05	8.43883977114688e-05	0.000294090412103755	0.000294090412103755	0.000294090412103755	0.0002948939737849	0.0002948939737849	0.000209702014392287	8.43883977114688e-05	8.43883977114688e-05	0.0005634757968851	8.43883977114688e-05	0.0005634757968851	0.000294663360458445	8.43883977114688e-05	0.000294090412103755	0.000210274962746976	8.48124600115264e-05	8.49613460661584e-05	0.000294090412103755	8.49613460661584e-05	0.000294663360458445	8.43883977114688e-05	0.0005634757968851	8.43883977114688e-05	8.43883977114688e-05	8.43883977114688e-05	8.03561681144546e-07	0.0337553590845875	0.0335361179421542	8.59422532034455e-05	0.0335523223027659	6.42849344915637e-05	4.24062300057632e-06	5.91693494896476e-06	5.91693494896476e-06
"Aechmea_chantiniii"	0.000479087582211035	0.000564279358566244	1.00098248686144	8.47989508804741e-05	8.59522700900058e-05	0.000504208789360101	0.000504625474014538	8.47989508804741e-05	8.47989508804741e-05	0.000564279358566244	8.47989508804741e-05	8.47989508804741e-05	0.000503399279230929	8.47989508804741e-05	8.47989508804741e-05	8.47989508804741e-05	0.000503399279230929	8.43822662260371e-05	8.51917763552088e-05	8.51917763552088e-05	8.51917763552088e-05	0.000504208789360101	0.000504208789360101	8.09510129171664e-07	8.43822662260371e-05	8.43822662260371e-05	0.000563469848437072	8.43822662260371e-05	0.000563469848437072	8.56084610096458e-05	8.43822662260371e-05	8.51917763552088e-05	1.22619478360871e-06	8.48062977146102e-05	8.47989508804741e-05	8.51917763552088e-05	8.47989508804741e-05	8.56084610096458e-05	8.43822662260371e-05	0.000563469848437072	8.43822662260371e-05	8.43822662260371e-05	8.43822662260371e-05	0.000419017013004892	0.0337529064904148	0.0335361307547725	6.25026981655574e-05	0.000129521620667466	0.0335213610403914	4.24031488573051e-06	1.71904540180012e-06	1.71904540180012e-06
"Aphelandra_macrostachya"	4.54054829465553e-07	0.000127442019099238	0.000127198426320711	1.0004615566687	0.000464173043777454	0.000127504054397133	0.000462832441729704	0.000461556668696457	0.000461556668696457	0.000127442019099238	0.000461556668696457	0.000461556668696457	0.000126744371491246	0.000461556668696457	0.000461556668696457	0.000461556668696457	0.000126744371491246	0.000126228281363885	0.000126987964269772	0.000126987964269772	0.000126987964269772	0.000127504054397133	0.000127504054397133	7.59682905886865e-07	0.000126228281363885	0.000126228281363885	0.000126682336193351	0.000126228281363885	0.000126682336193351	0.000462316351602344	0.000126228281363885	0.000126987964269772	0.000336088070238458	0.000126862594335563	0.000461556668696457	0.000126987964269772	0.000461556668696457	0.000462316351602344	0.000126228281363885	0.000126682336193351	0.000126228281363885	0.000126228281363885	0.000126228281363885	5.16090127360502e-07	0.0504913125455541	3.17838380625887e-05	0.0502992580998857	0.000121549264941898	4.12872101888402e-05	6.34312971677815e-06	9.28346087554908e-06	9.28346087554907e-06
"Isertia_hypoleuca"	3.03687570554215e-07	0.000177508048468943	5.15713620540035e-05	0.000185669217510981	1.00432932894254	0.000177610083738992	0.000312417349607128	0.000185669217510981	0.000185669217510981	0.000177508048468943	0.000185669217510981	0.000185669217510981	5.12676744834493e-05	0.000185669217510981	0.000185669217510981	0.000185669217510981	5.12676744834493e-05	5.08619516428458e-05	0.000177204360898389	0.000177204360898389	0.000177204360898389	0.000177610083738992	0.000177610083738992	0.000126342409255543	5.08619516428458e-05	5.08619516428458e-05	5.11656392134e-05	5.08619516428458e-05	5.11656392134e-05	0.000312011626766524	5.08619516428458e-05	0.000177204360898389	0.000261149675123679	5.11175393395435e-05	0.000185669217510981	0.000177204360898389	0.000185669217510981	0.000312011626766524	5.08619516428458e-05	5.11656392134e-05	5.08619516428458e-05	5.08619516428458e-05	5.08619516428458e-05	4.05722840603535e-07	0.0203447806571383	2.12581299387951e-05	0.0202210898802203	0.0202147854808869	3.24578272482828e-05	2.55587696697717e-06	0.0200865865788507	0.0200865865788507
"Monotagma_secundum"	7.042367461245e-07	0.0002948939737849	0.000504208789360101	8.50027029314217e-05	0.000296016806231654	1.00071333458869	0.000713977590657233	8.50027029314217e-05	8.50027029314217e-05	0.0002948939737849	8.50027029314217e-05	8.50027029314217e-05	0.000503504552613976	8.50027029314217e-05	8.50027029314217e-05	8.50027029314217e-05	0.000503504552613976	8.43597009634702e-05	0.000294189737038776	0.000294189737038776	0.000294189737038776	0.000713334588689281	0.000713334588689281	0.000209830036075305	8.43597009634702e-05	8.43597009634702e-05	8.50639377095947e-05	8.43597009634702e-05	8.50639377095947e-05	0.000294832739006727	8.43597009634702e-05	0.000294189737038776	0.000210473038043257	8.47836190587641e-05	8.50027029314217e-05	0.000294189737038776	8.50027029314217e-05	0.000294832739006727	8.43597009634702e-05	8.50639377095947e-05	8.43597009634702e-05	8.43597009634702e-05	8.43597009634702e-05	0.000419144851650506	0.0337438803853881	4.9296572228715e-05	9.64502951927193e-05	0.0335728057720488	0.0335315881320405	4.2391809529382e-06	5.92033612463307e-06	5.92033612463307e-06
"Payparola_hulkiana"	5.29291914000622e-07	0.000221600191604692	0.000378469105510903	0.000231416220864852	0.00039052168700891	0.000535483192992925	1.00070337189356	0.000231416220864852	0.000231416220864852	0.000221600191604692	0.000231416220864852	0.000231416220864852	0.000377939813596903	0.000231416220864852	0.000231416220864852	0.000231416220864852	0.000377939813596903	6.35275202946696e-05	0.000221070899690692	0.000221070899690692	0.000221070899690692	0.000535483192992925	0.000535483192992925	0.000157543379396022	6.35275202946696e-05	6.35275202946696e-05	6.40568122086702e-05	6.35275202946696e-05	6.40568122086702e-05	0.000388959600260874	6.35275202946696e-05	0.000221070899690692	0.000325432079966205	6.38467540649946e-05	0.000231416220864852	0.000221070899690692	0.000231416220864852	0.000388959600260874	6.35275202946696e-05	6.40568122086702e-05	6.35275202946696e-05	6.35275202946696e-05	6.35275202946696e-05	0.000314412293302233	0.0254110081178678	3.70504339800435e-05	0.0251833050855274	0.0252069407033635	0.0251529834641787	3.19233770324973e-06	7.8104337401782e-06	7.8104337401782e-06
"Tachia_occidentalis"	4.54054829465553e-07	0.000127442019099238	0.000127198426320711	0.000461556668696457	0.000464173043777454	0.000127504054397133	0.000462832441729704	1.0004615566687	0.000461556668696457	0.000127442019099238	0.000461556668696457	0.000461556668696457	0.000126744371491246	0.000461556668696457	0.000461556668696457	0.000461556668696457	0.000126744371491246	0.000126228281363885	0.000126987964269772	0.000126987964269772	0.000126987964269772	0.000127504054397133	0.000127504054397133	7.59682905886865e-07	0.000126228281363885	0.000126228281363885	0.000126682336193351	0.000126228281363885	0.000126682336193351	0.000462316351602344	0.000126228281363885	0.000126987964269772	0.000336088070238458	0.000126862594335563	0.000461556668696457	0.000126987964269772	0.000461556668696457	0.000462316351602344	0.000126228281363885	0.000126682336193351	0.000126228281363885	0.000126228281363885	0.000126228281363885	5.16090127360502e-07	0.0504913125455541	3.17838380625887e-05	0.0502992580998857	0.000121549264941898	4.12872101888402e-05	6.34312971677815e-06	9.28346087554908e-06	9.28346087554907e-06
"Drymonia_semicordata"	4.54054829465553e-07	0.000127442019099238	0.000127198426320711	0.000461556668696457	0.000464173043777454	0.000127504054397133	0.000462832441729704	0.000461556668696457	1.0004615566687	0.000127442019099238	0.000461556668696457	0.000461556668696457	0.000126744371491246	0.000461556668696457	0.000461556668696457	0.000461556668696457	0.000126744371491246	0.000126228281363885	0.000126987964269772	0.000126987964269772	0.000126987964269772	0.000127504054397133	0.000127504054397133	7.59682905886865e-07	0.000126228281363885	0.000126228281363885	0.000126682336193351	0.000126228281363885	0.000126682336193351	0.000462316351602344	0.000126228281363885	0.000126987964269772	0.000336088070238458	0.000126862594335563	0.000461556668696457	0.000126987964269772	0.000461556668696457	0.000462316351602344	0.000126228281363885	0.000126682336193351	0.000126228281363885	0.000126228281363885	0.000126228281363885	5.16090127360502e-07	0.0504913125455541	3.17838380625887e-05	0.0502992580998857	0.000121549264941898	4.12872101888402e-05	6.34312971677815e-06	9.28346087554908e-06	9.28346087554907e-06
"Satyria_panurensis"	0.000479087399173631	0.000773177811277386	0.000564279358566244	8.49613460661584e-05	0.000295846747448238	0.0002948939737849	0.00029546692213959	8.49613460661584e-05	8.49613460661584e-05	1.00077317781128	8.49613460661584e-05	8.49613460661584e-05	8.51919593926133e-05	8.49613460661584e-05	8.49613460661584e-05	8.49613460661584e-05	8.51919593926133e-05	8.43883977114688e-05	0.000294090412103755	0.000294090412103755	0.000294090412103755	0.0002948939737849	0.0002948939737849	0.000209702014392287	8.43883977114688e-05	8.43883977114688e-05	0.0005634757968851	8.43883977114688e-05	0.0005634757968851	0.000294663360458445	8.43883977114688e-05	0.000294090412103755	0.000210274962746976	8.48124600115264e-05	8.49613460661584e-05	0.000294090412103755	8.49613460661584e-05	0.000294663360458445	8.43883977114688e-05	0.0005634757968851	8.43883977114688e-05	8.43883977114688e-05	8.43883977114688e-05	8.03561681144546e-07	0.0337553590845875	0.0335361179421542	8.59422532034455e-05	0.0335523223027659	6.42849344915637e-05	4.24062300057632e-06	5.91693494896476e-06	5.91693494896476e-06
