"Bouvardia_ternifolia"	"Salvia_elegans"	"Penstemon_roseus"	"Castilleja_tenuiflora"	"Penstemon_gentianoides"	"Prunella_vulgaris"	"Castilleja_scorzonerifolia"	"Salvia_mocinoi"	"Hylocharis_leucotis"	"Archilochus_colubris"	"Eugenes_fulgens"	"Lampornis_clemenciae"	"Colibri_thalassinus"	"Selasphorus_platycercus"	"Selasphorus_rufus"	"Selasphorus_sasin"
"Bouvardia_ternifolia"	1.00191403501943	0.00191954158046488	0.00191954158046488	0.000913314083450447	0.00191403501942727	0.000510518646616855	0.000505012085579246	0.000505012085579246	0.0202004834231698	0.0201397718416795	0.0202004834231698	0.0201245499402887	0.0201245499402887	7.34208138348e-05	7.34208138347999e-05	7.34208138347999e-05
"Salvia_elegans"	0.00119971348779055	1.0021450226899	0.00214502268989745	0.0015149419845595	0.00119971348779055	0.0012624047217628	0.000317095519655897	0.000317095519655897	0.0126838207862359	0.012626863139835	0.0126838207862359	0.0126016141067591	0.0126016141067591	0.0126041226947587	0.0126041226947587	0.0126041226947587
"Penstemon_roseus"	0.00119971348779055	0.00214502268989745	1.0021450226899	0.0015149419845595	0.00119971348779055	0.0012624047217628	0.000317095519655897	0.000317095519655897	0.0126838207862359	0.012626863139835	0.0126838207862359	0.0126016141067591	0.0126016141067591	0.0126041226947587	0.0126041226947587	0.0126041226947587
"Castilleja_tenuiflora"	0.000761095069542039	0.00201992264607933	0.00201992264607933	1.00201587555263	0.000761095069542039	0.0016802514234031	0.000421423846865805	0.000421423846865805	0.0168569538746322	0.0167812064614775	0.0168569538746322	8.09418689336649e-05	8.09418689336649e-05	0.0167843676871639	0.0167843676871639	0.0167843676871639
"Penstemon_gentianoides"	0.00191403501942727	0.00191954158046488	0.00191954158046488	0.000913314083450447	1.00191403501943	0.000510518646616855	0.000505012085579246	0.000505012085579246	0.0202004834231698	0.0201397718416795	0.0202004834231698	0.0201245499402887	0.0201245499402887	7.34208138348e-05	7.34208138347999e-05	7.34208138347999e-05
"Prunella_vulgaris"	0.000510518646616855	0.00201984755482048	0.00201984755482048	0.00201630170808372	0.000510518646616855	1.00201421126882	0.000504882360616031	0.000504882360616031	0.0201952944246412	0.000104521963203248	0.0201952944246412	7.09169347351862e-05	7.09169347351862e-05	0.020124385442715	0.020124385442715	0.020124385442715
"Castilleja_scorzonerifolia"	0.00126253021394811	0.00126838207862359	0.00126838207862359	0.00126427154059741	0.00126253021394811	0.00126220590154008	1.00125635403686	0.0012563540368646	0.0502541614745841	0.000103281952866804	0.0502541614745841	8.22107605235143e-05	8.22107605235143e-05	7.80248623396815e-05	7.80248623396815e-05	7.80248623396815e-05
"Salvia_mocinoi"	0.00126253021394811	0.00126838207862359	0.00126838207862359	0.00126427154059741	0.00126253021394811	0.00126220590154008	0.0012563540368646	1.00125635403686	0.0502541614745841	0.000103281952866804	0.0502541614745841	8.22107605235143e-05	8.22107605235143e-05	7.80248623396815e-05	7.80248623396815e-05	7.80248623396815e-05
"Hylocharis_leucotis"	0.0126253021394811	0.0126838207862359	0.0126838207862359	0.0126427154059741	0.0126253021394811	0.0126220590154008	0.012563540368646	0.012563540368646	1.00254161474584	0.00103281952866804	0.00254161474584066	0.000822107605235143	0.000822107605235143	0.000780248623396815	0.000780248623396815	0.000780248623396815
"Archilochus_colubris"	0.0201397718416796	0.0202029810237361	0.0202029810237361	0.0201374477537731	0.0201397718416796	0.000104521963203248	4.13127811467218e-05	4.13127811467218e-05	0.00165251124586887	1.00164628952849	0.00165251124586887	0.00131066539926058	0.00131066539926058	0.000842789094087018	0.000842789094087018	0.000842789094087018
"Eugenes_fulgens"	0.0126253021394811	0.0126838207862359	0.0126838207862359	0.0126427154059741	0.0126253021394811	0.0126220590154008	0.012563540368646	0.012563540368646	0.00254161474584066	0.00103281952866805	1.00254161474584	0.000822107605235143	0.000822107605235143	0.000780248623396815	0.000780248623396815	0.000780248623396815
"Lampornis_clemenciae"	0.0251556874253609	0.0252032282135181	0.0252032282135181	0.000121412803400497	0.0251556874253609	8.86461684189827e-05	4.11053802617571e-05	4.11053802617571e-05	0.00164421521047029	0.00163833174907573	0.00164421521047029	1.00163630820235	0.00163630820235239	0.000633877175429674	0.000633877175429674	0.000633877175429674
"Colibri_thalassinus"	0.0251556874253609	0.0252032282135181	0.0252032282135181	0.000121412803400497	0.0251556874253609	8.86461684189827e-05	4.11053802617571e-05	4.11053802617571e-05	0.00164421521047029	0.00163833174907573	0.00164421521047029	0.00163630820235239	1.00163630820235	0.000633877175429674	0.000633877175429674	0.000633877175429674
"Selasphorus_platycercus"	9.17760172934999e-05	0.0252082453895174	0.0252082453895174	0.0251765515307459	9.17760172934999e-05	0.0251554818033937	3.90124311698408e-05	3.90124311698408e-05	0.00156049724679363	0.00105348636760877	0.00156049724679363	0.000633877175429674	0.000633877175429674	1.00155292496299	0.00155292496298491	0.00155292496298491
"Selasphorus_rufus"	9.17760172934999e-05	0.0252082453895174	0.0252082453895174	0.0251765515307459	9.17760172934999e-05	0.0251554818033937	3.90124311698408e-05	3.90124311698408e-05	0.00156049724679363	0.00105348636760877	0.00156049724679363	0.000633877175429674	0.000633877175429674	0.00155292496298491	1.00155292496298	0.00155292496298491
"Selasphorus_sasin"	9.17760172934999e-05	0.0252082453895174	0.0252082453895174	0.0251765515307459	9.17760172934999e-05	0.0251554818033937	3.90124311698408e-05	3.90124311698408e-05	0.00156049724679363	0.00105348636760877	0.00156049724679363	0.000633877175429674	0.000633877175429674	0.00155292496298491	0.00155292496298491	1.00155292496298
