"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Memecylon_eleagni"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_087"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_087"	"Hemipyrellia_sp1_M_PL_087"	"Rhiparida_seychellensis"	"Unidentified_sp4_M_PL_087"	"Cratopus_aurostriatus"	"Neophyllomyza_approximatonervis"	"Megachile_seychellensis"	"Mabuya_sechellensis"	"Chalcidoma_disjunctum"	"Unidentified_sp3_M_PL_087"
"Unidentified_sp2_M_PL_087"	0.100736833575906	8.20628199296796e-05	3.15417321580681e-05	3.15918246168146e-05	8.19415791373897e-05	1.45877461953014e-05	3.15417321580681e-05	0	0.00101603652250274	0.00101530713519298	1.00100736833576	2.1027821438712e-06	0.0010094199062573	0.00100736833575906	0.00100736833575906	0.00100736833575906	0.0010100997217303	0.00100736833575906	3.10463131880248e-06	0	7.2938730976507e-07	0.00100736833575906
"Nectarinia_dussumieri"	0.00010513910719356	0.000104586566695413	0.0502716707611557	0.000104403263933447	0.000104324969788433	4.83055801787418e-05	0.0502716707611557	0	0.00336448365944937	0.00336206838044043	1.0513910719356e-06	1.00335144471741	3.66605523932093e-06	1.0513910719356e-06	1.0513910719356e-06	1.0513910719356e-06	4.52889006488336e-06	1.0513910719356e-06	6.09477296516689e-06	0	2.41527900893709e-06	1.0513910719356e-06
"Unidentified_sp1_M_PL_087"	0.0504709953128649	0.0502057536759846	5.49908285898139e-05	0.000117760986233217	8.01766512363409e-05	2.54327266022496e-05	5.49908285898139e-05	0	0.00177138940784668	0.00177011777151657	0.00050470995312865	3.66605523932093e-06	1.00175985379503	0.000504709953128649	0.000504709953128649	0.00050470995312865	0.000507382508169861	0.00050470995312865	0.00125906920810739	0	1.27163633011248e-06	0.00050470995312865
"Hemipyrellia_sp1_M_PL_087"	0.100736833575906	8.20628199296795e-05	3.15417321580681e-05	3.15918246168146e-05	8.19415791373897e-05	1.45877461953014e-05	3.15417321580681e-05	0	0.00101603652250274	0.00101530713519298	0.00100736833575906	2.1027821438712e-06	0.0010094199062573	1.00100736833576	0.00100736833575906	0.00100736833575906	0.0010100997217303	0.00100736833575906	3.10463131880248e-06	0	7.2938730976507e-07	0.00100736833575906
"Rhiparida_seychellensis"	0.100736833575906	8.20628199296796e-05	3.15417321580681e-05	3.15918246168146e-05	8.19415791373897e-05	1.45877461953014e-05	3.15417321580681e-05	0	0.00101603652250274	0.00101530713519298	0.00100736833575906	2.1027821438712e-06	0.0010094199062573	0.00100736833575906	1.00100736833576	0.00100736833575906	0.0010100997217303	0.00100736833575906	3.10463131880248e-06	0	7.2938730976507e-07	0.00100736833575906
"Unidentified_sp4_M_PL_087"	0.100736833575906	8.20628199296796e-05	3.15417321580681e-05	3.15918246168146e-05	8.19415791373897e-05	1.45877461953014e-05	3.15417321580681e-05	0	0.00101603652250274	0.00101530713519298	0.00100736833575906	2.10278214387121e-06	0.0010094199062573	0.00100736833575906	0.00100736833575906	1.00100736833576	0.0010100997217303	0.00100736833575906	3.10463131880248e-06	0	7.2938730976507e-07	0.00100736833575906
"Cratopus_aurostriatus"	0.0505049860865152	9.33058921883679e-05	6.79333509732504e-05	6.79367667798748e-05	0.0501765870445876	3.14185180835296e-05	6.79333509732504e-05	0	0.00218829978451784	0.00218672885861366	0.000505049860865152	4.52889006488336e-06	0.000507382508169861	0.000505049860865152	0.000505049860865152	0.000505049860865152	1.00217760276235	0.000505049860865152	4.59720619737169e-06	0	1.57092590417648e-06	0.000505049860865152
"Neophyllomyza_approximatonervis"	0.100736833575906	8.20628199296796e-05	3.15417321580681e-05	3.15918246168146e-05	8.19415791373897e-05	1.45877461953014e-05	3.15417321580681e-05	0	0.00101603652250274	0.00101530713519298	0.00100736833575906	2.1027821438712e-06	0.0010094199062573	0.00100736833575906	0.00100736833575906	0.00100736833575906	0.0010100997217303	1.00100736833576	3.10463131880248e-06	0	7.2938730976507e-07	0.00100736833575906
"Megachile_seychellensis"	0.000155231565940124	0.0503006756979196	9.14215944775034e-05	0.0502377222375142	9.13467161391136e-05	4.22816036330603e-05	9.14215944775034e-05	0	0.00294491369304265	0.002942799612861	1.55231565940124e-06	6.09477296516689e-06	0.00125906920810739	1.55231565940124e-06	1.55231565940124e-06	1.55231565940124e-06	4.59720619737169e-06	1.55231565940124e-06	1.0029321076337	0	2.11408018165302e-06	1.55231565940124e-06
"Mabuya_sechellensis"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0
"Chalcidoma_disjunctum"	7.2938730976507e-05	7.25554140183956e-05	7.24583702681127e-05	7.24282503853843e-05	7.23739349576367e-05	0.100574887939227	7.24583702681127e-05	0	0.00504094496715088	1.22005701895332e-05	7.2938730976507e-07	4.83055801787418e-06	2.54327266022496e-06	7.2938730976507e-07	7.2938730976507e-07	7.2938730976507e-07	3.14185180835296e-06	7.2938730976507e-07	4.22816036330604e-06	0	1.00502874439696	7.2938730976507e-07
"Unidentified_sp3_M_PL_087"	0.100736833575906	8.20628199296796e-05	3.15417321580681e-05	3.15918246168146e-05	8.19415791373897e-05	1.45877461953014e-05	3.15417321580681e-05	0	0.00101603652250274	0.00101530713519298	0.00100736833575906	2.1027821438712e-06	0.0010094199062573	0.00100736833575906	0.00100736833575906	0.00100736833575906	0.0010100997217303	0.00100736833575906	3.10463131880248e-06	0	7.2938730976507e-07	1.00100736833576
