"Canthium_bibracteatum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Ochna_kirkii"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_108"	"Hemipyrellia_sp1_M_PL_108"	"Unidentified_sp1_M_PL_108"	"Scaptodrosophila_sp1_M_PL_108"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Nectarinia_dussumieri"	"Phalanta_phalantha"
"Canthium_bibracteatum"	1.00551133919964	0.000762831653457559	0.00160496845345725	0.000901767143275523	0.00132010365118391	0.0168837548402148	0.016853695935439	0.0168325846798092	3.20993690691451e-05	0.0167906216890631	0.0167585223199939	1.9070791336439e-05	1.9070791336439e-05	0.0167585223199939	3.00589047758508e-05	3.20993690691451e-05
"Memecylon_eleagni"	0.00114424748018634	1.00616670449578	0.00114253719886309	0.000509183681026454	0.00113833724515337	0.0252510065119142	0.0252340337225467	7.39881555424329e-05	2.28507439772618e-05	4.19215353137008e-05	1.9070791336439e-05	0.0251541676123945	0.0251541676123945	1.9070791336439e-05	1.69727893675485e-05	2.28507439772618e-05
"Cinnamomum_verum"	0.00192596214414871	0.000914029759090471	1.00594076842085	0.000408253243457621	0.000911996533460566	0.0202177738073607	0.0202041653659121	7.61076949664179e-05	0.020118815368417	0.0201509147374862	3.20993690691451e-05	2.28507439772618e-05	2.28507439772618e-05	3.20993690691451e-05	1.36084414485874e-05	0.0201188153684171
"Ochna_kirkii"	0.00180353428655105	0.000678911574701938	0.000680422072429368	1.00514280302904	0.00179533913828465	0.0336252448745029	0.000120484773534808	0.0335946636436868	1.36084414485874e-05	4.36673462244381e-05	3.00589047758508e-05	1.69727893675485e-05	1.69727893675485e-05	3.00589047758508e-05	0.0335047601009681	1.36084414485874e-05
"Paragenipa_wrightii"	0.00264020730236783	0.00151778299353782	0.00151999422243428	0.00179533913828465	1.00262768644439	0.0335931154337489	0.0335332707958061	0.0335247709744618	3.03998844486855e-05	7.44033394881493e-05	4.40034550394638e-05	3.79445748384455e-05	3.79445748384455e-05	4.40034550394638e-05	5.98446379428218e-05	3.03998844486855e-05
"Apis_mellifera"	0.0202605058082578	0.0202008052095314	0.0202177738073607	0.0201751469247018	0.0201558692602494	1.00259141790935	0.00191891301186477	0.00168204230296933	0.000404355476147215	0.000742030572951512	0.000337675096804297	0.000505020130238284	0.000505020130238284	0.000337675096804297	0.000672504897490058	0.000404355476147215
"Lasioglossum_mahense"	0.0252805439031585	0.0252340337225467	0.0252552067073902	9.03635801511063e-05	0.0251499530968546	0.00239864126483097	1.00239562914549	0.0012626862876195	0.000505104134147803	0.000926446532533778	0.000421342398385975	0.000630850843063667	0.000630850843063667	0.000421342398385975	3.01211933837021e-06	0.000505104134147804
"Xylocopa_caffra"	0.0336651693596185	9.86508740565772e-05	0.000126846158277363	0.0335946636436868	0.0335247709744618	0.00280340383828222	0.001683581716826	1.00279840064326	2.53692316554726e-06	0.000563623079159189	0.000561086155993642	2.46627185141443e-06	2.46627185141443e-06	0.000561086155993642	0.00111982212145623	2.53692316554726e-06
"Lygistorrhina_sp1_M_PL_108"	0.00019259621441487	9.14029759090471e-05	0.100594076842085	4.08253243457621e-05	9.11996533460566e-05	0.00202177738073607	0.00202041653659121	7.61076949664179e-06	1.00201188153684	0.00201509147374862	3.20993690691451e-06	2.28507439772618e-06	2.28507439772618e-06	3.20993690691451e-06	1.36084414485874e-06	0.00201188153684171
"Hemipyrellia_sp1_M_PL_108"	0.0503718650671892	8.38430706274015e-05	0.0503772868437155	6.55010193366572e-05	0.000111605009232224	0.00185507643237878	0.00185289306506756	0.000845434618738783	0.00100754573687431	1.00184707682133	0.000839531084453154	2.09607676568504e-06	2.09607676568504e-06	0.000839531084453154	2.18336731122191e-06	0.00100754573687431
"Unidentified_sp1_M_PL_108"	0.100551133919964	7.62831653457559e-05	0.000160496845345725	9.01767143275523e-05	0.000132010365118391	0.00168837548402148	0.0016853695935439	0.00168325846798092	3.20993690691451e-06	0.00167906216890631	1.001675852232	1.9070791336439e-06	1.9070791336439e-06	0.00167585223199939	3.00589047758508e-06	3.20993690691451e-06
"Scaptodrosophila_sp1_M_PL_108"	0.000114424748018634	0.100616670449578	0.000114253719886309	5.09183681026454e-05	0.000113833724515337	0.00252510065119142	0.00252340337225467	7.3988155542433e-06	2.28507439772618e-06	4.19215353137008e-06	1.9070791336439e-06	1.00251541676124	0.00251541676123945	1.9070791336439e-06	1.69727893675485e-06	2.28507439772618e-06
"Chalcidoma_disjunctum"	0.000114424748018634	0.100616670449578	0.000114253719886309	5.09183681026454e-05	0.000113833724515337	0.00252510065119142	0.00252340337225467	7.3988155542433e-06	2.28507439772618e-06	4.19215353137008e-06	1.9070791336439e-06	0.00251541676123945	1.00251541676124	1.9070791336439e-06	1.69727893675485e-06	2.28507439772618e-06
"Hemipyrellia_germana"	0.100551133919964	7.62831653457559e-05	0.000160496845345725	9.01767143275523e-05	0.000132010365118391	0.00168837548402148	0.0016853695935439	0.00168325846798092	3.20993690691451e-06	0.00167906216890631	0.00167585223199939	1.9070791336439e-06	1.9070791336439e-06	1.001675852232	3.00589047758508e-06	3.20993690691451e-06
"Nectarinia_dussumieri"	0.000180353428655105	6.78911574701938e-05	6.80422072429368e-05	0.100514280302904	0.000179533913828465	0.00336252448745029	1.20484773534808e-05	0.00335946636436868	1.36084414485874e-06	4.36673462244381e-06	3.00589047758508e-06	1.69727893675485e-06	1.69727893675485e-06	3.00589047758508e-06	1.0033504760101	1.36084414485874e-06
"Phalanta_phalantha"	0.00019259621441487	9.14029759090471e-05	0.100594076842085	4.08253243457621e-05	9.11996533460566e-05	0.00202177738073607	0.00202041653659121	7.61076949664179e-06	0.00201188153684171	0.00201509147374862	3.20993690691451e-06	2.28507439772618e-06	2.28507439772618e-06	3.20993690691451e-06	1.36084414485874e-06	1.00201188153684
