"Lathyrus_latifolius"	"Lathyrus_pratensis"	"Lathyrus_tuberosus"	"Lathyrus_niger"	"Lathyrus_pannonicus"	"Lathyrus_sylvestris"	"Lathyrus_vernus"	"Vicia_cassubica"	"Vicia_pisiformis"	"Vicia_sepium"	"Vicia_sparsifolia"	"Vicia_tenuifolia"	"Vicia_villosa"	"Vicia_cracca"	"Lathyrus_nissolia"	"Vicia_angustifolia"	"Vicia_grandiflora"	"Pisum_sativum"	"Vicia_pannonica_spp._pannonica"	"Vicia_pannonica_spp._striata"	"Lathyrus_hirsutus"	"Lathyrus_odoratus"	"Trifolium_pratense"	"Trifolium_striatum"	"Glycyrrhiza_echinata"	"Galega_officinalis"	"Cytisus_scoparius"	"Astragalus_glycyphyllos"	"Trifolium_fragiferum"	"Coronilla_coronata"	"Anthyllis_vulneraria_ssp._polyphylla"	"Onobrychis_arenaria"	"Coronilla_varia"	"Tetragonolobus_maritimus"	"Trifolium_rubens"	"Astragalus_asper"	"Astragalus_onobrychis"	"Astragalus_varius"	"Astragalus_vesicarius"	"Oxytropis_pilosa"	"Trifolium_alpestre"	"Trifolium_diffusum"	"Trifolium_medium"	"Chamaecytisus_hirsutus"	"Chamaecytisus_supinus"	"Cytisus_sessilifolius"	"Genista_pilosa"	"Genista_tinctoria"	"Laburnum_anagyroides"	"Petteria_ramentacea"	"Spartium_junceum"	"Brucchus_affinis"	"Brucchus_atomarius"	"Brucchus_brachialis"	"Brucchus_libanensis"	"Brucchus_loti"	"Brucchus_luteicornis"	"Brucchus_pisorum"	"Brucchus_rufimanus"	"Brucchus_occidentalis"	"Brucchus_tristiculus"	"Brucchus_venustus"	"Brucchus_viciae"	"Bruchidius_dispar"	"Bruchidius_glycyrhizae"	"Bruchidius_imbricornis"	"Bruchidius_lividimanus"	"Bruchidius_marginalis"	"Bruchidius_martinezi"	"Bruchidius_pauper"	"Bruchidius_picipis"	"Bruchidius_poupillieri"	"Bruchidius_pusillus"	"Bruchidius_seminarius"	"Bruchidius_sericatus"	"Bruchidius_varipes"	"Bruchidius_varius"	"Bruchidius_villosus"
"Brucchus_affinis"	0.0251750104806757	0.0252172661190277	0.0251468189620393	5.6398698875988e-05	5.6398698875988e-05	0.0251750104806757	2.81915186363706e-05	2.81915186363706e-05	2.81915186363706e-05	2.81915186363706e-05	2.81915186363706e-05	0	0	0	4.22399767487902e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00587275848157	0.00253723667727335	0	0	0.000844799534975803	0	0	0	0	0	0	0.000846215407188523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_atomarius"	0.011226473396971	6.58276168226388e-05	2.81915186363706e-05	0.0112358077125061	0.0112358077125061	0.011226473396971	0.0111982818783346	0.0111982818783346	0.0111982818783346	0.0111982818783346	0.0111982818783346	0	0	0	1.10264014778289e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112766074545482	1.00784536905011	0	0	2.20528029556579e-06	0	0	0	0	0	0	0.0011257750251447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_brachialis"	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0.0503147048373179	0.000190345667732602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00629409674636	0.00126897111821735	0	0	0	0	0.00126897111821735	0	0.00126897111821735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_libanensis"	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	6.34485559108675e-05	0.0504416019491396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126897111821735	1.00294401299426	0	0	0	0	0.00294401299426425	0	0.00294401299426425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_loti"	4.23502407635684e-05	0.0504342014460111	4.22399767487902e-05	5.63360524630006e-05	5.63360524630006e-05	4.23502407635684e-05	1.10264014778289e-07	1.10264014778289e-07	1.10264014778289e-07	1.10264014778289e-07	1.10264014778289e-07	0	0	0	0.0503357356808141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168959906995161	9.92376133004605e-06	0	0	1.00671471361628	0	0	0	0	0	0	0.00168677365344667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_luteicornis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_pisorum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_rufimanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_occidentalis"	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	6.34485559108675e-05	0.0504416019491396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126897111821735	0.00294401299426425	0	0	0	0	1.00294401299426	0	0.00294401299426425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_tristiculus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_venustus"	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	6.34485559108675e-05	0.0504416019491396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126897111821735	0.00294401299426425	0	0	0	0	0.00294401299426425	0	1.00294401299426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_viciae"	6.57330144111074e-05	0.0335667957035887	2.82071802396174e-05	0.0335198885690724	0.0335198885690724	6.57330144111074e-05	3.75258341714899e-05	3.75258341714899e-05	3.75258341714899e-05	3.75258341714899e-05	3.75258341714899e-05	0	0	0	5.62257884482223e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011282872095847	0.00337732507543409	0	0	0.00112451576896445	0	0	0	0	0	0	1.00447088204703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bruchidius_dispar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0503026755736596	0.050504540744518	0	0	0	0	0	0	0	0	0	0	5.09120933308297e-05	0	0	0	0	0	5.06575328641755e-05	5.06575328641755e-05	5.06575328641755e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00504036081591	0	0	0	0	0	0	0.0025252270372259	0	0	0	2.54560466654148e-06	0	0.00253287664320877	0
"Bruchidius_glycyrhizae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bruchidius_imbricornis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0
"Bruchidius_lividimanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100559163059163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63672438672439e-05	5.63672438672439e-05	5.63672438672439e-05	5.63672438672439e-05	5.63672438672439e-05	5.63672438672439e-05	5.63672438672439e-05	5.63672438672439e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00502795815296	0	0	0	0	0	0	0	0	0	0	0.00507305194805195
"Bruchidius_marginalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0
"Bruchidius_martinezi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0
"Bruchidius_pauper"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0
"Bruchidius_picipis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252777264189244	0.100756304224847	0	0	0	0	0	0	0	0	0	0	2.55839664979044e-07	0	0	0	0	0	2.54560466654148e-07	2.54560466654148e-07	2.54560466654148e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050504540744518	0	0	0	0	0	0	1.00503781521124	0	0	0	1.27919832489522e-08	0	1.27280233327074e-05	0
"Bruchidius_poupillieri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0
"Bruchidius_pusillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0
"Bruchidius_seminarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0
"Bruchidius_sericatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010156834699668	2.55839664979044e-07	0	0	0	0	0	0	0	0	0	0	0.100604335463849	0	0	0	0	0	0.000101313786530026	0.000101313786530026	0.000101313786530026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09120933308297e-06	0	0	0	0	0	0	1.27919832489522e-08	0	0	0	1.00503021677319	0	0.00506568932650131	0
"Bruchidius_varipes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202020202020202	0.0202020202020202	0.0202020202020202	0.0202020202020202	0.0202020202020202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0
"Bruchidius_varius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202121010523394	5.09120933308297e-05	0	0	0	0	0	0	0	0	0	0	0.0202627573060052	0	0	0	0	0	0.0201614435194752	0.0201614435194752	0.0201614435194752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101315065728351	0	0	0	0	0	0	2.54560466654148e-06	0	0	0	0.00101313786530026	0	1.00807217597376	0
"Bruchidius_villosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112734487734488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112170815295815	0.0112170815295815	0.0112170815295815	0.0112170815295815	0.0112170815295815	0.0112170815295815	0.0112170815295815	0.0112170815295815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000563672438672438	0	0	0	0	0	0	0	0	0	0	1.00953733766234
