"Cavendishia_melastomoides"	"Dendropanax_sp1_M_SD_019"	"Xylosma_flexuosa"	"Prunus_anularis"	"Maytenus_sp1_M_SD_019"	"Solanum_cordovense"	"Miconia_sp1_M_SD_019"	"Blakea_grasilis"	"Ossaea_micrantha"	"Beilschmiedia_costaricensis"	"Trophis_mexicana"	"Guarea_tonduzii"	"Ilex_lamprophylla"	"Eugenia_sp1_M_SD_019"	"Hieronyma_guatemalensis"	"Zanthoxylum_culantrillo"	"Nectandra_davidsoniana"	"Witheringia_solanacea"	"Matayba_apetala"	"Palicourea_galeottiana"	"Symplocarpon_brenesii"	"Trema_micrantha"	"Cestrum_sp1_M_SD_019"	"Ocotea_sp1_M_SD_019"	"Ocotea_tonduzii"	"Prunus_sp1_M_SD_019"	"Unidentified_sp1_M_SD_019"	"Beilschmiedia_sp2_M_SD_019"	"Cestrum_racemosum"	"Concostegia_xalapensis"	"Gonzalagunia_rosea"	"Piper_sp1_M_SD_019"	"Solanum_umbellatum"	"Citharexylum_macradenium"	"Clibadium_sp1_M_SD_019"	"Clusia_alata"	"Concostegia_bernouliana"	"Dipholis_parvifolia"	"Guatteria_consanguinea"	"Hampea_appendiculata"	"Hasseltia_floribunda"	"Lycianthes_multiflora"	"Nectandra_gentlei"	"Nectandra_hypoglauca"	"Symplocos_sp2_M_SD_019"	"Witheringia_coccoloboides"	"Xylosma_chloranthum"	"Acnistus_arborescens"	"Anthurium_sp1_M_SD_019"	"Ardisia_palmana"	"Besleria_triflora"	"Bunchosia_sp1_M_SD_019"	"Cecropia_obtusifolia"	"Chamaedorea_sp1_M_SD_019"	"Citharexylum_integerrimum"	"Drymonia_conchocalyx"	"Guettarda_poasana"	"Neea_amplifolia"	"Ossaea_sp1_M_SD_019"	"Palicourea_sp1_M_SD_019"	"Phoebe_mexicana"	"Phytolacca_rivinoides"	"Phytolacca_sp1_M_SD_019"	"Piper_auritum"	"Solanum_hispidum"	"Stemmadenia_glabra"	"Burmeistera_sp1_M_SD_019"	"Cavendishia_capitulata"	"Cavendishia_complectans"	"Cepahaelis_elata"	"Concostegiaspeciosa_sp1_M_SD_019"	"Dendropanax_querceti"	"Mappia_sp1_M_SD_019"	"Ocotea_bernouliana"	"Prunus_cornifolia"	"Rapanea_myricoides"	"Rubus_rosaefolia"	"Schefflera_robusta"	"Unidentified_sp4_M_SD_019"	"Xylosma_intermedium"	"Bunchosia_pilosa"	"Casearia_sylvestris"	"Clibadium_sp2_M_SD_019"	"Concostegia_puberrula"	"Coussarea_sp1_M_SD_019"	"Dendropanax_arboreus"	"Epiphyte_sp1_M_SD_019"	"Faramea_quercetorum"	"Guarea_glabra"	"Hamelia_patens"	"Hoffmannia_sp2_M_SD_019"	"Meliosma_idiopoda"	"Ocotea_austinii"	"Oreopanax_oerstedianum"	"Oreopanax_xalapensis"	"Paullinia_sp1_M_SD_019"	"Psychotria_parasitica"	"Psychotria_sp3_M_SD_019"	"Satyria_sp1_M_SD_019"	"Siparuna_sp1_M_SD_019"	"Symplocos_limoncillo"	"Unidentified_sp3_M_SD_019"	"Unidentified_sp7_M_SD_019"	"Urera_elata"	"Viburnum_costraricanum"	"Witheringia_maculata"	"Alloplectus_tetragonus"	"Anthurium_sp2_M_SD_019"	"Anthurium_sp3_M_SD_019"	"Ardisia_compressa"	"Beilschmiedia_sp1_M_SD_019"	"Besleria_formosa"	"Besleria_sp1_M_SD_019"	"Bocconia_frutescens"	"Campelia_zanonia"	"Cavendishia_sp1_M_SD_019"	"Cestrum_megalophyllum"	"Chione_costaricensis"	"Columbrina_celtififolia"	"Coussarea_austin-smithii"	"Cupania_glabra"	"Daphnopsis_americana"	"Dendropanax_gonatopodus"	"Didymopanax_pittieri"	"Drymonia_rubra"	"Erythroxylon_amplum"	"Eugenia_sp2_M_SD_019"	"Ficus_pertusa"	"Ficus_tuerckheimii"	"Gaiadendron_punctatum"	"Guarea_tuisiana"	"Hoffmannia_sp1_M_SD_019"	"Hoffmannia_sp3_M_SD_019"	"Lasiacis_sp1_M_SD_019"	"Liana_sp1_M_SD_019"	"Linociera_dominguensis"	"Lycianthes_synanthera"	"Malvaviscus_arboreus"	"Mappia_racemosa"	"Marcgravia_brownei"	"Nectandra_salicina"	"Nectandra_sp1_M_SD_019"	"Nectandra_sp2_M_SD_019"	"Ocotea_klotzschtana"	"Ocotea_sp2_M_SD_019"	"Ocotea_sp3_M_SD_019"	"Ocotea_wachenheimii"	"Oreopanax_sp1_M_SD_019"	"Perrotettia_longistylis"	"Persea_sp1_M_SD_019"	"Persea_sp2_M_SD_019"	"Persea_veraguensis"	"Phoebe_neurophylla"	"Picramnia_carpinterae"	"Psychotria_acuminata"	"Psychotria_sp1_M_SD_019"	"Psychotria_sp2_M_SD_019"	"Sapium_oligoneuron"	"Smilax_sp1_M_SD_019"	"Solanum_nudum"	"Symplocos_sp1_M_SD_019"	"Tabernaemontana_sp1_M_SD_019"	"Torrubia_costaricana"	"Tournefortia_glabra"	"Unidentified_sp2_M_SD_019"	"Unidentified_sp5_M_SD_019"	"Unidentified_sp6_M_SD_019"	"Unidentified_sp8_M_SD_019"	"Witheringia_sp1_M_SD_019"	"Aulacorhynchus_prasinus"	"Myadestes_melanops"	"Turdus_plebejus"	"Pharomachrus_mocinno"	"Chiroxiphia_linearis"	"Semnornis_frantzii"	"Procnias_tricarunculata"	"Chlorospingus_ophthalmicus"	"Chamaepetes_unicolor"	"Elaenia_frantzii"	"Ramphastos_sulfuratus"	"Chlorophonia_callophrys"	"Tityra_semifasciata"	"Trogon_aurantiiventris"	"Catharus_ustulatus"	"Phainoptila_melanoxantha"	"Psilhorinus_morio"	"Tangara_dowii"	"Turdus_assimilis"	"Columba_fasciata"	"Megarhynchus_pitangua"	"Turdus_grayi"	"Mionectes_olivaceus"	"Momotus_momota"	"Myiarchus_tuberculifer"	"Myiozetetes_similis"	"Atlapetes_gutturalis"	"Euphonia_hirundinacea"	"Myiodynastes_luteiventris"	"Piculus_rubiginosus"	"Melanerpes_aurifrons"	"Melozone_leucotis"	"Thrauphis_episcopus"	"Columba_flavirostris"	"Dacnis_venusta"	"Elaenia_flavogaster"	"Icterus_galbula"	"Pheucticus_ludovicianus"	"Piranga_rubra"	"Tangara_icterocephala"
"Cavendishia_melastomoides"	1.00125279721994	0.000444024531950675	0.000695620518135311	0.000755706170580391	0.000493034047431887	0.000196394408690066	0.000545313254680071	0.000138355104789971	0.000159597695956215	0.000184117359373637	0.000211052193705905	4.68927565591457e-05	0.000336972904306371	0.000250651120245858	0.000180102646173029	0.000249812581649542	9.60057899293084e-05	0.000134697556736135	8.7573011615182e-05	0.000222202564362127	8.75150856694285e-05	5.19452467396137e-05	1.81748981854725e-05	1.81792608214575e-05	3.56272447550862e-05	2.97377865586751e-05	6.34903951836928e-05	0.000118558206400055	0.000131499537241908	6.80577653012678e-05	8.61945365900299e-05	1.81535899706407e-05	6.63534806352836e-05	3.87833263737741e-06	0.000159108150301545	5.52697317590448e-05	3.87833263737741e-06	7.34789898168625e-05	8.41146572863357e-05	3.87833263737741e-06	3.87833263737741e-06	2.20109849993961e-05	1.15154540212642e-05	3.52472210770575e-05	1.92078349059094e-05	1.85046988625401e-05	1.15056689394951e-05	1.14388906511054e-05	3.93326501793243e-05	3.80613190320359e-06	8.32356511469093e-05	1.83851416186868e-05	3.78686975330618e-06	5.34376115883242e-05	3.78686975330618e-06	5.520731610664e-05	5.33240904525754e-05	5.05477372291205e-05	2.190045819045e-05	1.0313739758535e-05	3.78686975330618e-06	1.80448458703736e-05	5.14968764826578e-05	0.000108818656905622	6.80894740374244e-06	0.000103160440714521	8.73234433518017e-05	1.90990908056424e-05	2.05895576795565e-05	2.5491276563339e-07	7.74372644178586e-05	2.76321870350969e-05	1.02674113106726e-05	4.22438674830301e-05	1.03162616024156e-05	1.13666899169316e-05	6.30565222076722e-05	2.76321870350969e-05	6.73600753436705e-06	1.25342430239471e-05	1.82497860969067e-05	7.38312695773403e-05	1.16828960876124e-05	1.36936794964449e-07	1.24718273715424e-05	3.66919510823914e-06	3.41270422709219e-05	1.82497860969067e-05	1.24718273715424e-05	3.64993295834173e-06	8.95446857218009e-06	8.97065851753327e-06	1.24718273715424e-05	3.66919510823914e-06	3.65429559432672e-06	1.82497860969067e-05	3.63810564897355e-06	3.64993295834173e-06	1.24718273715424e-05	1.08744100267046e-07	5.94347221008286e-05	2.75980600739186e-05	1.02049956582679e-05	1.36936794964449e-07	7.78895769276371e-06	9.0053610915221e-06	6.62726343410001e-06	8.89409514737445e-06	8.89409514737445e-06	6.62726343410001e-06	3.57773222416791e-06	8.89409514737445e-06	3.36168074143268e-05	6.03734248056397e-08	8.89409514737445e-06	4.20104658397332e-05	1.16225226628067e-05	6.62726343410001e-06	8.89409514737445e-06	7.2200734173824e-08	6.03734248056397e-08	7.65633701588096e-08	3.57773222416791e-06	8.89409514737445e-06	6.62726343410001e-06	8.89409514737445e-06	3.57773222416791e-06	6.24156524047159e-08	3.72737361804141e-05	4.79220105687345e-05	3.57773222416791e-06	3.57773222416791e-06	6.62726343410001e-06	8.89409514737445e-06	6.62726343410001e-06	2.39940813861234e-05	8.89409514737445e-06	6.24156524047159e-08	3.57773222416791e-06	1.16225226628067e-05	8.89409514737445e-06	1.11265944147655e-07	3.72737361804141e-05	3.57773222416791e-06	1.16225226628067e-05	6.62726343410001e-06	3.57773222416791e-06	2.39940813861234e-05	6.24156524047159e-08	4.7937269421383e-05	6.62726343410001e-06	6.62726343410001e-06	3.57773222416791e-06	1.16225226628067e-05	8.89409514737445e-06	6.03734248056397e-08	6.24156524047159e-08	3.57773222416791e-06	3.57773222416791e-06	4.20104658397332e-05	3.57773222416791e-06	8.89409514737445e-06	6.62726343410001e-06	3.57773222416791e-06	8.89409514737445e-06	6.24156524047159e-08	3.57773222416791e-06	6.62726343410001e-06	3.57773222416791e-06	0.00343462293520119	0.003379904351391	0.00340057707790155	2.41493699222559e-05	0.00337975615600229	1.93488522454619e-05	2.29690110476429e-05	0.00337053157221395	1.87721908851942e-05	0.00337773817597674	1.46340614513968e-05	1.55772321806717e-05	0.0033628458989651	0.00335917139405727	0.00336147788754743	6.02269822210286e-06	0.0033698941604	9.48218301880046e-06	0.00335591523148712	0.00336042410514294	0.00336168074143268	0.00335632965564318	0.00335463625623727	0.00335773764624718	0.00336083726717865	0.00335564585810205	0.00335454073981141	0.00335560885949681	1.30005308945889e-05	0.00335363047635228	0.00335228511169147	0.00335036336086716	0.00335141939259965	0.00334756908824931	0.00334694079766161	0.00334774235960947	0.0033461699297425	0.00334860024925281	0.00334676585401667	4.78228975413144e-06
"Dendropanax_sp1_M_SD_019"	0.000634320759929536	1.00075840442643	0.000340529081990146	0.000270160505510341	0.000231827432915487	0.000239076996852689	0.00037814289165795	0.000235011262794307	0.000286412828196906	0.000204830580987427	0.000193542083757232	8.90257532835866e-05	0.000133480315292841	0.00027275568876081	0.000123101340475203	0.000185975774146204	0.000157812059567853	0.0001279212403324	0.000186624425111312	2.94014423282731e-05	0.000182450888428642	7.23099019689756e-05	7.1602643001887e-05	6.91636530262415e-05	0.000126783262165437	5.77383490558897e-05	0.000150684440907203	4.12631627660061e-05	5.06048329913729e-05	5.93459008410768e-05	0.000102465499426129	7.52959362337801e-05	4.18222008771696e-05	8.16160758343272e-05	5.98391730037275e-05	4.10721677138777e-05	8.16160758343272e-05	9.6452891492778e-05	2.74201940515689e-05	8.16160758343272e-05	8.16160758343272e-05	8.37969311128984e-05	6.26069654282836e-05	4.17165506442077e-05	4.27876918494276e-05	4.16842863238521e-05	5.96194654547467e-05	4.65771465295649e-05	6.79960862939626e-05	6.3147266959963e-05	0.000118555551081192	4.15946095741644e-05	5.16452165942575e-05	1.6310319350788e-05	5.16452165942575e-05	2.55908588130504e-05	3.46543750769669e-05	1.13370986950623e-05	3.12052745749306e-05	3.01174703739155e-05	5.16452165942575e-05	5.97246105868472e-05	2.56550393810314e-05	9.52247061264034e-05	2.51193658345569e-05	3.95532674327783e-05	0.000154445326748085	2.72163662024946e-05	2.932935132346e-05	1.56648550127499e-05	0.000110302400998019	5.13952753199809e-05	3.00274536278099e-05	6.02681178099086e-05	4.87628617528211e-05	2.81083376552007e-05	1.28789804137263e-05	5.13952753199809e-05	2.50254964723221e-05	3.32435042779328e-05	2.60194313111023e-05	0.000105167013854452	2.86198754052943e-05	2.80844338182998e-05	1.77621953771055e-05	3.50628331416632e-05	4.85778589953674e-05	2.60194313111023e-05	1.77621953771055e-05	2.35607827759577e-05	2.47248363950932e-05	2.87000403742307e-05	1.77621953771055e-05	3.50628331416632e-05	2.11217928003121e-05	2.60194313111023e-05	1.71465888211746e-05	2.35607827759577e-05	1.77621953771055e-05	1.5571325646933e-05	5.2265884461563e-06	3.92974113986776e-05	1.45461447269826e-05	2.80844338182998e-05	2.30163637536072e-05	4.68869385013505e-05	9.45417082538914e-06	1.2670221475512e-05	1.2670221475512e-05	9.45417082538914e-06	5.09197390159346e-06	1.2670221475512e-05	1.24012567117593e-07	1.20546149195811e-05	1.2670221475512e-05	1.36913820454983e-07	1.65652604857132e-05	9.45417082538914e-06	1.2670221475512e-05	1.84688088743642e-05	1.20546149195811e-05	1.60298188987187e-05	5.09197390159346e-06	1.2670221475512e-05	9.45417082538914e-06	1.2670221475512e-05	5.09197390159346e-06	1.54813089008273e-05	8.29652520416953e-08	1.375745568995e-07	5.09197390159346e-06	5.09197390159346e-06	9.45417082538914e-06	1.2670221475512e-05	9.45417082538914e-06	3.42486864988063e-05	1.2670221475512e-05	1.54813089008273e-05	5.09197390159346e-06	1.65652604857132e-05	1.2670221475512e-05	3.42167170258385e-05	8.29652520416953e-08	5.09197390159346e-06	1.65652604857132e-05	9.45417082538914e-06	5.09197390159346e-06	3.42486864988063e-05	1.54813089008273e-05	6.8339804090462e-05	9.45417082538914e-06	9.45417082538914e-06	5.09197390159346e-06	1.65652604857132e-05	1.2670221475512e-05	1.20546149195811e-05	1.54813089008273e-05	5.09197390159346e-06	5.09197390159346e-06	1.36913820454983e-07	5.09197390159346e-06	1.2670221475512e-05	9.45417082538914e-06	5.09197390159346e-06	1.2670221475512e-05	1.54813089008273e-05	5.09197390159346e-06	9.45417082538914e-06	5.09197390159346e-06	0.00488829494552972	0.00482162712094846	0.00482316948697149	0.00482184596783246	0.00481468416069458	0.00479920575925646	0.00480894566961561	0.00480392554085681	0.00480189030733469	2.51587372345047e-05	0.00479533747841115	0.00479034038361738	0.00478876124959178	0.00479481610983289	2.02392856417495e-05	1.1702176993737e-05	0.00479318099077529	1.2203017090532e-05	0.00478652983665143	0.00478344736031513	1.24012567117593e-05	1.47145820022739e-05	7.46687268375257e-06	0.00478126758585521	1.09531056363986e-05	1.05474773586531e-05	9.63021898296504e-06	0.00478378628633234	8.73272037296628e-06	0.00478074735939416	9.92501119166411e-06	0.0047757995025062	8.07687267377036e-06	6.09677417245166e-06	5.92666471990547e-06	5.60646336957545e-06	0.00477529974425687	7.75989795152503e-06	6.46995874522406e-06	3.58706998750901e-06
"Xylosma_flexuosa"	0.00104343077720297	0.000357555536089653	1.00111325599324	0.000759183003462129	0.00033963499645627	0.000155031707080661	0.000320331218348148	0.000160531248248317	0.000190535572835718	0.000107981057930172	0.000224147494528526	8.85404013906573e-05	0.000248957779096519	0.000167218638726146	0.000204120662604573	0.000201074295961001	0.000121689192235606	0.000184286560579043	0.00016611004568006	0.000181299915616009	0.000111717518763388	6.3343848765527e-05	4.63210641777748e-05	4.37565153796301e-05	8.91064170463301e-05	2.70266188775009e-05	7.83543276946588e-05	0.000177415920718657	0.000140991279828707	2.88198583265666e-05	6.15605349460795e-05	6.27850109624755e-05	1.03477468114247e-05	4.16699082491421e-05	1.74077287208686e-05	2.69278956911299e-05	4.16699082491421e-05	8.08416393068037e-05	5.38327443143071e-05	4.16699082491421e-05	4.16699082491421e-05	7.06052280415648e-05	5.30827795548262e-05	3.53370693714561e-05	2.86675416125301e-05	1.02549376319083e-05	3.37872459828161e-05	3.62859631142979e-05	5.87848576730837e-05	2.23085430104691e-05	5.29964904717382e-05	1.01295846643075e-05	4.15740106245121e-05	1.72026030378155e-05	4.15740106245121e-05	2.6862064024467e-05	3.6400192398329e-05	3.69529271980126e-05	1.53904663494321e-05	1.53618144152645e-05	4.15740106245121e-05	6.26576273647207e-05	2.68872315870272e-05	0.000162811183926955	1.00961322269141e-05	4.16473739630348e-05	5.6101933739696e-06	2.85401580147754e-05	1.34617627291879e-05	2.52215797700917e-07	0.000115868722755139	5.5280361035827e-06	1.53002624841728e-05	1.01149289924794e-05	5.11488584344066e-05	1.69245978756248e-05	3.86315554134027e-05	5.5280361035827e-06	1.00351010634769e-05	1.86982722157161e-05	1.00027218342074e-05	3.89756713079187e-05	1.84119962008302e-07	1.68859320340515e-05	1.86324405490532e-05	5.42261097641759e-06	5.50943269876003e-06	1.00027218342074e-05	1.86324405490532e-05	2.46880785904606e-05	1.33948427907887e-05	3.01025436377939e-05	1.86324405490532e-05	5.42261097641759e-06	2.21235297923159e-05	1.00027218342074e-05	5.41582894531073e-06	2.46880785904606e-05	1.86324405490532e-05	1.27383597754716e-07	8.89900903681828e-05	4.12544532186615e-05	1.52344308175098e-05	1.68859320340515e-05	1.15978845238372e-05	4.92201548141624e-05	9.90771746572223e-06	1.33057271972656e-05	1.33057271972656e-05	9.90771746572223e-06	5.32671335178757e-06	1.33057271972656e-05	1.89575866819058e-07	8.91155935231617e-08	1.33057271972656e-05	6.29022294635944e-05	9.50043684851407e-08	9.90771746572223e-06	1.33057271972656e-05	1.9361365238673e-05	8.91155935231617e-08	1.67968164405283e-05	5.32671335178757e-06	1.33057271972656e-05	9.90771746572223e-06	1.33057271972656e-05	5.32671335178757e-06	6.58316666629611e-08	1.18864276643094e-07	1.56610216025438e-07	5.32671335178757e-06	5.32671335178757e-06	9.90771746572223e-06	1.33057271972656e-05	9.90771746572223e-06	1.12207158271982e-07	1.33057271972656e-05	6.58316666629611e-08	5.32671335178757e-06	9.50043684851407e-08	1.33057271972656e-05	3.59144276168969e-05	1.18864276643094e-07	5.32671335178757e-06	9.50043684851407e-08	9.90771746572223e-06	5.32671335178757e-06	1.12207158271982e-07	6.58316666629611e-08	7.17996064181952e-05	9.90771746572223e-06	9.90771746572223e-06	5.32671335178757e-06	9.50043684851407e-08	1.33057271972656e-05	8.91155935231617e-08	6.58316666629611e-08	5.32671335178757e-06	5.32671335178757e-06	6.29022294635944e-05	5.32671335178757e-06	1.33057271972656e-05	9.90771746572223e-06	5.32671335178757e-06	1.33057271972656e-05	6.58316666629611e-08	5.32671335178757e-06	9.90771746572223e-06	5.32671335178757e-06	0.00511364481771606	0.00505293590751834	0.00506385832933819	3.56462374092647e-05	0.00505617633496093	2.04078166655179e-05	0.0050390449321585	2.75512668606908e-05	0.00503395496205499	0.00504139278789881	1.5343619940803e-05	0.00502801986636556	0.00502988358136235	1.57090021580775e-05	2.2901211419755e-05	8.00175104192813e-06	0.00503651238807029	7.93405124683142e-06	0.00502323117569507	2.00991281669718e-05	1.89575866819058e-05	1.44031839203295e-05	1.06977848978785e-05	0.00502558543137756	0.00503217835708755	1.62675902043422e-05	1.09627151217807e-05	0.00502597244927367	1.14643114711714e-05	1.63287825933861e-05	0.00501918197385967	1.21515705302022e-05	0.00501980262098372	9.81981010364666e-06	0.00501599701458706	0.00501530633152028	7.50329590208059e-06	0.00501517562403073	0.00501508128920112	5.01411870403166e-06
"Prunus_anularis"	0.00119322026933746	0.000298598453458798	0.000799140003644346	1.00139860843596	0.000396531072431333	0.000185170561262106	0.000344919079934875	0.000186942127005123	0.000104680401533475	6.35763326555679e-05	0.00032471818634508	0.000195010677873591	0.000302455118549737	0.000118190431903676	0.00024313097802731	0.000353067876445633	5.61852206993444e-05	2.46797370522106e-05	0.000123776420978935	0.000295751494421512	5.6019022526706e-05	0.00014648112822937	1.80441500783242e-05	1.80404552619031e-05	5.58497639376539e-05	3.63124365518218e-05	1.81772791231293e-05	0.000176454845020234	8.243919488848e-05	2.42208859706103e-05	8.29736899273687e-05	1.80090817528441e-05	1.87707712313342e-05	5.87740117110657e-06	0.000198041122563156	1.79759430967401e-05	5.87740117110657e-06	7.50622092938866e-05	3.91416027056292e-05	5.87740117110657e-06	5.87740117110657e-06	2.4151903467594e-05	1.79393427341346e-05	4.50383861381033e-05	5.84716789659061e-06	0.000150551430605866	1.79301790950008e-05	1.78600625036993e-05	1.79286056317591e-05	5.79442612425007e-06	0.000131150993209267	1.8558709011236e-05	5.81241818758529e-06	0.000159383130168153	5.81241818758529e-06	1.79021316890175e-05	8.39763512448186e-05	3.89913167690367e-05	2.40741968623873e-05	5.77338683349889e-06	5.81241818758529e-06	1.7897766609959e-05	1.79740407577661e-05	0.000105363824508918	2.98126389070656e-07	0.000162591148964715	5.85162756940593e-06	5.73585275370554e-06	1.84859062348652e-05	0.000132180571816799	4.65824941711925e-05	5.75087837128589e-06	5.73588309833648e-06	1.84715742500601e-05	5.77084206340969e-06	1.77770874568428e-05	2.67431287210967e-05	5.75087837128589e-06	1.84087574624909e-07	5.73689172968838e-06	1.83708587890676e-05	0.000116389086497414	1.83589500087472e-05	1.40143881854814e-07	5.66308032196571e-06	5.65428224239525e-06	5.37094097250666e-05	1.83708587890676e-05	5.66308032196571e-06	5.67227430573047e-06	1.34644714511202e-07	1.53061293527082e-07	5.66308032196571e-06	5.65428224239525e-06	5.66857948930932e-06	1.83708587890676e-05	5.65016291029344e-06	5.67227430573047e-06	5.66308032196571e-06	1.11315142885079e-07	5.81630364397051e-06	4.34347374788719e-05	5.6620716906138e-06	1.40143881854814e-07	1.21877881979688e-05	1.82551435887618e-07	7.27724317398299e-08	7.37810630917348e-08	7.37810630917348e-08	7.27724317398299e-08	5.58929925887398e-06	7.37810630917348e-08	5.2979259093304e-05	6.08636514194671e-08	7.37810630917348e-08	2.08185205053814e-07	1.82980863573278e-05	7.27724317398299e-08	7.37810630917348e-08	8.29750468565003e-08	6.08636514194671e-08	7.92802304353473e-08	5.58929925887398e-06	7.37810630917348e-08	7.27724317398299e-08	7.37810630917348e-08	5.58929925887398e-06	7.38114077226761e-08	1.13135451854293e-07	1.74558484935757e-07	5.58929925887398e-06	5.58929925887398e-06	7.27724317398299e-08	7.37810630917348e-08	7.27724317398299e-08	1.00715460992451e-07	7.37810630917348e-08	7.38114077226761e-08	5.58929925887398e-06	1.82980863573278e-05	7.37810630917348e-08	1.08770372795883e-07	1.13135451854293e-07	5.58929925887398e-06	1.82980863573278e-05	7.27724317398299e-08	5.58929925887398e-06	1.00715460992451e-07	7.38114077226761e-08	1.93439598749954e-07	7.27724317398299e-08	7.27724317398299e-08	5.58929925887398e-06	1.82980863573278e-05	7.37810630917348e-08	6.08636514194671e-08	7.38114077226761e-08	5.58929925887398e-06	5.58929925887398e-06	2.08185205053814e-07	5.58929925887398e-06	7.37810630917348e-08	7.27724317398299e-08	5.58929925887398e-06	7.37810630917348e-08	7.38114077226761e-08	5.58929925887398e-06	7.27724317398299e-08	5.58929925887398e-06	0.00536572728851902	3.71139401873132e-05	0.00533584680048172	2.43454605677868e-05	2.80368039748592e-05	2.28815363940296e-05	2.37840691306042e-05	0.00530644504362505	2.15735121826901e-05	0.00531124244123013	1.03972773634041e-05	1.52278521914236e-05	0.00529836135079971	1.41001645389432e-05	2.52383562458178e-05	4.87548557111237e-06	0.00530396819076391	1.48250458779471e-05	1.81821809899505e-05	0.00529321215128119	0.0052979259093304	1.8504452060289e-05	1.01821906668864e-05	0.00528899262582797	1.66548164043051e-05	0.0052941721914031	1.2219093945503e-05	1.35407719124968e-05	0.0052842827779134	0.00529125318286922	0.00528747834832173	1.21600579060958e-05	1.3620263105792e-05	0.00528078975083747	0.00528143300676792	0.00528218898636452	7.89381308042708e-06	0.00528079155321715	0.00528092340246452	0.00527970886378522
