"Bouteloua_gracilis"	"Bouteloua_hirsuta"	"Unidentified_sp5_A_PH_005"	"Croton_pottsii"	"Buchloe_dactyloides"	"Polygala_longa"	"Unidentified_sp11_A_PH_005"	"Xanthocephalum_texanum"	"Cryptantha_mexicana"	"Unidentified_sp12_A_PH_005"	"Unidentified_sp4_A_PH_005"	"Allionia_incarnata"	"Eragrostis_intermedia"	"Lesquerella_fendleri"	"Unidentified_sp6_A_PH_005"	"Unidentified_sp8_A_PH_005"	"Gaillardia_pinnatifida"	"Gilia_rigidula"	"Iva_ambrosiaefolia"	"Sporobolus_sp1_A_PH_005"	"Unidentified_sp14_A_PH_005"	"Argythamnia_neomexicana"	"Bouteloua_curtipendula"	"Choenopodium_sp1_A_PH_005"	"Dalea_greggii"	"Hilaria_mutica"	"Lepidium_lasiocarpum"	"Muhlenbergia_sp1_A_PH_005"	"Scleropogon_brevifolius"	"Tidestromia_lanuginosa"	"Unidentified_sp1_A_PH_005"	"Unidentified_sp13_A_PH_005"	"Unidentified_sp2_A_PH_005"	"Verbena_wrightii"	"Acacia_constricta"	"Aristida_writgii"	"Asclepius_sp1_A_PH_005"	"Buddleja_scordioides"	"Calyophus_hartwegii"	"Cassia_roemeriana"	"Castilleja_sp1_A_PH_005"	"Convolvulus_equitans"	"Dyssodia_acerosa"	"Guara_coccinea"	"Leptaloma_cognata"	"Machaeranthera_scabrella"	"Setaria_leucopila"	"Sida_filicaulis"	"Unidentified_sp10_A_PH_005"	"Unidentified_sp15_A_PH_005"	"Unidentified_sp3_A_PH_005"	"Unidentified_sp7_A_PH_005"	"Unidentified_sp9_A_PH_005"	"Zinnia_grandiflora"	"Melanoplus_desultorius"	"Trimerotropis_pallidipennis"	"Hadrotettix_trifasciatus"	"Cibolacris_parviceps"	"Melanoplus_arizonae"	"Melanoplus_gladstoni"	"Hesperotettix_viridis"	"Ageneotettix_deorum"	"Heliaula_rufa"	"Leprus_cyaneus"	"Pedioscirtetes_maculipennis"	"Phoetaliotes_nebrascensis"	"Acrolophitus_variegatus"	"Aulocara_femoratum"	"Psoloessa_texana"	"Xanthippus_corallipes"	"Arphia_aberrans"	"Arphia_crassa"	"Eritettix_variabilis"	"Mermiria_bivittata"	"Opeia_obscura"	"Parapomala_wyomingensis"	"Syrbula_fuscovittata"	"Trachyrachys_aspera"
"Bouteloua_gracilis"	1.00260179715489	0.00176790452940316	0.000589472069122438	0.000491127945154886	0.00105786429075205	0.000243015356440283	6.58110954170082e-05	6.60230294545077e-05	0.000124562593962921	8.98945289391282e-05	9.49197072393745e-05	5.98692841486033e-05	0.000346788328726052	0.000124453165059289	0.000149052511110479	0.000198656721255505	3.53304776500207e-05	6.50811171533049e-05	0.000207775001607157	0.000247578644133619	0.000134292301899425	6.48954222475062e-05	0.000198217935536247	3.5145995179675e-05	2.80054559249516e-07	0.000227355945079886	4.46443378310421e-07	0.000316536459847227	0.000198217935536247	3.70177376144488e-07	3.01196044439757e-05	4.3774301362017e-07	4.767177204289e-07	3.5144782744222e-05	1.85694905798713e-07	9.90710834232224e-05	2.53260543274395e-07	1.84482470345775e-07	3.49603002738762e-05	1.84482470345775e-07	1.84482470345775e-07	1.84482470345775e-07	9.55720889037407e-08	1.84482470345775e-07	2.60748472511708e-07	2.92235250083125e-07	2.99351219736299e-05	3.49603002738762e-05	2.99351219736299e-05	1.84482470345775e-07	5.55317397668861e-07	2.92235250083125e-07	9.55720889037407e-08	9.55720889037407e-08	4.24309681795283e-05	0.00598702439472599	0.00594325104655896	2.22833886958455e-05	3.5068230009975e-05	0.00592969943392707	6.69004622326185e-06	0.00594429772898982	0.00594426500539335	0.00594877840318503	1.51956325964637e-05	3.33190438601316e-05	1.30374236255854e-05	0.00592859466717459	0.0059489767307786	0.00592714426471281	0.00592115105040086	0.00592262469318768	0.00592670775694966	0.00591955064217545	0.00591623977094931	0.00591125689593368	0.00591125689593368	0.00591125689593368
"Bouteloua_hirsuta"	0.0023118751538349	1.00240658186739	0.000295145301134757	0.000423284245812696	0.000416755109205668	0.000228394575082117	0.000138171664662743	0.000138148956376436	7.36329386409775e-05	0.000137990313208486	9.9232825574251e-05	9.89575817734533e-05	0.000194973196469733	3.99139197689117e-05	0.000258846340446922	0.000259243429516754	3.42123674059173e-05	3.9438461794609e-05	0.000194199208270681	0.000323362072896443	0.000129753275262176	3.92739740468669e-05	0.000258789843173913	4.22730954057837e-07	3.39371236051196e-05	0.000296991353968138	3.99593075277857e-07	0.000155732300849581	0.000258789843173913	3.39541241996016e-05	7.28053672924107e-05	3.41175850943093e-05	9.84052542256841e-05	3.40478796581751e-05	1.64487747742135e-07	0.000129221076680974	3.2794864244983e-07	3.37896364518594e-05	2.58243206315702e-07	3.37896364518594e-05	3.37896364518594e-05	3.37896364518594e-05	1.47487153260185e-07	3.37896364518594e-05	2.35105327535722e-07	6.46156177738247e-05	3.90157308405512e-05	2.58243206315702e-07	3.90157308405512e-05	3.37896364518594e-05	3.22240950625044e-07	6.46156177738247e-05	1.47487153260185e-07	1.47487153260185e-07	0.00777161638392767	0.00780314616811024	4.39013450736694e-05	1.97385297290562e-05	0.00775387413285896	4.04840394509036e-05	1.03241007282129e-05	0.00776755793194773	0.00775326460085842	0.00775983265848707	1.96769185469898e-05	1.93344570375026e-05	1.17552663767861e-05	0.00774435215950481	0.0077422895099485	0.00773893185178105	2.57246860352164e-05	0.00773926869382761	2.65953195183434e-05	2.36830343876077e-05	2.14918435770894e-05	0.0077244191261292	0.0077244191261292	0.0077244191261292
"Unidentified_sp5_A_PH_005"	0.000911002288643768	0.000348808083159258	1.00140424391012	0.000690079989487756	0.000686797851930463	0.000232460027807172	0.0004456289977598	0.000369361107307179	0.000308164201615908	0.000330564492512631	0.00033860232817474	0.00020834673142304	0.000199535283739978	0.000192056404935194	0.000457665509089508	0.000153692955405684	0.000170579318142715	0.000176548370269249	0.000138053261176342	0.000228987454898025	0.000130854102164542	0.000100128254817522	6.77357320894976e-07	0.000130503160691543	4.0323721391015e-05	4.63905931026522e-05	7.68085916739137e-05	8.99498961987949e-07	6.77357320894976e-07	0.0001164962729029	8.61213670288786e-05	0.000192597291354013	0.00011655949358771	9.41592026909876e-05	7.64201154517274e-05	4.5692943276123e-07	0.000152521133902841	4.00761574511723e-05	5.40830452398153e-05	4.00761574511723e-05	4.00761574511723e-05	4.00761574511723e-05	2.47563939842648e-07	4.00761574511723e-05	3.88476222186277e-07	7.6483336136538e-05	4.60452095777062e-05	5.40830452398153e-05	4.60452095777062e-05	4.00761574511723e-05	0.000152425794962104	7.6483336136538e-05	2.47563939842648e-07	2.47563939842648e-07	0.00921751621376964	0.00920904191554125	0.0091941176907686	0.00917041385420728	0.00917800033638456	0.00915396738954867	1.73294757889854e-05	1.95849508737463e-05	2.74157659656738e-05	2.10564883799522e-05	0.00915126803417044	0.00914554769772625	1.94238111093138e-05	0.00913079147362117	2.16603062839769e-05	2.34188851574557e-05	0.00912451955467344	1.03615057483798e-05	1.39887850892524e-05	1.89321922346524e-05	0.00911761875477857	8.04197609324722e-06	8.04197609324723e-06	8.04197609324722e-06
"Croton_pottsii"	0.000834917506763307	0.000550269519556505	0.000759087988436531	1.00132685626796	0.000588406576473476	0.000455909803519712	0.000238837321795259	0.000405904671233745	0.000255186759993641	0.000279769371118159	0.000288589209357003	0.000229069640425156	0.000219228626405907	0.000412024929560682	0.000135430333856038	0.000369622081021808	0.000103829832617965	0.000110427351132	0.000352191945632388	5.13466135892234e-05	6.01490738764776e-05	0.000109995350163566	6.45491654955496e-07	5.98395951696392e-05	4.43102636861191e-05	5.0977522563623e-05	0.000201692408952237	8.50745772824615e-07	6.45491654955496e-07	4.4422238416761e-05	9.45779934106874e-05	4.44197653375354e-05	0.000127980442774049	0.000103397831649531	4.32000968434706e-07	0.000167596132200679	4.2952788920904e-07	4.39902374483263e-05	5.94075942012045e-05	4.39902374483263e-05	4.39902374483263e-05	4.39902374483263e-05	3.20026237792814e-07	4.39902374483263e-05	0.000201260407983802	8.39902053257231e-05	5.05877559623611e-05	5.94075942012045e-05	5.05877559623611e-05	4.39902374483263e-05	0.000167608852058337	8.39902053257231e-05	3.20026237792814e-07	3.20026237792814e-07	0.0101177546131151	0.0101175511924722	0.0100992910142048	5.18401162121647e-05	0.0100788246390868	0.0100769171413314	2.2401836645497e-05	2.0160776887024e-05	0.0100557679320408	1.85687224103057e-05	2.57716733525424e-05	0.0100565311235002	0.0100630203991901	2.11422339372618e-05	2.20224570643832e-05	0.0100417509128356	0.0100324357242319	1.1692998037857e-05	1.23088989461086e-05	1.7747077317615e-05	1.91671615523449e-05	9.14412190967582e-06	9.14412190967583e-06	9.14412190967582e-06
"Buchloe_dactyloides"	0.0022479616178481	0.000677227052459211	0.000944347046404387	0.000735508220591845	1.00245183053506	1.50649322851192e-06	1.21589210524299e-06	0.000210788396091527	1.06977213223695e-06	1.04175805701245e-06	9.75044183268523e-07	6.59843234959009e-07	0.000881143791182284	1.08387585626098e-06	1.28312056806512e-06	0.000210944468710928	4.74827603840349e-07	6.67952056260232e-07	1.11194448323606e-06	1.59029010959399e-06	0.000209984926803217	5.36558053233991e-07	0.000210365208789889	3.66316092771272e-07	1.59626655530835e-07	9.17590030188323e-07	3.8540324114559e-07	0.000671341467804242	0.000210365208789889	2.39905514095319e-07	4.10147474558038e-07	3.41032034462223e-07	3.15419525589614e-07	3.43433600814107e-07	1.31394003026242e-07	0.000209711340869973	2.32520523393146e-07	1.08511511069077e-07	2.3492208974503e-07	1.08511511069077e-07	1.08511511069077e-07	1.08511511069077e-07	5.11151444617575e-08	1.08511511069077e-07	2.54009238119348e-07	2.06908014520537e-07	3.01635963488961e-07	2.3492208974503e-07	3.01635963488961e-07	1.08511511069077e-07	0.000209885303368241	2.06908014520537e-07	5.11151444617575e-08	5.11151444617575e-08	2.49576475458878e-05	6.03271926977921e-05	3.99367552566551e-05	1.5767280363149e-05	2.48289617424644e-05	2.93308564907638e-05	3.57806011232302e-06	4.47958847665533e-05	0.0125826804521984	0.0125771166426268	1.39512314035888e-05	0.0125931182020945	1.27004619059674e-05	2.71028033331237e-05	0.0126046762923574	2.5849997741973e-05	0.0125598112406776	1.84786220009809e-05	0.0125774382587128	0.0125658997801022	0.0125524561584717	1.84327424994715e-05	1.84327424994715e-05	1.84327424994715e-05
"Polygala_longa"	0.000688543509914134	0.000494854912677919	0.000426176717646483	0.000759849672532853	2.0086576380159e-06	1.00099788925572	0.000257214263529814	0.000496772061673302	0.000424097791654779	0.000325807580688744	0.000340541862445977	0.000481184749054678	8.48210351508304e-05	0.000350770292690009	8.51081986708906e-05	1.00059012199136e-06	0.00017243961630978	0.000183280282816687	0.000586023927627006	8.45610476166023e-05	9.94189480870792e-05	0.000182831368599528	3.66161436138144e-07	9.92317393955398e-05	0.000313082502918481	8.44511898105661e-05	7.78206383788871e-07	3.36792912296729e-07	3.66161436138144e-07	7.36567911313994e-05	0.000157256420335387	7.34413665007812e-05	7.37004911265859e-05	0.000171990702092621	4.48914217159252e-07	2.58855624221928e-07	2.33489586541083e-07	7.32078769142401e-05	9.87828251783804e-05	7.32078769142401e-05	7.32078769142401e-05	7.32078769142401e-05	0.000239874626004241	7.32078769142401e-05	3.29292166629619e-07	4.9261421234584e-07	8.40485434211472e-05	9.87828251783804e-05	8.40485434211472e-05	7.32078769142401e-05	3.65575942947953e-07	4.9261421234584e-07	0.000239874626004241	0.000239874626004241	0.0168378116902752	0.0168097086842294	0.0167930802803247	5.38697060591103e-05	5.91137054815007e-05	0.0167609631923852	0.0167912238202968	1.07371646759237e-05	1.55313374533157e-05	1.1232521492365e-05	1.4009375192465e-05	2.19345565768772e-05	1.64646083314809e-05	1.66775725428185e-05	1.00193059369008e-05	0.0167182876141003	1.55481946832613e-05	1.20793916825683e-05	4.09220380676141e-06	6.19589003991734e-06	7.94969795793278e-06	7.85683219203999e-06	7.85683219203999e-06	7.85683219203999e-06
"Unidentified_sp11_A_PH_005"	0.00018646477034819	0.00029937194010261	0.000816986495892967	0.000398062202992098	1.62118947365732e-06	0.000257214263529814	1.00081497451188	0.000396498791868319	0.000396522935233491	0.000437467998197458	0.000452332105839506	0.000213887684930771	8.45366377639571e-05	0.000183833322775419	0.000503510986580806	0.000280127982701226	0.000311988303154932	0.000322711958591313	8.48245265447233e-05	8.47276636766644e-05	0.000238920630733756	0.00018282760183574	4.11557964085124e-07	0.000238730211494468	7.35438822461969e-05	8.42354632912646e-05	0.00014033719271354	1.48300553041895e-07	4.11557964085124e-07	0.000213142448416038	0.000157239838757311	0.000352471635586542	0.000213049009363326	0.000172103946399358	0.000139884356755574	2.40464092385112e-07	0.000279213543926078	7.32580916604645e-05	9.88458547388938e-05	7.32580916604645e-05	7.32580916604645e-05	7.32580916604645e-05	2.85790585732396e-07	7.32580916604645e-05	4.52835957966214e-07	0.000139790917702862	8.3981747096846e-05	9.88458547388938e-05	8.3981747096846e-05	7.32580916604645e-05	3.36390083521023e-07	0.000139790917702862	2.85790585732396e-07	2.85790585732396e-07	0.0168493610819068	0.0167963494193692	0.0168037953056119	0.0167861228106688	0.0167749101243434	5.52884981712526e-05	2.00053410012677e-05	1.32683234878238e-05	1.44278455431067e-05	1.14251543572836e-05	0.0167528126355647	2.01834050112614e-05	2.26417978983107e-05	2.62388927510682e-05	5.54080850816759e-06	1.44947233082378e-05	1.25248884512885e-05	7.61148583255908e-06	1.12453148635628e-06	3.23053240280311e-06	8.54426642136752e-06	3.39971266799585e-06	3.39971266799585e-06	3.39971266799585e-06
"Xanthocephalum_texanum"	0.000187065250121105	0.000299322738815612	0.000677162030063161	0.000676507785389575	0.000281051194788702	0.000496772061673302	0.000396498791868319	1.00091444697027	0.000256951787227625	0.000297982542184085	0.000312748010735102	0.000453410921041673	0.000363665854969462	0.00018351081984755	0.000224457095587254	9.30500409498118e-07	0.000172401389496908	0.000183148083348628	8.49759979689421e-05	8.44304555044033e-05	9.93527097024257e-05	0.000182698059250745	2.75388642358227e-07	9.91817879987642e-05	0.00031306429980348	8.42200910492966e-05	6.78682313835621e-07	4.75204391807059e-07	2.75388642358227e-07	7.36696255960273e-05	0.000157185896848008	7.35881896623503e-05	0.000212982120355485	0.000171951365399025	4.50024097883441e-07	2.28787090642867e-07	3.68588164206365e-07	7.32196014981439e-05	9.87317639008807e-05	7.32196014981439e-05	7.32196014981439e-05	7.32196014981439e-05	0.000239844698305336	7.32196014981439e-05	2.28658215952179e-07	0.000139762518857341	8.3966295349864e-05	9.87317639008807e-05	8.3966295349864e-05	7.32196014981439e-05	0.000278922092355969	0.000139762518857341	0.000239844698305336	0.000239844698305336	0.0168405083445731	0.0167932590699728	0.0167843998631497	5.40028917460129e-05	0.0167715022628809	5.84102380852771e-05	0.0167891288813735	6.26801632180245e-06	1.3727225438572e-05	1.02553022196912e-05	2.21152898523819e-05	0.0167353255413582	1.14329107976089e-05	1.79846607921302e-05	1.60314129592014e-05	2.12800119112646e-05	1.7534620068116e-05	7.61387098298056e-06	4.63728397869093e-06	1.37051701333371e-05	1.07695422142202e-05	3.40286643051573e-06	3.40286643051573e-06	3.40286643051573e-06
"Cryptantha_mexicana"	0.000423512819473933	0.000191445640466542	0.000677961243554997	0.000510373519987282	1.71163541157912e-06	0.000508917349985735	0.000475827522280189	0.00030834214467315	1.00067581498727	0.000557719795075901	0.000575593169706518	0.000289524727429316	0.000101360373200428	0.000420708120303482	0.000101941013370776	1.10962960001231e-06	0.000374207482842286	0.000387175937951002	0.00030215993641597	0.000101189298748638	0.000286657197985481	0.000219363371378745	3.4958485024423e-07	0.000286430939576938	8.81390405650844e-05	0.000101045537959065	0.000168294809446401	2.14713789329653e-07	3.4958485024423e-07	0.000255589109837605	0.000188521541639412	8.81284035155488e-05	8.82997240789859e-05	0.000206394916270028	0.000167812566572257	1.52200033966542e-07	3.5186025020092e-07	8.77765432653479e-05	0.00011861837300468	8.77765432653479e-05	8.77765432653479e-05	8.77765432653479e-05	3.62497299736517e-07	8.77765432653479e-05	4.82242874143893e-07	5.23180813638004e-07	0.000100744998374064	0.00011861837300468	0.000100744998374064	8.77765432653479e-05	3.16551915682787e-07	5.23180813638004e-07	3.62497299736517e-07	3.62497299736517e-07	0.02018860495103	0.0201489996748128	0.0201651234107957	0.0201375079886709	6.27816976365604e-05	0.0200862506050594	2.53748109815561e-05	7.3995865020573e-06	9.1320020379925e-06	1.35755045125965e-05	2.11116150120552e-05	1.89931149409672e-05	2.41121437071946e-05	1.60486966436201e-05	6.53005111419991e-06	2.76215995655787e-05	1.37796665540941e-05	9.01618755003124e-06	2.52338301136965e-06	5.04665665191387e-06	8.67593135422132e-06	3.96391065207798e-06	3.96391065207798e-06	3.96391065207798e-06
"Unidentified_sp12_A_PH_005"	0.000305641398393036	0.000358774814342065	0.000727241883527787	0.000559538742236319	1.66681289121993e-06	0.000390969096826493	0.00052496159783695	0.000357579050620902	0.000557719795075901	1.00072476289938	0.000624682967489589	0.000456764537007708	0.000101346313039843	0.000302655812842262	0.000269257392122222	1.17934831409109e-06	0.000256129728549149	0.000269037397763766	0.000302124867822883	0.000101271606744219	0.000168494958191528	0.000101345793759317	3.03644337560012e-07	0.000168324534940791	8.82112980672682e-05	0.000101033174675533	0.000168124419383616	2.03410415707754e-07	3.03644337560012e-07	0.000255496797612807	0.000188518056431334	8.82481648365209e-05	0.000255481228845021	8.84381245447005e-05	0.000167691604004449	1.70340619938364e-07	4.42971228162532e-07	8.78051936083584e-05	6.32930936342122e-07	8.78051936083584e-05	8.78051936083584e-05	8.78051936083584e-05	4.06104458909795e-07	8.78051936083584e-05	4.32815379167391e-07	0.000167676035236663	0.000100712862822975	6.32930936342122e-07	0.000100712862822975	8.78051936083584e-05	3.45923557653319e-07	0.000167676035236663	4.06104458909795e-07	4.06104458909795e-07	0.0201951945299224	0.0201425725645951	0.000107598259178161	0.0201229924805338	0.0201211242283996	0.0200877203703777	2.84273121236856e-05	7.99326520936789e-06	1.02204371963018e-05	1.02253950442328e-05	2.65782736897519e-05	2.07554134591992e-05	2.16407689583695e-05	2.12761417210678e-05	7.12236035087402e-06	2.67400648065198e-05	1.40254030125386e-05	9.60935557672894e-06	1.8288962607082e-06	4.3523835659189e-06	8.43001559017543e-06	4.55769684295229e-06	4.55769684295229e-06	4.55769684295229e-06
