"Byrsonima_crassifolia"	"Casearia_guianensis"	"Cnestidium_rufescens"	"Connarus_turczaninowii"	"Cupania_sylvatica"	"Desmopsis_panamensis"	"Doliocarpus_major"	"Eugenia_coloradensis"	"Eugenia_oerstedeana"	"Flemingia_sp."	"Heliconia_metallica"	"Herrania_purpurea"	"Heteropteris_laurifolia"	"Hiraea_reclinata"	"Inga_cocleensis"	"Inga_marginata"	"Inga_quaternata"	"Inga_sapindoides"	"Isertia_haenkaena"	"Luehea_seemannii"	"Mabea_occidentalis"	"Maripa_panamensis"	"Miconia_affinis"	"Miconia_argentea"	"Mouriri_myrtilloides"	"Nectandra_globosa"	"Nuerolaena_lobata"	"Paulinia_fibrigera"	"Paulinia_turbacensis"	"Piper_dilatatum"	"Pithecellobium_sp."	"Rheedia_edulis"	"Serjania_mexicana"	"Serjania_sp."	"Solanum_rudepannum"	"Tetracera_portobellensis"	"Uncaria_tomentosa"	"Vatairea_erythrocarpa"	"Vernonia_arborescens"	"Vernonia_patens"	"Vismia_baccifera"	"Zanthoxylum_setulosum"	"Adippe_alliaceae"	"Adippe_inequalis"	"Amastris_triviale"	"Anchistrotus_maculatus"	"Aphetea_inconspicua"	"Atymna_sp."	"Bolbonotus_corrugata"	"Bolbonotus_pictipennis"	"Campylenchia_hastata"	"Ceresa_vitulus"	"Chelyoidea_nitida"	"Cymbomorpha_prasina"	"Cyphonia_clavata"	"Cyphonia_trifida"	"Enchophyllum_dubium"	"Endoiastus_caviceps"	"Genus_unknown"	"Gerridius_scutellatus"	"Guayaquila_compressa"	"Guayaquila_sp."	"Harmonides_sp."	"Heteronotus_trinodosus"	"Horiola_picta"	"Ischnocentrus_fowleri"	"Membracis_flava"	"Membracis_fuscata"	"Notocera_bituberculata"	"Notocera_cerviceps"	"Notocera_cervipes"	"Poppea_zebrina"	"Potnia_gladiator"	"Potnia_granadensis"	"Sphongophorus_guerinii"	"Sphongophorus_nymph"
"Heliconia_metallica"	2.24476630366412e-09	0.0014437366975963	4.82805604371733e-07	0.00143823957185381	2.59899025142755e-09	2.58599530017041e-06	0.00143956724450297	1.72155774549179e-06	0	4.82805604371733e-07	1.00143651801411	1.72155774549179e-06	0	0	4.85039137443566e-07	1.73020878943899e-06	0	0	4.86203409883181e-07	4.85039137443566e-07	0	0.00143984380947083	4.82805604371733e-07	2.69037245718808e-06	0	2.57932139727489e-06	9.44755034096421e-15	9.69067208792815e-07	9.69067208792815e-07	4.85039137443566e-07	0	0.00143651801410831	0.00144391014110129	1.61229911258493e-06	0	2.21575987666943e-06	0	1.77712747850378e-09	0	3.76012503570376e-12	4.85039137443566e-07	0	5.17199060034082e-08	7.69927437086555e-05	5.17199060034082e-08	0	4.81271285106603e-05	7.48255434554706e-11	4.82805604371733e-05	2.90644413508887e-05	1.34011984309993e-07	0	0	0	1.88951006819284e-13	0	1.28966069863744e-07	0	0	3.69293312778238e-08	5.19798050285509e-08	3.69293312778238e-08	0.100556260987582	8.65104394719493e-08	0.000120509042184425	0	1.62067803294394e-08	5.33138243551135e-08	2.90720162637845e-05	2.88782028220259e-05	8.06149556292466e-08	0	0	7.21868348798148e-05	0	7.50135497072558e-11
"Herrania_purpurea"	4.05257742518621e-07	1.73020878943899e-06	2.43540943900435e-07	0.00143851441067551	4.05003769452074e-09	4.02978750604813e-06	1.9700570728063e-06	0.00143679285293002	0	2.43540943900435e-07	1.72155774549179e-06	1.00143679285293	0	0	6.46770700625813e-07	0.00144401291751761	0	0	1.0526017702356e-06	6.46770700625813e-07	0	0.00144011991973959	2.43540943900435e-07	0.00143919696218428	0	4.98329991364255e-09	1.70560869399217e-12	2.77965665546996e-09	2.77965665546996e-09	6.46770700625813e-07	0	1.72155774549179e-06	4.14168841665023e-06	1.61357694881791e-06	0	0.00144305536031881	0	8.05552153767716e-07	0	6.78832260208883e-10	6.46770700625813e-07	0	8.05957501209627e-08	1.4875150242223e-07	8.05957501209627e-08	0	4.81652719222148e-05	1.35085914172874e-08	2.43540943900435e-05	7.21232776276678e-05	2.41937854035226e-05	0	0	0	3.41121738798434e-11	0	2.49164995682128e-10	0	0	2.40509226719802e-05	8.10007538904147e-08	2.40509226719802e-05	0.000120509042184425	7.22006458758805e-05	0.100575499705101	0	3.50867256745201e-08	2.41665646130315e-05	8.33896996640987e-08	8.28337683330047e-08	8.06788474408957e-08	0	0	8.65104394719494e-08	0	1.35425330302978e-08
"Heteropteris_laurifolia"	0	0	0	0	0	0	0	0	1.26897912924693e-05	0	0	0	1.00503781525921	0.00505047316660733	0	0	0	0	0	0	0	0	0	0	3.18838977197721e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100756305184252	0	0	0	0	6.37677954395441e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025315814789499	0	0	0
"Hiraea_reclinata"	0	0	0	0	0	0	0	0	0.00252526846720139	0	0	0	0.00252523658330367	1.00504416015486	0	0	0	0	0	0	0	0	0	0	6.34489564623464e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505047316660733	0	0	0	0	0.000126897912924693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050378471431103	0	0	0
"Inga_cocleensis"	0.000842872426216416	2.43738260021893e-07	0.000504763836135736	5.65904919034689e-07	1.73020945239498e-12	1.72155840513301e-09	0.000505569582438963	3.23385350312906e-07	0	0.000504763836135736	2.42519568721783e-07	3.23385350312906e-07	0	0	1.00134341837056	3.25010402324529e-07	0	0	0.000507774762127879	0.00134341837055998	0	5.66536609971255e-07	0.000504763836135736	3.24466601338401e-07	0	5.66057019602749e-07	3.5473980809014e-09	5.42945286235726e-10	5.42945286235726e-10	0.00134341837055998	0	2.42519568721783e-07	8.08988476491232e-07	6.34865262879568e-10	0	0.00134955862812242	0	1.31834345171582e-06	0	1.41186443619876e-06	0.00134341837055998	0	3.44311681026602e-11	1.68968020351421e-05	3.44311681026602e-11	0	1.89507280969551e-08	2.80957475405472e-05	0.0504763836135736	3.24375307648474e-08	0.0503192720654546	0	0	0	7.0947961618028e-08	0	2.83028509801375e-08	0	0	2.24926438020403e-05	3.46041890478997e-11	2.24926438020403e-05	1.69763698105248e-05	1.62505201162264e-08	2.26369745219034e-05	0	1.69258254042626e-05	3.95503035514745e-05	1.62883585870718e-08	1.61797695298246e-08	3.17432631439784e-11	0	0	1.21869130010946e-08	0	2.81663407623571e-05
"Inga_marginata"	2.03647106793277e-07	8.69451652984416e-07	1.22382383869566e-07	0.000722871563153524	2.0351948213672e-09	2.02501884726037e-06	9.8997842854588e-07	0.000722006458758805	0	1.22382383869566e-07	8.65104394719494e-07	0.000722006458758805	0	0	3.25010402324529e-07	1.00575076026006	0	0	5.2894561318372e-07	3.25010402324529e-07	0	0.000723678351627933	1.22382383869566e-07	0.000723214553861446	0	2.50417081087565e-09	8.57089795975964e-13	1.39681238968339e-09	1.39681238968339e-09	3.25010402324529e-07	0	8.65104394719494e-07	2.08125046062826e-06	8.10842687848198e-07	0	0.000725153447396387	0	4.04800077270209e-07	0	3.41121738798434e-10	3.25010402324529e-07	0	4.05003769452074e-08	7.47494987046383e-08	4.05003769452074e-08	0	2.42036542322687e-05	6.78823689310923e-09	1.22382383869565e-05	3.62428530792301e-05	1.21576811072978e-05	0	0	0	1.71417959195193e-11	0	1.25208540543783e-10	0	0	1.20858907899398e-05	4.07038964273441e-08	1.20858907899398e-05	6.05573076303646e-05	0.050287538013003	0.0505404521131163	0	1.76315204394573e-08	1.21440023181063e-05	4.19043716905018e-08	4.16250092125652e-08	4.05421343924099e-08	0	0	4.34725826492208e-08	0	6.80529298004915e-09
"Inga_quaternata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0
"Inga_sapindoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Isertia_haenkaena"	1.54384756597752e-06	1.62882214366225e-07	0.00033698038622221	5.12935060039594e-07	1.53555652180812e-12	1.52787873919908e-09	0.00033751846468865	3.50867256745201e-07	0	0.00033698038622221	1.62067803294394e-07	3.50867256745201e-07	0	0	0.000338516508085252	3.52630408789147e-07	0	0	1.00480734122003	0.000338516508085252	0	5.13507601658451e-07	0.00033698038622221	3.51814946794065e-07	0	3.7790016396554e-07	6.49759290066842e-12	3.62731427900681e-10	3.62731427900681e-10	0.000338516508085252	0	1.62067803294394e-07	5.40469827572015e-07	5.75418712418311e-10	0	0.00146475291479872	0	0.00112100302974072	0	2.58604197446603e-09	0.000338516508085252	0	3.05575747839815e-11	1.12803198943714e-05	3.05575747839815e-11	0	1.71762485656866e-08	5.1461585532584e-08	0.033698038622221	2.84307014659276e-08	9.21673117825617e-05	0	0	0	1.29951858013368e-10	0	1.8895008198277e-08	0	0	2.44125485799786e-05	3.07111304361623e-11	2.44125485799786e-05	1.13447462306075e-05	1.76315204394573e-08	2.45607079721641e-05	0	0.0334935780406677	0.0336300908922217	1.08819428370204e-08	1.08093965514403e-08	2.87709356209156e-11	0	0	8.14411071831123e-09	0	5.15908876313072e-08
"Luehea_seemannii"	0.000842872426216416	2.43738260021893e-07	0.000504763836135736	5.65904919034689e-07	1.73020945239498e-12	1.72155840513301e-09	0.000505569582438963	3.23385350312906e-07	0	0.000504763836135736	2.42519568721783e-07	3.23385350312906e-07	0	0	0.00134341837055998	3.25010402324529e-07	0	0	0.000507774762127879	1.00134341837056	0	5.66536609971255e-07	0.000504763836135736	3.24466601338401e-07	0	5.66057019602749e-07	3.5473980809014e-09	5.42945286235726e-10	5.42945286235726e-10	0.00134341837055998	0	2.42519568721783e-07	8.08988476491232e-07	6.34865262879568e-10	0	0.00134955862812242	0	1.31834345171582e-06	0	1.41186443619876e-06	0.00134341837055998	0	3.44311681026602e-11	1.68968020351421e-05	3.44311681026602e-11	0	1.89507280969551e-08	2.80957475405472e-05	0.0504763836135736	3.24375307648474e-08	0.0503192720654546	0	0	0	7.0947961618028e-08	0	2.83028509801375e-08	0	0	2.24926438020403e-05	3.46041890478997e-11	2.24926438020403e-05	1.69763698105248e-05	1.62505201162264e-08	2.26369745219034e-05	0	1.69258254042626e-05	3.95503035514745e-05	1.62883585870718e-08	1.61797695298246e-08	3.17432631439784e-11	0	0	1.21869130010946e-08	0	2.81663407623571e-05
"Mabea_occidentalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0
"Maripa_panamensis"	1.35985772751788e-07	0.000482359735166107	2.42385798887991e-07	0.000959987909736805	1.12918031832815e-06	0.00112353441673651	0.000481048908677951	0.000480039973246529	0	2.42385798887991e-07	0.000479947936490276	0.000480039973246529	0	0	3.7769107331417e-07	0.000482452234418622	0	0	5.13507601658451e-07	3.7769107331417e-07	0	1.00207602414472	2.42385798887991e-07	0.000481914837019264	0	8.62900893253019e-07	5.72323467093378e-13	3.24814865649047e-07	3.24814865649047e-07	3.7769107331417e-07	0	0.000479947936490276	0.00048397414981708	0.00112164445726483	0	0.000482294723508971	0	2.69410110764932e-07	0	2.27784739903164e-10	3.7769107331417e-07	0	2.24706883347303e-05	2.57575916636026e-05	2.24706883347303e-05	0	0.0334810870493552	4.53285909172626e-09	2.42385798887991e-05	5.62459131820351e-05	8.11831646557075e-06	0	0	0	1.14464693418676e-11	0	4.31450446626509e-08	0	0	8.03824539181619e-06	2.25836063665631e-05	8.03824539181619e-06	0.0335963555543193	2.41226117209311e-05	0.033602798127257	0	1.71169200552817e-08	8.08230332294796e-06	9.74444596947142e-06	9.67948299634161e-06	5.60822228632415e-05	0	0	2.41179867583053e-05	0	4.54424832872142e-09
"Miconia_affinis"	3.66738382819779e-06	4.85231763187672e-07	0.00100587864072016	7.26346548272168e-07	2.31787512351438e-12	2.30628574789681e-09	0.00100748382681518	2.43540943900435e-07	0	0.00100587864072016	4.82805604371733e-07	2.43540943900435e-07	0	0	0.00100952767227147	2.44764767739131e-07	0	0	0.00101094115866663	0.00100952767227147	0	7.27157396663972e-07	1.00100587864072	2.45024838238414e-07	0	1.1280205936136e-06	1.54349222366628e-11	1.0811900171971e-09	1.0811900171971e-09	0.00100952767227147	0	4.82805604371733e-07	1.61097312562368e-06	8.14923006837483e-10	0	0.00101484674979895	0	1.69271408424315e-06	0	6.14309905019179e-09	0.00100952767227147	0	4.61257149579362e-11	3.36714147193659e-05	4.61257149579362e-11	0	2.43254517540989e-08	1.22246127606593e-07	0.100587864072016	4.45168301393523e-08	0.00021894189307855	0	0	0	3.08698444733256e-10	0	5.64010296806798e-08	0	0	1.69141124966491e-05	4.63575024702876e-11	1.69141124966491e-05	3.37963923060213e-05	1.22382383869566e-08	1.70478660730305e-05	0	3.3698038622221e-05	5.07814225272944e-05	3.24357005159131e-08	3.22194625124737e-08	4.07461503418741e-11	0	0	2.42615881593836e-08	0	1.22553282559102e-07
