"Nephrosperma_vanhoutteanum"	"Premna_serratifolia"	"Psidium_cattleianum"	"Deckenia_nobilis"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Ochna_kirkii"	"Alstonia_macrophylla"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_112"	"Rhynchium_brunneum"	"Xylocopa_caffra"	"Megachile_seychellensis"	"Lygistorrhina_sp1_M_PL_112"	"Hemipyrellia_germana"	"Phelsuma_sp1_M_PL_112"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_112"	"Chalcidoma_disjunctum"	"Unidentified_sp2_M_PL_112"	"Eagris_sabadius"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Simosyrphus_aegyptius"
"Nephrosperma_vanhoutteanum"	1.00435663951957	0.000912878630607841	0.0010048136954357	0.00212302780811814	0.000910015146822998	0.000349792654693851	0.00016276499444077	0.000281077651318166	0.0112608194043045	0.0112662449041192	0.0112431060527266	0.0111595182168841	1.1410982882598e-05	2.55217737234064e-05	0.0111709291997667	0.0111822685955547	0.0112149982875948	0.0111949020136861	0.0111949020136861	1.1410982882598e-05	1.16597551564617e-05	2.2750378670575e-05	1.1410982882598e-05	1.1410982882598e-05	1.1410982882598e-05	5.42549981469234e-06
"Premna_serratifolia"	0.00102698845943382	1.00731720874116	0.000393539265218223	0.0003946412847704	0.000393378098939111	0.000392641185876882	0.000181964967288949	6.48098319126211e-07	0.0126402467242004	0.01264631222311	2.59239327650484e-05	1.1410982882598e-05	0.0125914651092646	1.39362842139961e-05	0.0126028760921471	2.12454353560758e-05	2.58591229331358e-05	1.79883376287714e-05	1.79883376287714e-05	0.0125914651092645	1.30880395292294e-05	9.83445247347777e-06	0.0125914651092645	0.0125914651092645	0.0125914651092645	6.06549890963163e-06
"Psidium_cattleianum"	0.00180866465178426	0.000629662824349157	1.00280341822175	0.00180346724808557	0.000627687721386958	0.00062641713585584	0.00129777694877954	0.000503915349017841	0.0201506659753461	0.0201939252069721	0.0201566139607136	2.00962739087141e-05	7.87078530436447e-06	0.020099327596061	2.79670592130785e-05	3.5788466943388e-05	0.0201062224258118	5.01540613768069e-05	5.01540613768069e-05	7.87078530436446e-06	2.08805711951947e-05	1.56921930346739e-05	7.87078530436446e-06	7.87078530436446e-06	7.87078530436446e-06	4.32592316259845e-05
"Deckenia_nobilis"	0.00318454171217721	0.000526188379693867	0.00150288937340464	1.00317648041277	0.000524537851526697	0.000522543456264254	0.000243150980563049	0.000420677934615275	0.0168221585073926	0.0168302635400781	0.016827117384611	3.53837968019691e-05	6.57735474617334e-06	3.81628201535278e-05	4.19611515481424e-05	4.84972430901365e-05	0.0167850495911495	0.0167549918036814	0.0167549918036814	6.57735474617334e-06	1.74181152088085e-05	1.31134462881674e-05	6.57735474617334e-06	6.57735474617334e-06	6.57735474617334e-06	8.10503268543498e-06
"Erythroxylum_sechellarum"	0.00204753408035175	0.000786756197878221	0.000784609651733697	0.000786806777290046	1.00454840376313	0.000782819127174863	0.000362788372675207	1.29213077677735e-06	0.025201194535451	0.0252132874812068	5.16852310710941e-05	2.2750378670575e-05	9.83445247347777e-06	2.77851387905142e-05	3.25848311440527e-05	0.0251364604727488	5.15560179934163e-05	3.58638249587424e-05	3.58638249587424e-05	9.83445247347776e-06	2.60939709058288e-05	0.0251137100940782	9.83445247347777e-06	9.83445247347777e-06	9.83445247347777e-06	1.20929457558402e-05
"Memecylon_eleagni"	0.00104937796408155	0.00104704316233835	0.00104402855975973	0.00104508691252851	0.00104375883623315	1.00438721915001	0.000483243424795484	1.25209126717957e-06	0.0335687144236624	0.0335848225378223	5.00836506871828e-05	1.16597551564617e-05	1.30880395292294e-05	3.69886853550441e-05	2.47477946856911e-05	3.77537260622905e-05	4.99584415604649e-05	2.90778703652702e-05	2.90778703652702e-05	1.30880395292294e-05	0.0334795739716669	2.60939709058288e-05	1.30880395292294e-05	1.30880395292294e-05	1.30880395292294e-05	1.61081141598495e-05
"Ochna_kirkii"	0.000488294983322311	0.000485239912770531	0.00216296158129923	0.000486301961126099	0.000483717830233609	0.000483243424795483	1.0055098271051	1.42330235905042e-06	9.10563229514331e-05	0.0336080505597882	5.69320943620169e-05	5.42549981469235e-06	6.06549890963164e-06	0.0335602534684628	1.1490998724324e-05	1.75184455705326e-05	5.67897641261118e-05	1.35305325001273e-05	1.35305325001273e-05	6.06549890963163e-06	1.61081141598495e-05	1.20929457558402e-05	6.06549890963163e-06	6.06549890963163e-06	6.06549890963163e-06	0.0335169942368368
"Alstonia_macrophylla"	0.00252969886186349	5.18478655300969e-06	0.0025195767450892	0.00252406760769165	5.16852310710941e-06	3.75627380153871e-06	4.26990707715127e-06	1.00250928739583	0.000120886325531436	0.000121028655767342	0.100371495833078	2.81077651318166e-05	6.48098319126211e-08	5.05338651376891e-05	2.81725749637292e-05	2.82369782094943e-05	0.000120567093495128	7.01755585933441e-05	7.01755585933441e-05	6.48098319126211e-08	1.25209126717957e-07	1.29213077677735e-07	6.48098319126211e-08	6.48098319126211e-08	6.48098319126211e-08	1.42330235905042e-07
"Apis_mellifera"	0.0168912291064567	0.0168536622989339	0.0167922216461217	0.0168221585073926	0.0168007963569673	0.0167843572118312	4.55281614757166e-05	2.01477209219061e-05	1.00199406332617	0.00199558093155514	0.000805908836876243	0.000187680323405074	0.000210670778736673	0.000337362038304958	0.000398351102141747	0.000607700232329257	0.000803894064784052	0.000468049631861618	0.000468049631861618	0.000210670778736673	0.000559478573727707	0.000420019908924183	0.000210670778736673	0.000210670778736673	0.000210670778736673	1.51760538252389e-06
"Lasioglossum_mahense"	0.0144851720195818	0.0144529282549829	0.0144242322906943	0.0144259401772098	0.0144075928464039	0.0143934953733524	0.0144034502399092	1.72898079667631e-05	0.00171049794133298	1.00219061294933	0.000691592318670523	0.000160946355773131	0.000180661603187286	0.000768599653810861	0.000341607958960417	0.000521136176933228	0.000689863337873847	0.00040137869205996	0.00040137869205996	0.000180661603187286	0.000479783179111747	0.000360189821160097	0.000180661603187286	0.000180661603187286	0.000180661603187286	0.000480115007996975
"Ornidia_obesa"	0.0252969886186349	5.18478655300969e-05	0.025195767450892	0.0252406760769165	5.1685231071094e-05	3.75627380153871e-05	4.26990707715127e-05	0.0250928739582695	0.00120886325531436	0.00121028655767342	1.00371495833078	0.000281077651318166	6.48098319126211e-07	0.000505338651376891	0.000281725749637292	0.000282369782094943	0.00120567093495128	0.000701755585933441	0.000701755585933441	6.48098319126211e-07	1.25209126717957e-06	1.29213077677735e-06	6.48098319126211e-07	6.48098319126211e-07	6.48098319126211e-07	1.42330235905042e-06
"Unidentified_sp1_M_PL_112"	0.100435663951957	9.1287863060784e-05	0.00010048136954357	0.000212302780811814	9.10015146822998e-05	3.49792654693851e-05	1.6276499444077e-05	2.81077651318166e-05	0.00112608194043045	0.00112662449041192	0.00112431060527266	1.00111595182169	1.1410982882598e-06	2.55217737234064e-06	0.00111709291997667	0.00111822685955547	0.00112149982875948	0.00111949020136861	0.00111949020136861	1.1410982882598e-06	1.16597551564617e-06	2.2750378670575e-06	1.1410982882598e-06	1.1410982882598e-06	1.1410982882598e-06	5.42549981469234e-07
"Rhynchium_brunneum"	0.000102698845943382	0.100731720874116	3.93539265218223e-05	3.946412847704e-05	3.93378098939111e-05	3.92641185876882e-05	1.81964967288949e-05	6.48098319126211e-08	0.00126402467242004	0.001264631222311	2.59239327650484e-06	1.1410982882598e-06	1.00125914651093	1.39362842139961e-06	0.00126028760921471	2.12454353560758e-06	2.58591229331358e-06	1.79883376287714e-06	1.79883376287714e-06	0.00125914651092645	1.30880395292294e-06	9.83445247347777e-07	0.00125914651092645	0.00125914651092645	0.00125914651092645	6.06549890963164e-07
"Xylocopa_caffra"	0.000114847981755329	5.57451368559844e-05	0.0502483189901525	0.000114488460460583	5.55702775810284e-05	5.54830280325662e-05	0.0503403802026942	2.52669325688445e-05	0.00101208611491487	0.00269009878833801	0.00101067730275378	1.27608868617032e-06	6.96814210699805e-07	1.00268297905323	1.97290289687012e-06	2.66534562569603e-06	0.0010081506094969	3.18422969384671e-06	3.18422969384671e-06	6.96814210699805e-07	1.84943426775221e-06	1.38925693952571e-06	6.96814210699805e-07	6.96814210699805e-07	6.96814210699805e-07	0.00167801267342314
"Megachile_seychellensis"	0.0502691813989503	0.0504115043685886	6.99176480326962e-05	0.000125883454644427	6.51696622881054e-05	3.71216920285366e-05	1.7236498086486e-05	1.40862874818646e-05	0.00119505330642524	0.00119562785636146	0.000563451499274584	0.000558546459988337	0.000630143804607357	1.97290289687012e-06	1.0011886902646	0.00056017570154554	0.000562042870526398	0.000560644517565744	0.000560644517565744	0.000630143804607357	1.23738973428456e-06	1.62924155720264e-06	0.000630143804607357	0.000630143804607357	0.000630143804607357	5.74549936216199e-07
