"Apodemus_uralensis"	"Cricetulus_migratorius"	"Clethrionomys_centralis"	"Sicista_tianshanica"	"Spermophilus_relictus"	"Alticola_argentatus"	"Sciurus_vulgaris"	"Ellobius_tancrei"	"Microtus_oeconomus"	"Pectinoctenus_nemorosa"	"Frontopsylla_ornata"	"Neopsylla_teratura"	"Neopsylla_mana"	"Amalaraeus_penicilliger"	"Amphipsylla_anceps"	"Callopsylla_caspia"	"Megabothris_rectangulatus"	"Frontopsylla_elata"	"Amphipsylla_dumalis"	"Paraneopsylla_tiflovi"	"Amphipsylla_primaris"	"Neopsylla_pleskei"	"Neopsylla_setosa"	"Amphipsylla_kuznetzovi"	"Leptopsylla_nana"	"Frontopsylla_elatoides"	"Rhadinopsylla_li"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_rossica"	"Amphipsylla_asiatica"	"Ctenophthalmus_breviatus"	"Oropsylla_silantiewi"	"Frontopsylla_protera"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_arvalis"	"Hystrichopsylla_talpae"	"Palaeopsylla_soricis"	"Pectinoctenus_pectiniceps"
"Apodemus_uralensis"	1.00444139798077	0.0015880804402916	0.00178651010963713	0.000605937070243432	0.00083412961264452	0.000724915859478102	0	0.000119485132974776	5.53894969365087e-07	0.00595068659479251	0.00595068659479252	0.00595075727410088	0.00596111321495057	0.00595101426377985	0.00591906601458687	0.00594058764362179	0.00594033065394283	1.11656881852321e-05	1.66168490809526e-05	3.21088319701966e-05	0.00594656190027053	1.04266201580565e-05	1.04266201580565e-05	0.00591964449983683	2.17528911205094e-05	1.04266201580565e-05	0.00593007111999488	0	0.00591964449983683	0.00591906601458687	0.0059084788116516	0.00591890543180965	2.06861541060012e-05	1.05872029352773e-05	0.00590847881165159	1.11656881852321e-05	1.11656881852321e-05	0.00590847881165159
"Cricetulus_migratorius"	0.00179982449899714	1.0035806164049	0.00168785161273455	0.00102048126020911	0.000384849112760597	0.00104376715078811	0	0.000359255504839051	0.000224364555783989	0.00674359269851464	0.00674359269851465	0.00673349235312718	0.00674840331242415	0.00673139529142067	0.00670112464563459	0.00672658467751116	0.00672868173921767	1.05490725795909e-05	0.00673093667351967	0.00671599747457589	0.00674454745275311	4.81061390950746e-06	4.81061390950746e-06	2.11362755148682e-05	0.00670108651527891	4.81061390950746e-06	2.59468894243757e-05	0	2.11362755148682e-05	0.0067011246456346	1.05872029352773e-05	1.53978168447848e-05	0.0067075454637028	0.00669053744269932	1.05872029352773e-05	1.05490725795909e-05	1.05490725795909e-05	1.05872029352773e-05
"Clethrionomys_centralis"	0.00189816699148945	0.00158236088693864	1.00429920940754	0.000643564714745816	0.00057112661607642	0.000979072925570258	0	0.00012694346681645	5.65091836803124e-07	0.00632329765422059	0.0063232976542206	0.00631644998084198	0.00633043673692155	0.00631971065834246	2.1714760764823e-05	0.0063125715756415	0.00630931089814102	0.0062768700587971	1.69527551040937e-05	0.00630140588745627	0.00631891874898232	7.13908270095525e-06	7.13908270095525e-06	0.00628803574698233	0.0062874191313767	7.13908270095525e-06	0.00629517482968329	0	0.00628803574698234	2.1714760764823e-05	1.11656881852321e-05	1.83047708861873e-05	2.12751511586879e-05	1.05490725795909e-05	1.11656881852321e-05	0.0062768700587971	0.0062768700587971	1.11656881852321e-05
"Sicista_tianshanica"	0.00171682169902306	0.00255120315052278	0.00171617257265551	1.00253995201095	0.000619915947769148	0.000954770644878717	0	1.60256520190592e-06	5.71510008815402e-07	0.0167604718315769	0.0167604718315769	0.0167545812002829	0.016768220780924	5.92215807415449e-05	2.71069721742091e-05	5.14726313944306e-05	0.0167468322509358	1.07260785790969e-05	1.71453002644621e-05	4.13736802237067e-05	5.15527596545259e-05	7.74894934711435e-06	7.74894934711435e-06	2.08250297498208e-05	2.77340995825822e-05	7.74894934711435e-06	2.85739790969351e-05	0	2.08250297498208e-05	2.71069721742091e-05	1.00989511707239e-05	1.78479005178382e-05	0.016726007221186	1.70080210034852e-05	1.00989511707239e-05	1.07260785790969e-05	1.07260785790969e-05	1.00989511707239e-05
"Spermophilus_relictus"	0.0017725254268696	0.000721592086426119	0.00114225323215284	0.000464936960826861	1.00553333613537	0.00046546073439871	0	7.43391735663512e-07	1.6213322730069e-07	3.67747051784723e-05	3.67747051784723e-05	0.0125992919678078	0.0126059414068706	0.0125981924575235	1.5237234067564e-05	2.90257558313579e-05	3.01252661156336e-05	7.13908270095525e-06	4.8639968190207e-06	1.85991356733014e-05	2.90629254181411e-05	0.0125691667016922	0.0125691667016922	1.75657028590118e-05	1.19496966104627e-05	0.0125691667016922	0.0125867324045512	0	1.75657028590118e-05	1.5237234067564e-05	1.04266201580565e-05	0.0125795933218502	1.25595632566218e-05	4.81061390950746e-06	1.04266201580565e-05	7.13908270095525e-06	7.13908270095525e-06	1.04266201580565e-05
"Alticola_argentatus"	0.00176050994444682	0.00223664389454594	0.00223788097273202	0.000818374838467472	0.000531955125027097	1.00222625953481	0	0.000288404814395196	9.80976589188386e-07	0.0143704112302217	0.0143704112302217	5.95426759301985e-05	0.0143770606692846	0.0143634210886435	2.52669001466601e-05	0.0143567716495806	5.28932368673598e-05	1.39867560795751e-05	2.94292976756516e-05	0.0143464157087309	0.0143711918903004	6.64943906283872e-06	6.64943906283872e-06	2.43426969292623e-05	2.88977153765481e-05	6.64943906283871e-06	3.0992135992101e-05	0	2.43426969292623e-05	2.52669001466601e-05	1.03559408496872e-05	1.70053799125259e-05	2.85505399380975e-05	1.49109592969729e-05	1.03559408496872e-05	1.39867560795751e-05	1.39867560795751e-05	1.03559408496872e-05
"Sciurus_vulgaris"	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0
"Ellobius_tancrei"	0.00101562363028559	0.00269441628629288	0.0010155477345316	4.80769560571776e-06	2.97356694265405e-06	0.00100941685038319	0	1.00268089966277	0.00167732467419333	4.47845742113689e-05	4.47845742113689e-05	3.04015030783923e-05	4.48217437981521e-05	4.47416155380568e-05	2.39370318906914e-05	4.47044459512736e-05	3.03643334916091e-05	6.34717334082249e-06	0.0503197402258001	3.87301893025348e-05	0.05017874942909	3.71695867831756e-08	3.71695867831756e-08	1.23214299895613e-05	2.4309948582775e-05	3.71695867831756e-08	1.23585995763444e-05	0	1.23214299895613e-05	2.39370318906914e-05	5.97425664873879e-06	6.01142623552196e-06	1.80429035020479e-05	1.79627752419526e-05	5.97425664873879e-06	6.34717334082249e-06	6.34717334082249e-06	5.97425664873879e-06
"Microtus_oeconomus"	9.41621447920648e-06	0.00336546833675983	9.04146938884997e-06	3.42906005289241e-06	1.29706581840552e-06	6.8668361243187e-06	0	0.00335464934838667	1.00335084177	2.27036029188161e-05	2.27036029188161e-05	2.26217185826273e-05	2.27198162415462e-05	2.26626652406646e-05	2.24918450753354e-05	2.26464519179346e-05	2.26055052598972e-05	5.65091836803124e-08	0.100525253099998	2.25910624209981e-05	0.000190378919337268	1.6213322730069e-08	1.6213322730069e-08	1.11898680616821e-07	2.24929647620792e-05	1.6213322730069e-08	1.2811200334689e-07	0	1.11898680616821e-07	2.24918450753354e-05	5.53894969365087e-08	7.16028196665777e-08	2.24936065792804e-05	2.24364555783989e-05	5.53894969365087e-08	5.65091836803124e-08	5.65091836803124e-08	5.53894969365087e-08
"Pectinoctenus_nemorosa"	0.0202323344222946	0.0202307780955439	0.0202345524935059	0.0201125661978923	5.88395282855557e-05	0.0201185757223104	0	1.79138296845476e-05	4.54072058376322e-06	1.00100296920019	0.00100296920018653	0.000716296469685663	0.0010037046942901	0.00066849525765856	0.000253885585866143	0.00066775976355499	0.000715560975582094	0.000126465953084412	0.000136221617512897	0.00054874603165914	0.000668655455039217	7.35494103569446e-07	7.35494103569446e-07	0.000245479684980262	0.000261337807054705	7.35494103569446e-07	0.000246215179083832	0	0.000245479684980262	0.000253885585866143	0.00011901373189585	0.00011974922599942	0.000470081290601832	0.000134871853970293	0.00011901373189585	0.000126465953084412	0.000126465953084412	0.00011901373189585
