"Clethrionomys_glareolus"	"Sorex_araneus"	"Apodemus_flavicollis"	"Apodemus_agrarius"	"Microtus_arvalis"	"Microtus_subterraneus"	"Microtus_agrestis"	"Apodemus_sylvaticus"	"Neomys_fodiens"	"Apodemus_uralensis"	"Sorex_alpinus"	"Neomys_anomalus"	"Myoxus_glis"	"Sorex_minutus"	"Crocidura_suaveolens"	"Muscardinus_avellanarius"	"Microtus_tatricus"	"Talpa_europaea"	"Arvicola_terrestris"	"Sicista_betulina"	"Dryomys_nitedula"	"Micromys_minutus"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_assimilis"	"Peromyscopsylla_silvatica"	"Leptopsylla_segnis"	"Ctenophthalmus_solutus"	"Amalaraeus_arvicolae"	"Ctenophthalmus_uncinatus"	"Ctenophthalmus_congener"	"Hystrichopsylla_talpae"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_obtusus"	"Peromyscopsylla_fallax"	"Ceratophyllus_sciurorum"	"Nosopsyllus_fasciatus"	"Amphipsylla_rossica"	"Atyphloceras_nuperus"	"Rhadinopsylla_pentacantha"	"Palaeopsylla_kohauti"	"Ctenophthalmus_bisoctodentatus"
"Clethrionomys_glareolus"	1.00142629346353	0.000680399000257568	0.00124330716756242	0.000716243979016083	0.000821267821661122	0.00105272724615171	0.00112949225487109	0.000678789101760166	0.000513816180356306	0.000316528657593229	0.000326274724585313	0.000181183110944235	9.16485104874355e-05	0.000164671602829501	8.43080843144849e-05	0.000118831777499159	0.000256831288307301	2.75441749409848e-05	6.55447488065577e-05	8.6475428033146e-05	9.16485104874355e-05	2.71832670117232e-05	0.00462115539199295	0.00460606658830907	0.00459905343482328	0.00459128915392108	0.00460994353308964	0.00460143298988421	0.00460337781538014	0.00458667873774916	0.00459628093987831	0.0045960221438825	0.00457468541293064	0.00458778373415961	0.00458778373415961	0.0045961439697199	0.00460010057793982	0.00458778373415961	0.00456380169467369	0.0045746293856045	0.00458242552437177	0.00457228544112408	1.50037091389985e-05	0.00456965017937453	0.00456828451960314	4.00234706033863e-06	1.44363171704643e-05
"Sorex_araneus"	0.000880516353274499	1.00161467143281	0.000879691126713008	0.000836888630197361	0.00082503754187156	0.000829858412322501	0.000879847827626272	0.00075882387388838	0.000663825548427024	0.000408727517087047	0.000421386165364062	0.000233945733034228	2.04150416660059e-07	0.000212727968260217	0.000108906579800012	3.53177611153451e-05	9.61017421237253e-05	0.00018291630972417	8.46543910344969e-05	0.00011164327479995	2.04150416660059e-07	3.5113610698685e-05	0.00596931381877646	0.00594247505189243	0.00594069577863829	0.00592986462031378	0.00594826571687355	0.00594591378155534	0.00594489364029742	0.00592470006305782	0.00593572982870507	0.00593539359367865	2.02676162754751e-05	0.00592475262014484	0.00592475262014484	0.00593555182678212	0.0059406609207457	0.00592475262014484	1.2800041832035e-05	2.0993711799115e-05	1.02075208330029e-05	2.38920480654845e-05	1.43112269750631e-05	1.74103663449378e-05	1.85430067770317e-05	0.00589185100842832	0.0059121079610194
"Apodemus_flavicollis"	0.00136763788431866	0.000747737457706057	1.00136670030982	0.000687056571633992	0.000802474474991963	0.000956862805570955	0.00104121641864294	0.000746004287633515	0.00056469385862982	0.00034782556462233	0.000358585120238002	0.000199070816541663	0.000100794851021179	0.000181012326256444	9.26743810325788e-05	0.000130670869355669	8.20172965306129e-05	3.02559536498786e-05	7.20375387460933e-05	9.50104447108551e-05	0.000100794851021179	2.98760183344902e-05	0.00507892311686334	0.00505733010719619	0.00505521903929634	0.00504676262138816	0.00506158958151715	0.00505902473437432	0.00505938244939237	0.00504169853983667	0.00505158415794594	0.00505129825845209	2.35093929078743e-05	0.00504224465673907	0.00504224465673907	0.00505143275289729	0.00505578057245507	0.00504224465673907	0.00501825611948013	2.33693319639129e-05	0.00503974255105894	0.00502732421453689	1.48998820989595e-05	0.00502357202395553	0.00502307172401756	4.39845563356504e-06	1.51974126155341e-05
"Apodemus_agrarius"	0.00105049116922359	0.000948473780890342	0.000916075428845323	1.00121434079058	0.000854315899261296	0.000915445862277825	0.000916371266821131	0.000862678117199834	0.000695868262500534	0.000332915471261553	0.000337924357992748	0.0002091477650949	2.27965197526983e-07	0.000101736319305485	6.76481091152131e-05	3.99465966501982e-05	0.000242282125059172	0.000207131056064235	9.57945917684093e-05	5.22485692528292e-05	2.27965197526983e-07	3.97186314526712e-05	0.0067521673469541	0.00673034146225362	0.00672186504055121	4.21527081631998e-05	0.00673142675774318	5.458619475728e-05	0.00672911523788858	3.63951113193365e-05	0.00671932241589024	0.00672010145382525	2.55250673093936e-05	0.00671014110824697	0.00671014110824697	0.00672016406490939	0.00672432550830016	0.00671014110824697	1.39371933384395e-05	0.00669526195160387	1.13982598763491e-05	0.00669489418403223	1.53584314248181e-05	1.90230036844274e-05	2.02400495378262e-05	5.57925753464907e-06	0.00669649698446255
"Microtus_arvalis"	0.00106281718097322	0.00082503754187156	0.000944087617637603	0.000753808146407026	1.00125685917399	0.000894332096512866	0.00114064967593554	0.00101933248355773	0.000462805491290745	0.000408681300331816	0.00036774726929681	0.000180353060545707	2.2721789593474e-07	0.000159104001089759	0.000108886451080378	3.52805188624032e-05	0.000214021085524574	3.54409837481823e-05	8.45902601150876e-05	0.000111668025477101	2.2721789593474e-07	3.50533009664684e-05	0.00595906116429964	0.00594456633231136	5.29354993773e-05	0.00593231004516606	0.00594795102456104	0.00594324066933072	0.0059444350978343	0.00592339701864112	0.00593594455026221	0.00593560874396234	0.00591059950478658	0.00592664351528076	0.00592664351528076	0.0059350970685744	0.00594020558482855	0.00592664351528076	1.52546736541076e-05	2.58786619940412e-05	1.1360894796737e-05	0.00591111859324279	0.00590224502870532	2.02231853014013e-05	1.83766493491465e-05	4.85316201100918e-06	1.55073112685547e-05
"Microtus_subterraneus"	0.00128666663418543	0.000783755167193473	0.00106318089507884	0.000762871551898187	0.000844646980039929	1.00128487671965	0.00114693354437743	0.000670676364388287	0.000580583916058647	0.000339821893967975	0.000351710837469707	0.000174667712254463	2.57695206328705e-07	0.00015454515952928	5.65190475946527e-05	3.33766419786485e-05	0.00031357618767013	3.35242103892909e-05	7.99206720286983e-05	0.000105521628068854	2.57695206328705e-07	3.31189467723198e-05	0.00563022095129437	0.00561914737063246	0.00561035169507541	0.00560316668345258	0.00562434866174168	5.46143628774229e-05	0.00561620703076542	0.00559743166706856	0.00560639279040075	0.00560781461169562	0.0055870848283154	0.00559872863872053	0.00559872863872053	0.00560796322348939	0.00561221099716399	0.00559872863872053	1.68990568981242e-05	0.0055872021270141	1.28847603164352e-05	2.56898869321073e-05	1.51743551317694e-05	0.00557959281645175	0.00557869634803035	4.61032451290278e-06	1.6210544678844e-05
"Microtus_agrestis"	0.0012424414803582	0.000747870653482332	0.00104121641864294	0.000687278450115849	0.00096955222454521	0.00103224018993968	1.00140842801151	0.000812872012433682	0.000439671045988737	0.000347911776553805	0.000358617427444863	0.000199123302224034	2.48160713965494e-07	0.000180993760107826	9.26791015825418e-05	3.00972037582285e-05	0.000282388858837855	3.02029222184229e-05	7.20142938515486e-05	9.50656029434553e-05	2.48160713965494e-07	2.9849043044263e-05	0.00507433731752471	0.00506278885185406	0.00505468454664227	0.00504825416276847	0.00506660570309474	0.00505905412325201	0.00505983009687427	0.00504274040051057	0.00505203172221084	0.00505174666433864	0.00503118723890441	0.00504373384174848	0.00504373384174848	0.00505188048497478	0.0050562293821817	0.00504373384174848	0.00501789568342512	0.00503006584685884	1.24080356982747e-05	2.65577948309114e-05	0.00501816453518678	0.005023630351147	2.02521364726968e-05	4.39923913813136e-06	1.41551669663976e-05
"Apodemus_sylvaticus"	0.000995557349248244	0.000860000390406831	0.000994672383511352	0.000862678117199834	0.00115524348136543	0.000804811637265944	0.00108382934991158	1.00121494147862	0.000533160543836611	0.000411342217114796	0.000342266064538549	0.000213397978073839	2.30812307371576e-07	0.00015736847954129	0.000123305098410066	3.9916606222932e-05	5.74076625021865e-05	4.01172659431367e-05	9.57725649246887e-05	7.50740138445152e-05	2.30812307371576e-07	3.96857939155604e-05	0.00674658496564527	0.00672704871816647	0.00672188873679486	0.0067149050757547	6.03144681413064e-05	0.0067297689561091	0.0067304125210954	3.94558586196759e-05	0.00672236904424901	0.00672134556704244	2.26463246434871e-05	0.00671176078479653	0.00671176078479653	0.00672048211513524	0.00672562389284917	0.00671176078479653	1.49177693455158e-05	2.16019622011011e-05	1.15406153685788e-05	0.00669681163645846	0.00668698097316406	1.93889451081043e-05	1.84128028905182e-05	5.05882582592253e-06	1.725888110305e-05
"Neomys_fodiens"	0.000941996330653227	0.000940419526938285	0.000941156431049699	0.000869835328125668	0.000655641112661889	0.000870875874087971	0.000732785076647895	0.000666450679795764	1.00114646657234	0.000484775495175048	0.000491139047731303	0.000330493023143417	2.30492917446974e-07	0.000196376745948751	0.00015388353867795	4.98192726128315e-05	0.000135430263761756	0.000258767689386965	0.000119573655054003	6.50746716883863e-05	2.30492917446974e-07	4.95887796953845e-05	0.00843009254821537	0.00839606273924183	0.00839380923327604	4.06347321456732e-05	0.00840101270639092	0.00840078271483905	0.00839818504303425	3.79269570849541e-05	0.00838770160542913	0.00838606712218492	2.00263952081642e-05	3.71202070590702e-05	3.71202070590702e-05	0.00838614666659187	0.00839220636028156	3.71202070590702e-05	1.26515090414572e-05	2.19685849682458e-05	1.15246458723487e-05	2.30862028051168e-05	1.19636423426341e-05	1.74897083419459e-05	0.00835671300439486	5.5318795702252e-06	0.00836715638766324
"Apodemus_uralensis"	0.000870453808381379	0.000868545973809974	0.000869563911555826	0.000624216508615412	0.000868447763205109	0.000764599261427944	0.000869779441384512	0.000771266657090243	0.000727163242762572	1.00086424965471	0.000495967543969486	0.000380810386491976	2.41386021419654e-07	0.000179806483036142	0.000105214483608314	7.43319217800857e-05	0.000202366468597043	7.45670002851236e-05	0.000178827416671069	0.000236258865829448	2.41386021419654e-07	7.4090535758666e-05	0.0125953910789732	0.0125659601137999	5.56840715225589e-05	0.0125548765505662	0.0125788308736771	0.0125684472155756	0.0125684257094883	3.78134652524746e-05	4.77423478517607e-05	0.0125532847443552	2.27209570705114e-05	3.64219299816569e-05	3.64219299816569e-05	4.86812179709636e-05	0.0125594843386548	3.64219299816569e-05	1.2653324984617e-05	2.17738842071331e-05	1.20693010709827e-05	2.27161651365466e-05	1.45991911750052e-05	1.69010986592167e-05	1.86118951419823e-05	5.10909396358808e-06	1.90585810583018e-05
"Sorex_alpinus"	0.000897255492609612	0.000895445601398632	0.000896462800595005	0.000633608171236403	0.00078146294725572	0.00079134938430684	0.000896543568612157	0.00064174887100978	0.000736708571596954	0.000495967543969486	1.00089117809387	0.00039035218167265	2.46578139859659e-07	0.000450043446048009	0.000105263636777192	7.43768660943918e-05	9.79726130346169e-05	7.46143213471812e-05	0.000178865523240518	9.71670221012293e-05	2.46578139859659e-07	7.41302879545321e-05	0.0126021489522705	5.8401590942204e-05	0.0125675466527751	4.26402905163964e-05	0.0125701213424139	0.0125749858298365	0.0125682282343183	0.0125496948316296	4.72088195221266e-05	4.81452319828856e-05	2.00036935608241e-05	3.58063995866257e-05	3.58063995866257e-05	0.0125530853638566	0.0125592849581563	3.58063995866257e-05	1.30434659033522e-05	1.96309071695233e-05	1.2328906992983e-05	2.16599692081428e-05	1.33578845160028e-05	1.74398513717236e-05	1.90963716253041e-05	5.26732706705078e-06	1.93613357059605e-05
"Neomys_anomalus"	0.000797205688154634	0.000795415492316375	0.00079628326616665	0.0006274432952847	0.000613200405855404	0.000628803764116068	0.000796493208896136	0.000640193934221516	0.0007931832555442	0.000609296618387162	0.00062456349067624	1.00078982642888	2.71760395138933e-07	0.000468642618271722	0.000167818836983337	0.000118571782564018	0.000322642357389457	0.000118835359629052	0.000118798278963451	0.000154948475755145	2.71760395138933e-07	0.000118300022168879	0.0201110037687094	0.0200699064452792	0.020070140226494	4.29984657899602e-05	0.020081192953139	0.0200820781277369	5.97908153485947e-05	4.28899838011327e-05	4.68185918862966e-05	4.60438577669692e-05	2.27726026541052e-05	3.18177895742614e-05	3.18177895742614e-05	4.62346936705827e-05	5.38509014004222e-05	3.18177895742614e-05	1.15875445941986e-05	2.33484967450891e-05	1.35880197569466e-05	1.96630546240069e-05	1.18574868168716e-05	1.50808988392879e-05	1.77082932576755e-05	4.67891466068456e-06	2.14134984069035e-05
"Myoxus_glis"	0.00201626723072358	3.470557083221e-06	0.00201589702042358	3.41947796290474e-06	3.86270423089059e-06	4.63851371391668e-06	4.96321427930988e-06	3.46218461057364e-06	2.76591500936369e-06	1.93108817135723e-06	1.97262511887728e-06	1.35880197569466e-06	1.00201043778283	1.2889808505039e-06	3.56618561119072e-07	0.00201114497177227	6.82468186562652e-07	7.09732633295604e-07	8.69682830958739e-07	3.65558273765904e-07	0.00201043778282609	7.071889461749e-07	0.000120222120849733	1.94753619627048e-05	1.94683222015539e-05	1.94035563207177e-05	1.94952164596419e-05	1.94844474809597e-05	1.94992661740607e-05	1.93949409093989e-05	1.94248165444408e-05	1.94311242185268e-05	9.25522013503051e-06	1.93839363246402e-05	1.93839363246402e-05	1.94316434303709e-05	1.94557820325128e-05	1.93839363246402e-05	1.9269152222258e-05	9.25529486518973e-06	0.100521889141305	1.93129356909448e-05	7.0619091727181e-08	1.92949217428909e-05	1.9293154963239e-05	2.04150416660059e-08	1.01747484828182e-07
"Sorex_minutus"	0.000905693815562256	0.000904093865105923	0.000905061631282219	0.000381511197395567	0.000676192004631477	0.000695453217881761	0.000904968800539132	0.000590131798279838	0.000589130237846253	0.000359612966072284	0.000900086892096019	0.000585803272839652	3.22245212625976e-07	1.00089813224428	0.000209579431835665	0.000148114267232499	1.55359737297309e-06	0.000148296668501447	0.000148299310543423	8.58369265997112e-07	3.22245212625976e-07	0.000147792022019873	0.0251246437433785	5.39634765387348e-05	0.0250791562667595	3.47986629795614e-05	6.13232691647026e-05	0.0250917009634835	6.08746228259888e-05	0.0250600307627101	4.81923806634971e-05	4.22085711476174e-05	1.65217030232335e-05	3.28039904229951e-05	3.28039904229951e-05	4.89644952229141e-05	5.34596572988176e-05	3.28039904229951e-05	1.31669422298443e-05	1.50875109786266e-05	1.61122606312988e-05	1.9097318225562e-05	1.24366560184719e-05	1.70305712180763e-05	1.74151458640994e-05	5.31819920650543e-06	2.01858592629337e-05
"Crocidura_suaveolens"	0.000927388927459333	0.0009257059283001	0.000926743810325787	0.000507360818364098	0.000925534834183213	0.000508671428351874	0.000926791015825418	0.000924788238075494	0.0009233012320677	0.000420857934433257	0.000421054547108768	0.000419547092458343	1.78309280559536e-07	0.000419158863671329	1.00091851659525	6.13578090234407e-07	1.57010636682078e-06	8.49378317062667e-07	8.93678055528583e-07	8.70206933452389e-07	1.78309280559536e-07	4.35268809674871e-07	7.3995697644728e-05	5.81314382691469e-05	6.31292923061846e-05	3.8668171717824e-05	5.72728755341759e-05	0.0501135518109677	5.50091095024456e-05	4.29408357008752e-05	0.050090366349343	4.97012437608096e-05	1.71588868877734e-05	3.67463426464963e-05	3.67463426464963e-05	4.97037014192535e-05	5.49644255996692e-05	3.67463426464964e-05	1.34830783464803e-05	1.50969697895152e-05	8.91546402797681e-06	2.3841106197636e-05	1.62435325536493e-05	1.63090307262129e-05	1.93692525809833e-05	5.44532899000059e-06	1.65643802955119e-05
"Muscardinus_avellanarius"	0.00130714955249075	0.000300200969480434	0.00130670869355669	0.000299599474876486	0.000299884410330427	0.000300389777807837	0.000300972037582285	0.00029937454667199	0.000298915635676989	0.000297327687120343	0.000297507464377567	0.000296429456410045	0.00100557248588613	0.000296228534464999	6.13578090234407e-07	1.00130069329574	1.0205720702864e-06	0.000295646722790347	0.000295519762264801	5.62147591419164e-07	0.00100557248588613	0.000295120809848886	0.0501705376743107	3.53335619217331e-05	4.0951982254196e-05	2.49192724081945e-05	3.7084682294877e-05	4.27971212593899e-05	4.78742899097346e-05	3.03032952948172e-05	2.56935413072825e-05	2.9379458491775e-05	1.09048214066791e-05	2.31718987721292e-05	2.31718987721292e-05	2.93817057074903e-05	3.30983017964946e-05	2.31718987721292e-05	1.39799925306528e-05	1.11381252960689e-05	0.0502786242943067	1.82323184295181e-05	5.26471644217818e-06	1.56488246295852e-05	1.66349280723154e-05	1.76588805576726e-06	2.10365176584361e-05
"Microtus_tatricus"	0.00141257208569016	0.000408432404025833	0.000410086482653064	0.000908557968971896	0.000909589613479441	0.00141109284451559	0.00141194429418927	0.000215278734383199	0.000406290791285267	0.000404732937194086	0.000195945226069234	0.000403302946736821	1.70617046640663e-07	1.55359737297309e-06	7.85053183410392e-07	5.10286035143202e-07	1.00140465509699	6.3659856855364e-07	7.52564972230338e-07	0.000193609671617025	1.70617046640663e-07	3.39668988502539e-07	5.77437280454317e-05	0.0250902430108322	4.72050998147446e-05	4.7298248333187e-05	0.0251009376181764	4.3757583508723e-05	4.95475180473358e-05	3.36115667350447e-05	4.20406654171034e-05	4.70605744728589e-05	0.0250617868129331	3.86156561638889e-05	3.86156561638889e-05	4.44507280837983e-05	4.95098897987243e-05	3.86156561638889e-05	1.55309360918942e-05	0.0250624933389215	8.53085233203315e-06	2.13139864480962e-05	1.38454401716154e-05	2.33703407836475e-05	1.9696375906745e-05	2.40254355309313e-06	1.1877183202044e-05
"Talpa_europaea"	0.000302985924350833	0.00155478863265545	0.000302559536498786	0.00155348292048176	0.00030124836185955	0.000301717893503618	0.000302029222184229	0.000300879494573525	0.00155260613632179	0.000298268001140494	0.000298457285388725	0.000297088399072629	3.54866316647802e-07	0.000296593337002894	8.49378317062668e-07	0.000295646722790348	1.27319713710728e-06	1.0015480379227	0.000295829736317039	6.66409611226702e-07	3.54866316647802e-07	0.0002952918564737	0.0501996156005289	5.19969762273998e-05	5.76102965897382e-05	2.27617615255208e-05	5.37551494781633e-05	5.11204013845803e-05	6.45455812007305e-05	2.81397772259779e-05	4.23374972191165e-05	4.60233783175195e-05	6.36744449327173e-06	2.93566438339151e-05	2.93566438339151e-05	4.60257443706224e-05	4.97540943848786e-05	2.93566438339151e-05	4.40015254046432e-06	1.49519481090744e-05	1.77433158323901e-05	1.70244717173209e-05	5.28805859548709e-06	6.07636305992886e-06	1.7504601418356e-05	9.14581548620851e-06	0.0501098426488936
"Arvicola_terrestris"	0.000720992236872135	0.000719562323793224	0.000720375387460933	0.00071845943826307	0.000719017210978245	0.000719286048258285	0.000720142938515486	0.000718294236935166	0.00071744193032402	0.000715309666684276	0.000715462092962071	0.000296995697408627	4.3484141547937e-07	0.000296598621086847	8.93678055528584e-07	0.000295519762264801	1.50512994446068e-06	0.000295829736317039	1.00071251830167	8.51059540490487e-07	4.3484141547937e-07	0.000295084920849322	0.0501644365443847	5.34140488468167e-05	5.65637784480944e-05	3.67106472859366e-05	5.76112497396327e-05	6.09935830003233e-05	0.0500920056978953	3.92963369183212e-05	3.85398197192557e-05	4.74365066500327e-05	1.51411269887061e-05	3.2516453063779e-05	3.2516453063779e-05	4.74384119785051e-05	5.63797828120586e-05	3.2516453063779e-05	1.047982907021e-05	1.57013435713722e-05	2.17420707739685e-05	2.06869852180418e-05	1.26188559445662e-05	1.44758626716449e-05	1.68538307317676e-05	4.23271955172485e-06	2.97926187086974e-05
"Sicista_betulina"	0.000951229708364606	0.000948967835799572	0.000950104447108551	0.000391864269396219	0.000949178216555358	0.000949694652619683	0.000950656029434553	0.000563055103833864	0.000390448030130318	0.000945035463317793	0.000388668088404917	0.000387371189387863	1.82779136882952e-07	1.71673853199422e-06	8.70206933452389e-07	5.62147591419164e-07	0.000387219343234049	6.66409611226702e-07	8.51059540490486e-07	1.00094210623449	1.82779136882952e-07	3.79368454536212e-07	6.4492637271156e-05	6.91299336010355e-05	4.69543750232181e-05	0.0500929411759097	0.0501173398957382	5.65057200691341e-05	5.6602930314513e-05	3.51704897700294e-05	3.99325932876272e-05	5.1702026232427e-05	2.9617017806979e-05	3.66353493565353e-05	3.66353493565353e-05	4.4747434046016e-05	5.65603773374884e-05	3.66353493565353e-05	1.38275737843728e-05	2.66460449957655e-05	9.13895684414761e-06	2.10238240659223e-05	1.40903821132536e-05	1.91036551878155e-05	1.7604108625062e-05	5.58216373999748e-06	1.14816462676196e-05
"Dryomys_nitedula"	0.00201626723072358	3.470557083221e-06	0.00201589702042358	3.41947796290474e-06	3.86270423089059e-06	4.63851371391668e-06	4.96321427930988e-06	3.46218461057364e-06	2.76591500936369e-06	1.93108817135723e-06	1.97262511887728e-06	1.35880197569466e-06	0.00201043778282609	1.2889808505039e-06	3.56618561119072e-07	0.00201114497177227	6.82468186562652e-07	7.09732633295604e-07	8.69682830958739e-07	3.65558273765904e-07	1.00201043778283	7.071889461749e-07	0.000120222120849733	1.94753619627048e-05	1.94683222015539e-05	1.94035563207177e-05	1.94952164596419e-05	1.94844474809597e-05	1.94992661740607e-05	1.93949409093989e-05	1.94248165444408e-05	1.94311242185268e-05	9.25522013503051e-06	1.93839363246402e-05	1.93839363246402e-05	1.94316434303709e-05	1.94557820325128e-05	1.93839363246402e-05	1.9269152222258e-05	9.25529486518973e-06	0.100521889141305	1.93129356909448e-05	7.0619091727181e-08	1.92949217428909e-05	1.9293154963239e-05	2.04150416660059e-08	1.01747484828182e-07
"Micromys_minutus"	0.000598031874257911	0.000596931381877646	0.000597520366689805	0.000595779471790068	0.000595906116429964	0.000596141041901757	0.00059698086088526	0.000595286908733406	0.000595065356344614	0.000592724286069328	0.000593042303636257	0.000591500110844395	7.071889461749e-07	0.000591168088079494	8.70537619349741e-07	0.000590241619697773	1.35867595401016e-06	0.000590583712947399	0.000590169841698643	7.58736909072424e-07	7.071889461749e-07	1.00058953443075	0.100220853227772	5.11917618807614e-05	6.24356423068382e-05	3.04349884956713e-05	5.46741481301122e-05	6.61097950378201e-05	7.62493136454085e-05	4.12116496802355e-05	3.19622660701241e-05	3.93277927650232e-05	1.25544226783277e-05	2.69598612196181e-05	2.69598612196181e-05	3.93317679846098e-05	4.67408215604764e-05	2.69598612196181e-05	8.69083283904765e-06	1.3020955726948e-05	3.5359447308745e-05	1.71517011680914e-05	1.04588137926292e-05	1.20027275162796e-05	1.39767011813918e-05	3.51136106986851e-06	4.19712878320441e-05
"Ctenophthalmus_agyrtes"	0.00598031874257911	0.00596931381877646	0.00597520366689805	0.00595779471790068	0.00595906116429963	0.00596141041901757	0.0059698086088526	0.00595286908733406	0.00595065356344614	0.00592724286069328	0.00593042303636257	0.00591500110844395	7.071889461749e-06	0.00591168088079494	8.70537619349741e-06	0.00590241619697773	1.35867595401016e-05	0.00590583712947399	0.00590169841698643	7.58736909072424e-06	7.071889461749e-06	0.00589534430751598	1.00220853227772	0.000511917618807614	0.000624356423068382	0.000304349884956713	0.000546741481301121	0.000661097950378201	0.000762493136454085	0.000412116496802355	0.000319622660701241	0.000393277927650232	0.000125544226783277	0.000269598612196181	0.000269598612196181	0.000393317679846098	0.000467408215604764	0.000269598612196181	8.69083283904765e-05	0.00013020955726948	0.00035359447308745	0.000171517011680914	0.000104588137926292	0.000120027275162796	0.000139767011813918	3.51136106986851e-05	0.000419712878320441
"Megabothris_turbidus"	0.00844445541189996	0.00841850632351428	0.00842888351199365	0.00841292682781703	0.00842146897077443	0.00842872105594869	0.00843798141975677	0.00840881089770808	0.00839606273924183	0.0083773067425333	3.89343939614693e-05	0.00836246101886634	1.6229468302254e-06	1.79878255129116e-05	9.68857304485782e-06	5.88892698695551e-06	0.00836341433694408	8.66616270456663e-06	8.90234147446945e-06	1.15216556001726e-05	1.6229468302254e-06	4.26598015673011e-06	0.000725216626644119	1.00093176613993	0.000569362770019219	0.000429954275564692	0.000876770163317881	0.000621189178781672	0.00055636335812872	0.000269539494747304	0.000451199655501056	0.000555431561130479	0.00038602343461616	0.000380748037355131	0.000380748037355131	0.000451201906773331	0.000555918241054997	0.000380748037355131	0.000122718212894661	0.000392571560699012	8.114734151127e-05	0.000242211276735306	0.000147786699186099	0.000169544440983265	0.000197321723378163	4.95206254324369e-05	0.000176007301913461
