"Psidium_cattleianum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Ochna_kirkii"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Ornidia_obesa"	"Xylocopa_caffra"	"Lasioglossum_mahense"	"Neavella_albipectus"	"Megachile_seychellensis"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Chalcidoma_disjunctum"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_110"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"
"Psidium_cattleianum"	1.00470086379283	0.00168472772042843	0.00168998861790428	0.00100974961185209	0.00101356386588258	2.11649211109099e-06	0.0201602781634088	0.0201181599703981	0.0201949922370419	4.23298422218198e-05	7.59036552067968e-05	3.37854621960861e-05	2.41426945414897e-05	2.41426945414897e-05	0.0201361354688674	2.41426945414897e-05	0.0201278027380527	2.41426945414897e-05	2.41426945414897e-05
"Memecylon_eleagni"	0.00210590965053553	1.00461682827763	0.000847755166032519	2.11649211109099e-06	0.0012663190721452	0.00126208144255983	0.0251696496880375	5.42289810968895e-05	4.23298422218198e-05	0.0252416288511966	0.0251576313426788	4.22106357381734e-05	1.21107880861788e-05	1.21107880861788e-05	0.0251575388999514	1.21107880861788e-05	8.43288287488841e-05	1.21107880861788e-05	1.21107880861788e-05
"Cinnamomum_verum"	0.00120713472707448	0.000484431523447154	1.00840579722771	1.21320073072813e-06	1.82483972958063e-06	6.08582315888384e-07	0.0144420505858807	0.0144299397977945	2.42640146145625e-05	1.21716463177677e-05	1.21716160771649e-05	6.0827990986021e-08	0.014405797103253	0.014405797103253	3.62534826276685e-05	0.014405797103253	2.42035225324757e-05	0.014405797103253	0.014405797103253
"Ochna_kirkii"	0.00504874805926046	8.46596844436395e-06	8.49240511509688e-06	1.00503019974679	5.09328575820395e-06	1.06356387492009e-08	0.000101307930469391	0.000101096281258282	0.100603994935865	2.12712774984019e-07	3.8142540304923e-07	1.69776191940131e-07	1.21320073072813e-07	1.21320073072813e-07	0.000101186610396318	1.21320073072813e-07	0.000101144737377149	1.21320073072813e-07	1.21320073072813e-07
"Premna_serratifolia"	0.00168927310980431	0.00168842542952694	4.25795936902147e-06	1.69776191940131e-06	1.00671523470292	2.12113747428007e-06	7.60569259252456e-05	3.38462901870722e-05	3.39552383880263e-05	4.24227494856014e-05	0.0335993851258354	0.0335571744900972	6.0827990986021e-08	6.0827990986021e-08	7.59960979342596e-05	6.0827990986021e-08	0.0335909599522933	6.0827990986021e-08	6.0827990986021e-08
"Erythroxylum_sechellarum"	1.05824605554549e-05	0.00504832577023933	4.26007621121869e-06	1.06356387492009e-08	6.36341242284022e-06	1.00503146774594	0.000126480651698681	2.72507442697937e-07	2.12712774984019e-07	0.10062935491885	0.000126420258003411	2.12113747428007e-07	6.08582315888384e-08	6.08582315888384e-08	0.000126419793467092	6.08582315888384e-08	4.23762958537106e-07	6.08582315888384e-08	6.08582315888384e-08
"Apis_mellifera"	0.0336004636056814	0.0335595329173834	0.0336981180337216	3.37693101564637e-05	7.60569259252456e-05	4.21602172328937e-05	1.00199239928124	0.00115341095830965	0.000675386203129275	0.000843204344657874	0.00084152355379876	2.53523086417485e-06	0.000481401686196023	0.000481401686196023	0.00151099759504821	0.000481401686196023	0.000674544502977803	0.000481401686196023	0.000481401686196023
"Ornidia_obesa"	0.0502953999259953	0.000108457962193779	0.0505047892922808	5.0548140629141e-05	5.07694352806083e-05	1.36253721348969e-07	0.00173011643746448	1.00172740498841	0.00101096281258282	2.72507442697937e-06	4.40376356419808e-06	1.69231450935361e-06	0.000721496989889726	0.000721496989889726	0.00100861944757475	0.000721496989889726	0.00100760031302926	0.000721496989889726	0.000721496989889726
"Xylocopa_caffra"	0.0504874805926046	8.46596844436395e-05	8.49240511509688e-05	0.0503019974679323	5.09328575820395e-05	1.06356387492009e-07	0.00101307930469391	0.00101096281258282	1.00603994935865	2.12712774984019e-06	3.8142540304923e-06	1.69776191940131e-06	1.21320073072813e-06	1.21320073072813e-06	0.00101186610396318	1.21320073072813e-06	0.00101144737377149	1.21320073072813e-06	1.21320073072813e-06
"Lasioglossum_mahense"	0.000105824605554549	0.0504832577023933	4.26007621121869e-05	1.06356387492009e-07	6.36341242284022e-05	0.0503146774594251	0.00126480651698681	2.72507442697937e-06	2.12712774984019e-06	1.0062935491885	0.00126420258003411	2.12113747428007e-06	6.08582315888384e-07	6.08582315888384e-07	0.00126419793467092	6.08582315888384e-07	4.23762958537106e-06	6.08582315888384e-07	6.08582315888384e-07
"Neavella_albipectus"	0.000189759138016992	0.0503152626853577	4.2600656270077e-05	1.90712701524615e-07	0.0503990776887531	6.32101290017056e-05	0.00126228533069814	4.40376356419808e-06	3.8142540304923e-06	0.00126420258003411	1.00293785082343	0.00167996925629177	6.08580803858243e-07	6.08580803858243e-07	0.00126167674989428	6.08580803858243e-07	0.00168376443905211	6.08580803858243e-07	6.08580803858243e-07
"Megachile_seychellensis"	0.000168927310980431	0.000168842542952694	4.25795936902147e-07	1.69776191940131e-07	0.100671523470292	2.12113747428007e-07	7.60569259252456e-06	3.38462901870722e-06	3.39552383880263e-06	4.24227494856014e-06	0.00335993851258354	1.00335571744901	6.0827990986021e-09	6.0827990986021e-09	7.59960979342596e-06	6.0827990986021e-09	0.00335909599522933	6.0827990986021e-09	6.0827990986021e-09
"Parasarcophaga_hirticeps"	0.000120713472707448	4.84431523447153e-05	0.100840579722771	1.21320073072813e-07	1.82483972958063e-07	6.08582315888384e-08	0.00144420505858807	0.00144299397977945	2.42640146145625e-06	1.21716463177677e-06	1.21716160771649e-06	6.0827990986021e-09	1.00144057971033	0.0014405797103253	3.62534826276685e-06	0.0014405797103253	2.42035225324757e-06	0.0014405797103253	0.0014405797103253
"Polistes_olivaceus"	0.000120713472707448	4.84431523447153e-05	0.100840579722771	1.21320073072813e-07	1.82483972958063e-07	6.08582315888383e-08	0.00144420505858807	0.00144299397977945	2.42640146145625e-06	1.21716463177677e-06	1.21716160771649e-06	6.0827990986021e-09	0.0014405797103253	1.00144057971033	3.62534826276685e-06	0.0014405797103253	2.42035225324757e-06	0.0014405797103253	0.0014405797103253
"Chalcidoma_disjunctum"	0.0503403386721684	0.0503150777999027	0.00012688718919684	5.05933051981592e-05	0.000113994146901389	6.32098967335462e-05	0.00226649639257232	0.00100861944757475	0.00101186610396318	0.00126419793467092	0.00126167674989428	3.79980489671298e-06	1.81267413138343e-06	1.81267413138343e-06	1.00226468371844	1.81267413138343e-06	0.00101060657834008	1.81267413138343e-06	1.81267413138343e-06
"Eristalinus_vicarians"	0.000120713472707448	4.84431523447153e-05	0.100840579722771	1.21320073072813e-07	1.82483972958063e-07	6.08582315888383e-08	0.00144420505858807	0.00144299397977945	2.42640146145625e-06	1.21716463177677e-06	1.21716160771649e-06	6.0827990986021e-09	0.0014405797103253	0.0014405797103253	3.62534826276685e-06	1.00144057971033	2.42035225324757e-06	0.0014405797103253	0.0014405797103253
"Hemipyrellia_sp1_M_PL_110"	0.0503195068451318	0.000168657657497768	8.47123288636651e-05	5.05723686885747e-05	0.0503864399284399	2.11881479268553e-07	0.0010118167544667	0.00100760031302926	0.00101144737377149	4.23762958537106e-06	0.00168376443905211	0.00167954799761466	1.21017612662379e-06	1.21017612662379e-06	0.00101060657834008	1.21017612662379e-06	1.00268593813452	1.21017612662379e-06	1.21017612662379e-06
"Cratopus_aurostriatus"	0.000120713472707448	4.84431523447153e-05	0.100840579722771	1.21320073072813e-07	1.82483972958063e-07	6.08582315888383e-08	0.00144420505858807	0.00144299397977945	2.42640146145625e-06	1.21716463177677e-06	1.21716160771649e-06	6.0827990986021e-09	0.0014405797103253	0.0014405797103253	3.62534826276685e-06	0.0014405797103253	2.42035225324757e-06	1.00144057971033	0.0014405797103253
"Dichaetomyia_fasciculifera"	0.000120713472707448	4.84431523447153e-05	0.100840579722771	1.21320073072813e-07	1.82483972958063e-07	6.08582315888383e-08	0.00144420505858807	0.00144299397977945	2.42640146145625e-06	1.21716463177677e-06	1.21716160771649e-06	6.0827990986021e-09	0.0014405797103253	0.0014405797103253	3.62534826276685e-06	0.0014405797103253	2.42035225324757e-06	0.0014405797103253	1.00144057971033
