"Symplocos_prunifolia"	"Cleyera_japonica"	"Eurya_japonica"	"Schefflera_octophylla"	"Myrsine_sguinii"	"Daphniphyllum_teijsmannii"	"Myrica_rubra"	"Ardisia_sieboldii"	"Litsea_acuminata"	"Vaccinium_bracteatum"	"Neolitsea_aciculata"	"Persea_thunbergii"	"Diospyros_morrisiana"	"Prunus_jamasakura"	"Taxillus_yadoriki"	"Hypsipetes_amaurotis"	"Turdus_pallidus"	"Sphenurus_formosae"	"Zosterops_japonica"	"Columba_janthina"	"Turdus_chrysolaus"	"Ficedula_narcissina"	"Turdus_dauma"
"Neolitsea_aciculata"	0.000781959345815792	0.000782120551057428	0.000778708349216824	0.000779385344065034	0.000777276676476194	0.00077765894065668	0.000777142882374703	0.000775458085212944	0.000773602542045232	1.85554316771274e-06	1.00077360254205	0.000773602542045232	1.43167274063055e-06	0.000773602542045232	0.000773602542045232	0.10056833046588	0.000129888021739892	7.15836370315274e-05	9.09295631624732e-05	8.43467035536291e-05	3.89546204521525e-05	1.30326557635965e-05	1.30353425176238e-05
"Persea_thunbergii"	0.000781959345815792	0.000782120551057428	0.000778708349216824	0.000779385344065034	0.000777276676476194	0.00077765894065668	0.000777142882374703	0.000775458085212944	0.000773602542045232	1.85554316771274e-06	0.000773602542045232	1.00077360254205	1.43167274063055e-06	0.000773602542045232	0.000773602542045232	0.10056833046588	0.000129888021739892	7.15836370315274e-05	9.09295631624732e-05	8.43467035536291e-05	3.89546204521525e-05	1.30326557635965e-05	1.30353425176238e-05
"Diospyros_morrisiana"	0.00201824601992681	0.00201908351613495	0.00201319098762534	8.00947515609313e-06	5.48208584003634e-06	5.65035099161236e-06	0.00201166796384199	3.12205437273168e-06	1.43167274063055e-06	1.69038163210114e-06	1.43167274063055e-06	1.43167274063055e-06	1.00200770890179	1.43167274063055e-06	1.43167274063055e-06	0.000186117456281971	0.00011832671424708	0.100385445089265	0.000118001573365233	0.000101095572642271	3.38257786985005e-05	3.36374336654467e-05	3.36513919355825e-05
"Prunus_jamasakura"	0.000781959345815792	0.000782120551057428	0.000778708349216824	0.000779385344065034	0.000777276676476194	0.00077765894065668	0.000777142882374703	0.000775458085212944	0.000773602542045232	1.85554316771274e-06	0.000773602542045232	0.000773602542045232	1.43167274063055e-06	1.00077360254205	0.000773602542045232	0.10056833046588	0.000129888021739892	7.15836370315274e-05	9.09295631624732e-05	8.43467035536291e-05	3.89546204521525e-05	1.30326557635965e-05	1.30353425176238e-05
"Taxillus_yadoriki"	0.000781959345815792	0.000782120551057428	0.000778708349216824	0.000779385344065034	0.000777276676476194	0.00077765894065668	0.000777142882374703	0.000775458085212944	0.000773602542045232	1.85554316771274e-06	0.000773602542045232	0.000773602542045232	1.43167274063055e-06	0.000773602542045232	1.00077360254205	0.10056833046588	0.000129888021739892	7.15836370315274e-05	9.09295631624732e-05	8.43467035536291e-05	3.89546204521525e-05	1.30326557635965e-05	1.30353425176238e-05
"Hypsipetes_amaurotis"	0.00781959345815792	0.00782120551057428	0.00778708349216824	0.00779385344065034	0.00777276676476194	0.0077765894065668	0.00777142882374703	0.00775458085212944	0.00773602542045231	1.85554316771274e-05	0.00773602542045231	0.00773602542045231	1.43167274063055e-05	0.00773602542045231	0.00773602542045231	1.0056833046588	0.00129888021739892	0.000715836370315274	0.000909295631624732	0.000843467035536291	0.000389546204521525	0.000130326557635965	0.000130353425176238
"Turdus_pallidus"	0.0144457676243108	0.0144487636489389	0.0144095769130388	0.0144077785598697	0.0143926730967178	4.5775326727139e-05	5.05647111500128e-05	0.0143590377931591	1.85554316771274e-05	0.014340482361482	1.85554316771274e-05	1.85554316771274e-05	1.69038163210114e-05	1.85554316771274e-05	1.85554316771274e-05	0.00241220611802656	1.00383376530374	0.000845190816050568	0.00168176517793414	0.000604218526074963	0.000242288637962751	0.000240762793738514	0.000240812727482316
"Sphenurus_formosae"	0.0201824601992681	0.0201908351613495	0.0201319098762534	8.00947515609313e-05	5.48208584003634e-05	5.65035099161236e-05	0.0201166796384199	3.12205437273168e-05	1.43167274063055e-05	1.69038163210114e-05	1.43167274063055e-05	1.43167274063055e-05	0.020077089017853	1.43167274063055e-05	1.43167274063055e-05	0.00186117456281971	0.0011832671424708	1.00385445089265	0.00118001573365233	0.00101095572642271	0.000338257786985005	0.000336374336654467	0.000336513919355825
"Zosterops_japonica"	0.0201729177777041	0.0201771016120571	0.0201223918640231	0.0201198727946973	0.02009879154935	5.61715420312464e-05	6.28674726528209e-05	5.18212161911774e-05	1.81859126324947e-05	3.36353035586827e-05	1.81859126324947e-05	1.81859126324947e-05	2.36003146730466e-05	1.81859126324947e-05	1.81859126324947e-05	0.0023641686422243	0.00235447124910779	0.00118001573365233	1.00234851665794	0.000843249813891187	0.000338087681029442	0.000336215296295067	0.000336285026867619
"Columba_janthina"	0.000124744384261473	0.0251926065314198	8.25472775481289e-05	0.0251253449607069	5.7273384387561e-05	0.025131147451614	0.0251144321453683	3.61921390402814e-05	2.10866758884073e-05	1.51054631518741e-05	2.10866758884073e-05	2.10866758884073e-05	2.52738931605679e-05	2.10866758884073e-05	2.10866758884073e-05	0.00274126786549295	0.00105738242063118	0.00126369465802839	0.00105406226736398	1.00272286305277	0.000839783988124824	2.07907307102454e-06	0.000419876775523664
"Turdus_chrysolaus"	0.0502747408796222	0.000107577510782482	6.54090155249362e-05	9.04853255819272e-05	4.8496126175686e-05	0.0501870071389302	7.83793989815678e-05	3.15917421242138e-05	1.94773102260763e-05	1.21144318981376e-05	1.94773102260763e-05	1.94773102260763e-05	1.69128893492502e-05	1.94773102260763e-05	1.94773102260763e-05	0.00253205032938991	0.00084801023286963	0.000845644467462512	0.000845219202573606	0.00167956797624965	1.00251081258596	0.000837912347993703	1.79295851304136e-06
"Ficedula_narcissina"	0.100355418163504	0.000104750389722374	0.000104367898432401	7.09383720740571e-05	7.07304647669546e-05	9.70317978700693e-05	4.68779967361457e-05	3.71089351374479e-05	1.30326557635965e-05	2.40762793738514e-05	1.30326557635965e-05	1.30326557635965e-05	3.36374336654468e-05	1.30326557635965e-05	1.30326557635965e-05	0.00169424524926755	0.0016853395561696	0.00168187168327234	0.00168107648147534	8.31629228409817e-06	0.00167582469598741	1.00167259030273	1.74583982870624e-06
"Turdus_dauma"	0.000104750389722374	0.100313573476568	0.0001043965098882	0.000112732795504984	7.07451179526172e-05	5.52023159212943e-05	8.86744120055727e-05	3.71166152658553e-05	1.30353425176238e-05	2.40812727482316e-05	1.30353425176238e-05	1.30353425176238e-05	3.36513919355825e-05	1.30353425176238e-05	1.30353425176238e-05	0.00169459452729109	0.00168568909237621	0.00168256959677912	0.00168142513433809	0.00167950710209466	3.58591702608272e-06	1.74583982870624e-06	1.00167189289128
