"Perca_flavescens"	"Sander_vitreus"	"Notropis_atherinoides"	"Micropterus_dolomieu"	"Esox_lucius"	"Ambloplites_rupestris"	"Amia_calva"	"Ameiurus_nebulosus"	"Coregonus_artedi"	"Osmerus_mordax"	"Percina_caprodes"	"Lepomis_gibbosus"	"Etheostoma_nigrum"	"Oncorhynchus_mykiss"	"Catostomus_commersonii"	"Percopsis_omiscomacush"	"Fundulus_diaphanus"	"Pimephales_notatus"	"Cottus_bairdii"	"Pomoxis_nigromaculatus"	"Prosopium_cylindraceum"	"Sander_canadensis"	"Cyprinella_spiloptera"	"Oncorhynchus_tschawytscha"	"Lepomis_macrochirus"	"Acipenser_fulvescens"	"Echinorhynchus_salmonis"	"Proteocephalus_sp."	"Centrovarium_lobotes"	"Camallanus_oxycephalus"	"Neoechinorhynchus_tenellus"	"Eubothrium_sp."	"Hysterothylacium_brachyurum"	"Spinitectus_carolini"	"Leptorhynchoides_thecatus"	"Pomphorhynchus_bulbocolli"	"Crepidostomum_cooperi"	"Cryptogonimus_chili"	"Azygia_sp."	"Bothriocephalus_claviceps"	"Dichelyne_cotylophora"	"Argulus_sp."	"Bunodera_luciopercae"	"Crepidostomum_cornutum"	"Homalometron_armatum"	"Glossidium_geminum"	"Centrovarium_sp."	"Neochasmus_sp"	"Diplostomum_spathaceum"	"Diplostomum_sp."	"Neascus_sp."	"Posthodiplostomum_sp."	"Gyrodactylus_sp."	"Haplobothrium_globuliforme"	"Corallobothrium_sp."	"Proteocephalus_exiguus"	"Proteocephalus_perplexus"	"Proteocephalus_pinguis"	"Triaenophorus_stizostedionis"	"Bothriocephalus_sp."	"Glaridacris_sp."	"Spinitectus_gracilis"	"Haplonema_immutatum"	"Raphidascaris_sp."	"Cucullanus_sp."	"Spinitectus_sp."	"Rhabdochona_sp."	"Echinorhynchus_sp."
"Perca_flavescens"	1.00405264469887	0.00136433981720475	3.00755565139805e-07	0.00133113356897471	0.000628200332193014	0.000595265719964985	0.000106155485078992	0.00044285389887607	7.96989768313814e-05	0.000158694736926905	0.000158809294950158	0.000126954382451958	0.000289365043926762	7.94333135752768e-05	3.86934246180613e-07	7.95478715985294e-05	0.000210257475847646	7.92614233516284e-05	7.92614233516284e-05	7.91628720235797e-05	7.91628720235797e-05	7.91628720235797e-05	0	0	3.8499957494971e-07	5.71331581744031e-07	0.00633082337213106	0.00634091386813027	0.00632155913645399	0.00633302976188638	0.00631890524932702	1.19208569455413e-05	0.00630898415399427	0.00631598052698491	0.00630753575085031	1.92499787474855e-05	0.00630310861725401	0.00630000986353437	2.03437889366064e-05	0.00630772427542939	0.00628640037683982	1.14266316348806e-05	0.00627532902936792	0.00627532902936792	6.34771912259791e-06	1.10713474719017e-05	2.73414150127095e-09	2.73414150127095e-09	2.73414150127095e-09	2.73414150127095e-09	2.73414150127095e-09	2.73414150127095e-09	2.73414150127095e-09	2.65388712697481e-06	1.10713474719017e-05	2.65663256104605e-06	2.65388712697481e-06	8.9742904599002e-06	0.00628669852784463	2.73414150127095e-09	1.93467123090306e-08	0.00627532902936792	2.65388712697481e-06	2.73414150127095e-09	1.13694984767062e-05	2.73414150127095e-09	0	0
"Sander_vitreus"	0.00181911975627299	1.00348783791628	4.00017878934219e-07	0.00111639143133093	0.00104505644707677	0.000415677151633235	0.000141231237168164	1.16616722959343e-06	0.000106032836767227	0.000210996599795112	0.000211064170740541	5.93370613641367e-07	0.000106245395235502	0.000105679393978003	3.88116513571642e-07	0.000105746964923432	0.000280059135377225	0.000105317205817109	0.000105317205817109	0.000105360788992428	0.000105360788992428	0.000105360788992428	0	0	3.86175931003784e-07	0.000420221037653383	0.00842264101001926	0.00842537646536873	0.00841032017336415	0.00842886311939426	0.00840678939243495	1.58552541104836e-05	0.00839986143990772	2.9520188028658e-05	4.43907431326186e-05	1.93087965501892e-05	2.78456825517907e-05	0.00838493206209234	0.00837732802711771	0.00840177406131676	1.13986526574461e-05	0.00840442075306766	1.13694984767062e-05	1.13694984767062e-05	2.96685306820684e-08	2.91541807398358e-08	3.63652617212926e-09	3.63652617212926e-09	3.63652617212926e-09	3.63652617212926e-09	3.63652617212926e-09	3.63652617212926e-09	3.63652617212926e-09	3.53078092920409e-06	2.91541807398358e-08	3.5344278922409e-06	3.53078092920409e-06	1.49293778153825e-05	0.00837376814777904	3.63652617212926e-09	1.94058256785821e-08	1.13694984767062e-05	3.53078092920409e-06	3.63652617212926e-09	0.00836239864930233	3.63652617212926e-09	0	0
"Notropis_atherinoides"	4.37462640203352e-07	4.36383140655511e-07	1.00940650613359	4.35973598646818e-07	3.39171124665078e-07	3.38306454107732e-07	3.56390530744958e-10	3.94271154944248e-10	0.000231190641702762	0.000230516531170374	9.68785585020414e-08	2.56381794132963e-10	9.69229407715242e-08	0.000230420006230419	1.79139466590054e-10	3.53618548061029e-10	2.13065808474923e-10	9.65249399539802e-08	9.65249399539802e-08	1.75374778803925e-10	1.75374778803925e-10	1.75374778803925e-10	0	0	1.78243769257104e-10	1.82740008649712e-10	2.69324535536347e-05	7.72199519631843e-06	2.12230561058622e-08	1.4029982304314e-08	2.12141463425936e-08	0.00920333402243997	1.55757054407981e-08	1.27549942581149e-08	1.75776201704643e-08	8.91218846285517e-09	1.19400245263153e-08	1.07304036598684e-08	8.48182795305895e-09	6.3919742542477e-09	2.74399828014456e-09	3.65480017299423e-09	2.73414150127095e-09	2.73414150127095e-09	1.28190897066482e-11	9.85677887360619e-12	0.00917642278303267	0.00917642278303266	0.00917642278303267	0.00917642278303267	0.00917642278303266	0.00917642278303267	0.00917642278303266	8.90976326862395e-12	9.85677887360619e-12	7.7063547234254e-06	8.90976326862395e-12	4.84530178092969e-09	6.37066767340021e-09	0.00917642278303266	8.95697332950268e-12	2.73414150127095e-09	8.90976326862395e-12	0.00917642278303266	3.63652617212926e-09	0.00917642278303266	0	0
"Micropterus_dolomieu"	0.00212981371035954	0.00133966971759712	4.79570958511501e-07	1.00212285835136	0.0010015244642762	0.000949244944492506	0.000169270593447095	0.000203247020310665	0.000127084277532258	0.000253047402507462	0.000253230110517056	0.00020232277351682	0.000461640804548003	0.000126660663273817	6.17008322959396e-07	0.000126843371283411	8.18570234215935e-07	0.000126386739233645	0.000126386739233645	0.000126229448002067	0.000126229448002067	0.000126229448002067	0	0	6.139232813446e-07	5.61000719261775e-07	0.0100948361641033	0.0101109391386916	0.0100800638397745	0.0100983558401653	0.0100758320749383	1.90084489010013e-05	0.0100600113258634	0.0100655579824618	0.010064668160625	3.069616406723e-05	0.0100576219594307	0.0100457038335166	2.54714066601121e-05	2.45571070264781e-05	1.83925111975138e-05	1.12200143852355e-05	1.33113356897471e-05	1.33113356897471e-05	1.0116138675841e-05	5.08117550776664e-06	4.35973598646819e-09	4.35973598646818e-09	4.35973598646818e-09	4.35973598646819e-09	4.35973598646819e-09	4.35973598646819e-09	4.35973598646819e-09	4.23176483617737e-06	5.08117550776664e-06	4.23614258440859e-06	4.23176483617737e-06	1.43074923468028e-05	2.44752500030565e-05	4.35973598646819e-09	3.08504161479698e-08	1.33113356897471e-05	4.23176483617737e-06	4.35973598646819e-09	1.11639143133093e-05	4.35973598646819e-09	0	0
"Esox_lucius"	0.00143588647358403	0.0017915253378459	5.32983195902266e-07	0.00143074923468028	1.00357810839819	0.00106864376058302	0.000241795077865423	1.28003243994888e-06	0.000181307153577743	0.000181258765715706	1.39558070817689e-06	8.27454989149941e-07	1.33425249760786e-06	0.000180702796399151	3.60867920072795e-07	8.39611391621814e-07	7.99453788470993e-07	5.55969316555079e-07	5.55969316555079e-07	4.80547811149383e-07	4.80547811149383e-07	4.80547811149383e-07	0	0	3.59063580472431e-07	7.50219990722738e-07	0.0144139726804024	4.44775453244063e-05	0.0143988968868859	3.84438248919506e-05	0.0143928520099393	2.11255157648535e-05	0.0143750412805962	4.11658857102096e-05	0.0143779226321239	1.79531790236216e-05	2.33484954315834e-05	3.82111606220855e-05	0.0143517594977895	2.39836136541298e-05	9.00629127089892e-06	1.50043998144548e-05	8.9742904599002e-06	8.97429045990019e-06	4.13727494574971e-08	3.20008109987221e-08	4.84530178092969e-09	4.84530178092969e-09	4.84530178092969e-09	4.84530178092969e-09	4.84530178092969e-09	4.84530178092969e-09	4.84530178092969e-09	6.04487694663556e-06	3.20008109987221e-08	6.04357178592477e-06	6.04487694663556e-06	0.0143368301199741	2.39036682752827e-05	4.84530178092969e-09	1.80433960036398e-08	8.9742904599002e-06	6.04487694663556e-06	4.84530178092969e-09	1.49293778153825e-05	4.84530178092969e-09	0	0
"Ambloplites_rupestris"	0.00158737525323996	0.000831354303266469	6.20228499197509e-07	0.00158207490748751	0.00124675105401352	1.00191300258218	0.000281378086002758	0.000337597349307875	0.000210987990023438	0.000210923881619324	0.000336941232345708	0.000336674684530716	1.49974595280692e-06	0.000210284696723359	0.000337226369085398	0.000336302047449743	5.63513306353523e-07	6.39184895964748e-07	6.39184895964748e-07	7.61810209772349e-07	7.61810209772349e-07	7.61810209772349e-07	0	0	0.000335540237239971	3.48138317950783e-07	0.0167736085332051	5.11347916771798e-05	0.0167560650214642	6.09448167817879e-05	0.0167490305693142	2.45836023318285e-05	5.04805262778958e-05	0.0167495655554031	0.0167421026167869	0.0167770118619986	2.58168317052652e-05	3.26697969348454e-05	2.47386818702709e-05	1.69053991906057e-05	1.83610290654466e-05	6.96276635901565e-06	9.92109533274974e-06	9.92109533274974e-06	1.68337342265358e-05	8.43993373269687e-06	5.63844090179553e-09	5.63844090179553e-09	5.63844090179553e-09	5.63844090179553e-09	5.63844090179553e-09	5.63844090179553e-09	5.63844090179553e-09	7.03445215006895e-06	8.43993373269687e-06	7.03293300078125e-06	7.03445215006895e-06	1.78107293430504e-05	1.68490478599703e-05	5.63844090179553e-09	1.68613184542699e-05	9.92109533274974e-06	7.03445215006895e-06	5.63844090179553e-09	6.92795252722057e-06	5.63844090179553e-09	0	0
"Amia_calva"	0.000424621940315969	0.000423693711504491	9.80073959548635e-10	0.000423176483617737	0.000423141386264489	0.000422067129004137	1.0079802351241	4.14172393181081e-07	2.96140795771544e-07	4.2625845718795e-07	4.03796887552138e-07	2.80290913944681e-07	3.61228577135944e-07	2.95153659785639e-07	1.42368456987897e-07	2.72692090149827e-07	2.06845085490933e-07	1.31104797402311e-07	1.31104797402311e-07	1.31035475446869e-07	1.31035475446869e-07	1.31035475446869e-07	0	0	1.41656614702957e-07	1.77426177346939e-07	2.35345996471487e-05	1.04883837921849e-05	0.0252230016400915	1.04828380357496e-05	2.34957619890608e-05	3.88465678512004e-08	1.64613098389918e-05	1.39444729687479e-05	1.99649810598567e-05	7.08283073514787e-06	6.90371339200898e-06	1.04164328923563e-05	9.57565787583966e-06	6.205352564728e-06	2.66424143680434e-06	3.54852354693878e-06	2.65388712697481e-06	2.65388712697481e-06	1.40145456972341e-08	1.0354309829527e-08	8.90976326862395e-12	8.90976326862394e-12	8.90976326862395e-12	8.90976326862395e-12	8.90976326862395e-12	8.90976326862395e-12	8.90976326862395e-12	0.0251995058781025	1.0354309829527e-08	9.87135985905147e-09	0.0251995058781025	6.04487694663556e-06	6.18466805617891e-06	8.90976326862395e-12	7.11842284939485e-09	2.65388712697481e-06	0.0251995058781025	8.90976326862395e-12	3.53078092920409e-06	8.90976326862395e-12	0	0
"Ameiurus_nebulosus"	0.00177141559550428	3.49850168878029e-06	1.08424567609668e-09	0.000508117550776663	2.24005676991054e-06	0.000506396023961811	4.1417239318108e-07	1.00679743503515	3.10817665321802e-07	5.13480898323584e-07	5.77275589023995e-07	0.000506932159609482	7.43355650626178e-07	3.09781606437396e-07	1.70922774310499e-07	3.73576297137807e-07	3.71254235874301e-07	2.03699291886188e-07	2.03699291886188e-07	2.03508136698861e-07	2.03508136698861e-07	2.03508136698861e-07	0	0	1.70068160438946e-07	1.46503420803195e-09	2.46965774032138e-05	1.6295943350895e-05	2.46639660139333e-05	1.62806509359089e-05	2.46536117041038e-05	4.2975555888923e-08	1.62136779714069e-05	0.0252198749405717	2.4624457523364e-05	8.50340802194731e-06	1.61896907621997e-05	1.61816771604082e-05	6.11549917385578e-08	1.1137627076229e-05	0.0251810072233508	2.93006841606389e-08	1.10713474719017e-05	1.10713474719017e-05	2.53466079804741e-05	0.0251699358758789	9.85677887360619e-12	9.85677887360618e-12	9.85677887360619e-12	9.85677887360619e-12	9.85677887360619e-12	9.8567788736062e-12	9.85677887360619e-12	1.0354309829527e-08	0.0251699358758789	1.03605888440601e-08	1.0354309829527e-08	3.20008109987221e-08	1.11005016526416e-05	9.85677887360619e-12	8.54613871552493e-09	1.10713474719017e-05	1.0354309829527e-08	9.8567788736062e-12	2.91541807398357e-08	9.8567788736062e-12	0	0
"Coregonus_artedi"	0.000425061209767367	0.000424131347068908	0.000847699019576795	0.000423614258440859	0.000423050025014734	0.000421975980046875	3.94854394362059e-07	4.14423553762403e-07	1.00460888273999	0.00126084474605513	9.31653451467324e-07	2.80403797486518e-07	8.8952357212017e-07	0.00126018646419381	1.42693252998208e-07	2.73371590149176e-07	2.07058878036353e-07	6.58281861318148e-07	6.58281861318148e-07	1.31391803415959e-07	1.31391803415959e-07	1.31391803415959e-07	0	0	1.41979786733217e-07	1.77609441821151e-07	0.0336155039472357	5.26625489054519e-05	2.35135791842606e-05	1.05113442732767e-05	2.35037078244016e-05	0.0335997065941348	1.64707748236203e-05	1.39500889249543e-05	1.99692799321607e-05	7.09898933666086e-06	6.93725132406064e-06	1.04272030376955e-05	9.57799967816567e-06	6.21176634109058e-06	2.66699314989011e-06	3.55218883642301e-06	2.65663256104605e-06	2.65663256104605e-06	1.40201898743259e-08	1.03605888440601e-08	7.7063547234254e-06	7.7063547234254e-06	7.7063547234254e-06	7.7063547234254e-06	7.7063547234254e-06	7.70635472342541e-06	7.7063547234254e-06	9.87135985905147e-09	1.03605888440601e-08	0.0334869627579998	9.87135985905147e-09	6.04357178592477e-06	6.19106045328695e-06	7.7063547234254e-06	7.13466264991041e-09	2.65663256104605e-06	9.87135985905147e-09	7.70635472342541e-06	3.5344278922409e-06	7.70635472342541e-06	0	0
"Osmerus_mordax"	0.000846371930276828	0.000843986399180448	0.000845227280958037	0.000843491341691538	0.000422937120003314	0.000421847763238649	5.68344609583933e-07	6.84641197764779e-07	0.00126084474605513	1.00167575173025	0.000419969161148987	4.17960765896723e-07	0.000420267737510634	0.00125664193023495	4.24849268635515e-07	8.59361133575829e-07	4.12141958441491e-07	0.000419109800015411	0.000419109800015411	4.36636111283492e-07	4.36636111283492e-07	4.36636111283492e-07	0	0	4.22725022292337e-07	3.53428140360321e-07	0.0335278826919407	0.0335287840012329	3.38449215007232e-05	3.49308889026794e-05	3.38307128854836e-05	0.0335017358634276	2.67999168315061e-05	2.0793548103362e-05	2.67974928923132e-05	2.11362511146169e-05	3.47381248566773e-05	2.0757957974316e-05	1.30751788503606e-05	1.23642587532447e-05	5.3069405941743e-06	7.06856280720643e-06	5.28982456423017e-06	5.28982456423017e-06	2.08980382948362e-08	1.71160299441195e-08	7.68388437234579e-06	7.68388437234578e-06	7.68388437234578e-06	7.68388437234579e-06	7.68388437234579e-06	7.68388437234579e-06	7.68388437234579e-06	1.42086152395983e-08	1.71160299441195e-08	4.20281582018378e-05	1.42086152395983e-08	6.04195885719019e-06	1.23230445574006e-05	7.68388437234579e-06	2.12424634317757e-08	5.28982456423017e-06	1.42086152395983e-08	7.68388437234579e-06	7.0332199931704e-06	7.68388437234579e-06	0	0
