"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"
"R11"	0.000843340770440743	0.000490039603077942	0.000630026023789621	0.000616824635183634	0.000342005194204027	0.000515091205323811	0.0006019715142915	0.0006019715142915	0.000650156988966294	0.000629668857851071	1.00084195072113	0.000843340770440743	0.000353423605392935	0.000731452218713711	0.000630026023789621	3.57165938550642e-07	7.51359208515854e-05	5.39116926398709e-05	0.000381471543374766	5.35545267013202e-05	5.35545267013202e-05	5.35545267013202e-05	5.39116926398709e-05	5.39116926398709e-05	3.57165938550642e-07	0.0112464506072773	0.0112056315932526	0.0111703403818503	0.0111914001513726	0.0112047772961347	8.40401919339004e-05	0.0112045063110575	3.21449344695578e-05	6.89714382037648e-05	0.0112168132369552	0.0111961696948904	0.0111888551727033
"R12"	0.000858150897696112	0.000568741101299934	0.000683438093660678	0.000581464603451069	0.000280259845739461	0.000498093669015312	0.000660406600981562	0.000660406600981562	0.000699881211380966	0.000683108041349338	0.000690006084906063	1.0008581508977	0.000289614985883518	0.000766498282385058	0.000683438093660678	3.30052311340257e-07	6.16442954382858e-05	4.42327985770818e-05	0.000312640056333247	4.39027462657415e-05	4.39027462657415e-05	4.39027462657415e-05	4.42327985770818e-05	4.42327985770818e-05	3.30052311340257e-07	0.00921957671580572	0.00918701982523038	0.00914935520395236	0.00917150923316598	0.00918618493541001	0.00917938102384969	0.00918704775812642	2.97047080206231e-05	0.00916499709246347	0.00919713646904182	0.0091729265139292	0.00916526153110536
"R13"	0.000796441211179674	0.000316654733093335	0.000317467325964266	0.000602269403875288	0.000599809924169728	0.000794193894975086	0.0007953815374568	0.0007953815374568	0.000676068806425458	0.000317168236683741	0.000795203112134105	0.000796441211179674	1.00079220064351	0.000545419434988233	0.000317467325964266	2.99089280524382e-07	9.77137790508326e-07	0.000120157990444335	0.000121815770781428	0.00011985890116381	0.00011985890116381	0.00011985890116381	0.000120157990444335	0.000120157990444335	2.99089280524382e-07	0.0251703692444002	0.0250989398200431	4.10802872325037e-05	6.00787145715611e-05	7.77538598483788e-05	7.78275813689996e-05	8.66631715038229e-05	2.69180352471944e-05	5.89535867494858e-05	0.000101707276497592	0.0251076318134941	0.0251021776191442
"R14"	0.000843148110623564	0.000625102404638508	0.00075123153137146	0.000538961780477925	0.000207879258255314	0.00044728185545308	0.000625715393692835	0.000625715393692835	0.000669150460665705	0.000750868789138233	0.00065830699684234	0.000843148110623564	0.000218167773995293	1.00084247048844	0.00075123153137146	3.62742233226528e-07	6.77314135450762e-05	4.85940076913602e-05	0.000343697504267759	4.82312654581337e-05	4.82312654581337e-05	4.82312654581337e-05	4.85940076913602e-05	4.85940076913602e-05	3.62742233226528e-07	0.0101285657462081	0.0100954343167377	0.010061310759978	0.0100832965674105	0.010097201353937	0.0100894026224567	0.0100967171446438	3.26468009903875e-05	0.0100762758594085	0.0101053006967774	0.0100761869232187	6.77622183342797e-05
"R15"	0.000751781903026746	0.000624885611323677	0.000862682644371677	0.000447680116583293	0.000116736224039735	0.000355975921579933	0.000534349983781103	0.000534349983781103	0.000577732383657348	0.000750662899727438	0.00056702342141066	0.000751781903026746	0.000126986930385706	0.00075123153137146	1.00086268264437	0.000112019744644239	0.000179364734419029	0.000160291975609876	0.000455369155137758	4.82722309656373e-05	4.82722309656373e-05	4.82722309656373e-05	0.000160291975609876	0.000160291975609876	0.000112019744644239	0.0101371685027838	0.0100874404956989	0.0100621830723009	0.010082009392607	0.010093883836691	0.0100835615636587	0.0100898618238966	0.0100817770179815	0.0100728801918931	0.0101017484662185	6.25494808423647e-05	5.50371655286501e-05
"R16"	3.63057542474282e-06	3.06222168698981e-06	0.00112019744644239	2.66681102003827e-06	1.54565769801372e-06	2.08528535314771e-06	2.65898203044029e-06	2.65898203044029e-06	2.05365627482431e-06	3.62422611889185e-06	3.21449344695578e-06	3.63057542474282e-06	1.19635712209753e-06	3.62742233226528e-06	0.00112019744644239	1.00111657322032	0.00111709761399764	0.00111758813504151	0.00111890675823853	1.01491471801647e-06	1.01491471801647e-06	1.01491471801647e-06	0.00111758813504151	0.00111758813504151	0.00111657322032349	0.00021313209078346	2.27621027699103e-05	4.49603545521629e-05	4.50547858640544e-05	4.51138743536197e-05	2.27298123857533e-05	2.27655289796083e-05	0.100491589829114	2.26666874572435e-05	7.86590511219407e-05	3.51583471077224e-07	3.15309247754571e-07
"R17"	0.000339043624910572	0.000337697097984441	0.000896823672095143	0.000337572806666219	0.000335612125943767	0.000336960414900686	0.000337934816591724	0.000337934816591724	0.000337706100668408	0.000338274865096323	0.000338111643832134	0.000339043624910572	1.95427558101665e-06	0.000338657067725381	0.000896823672095143	0.00055854880699882	1.000892632416	0.000559308564129101	0.000560924481643004	7.59757130281441e-07	7.59757130281441e-07	7.59757130281441e-07	0.000559308564129101	0.000559308564129101	0.00055854880699882	0.000159548997359103	5.53486227432977e-05	4.6221368950606e-05	5.84145327661659e-05	6.59241953570932e-05	5.57626298945208e-05	5.95194259371e-05	0.0502693926298938	4.67292495983261e-05	0.0501125413498856	4.20422891963299e-05	3.86557185190761e-05
"R18"	0.00024328039217395	0.000242112489890444	0.000801459878049379	0.00024203158119285	0.000240475249138752	0.000241500276820869	0.000242269298649354	0.000242269298649354	3.38090065068961e-06	0.000242665810528624	0.000242602616879419	0.00024328039217395	0.00024031598088867	0.000242970038456801	0.000801459878049379	0.000558794067520755	0.000559308564129101	1.00079814023841	0.000799580091774261	0.00023934617088508	0.00023934617088508	0.00023934617088508	0.000798140238405835	0.000798140238405835	0.000558794067520755	0.0502626958858668	4.61796865743332e-05	4.42656510543939e-05	5.03550175057205e-05	5.57387796979284e-05	4.05015971850335e-05	4.3197181817027e-05	0.0502914660768679	3.4026198465539e-05	7.71744912519509e-05	3.3465072099443e-05	3.10353717148751e-05
"R19"	0.000687808123933143	0.000436069284613724	0.000910738310275515	0.000435768512583013	9.74902913768275e-05	9.91731586034814e-05	0.00025432318323339	0.00025432318323339	0.000340869764857061	0.000686956958627809	0.000686648778074579	0.000687808123933143	9.74526166251426e-05	0.000687395008535517	0.000910738310275515	0.000223781351647707	0.000224369792657201	0.000319832036709704	1.00090786583096	9.60506850619978e-05	9.60506850619978e-05	9.60506850619978e-05	0.000319832036709704	0.000319832036709704	0.000223781351647707	0.0201706438630195	7.1599613515297e-05	0.0200710139211268	0.0200856993354235	0.0200913509617176	6.69809736394608e-05	7.4610404506956e-05	0.0201403216482936	6.01171078235519e-05	8.82661514242368e-05	4.81854898479589e-05	4.13115397626038e-05
"R20"	0.000482930208923156	0.000481162758093899	0.000482722309656373	0.000481396351365662	0.00047940484057949	0.000480915268288589	0.000481879615268268	0.000481879615268268	4.7081450265549e-06	0.000481707394938357	0.000481990740311882	0.000482930208923156	0.000479435604655242	0.000482312654581337	0.000482722309656373	1.01491471801647e-06	1.51951426056288e-06	0.00047869234177016	0.000480253425309989	1.00047767742705	0.000477677427052144	0.000477677427052144	0.00047869234177016	0.00047869234177016	1.01491471801647e-06	0.10031225968095	6.95972703787561e-05	4.35709475566249e-05	5.56552491473867e-05	6.63636850422371e-05	5.82733819843137e-05	6.36288346544457e-05	9.13423246214827e-05	4.53857094738345e-05	7.56899313819612e-05	6.65785607278089e-05	6.17554341819955e-05
"R21"	0.000482930208923156	0.000481162758093899	0.000482722309656373	0.000481396351365662	0.00047940484057949	0.000480915268288589	0.000481879615268268	0.000481879615268268	4.7081450265549e-06	0.000481707394938357	0.000481990740311882	0.000482930208923156	0.000479435604655242	0.000482312654581337	0.000482722309656373	1.01491471801647e-06	1.51951426056288e-06	0.00047869234177016	0.000480253425309989	0.000477677427052144	1.00047767742705	0.000477677427052144	0.00047869234177016	0.00047869234177016	1.01491471801647e-06	0.10031225968095	6.95972703787561e-05	4.35709475566249e-05	5.56552491473867e-05	6.63636850422371e-05	5.82733819843137e-05	6.36288346544457e-05	9.13423246214827e-05	4.53857094738345e-05	7.56899313819612e-05	6.65785607278089e-05	6.17554341819955e-05
"R22"	0.000482930208923156	0.000481162758093899	0.000482722309656373	0.000481396351365662	0.00047940484057949	0.000480915268288589	0.000481879615268268	0.000481879615268268	4.7081450265549e-06	0.000481707394938357	0.000481990740311882	0.000482930208923156	0.000479435604655242	0.000482312654581337	0.000482722309656373	1.01491471801647e-06	1.51951426056288e-06	0.00047869234177016	0.000480253425309989	0.000477677427052144	0.000477677427052144	1.00047767742705	0.00047869234177016	0.00047869234177016	1.01491471801647e-06	0.10031225968095	6.95972703787561e-05	4.35709475566249e-05	5.56552491473867e-05	6.63636850422371e-05	5.82733819843137e-05	6.36288346544457e-05	9.13423246214827e-05	4.53857094738345e-05	7.56899313819612e-05	6.65785607278089e-05	6.17554341819955e-05
"R23"	0.00024328039217395	0.000242112489890444	0.000801459878049379	0.00024203158119285	0.000240475249138752	0.000241500276820869	0.000242269298649354	0.000242269298649354	3.38090065068961e-06	0.000242665810528624	0.000242602616879419	0.00024328039217395	0.00024031598088867	0.000242970038456801	0.000801459878049379	0.000558794067520755	0.000559308564129101	0.000798140238405835	0.000799580091774261	0.00023934617088508	0.00023934617088508	0.00023934617088508	1.00079814023841	0.000798140238405835	0.000558794067520755	0.0502626958858668	4.61796865743332e-05	4.42656510543939e-05	5.03550175057205e-05	5.57387796979284e-05	4.05015971850335e-05	4.3197181817027e-05	0.0502914660768679	3.4026198465539e-05	7.71744912519509e-05	3.3465072099443e-05	3.10353717148751e-05
"R24"	0.00024328039217395	0.000242112489890444	0.000801459878049379	0.00024203158119285	0.000240475249138752	0.000241500276820869	0.000242269298649354	0.000242269298649354	3.38090065068961e-06	0.000242665810528624	0.000242602616879419	0.00024328039217395	0.00024031598088867	0.000242970038456801	0.000801459878049379	0.000558794067520755	0.000559308564129101	0.000798140238405835	0.000799580091774261	0.00023934617088508	0.00023934617088508	0.00023934617088508	0.000798140238405835	1.00079814023841	0.000558794067520755	0.0502626958858668	4.61796865743332e-05	4.42656510543939e-05	5.03550175057205e-05	5.57387796979284e-05	4.05015971850335e-05	4.3197181817027e-05	0.0502914660768679	3.4026198465539e-05	7.71744912519509e-05	3.3465072099443e-05	3.10353717148751e-05
"R25"	3.63057542474282e-06	3.06222168698981e-06	0.00112019744644239	2.66681102003827e-06	1.54565769801372e-06	2.08528535314771e-06	2.65898203044029e-06	2.65898203044029e-06	2.05365627482431e-06	3.62422611889185e-06	3.21449344695578e-06	3.63057542474282e-06	1.19635712209753e-06	3.62742233226528e-06	0.00112019744644239	0.00111657322032349	0.00111709761399764	0.00111758813504151	0.00111890675823853	1.01491471801647e-06	1.01491471801647e-06	1.01491471801647e-06	0.00111758813504151	0.00111758813504151	1.00111657322032	0.00021313209078346	2.27621027699103e-05	4.49603545521629e-05	4.50547858640544e-05	4.51138743536197e-05	2.27298123857533e-05	2.27655289796083e-05	0.100491589829114	2.26666874572435e-05	7.86590511219407e-05	3.51583471077224e-07	3.15309247754571e-07
"C1"	0.00482930208923156	0.00481162758093899	0.00482722309656373	0.00481396351365662	0.0047940484057949	0.00480915268288589	0.00481879615268268	0.00481879615268268	4.7081450265549e-05	0.00481707394938357	0.00481990740311882	0.00482930208923156	0.00479435604655242	0.00482312654581337	0.00482722309656373	1.01491471801647e-05	1.51951426056288e-05	0.0047869234177016	0.00480253425309989	0.00477677427052144	0.00477677427052144	0.00477677427052144	0.0047869234177016	0.0047869234177016	1.01491471801647e-05	1.0031225968095	0.000695972703787561	0.000435709475566249	0.000556552491473867	0.000663636850422371	0.000582733819843137	0.000636288346544457	0.000913423246214827	0.000453857094738345	0.000756899313819612	0.000665785607278089	0.000617554341819955
"C2"	0.00777363215981032	0.00775097951529954	0.00775956961207609	5.70498098661999e-05	2.79313566469404e-05	0.00774503882889513	0.0077601477954234	0.0077601477954234	0.00776143935783308	0.00775781868109379	0.00775774494917484	0.00777363215981032	0.0077227507138594	0.00776571870518286	0.00775956961207609	1.75093098230079e-06	8.51517272973811e-06	7.10456716528202e-06	2.75383128904988e-05	5.35363618298123e-06	5.35363618298123e-06	5.35363618298123e-06	7.10456716528202e-06	7.10456716528202e-06	1.75093098230079e-06	0.00112426359842606	1.00120586786479	0.000547133263540596	0.000730971845192202	0.000903419573979388	0.000927315053460995	0.00101351221956294	0.000157583788407071	0.000815958518996308	0.0010146362621156	0.000869002649797343	0.000791345462745514
"C3"	0.0125803634054345	5.7905522707981e-05	0.0125777288403761	5.18371300967119e-05	1.96362757406255e-05	3.95622812994222e-05	5.58118752812057e-05	5.58118752812057e-05	6.07137636408192e-05	0.0125721087960571	0.0125666329295816	0.0125803634054345	2.05401436162519e-05	0.0125766384499725	0.0125777288403761	5.62004431902037e-06	1.15553422376515e-05	1.10664127635985e-05	0.0125443837007042	5.44636844457811e-06	5.44636844457811e-06	5.44636844457811e-06	1.10664127635985e-05	1.10664127635985e-05	5.62004431902037e-06	0.0011437373733614	0.000889091553253468	1.00113626186793	0.00113830824846108	0.00113954851235622	0.000749596759016142	0.00088922601378927	0.000505803988711833	0.000748383619442798	0.000890294687794669	0.000498261930697853	0.000372495546198128
"C4"	0.00917150923316597	0.00915101893776	0.00916546308418819	0.00914690605154667	2.17265412213911e-05	4.31916303884323e-05	5.97217121182071e-05	5.97217121182071e-05	0.00915610140825747	0.00916136719456419	0.00915660012385034	0.00917150923316597	2.18468052987495e-05	0.00916663324310043	0.00916546308418819	4.09588962400494e-06	1.06208241393029e-05	9.15545772831282e-06	0.0091298633342834	5.05956810430788e-06	5.05956810430788e-06	5.05956810430788e-06	9.15545772831282e-06	9.15545772831282e-06	4.09588962400494e-06	0.00106250930190466	0.000863875817045329	0.000827860544335333	1.00115831906679	0.0011596462159516	0.000875925971181079	0.000977665972557193	0.000368630066160445	0.000760972622245482	0.000978740177294694	0.000579265338985942	0.000487599006554938
"C5"	0.0077729257145777	0.00775228997240932	0.00776452602822388	0.00774905082365026	2.36467691043187e-05	4.58984820688438e-05	0.00775523960128303	0.00775523960128303	0.00775905505794094	0.00776105573019668	0.00775715351270862	0.0077729257145777	2.39242645687319e-05	0.00776707796456691	0.00776452602822388	3.47029802720152e-06	1.01421839010913e-05	8.57519687660437e-06	0.00772744267758368	5.10489884940285e-06	5.10489884940285e-06	5.10489884940285e-06	8.57519687660437e-06	8.57519687660437e-06	3.47029802720152e-06	0.0010720287583746	0.000903419573979388	0.000701260622988443	0.000981239105805199	1.00115357776361	0.000913494008075147	0.000999684602660798	0.000312326822448136	0.000815975180178535	0.00100078288108346	0.000662445780725289	0.00058477500107962
"C6"	0.00841443260519555	0.00839482717902495	0.00840296796971556	0.00839162369306285	2.56145222944323e-05	0.0083844394853479	0.00840088658244391	0.00840088658244391	0.00840332985037172	0.00840107381868342	6.30301439504253e-05	0.00841443260519555	2.59425271229999e-05	0.0084078355187139	0.00840296796971556	1.89415103214611e-06	9.2937716490868e-06	6.75026619750558e-06	2.7908739016442e-05	4.85611516535948e-06	4.85611516535948e-06	4.85611516535948e-06	6.75026619750558e-06	6.75026619750558e-06	1.89415103214611e-06	0.00101978418472549	0.00100459130791608	0.000499731172677428	0.000802932140249322	0.000989618508748076	1.00110813770597	0.00110883804090129	0.000170473592893149	0.000883464702871679	0.0011099430925411	0.000743787003352563	0.000659708648165424
"C7"	0.00777365579533774	0.00775284077758517	0.00776143217222813	0.00775085898309789	2.62749836118146e-05	0.00774344484190055	0.00775929508775046	0.00775929508775046	0.00776192106948902	0.00775968097769124	0.00775696590765521	0.00777365579533774	2.66655912319455e-05	0.00776670549587986	0.00776143217222813	1.75119453689295e-06	9.15683475955385e-06	6.64572027954262e-06	2.86963094257523e-05	4.89452574264967e-06	4.89452574264967e-06	4.89452574264967e-06	6.64572027954262e-06	6.64572027954262e-06	1.75119453689295e-06	0.00102785040595643	0.00101351221956294	0.000547216008485705	0.00082725582293301	0.000999684602660798	0.0010235428069858	1.00110973131707	0.000157607508320365	0.000816036429098501	0.00111084603339914	0.000772697000747676	0.000695029945788878
"C8"	3.63057542474282e-05	3.06222168698981e-05	0.0112019744644239	2.66681102003827e-05	1.54565769801372e-05	2.08528535314771e-05	2.65898203044029e-05	2.65898203044029e-05	2.05365627482431e-05	3.62422611889185e-05	3.21449344695578e-05	3.63057542474282e-05	1.19635712209753e-05	3.62742233226528e-05	0.0112019744644239	0.0111657322032349	0.0111709761399764	0.0111758813504151	0.0111890675823853	1.01491471801647e-05	1.01491471801647e-05	1.01491471801647e-05	0.0111758813504151	0.0111758813504151	0.0111657322032349	0.0021313209078346	0.000227621027699103	0.000449603545521629	0.000450547858640544	0.000451138743536197	0.000227298123857533	0.000227655289796083	1.00491589829114	0.000226666874572435	0.000786590511219407	3.51583471077224e-06	3.15309247754571e-06
"C9"	0.0100814968017098	0.0100631296869529	0.0100728801918931	5.52655200277141e-05	2.25010306837721e-05	4.7655627193437e-05	0.0100664032392929	0.0100664032392929	0.010069474394568	0.0100706135231474	6.20742943833883e-05	0.0100814968017098	2.35814346997943e-05	0.0100762758594085	0.0100728801918931	2.26666874572435e-06	9.34584991966522e-06	6.8052396931078e-06	3.0058553911776e-05	4.53857094738345e-06	4.53857094738345e-06	4.53857094738345e-06	6.8052396931078e-06	6.8052396931078e-06	2.26666874572435e-06	0.000953099898950525	0.0010607460746952	0.000598706895554238	0.00083706988447003	0.0010607677342321	0.00106015764344601	0.00106084735782805	0.000204000187115192	1.00105878602977	0.00106187717609113	0.000622856988725119	0.000522094230131033
"C10"	0.006744566743964	0.00672331974281892	0.00673449897747901	0.006724788023124	0.00669678594189521	0.00671835544448224	0.00673210651153007	0.00673210651153007	0.00673358545061991	0.00672925504073755	0.00673008794217312	0.006744566743964	2.71219403993577e-05	0.00673686713118496	0.00673449897747901	5.24393674146271e-06	0.00668167217998475	1.02899321669268e-05	2.94220504747456e-05	5.04599542546408e-06	5.04599542546408e-06	5.04599542546408e-06	1.02899321669268e-05	1.02899321669268e-05	5.24393674146271e-06	0.00105965903934746	0.000879351427166851	0.00047482383349049	0.000717742796682775	0.000867345163605666	0.000887954474032883	0.000962733228945917	0.000471954306731644	0.000707918117394086	1.00146423648649	0.000837329949215825	0.000769961277903976
"C11"	0.00917292651392921	5.23015483529804e-05	5.68631644021497e-05	0.00915483449966357	0.00912975999853801	0.00915144624084617	0.00916313081147753	0.00916313081147753	0.00916234426358397	5.68312022684154e-05	0.00916050247763759	0.00917292651392921	0.00913004793217966	0.0091601699301988	5.68631644021497e-05	3.19621337342931e-08	7.64405258115089e-06	6.0845585635351e-06	2.19024953854359e-05	6.05259642980081e-06	6.05259642980081e-06	6.05259642980081e-06	6.0845585635351e-06	6.0845585635351e-06	3.19621337342931e-08	0.00127104525025817	0.00102700313157868	0.000362372313234802	0.000579265338985942	0.000782890468129887	0.000811404003657341	0.000913187364519981	2.87659203608638e-06	0.000566233626113744	0.00114181356711249	1.00136726007234	0.0012756583730405
"C12"	0.0100817876842159	5.12806791418934e-05	5.50371655286501e-05	0.0100649283318251	0.0100406572058093	0.0100621180463763	0.0100731867386884	0.0100731867386884	0.0100718871853357	5.50056346038747e-05	0.0100699696554329	0.0100817876842159	0.0100408710476577	6.77622183342796e-05	5.50371655286501e-05	3.15309247754572e-08	7.73114370381522e-06	6.20707434297501e-06	2.06557698813019e-05	6.17554341819955e-06	6.17554341819955e-06	6.17554341819955e-06	6.20707434297501e-06	6.20707434297501e-06	3.15309247754572e-08	0.00129686411782191	0.00102874910156917	0.000297996436958502	0.000536358907210432	0.000760207501403507	0.000791650377798509	0.000903538929525541	2.83778322979114e-06	0.000522094230131033	0.00115494191685596	0.00140322421034455	1.00140254658816
