"Ilex_anomala"	"Cheirodendron_platyphyllum"	"Cheirodendron_trigynum"	"Dubautia_paleata"	"Dubautia_raillardioides"	"Clermontia_faurieri"	"Dryopteris"	"Elaphoglossum"	"Elaeocarpus_bifidus"	"Styphelia_tameiameiae"	"Vaccinium_calycinum"	"Vaccinium_dentatum"	"Dicranopteris_linearis"	"Scaevola_glabra"	"Broussaisia_arguta"	"Myrsine_wawraea"	"Metrosideros_polymorpha"	"Peperomia_hesperomannii"	"Coprosma_kauensis"	"Hedyotis_terminalis"	"Psychotria"	"Coprosoma_elliptica"	"Melicope_clusiifolia"	"Wilkstroemia_oahuensis"	"Hedychium_gardinerianum"	"Rubus_argutus"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Scotorythra_apicalis"	"Spheterista_pleonectes"	"Udea_ommatias"	"Leaf_miner_sp._3"	"Thyrocopa_complex"	"Amakua_omaomao"	"Carposina_sp._3"	"Haliophyle_euclidias"	"Scotorythra_hecataea"	"Eupithecia_orichloris"	"Udea_pyranthes"	"Eupithecia_rhodopyra"	"Udea_constricta"	"Carposina_graminis"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Scotorythra_complex"	"Unkn_code"	"Leaf_miner_sp._4"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Paralopostega_sp._1"	"Agrotis_hephaestaea"
"Leaf_miner_sp._3"	0	0	9.89028172905114e-05	0.000140861342718308	0.100476040121101	1.50142341041633e-05	3.75671012849761e-08	1.49517063114205e-05	1.49141392101355e-05	1.49963290715052e-05	1.50268337401458e-05	1.49141392101355e-05	8.44259555764844e-05	1.4989084633302e-05	1.49141392101355e-05	3.22020977980103e-08	1.50214553075119e-05	1.49463413079335e-05	1.52238374130506e-08	0	3.22020977980103e-08	1.51477182259853e-05	1.4989084633302e-05	0	1.49141392101355e-05	1.50142341041633e-05	5.00474470138775e-07	5.00474470138775e-07	0	0	0.00251894407016345	1.00251190100303	0.00251966034241128	5.00474470138775e-07	5.00474470138775e-07	7.51342025699521e-07	4.9987763571684e-07	3.75670843503645e-07	3.75670843503645e-07	2.81419851921615e-06	7.49454231665101e-07	3.75536382687797e-07	7.51207226191442e-07	1.93212586788062e-06	0.00253540366572304	3.11715288373585e-06	0	3.04476748261012e-07	3.02954364519706e-07	7.49454231665101e-07	0
"Thyrocopa_complex"	0	0	0.0334693456844135	5.70122465346113e-05	0.0335954712321504	1.4975211622235e-05	3.74694631689844e-08	1.49128463412558e-05	1.48753768780868e-05	1.49762264557773e-05	1.49878022613592e-05	1.48753768780868e-05	0.0336226548311104	1.49501275156651e-05	1.48753768780868e-05	5.09288228379594e-08	1.50012953111683e-05	1.49263057009247e-05	7.16074567516894e-08	0	5.09288228379594e-08	7.12494194679309e-05	1.49501275156651e-05	0	1.48753768780868e-05	1.4975211622235e-05	4.99173720741167e-07	4.99173720741167e-07	0	0	0.00084273739313049	0.000839886780803759	1.00363410922606	4.99173720741167e-07	4.99173720741167e-07	7.49389263379687e-07	4.99207548525911e-07	3.74695056533981e-07	3.74695056533981e-07	0.00112075516103701	7.47506375783256e-07	3.75032382779208e-07	7.49727439313189e-07	3.05572937027757e-06	0.00252881406927475	0.00112218014942637	0	1.43214913503379e-06	1.42498838935862e-06	7.47506375783256e-07	0
"Amakua_omaomao"	0	0	1.9894110100064e-05	1.9919013986463e-05	2.0018978805551e-05	0.100691118314827	4.99853721108058e-08	1.98941781001007e-05	1.98441927279899e-05	1.99534882914643e-05	1.99941397518007e-05	1.98441927279899e-05	7.02356124457599e-08	1.99439122894371e-05	1.98441927279899e-05	4.27839358361501e-08	1.99869202896018e-05	1.98869766638261e-05	2.00673993059441e-08	0	4.27839358361501e-08	1.99670623094143e-05	1.99439122894371e-05	0	1.98441927279899e-05	1.997737522952e-05	6.65912507650668e-07	6.65912507650668e-07	0	0	1.49642516946193e-06	5.00474470138775e-07	1.4975211622235e-06	1.00335637061049	0.00335637061049423	9.99707442216117e-07	6.65116276382143e-07	4.99853493795017e-07	4.99853493795017e-07	2.34118708152533e-09	9.97195614471855e-07	4.99673007240046e-07	9.99526501035063e-07	2.56703615016901e-06	0.00337351276375829	4.01682433269812e-07	0	4.01347986118881e-07	3.99341246188286e-07	9.97195614471855e-07	0
"Carposina_sp._3"	0	0	1.9894110100064e-05	1.9919013986463e-05	2.0018978805551e-05	0.100691118314827	4.99853721108058e-08	1.98941781001007e-05	1.98441927279899e-05	1.99534882914643e-05	1.99941397518007e-05	1.98441927279899e-05	7.02356124457599e-08	1.99439122894371e-05	1.98441927279899e-05	4.27839358361501e-08	1.99869202896018e-05	1.98869766638261e-05	2.00673993059441e-08	0	4.27839358361501e-08	1.99670623094143e-05	1.99439122894371e-05	0	1.98441927279899e-05	1.997737522952e-05	6.65912507650668e-07	6.65912507650668e-07	0	0	1.49642516946193e-06	5.00474470138775e-07	1.4975211622235e-06	0.00335637061049423	1.00335637061049	9.99707442216116e-07	6.65116276382143e-07	4.99853493795017e-07	4.99853493795017e-07	2.34118708152533e-09	9.97195614471855e-07	4.99673007240046e-07	9.99526501035063e-07	2.56703615016901e-06	0.00337351276375829	4.01682433269812e-07	0	4.01347986118881e-07	3.99341246188287e-07	9.97195614471855e-07	0
"Haliophyle_euclidias"	0	0	1.49331103521891e-05	1.49518039495365e-05	1.50268405139904e-05	1.49956116332418e-05	0.0503778712736546	0.0503927669145436	1.48956408890201e-05	1.49776813875475e-05	1.50081955819562e-05	1.48956408890201e-05	5.27209383094117e-08	1.49704933557991e-05	1.48956408890201e-05	3.21148939021983e-08	1.50027764390462e-05	1.49277557829223e-05	1.50631863807842e-08	0	3.21148939021983e-08	1.49878704488803e-05	1.49704933557991e-05	0	1.48956408890201e-05	1.49956116332418e-05	4.99853721108058e-07	4.99853721108058e-07	0	0	1.12326121032658e-06	3.75671012849761e-07	1.12408389506953e-06	4.99853721108058e-07	4.99853721108058e-07	1.00755742547309	4.99256046251583e-07	3.75204889548904e-07	3.75204889548904e-07	1.75736461031372e-09	7.48524667789957e-07	3.75069410976155e-07	7.5027430052506e-07	1.9268936341319e-06	0.00253225895113342	3.01514773587919e-07	0	3.01263727615684e-07	2.99757408977606e-07	7.48524667789957e-07	0
"Scotorythra_hecataea"	0	0	1.98703857910404e-05	1.98951969102493e-05	1.99951054286736e-05	1.99534882914643e-05	4.99256046251583e-08	1.9870390640813e-05	1.98204650361878e-05	0.10041061357936	2.00409993061233e-05	1.98204650361878e-05	1.26771609266156e-07	1.99200653630029e-05	1.98204650361878e-05	5.60910690595806e-05	7.62224194177175e-05	7.59115340957684e-05	7.65999963489795e-08	0	5.60910690595806e-05	7.62169963672346e-05	1.99200653630029e-05	0	1.98204650361878e-05	1.99534882914643e-05	6.65116276382142e-07	6.65116276382142e-07	0	0	1.49463748122931e-06	4.9987763571684e-07	1.49762264557773e-06	6.65116276382142e-07	6.65116276382142e-07	9.98512092503166e-07	1.00334702045265	5.01024982653082e-07	5.01024982653082e-07	4.22572030887188e-09	9.96003268150143e-07	1.90556048544294e-06	2.40658546809602e-06	0.00336546414357484	0.00336947905615193	1.52856564765356e-06	0	1.53199992697959e-06	1.52433992734469e-06	9.96003268150143e-07	0
"Eupithecia_orichloris"	0	0	1.49331036207449e-05	1.4951797150142e-05	1.50268337401458e-05	1.49956048138505e-05	3.75204889548904e-08	1.49331546040464e-05	1.48956341150915e-05	1.50307494795925e-05	0.10064409789056	1.48956341150915e-05	5.27743518315985e-08	1.49704865478307e-05	1.48956341150915e-05	8.50128662356428e-08	0.000141315703231646	1.49806469813271e-05	1.51165572050677e-08	0	8.50128662356428e-08	1.50409744190424e-05	1.49704865478307e-05	0	1.48956341150915e-05	1.49956048138505e-05	4.99853493795017e-07	4.99853493795017e-07	0	0	1.12326070101075e-06	3.75670843503645e-07	1.12408516960194e-06	4.99853493795017e-07	4.99853493795017e-07	7.50409779097809e-07	5.01024982653082e-07	1.00251610244726	0.002516102447264	1.75914506105328e-09	7.48524327391533e-07	3.53289258079115e-06	0.00251963533984479	5.10077197413856e-06	0.00253225779956556	3.02578633441901e-07	0	3.02331144101355e-07	3.00819488380848e-07	7.48524327391533e-07	0
"Udea_pyranthes"	0	0	1.49331036207449e-05	1.4951797150142e-05	1.50268337401458e-05	1.49956048138505e-05	3.75204889548904e-08	1.49331546040464e-05	1.48956341150915e-05	1.50307494795924e-05	0.10064409789056	1.48956341150915e-05	5.27743518315985e-08	1.49704865478306e-05	1.48956341150915e-05	8.50128662356427e-08	0.000141315703231646	1.49806469813271e-05	1.51165572050677e-08	0	8.50128662356427e-08	1.50409744190424e-05	1.49704865478306e-05	0	1.48956341150915e-05	1.49956048138505e-05	4.99853493795017e-07	4.99853493795017e-07	0	0	1.12326070101075e-06	3.75670843503645e-07	1.12408516960194e-06	4.99853493795017e-07	4.99853493795017e-07	7.50409779097808e-07	5.01024982653082e-07	0.002516102447264	1.00251610244726	1.75914506105328e-09	7.48524327391533e-07	3.53289258079115e-06	0.00251963533984479	5.10077197413856e-06	0.00253225779956556	3.02578633441901e-07	0	3.02331144101355e-07	3.00819488380848e-07	7.48524327391533e-07	0
"Eupithecia_rhodopyra"	0	0	0.000112145283478731	2.11004813022819e-07	0.000112567940768646	7.02356124457599e-08	1.75736461031372e-10	6.99431114904862e-08	6.97673750294548e-08	1.26771609266156e-07	7.03658024421313e-08	6.97673750294548e-08	0.100615320612537	7.01179648537234e-08	6.97673750294548e-08	5.65816622058145e-08	1.26912917930562e-07	1.26349037235269e-07	1.69340070592402e-07	0	5.65816622058145e-08	0.00016849337023944	7.01179648537234e-08	0	6.97673750294548e-08	7.02356124457599e-08	2.34118708152533e-09	2.34118708152533e-09	0	0	2.82474875986729e-06	2.81419851921614e-06	0.00336226548311104	2.34118708152533e-09	2.34118708152533e-09	3.51472922062745e-09	4.22572030887188e-09	1.75914506105328e-09	1.75914506105328e-09	1.00335384402042	3.50589824268617e-09	3.17282294826404e-09	4.93196800931732e-09	3.39489973234887e-06	1.18604537550073e-05	0.00335721388782268	0	3.38680141184805e-06	3.36986740478881e-06	3.50589824268617e-09	0
"Udea_constricta"	0	0	2.97911799488396e-05	2.98284732058592e-05	2.9978169266604e-05	2.99158684341557e-05	7.48524667789957e-08	2.97912817780403e-05	2.97164293112613e-05	2.98800980445043e-05	2.99409730956613e-05	2.97164293112613e-05	1.05176947280585e-07	0.100532378320916	2.97164293112613e-05	6.40684064280037e-08	2.99301620417153e-05	2.97804977176893e-05	3.00506783576449e-08	0	6.40684064280037e-08	2.99004249658566e-05	2.98657581017701e-05	0	2.97164293112613e-05	2.99158684341557e-05	9.97195614471855e-07	9.97195614471855e-07	0	0	2.24087789195806e-06	7.494542316651e-07	2.24251912734977e-06	9.97195614471855e-07	9.97195614471855e-07	1.49704933557991e-06	9.96003268150143e-07	7.48524327391533e-07	7.48524327391533e-07	3.50589824268617e-09	1.00502661891605	7.48254051042882e-07	1.49677837843442e-06	3.84410438568022e-06	0.00505179298291442	6.01514397559819e-07	0	6.01013567152897e-07	5.98008499317133e-07	1.49328790508851e-06	0
"Carposina_graminis"	0	0	1.49277588540313e-05	1.49463984309652e-05	1.50214553075119e-05	1.49901902172014e-05	3.75069410976155e-08	1.4927762556851e-05	1.48902556157534e-05	5.71668145632881e-05	0.000141315703231646	1.48902556157534e-05	9.51846884479212e-08	1.49650810208576e-05	1.48902556157534e-05	4.20860028989905e-05	0.100433779576556	5.69762585147439e-05	5.74929916861917e-08	0	4.20860028989905e-05	5.72055267277608e-05	1.49650810208576e-05	0	1.48902556157534e-05	1.49901902172014e-05	4.99673007240046e-07	4.99673007240046e-07	0	0	1.12285630423605e-06	3.75536382687796e-07	1.12509714833762e-06	4.99673007240046e-07	4.99673007240046e-07	7.5013882195231e-07	1.90556048544294e-06	3.53289258079115e-06	3.53289258079115e-06	3.17282294826404e-09	7.48254051042882e-07	1.00251084448941	0.00251437738199469	0.00252516017393943	0.00253134345467807	1.14728335750348e-06	0	1.14985983372383e-06	1.14411053455521e-06	7.48254051042882e-07	0
"Eccoptocera_sp._1"	0	0	1.49304312373881e-05	1.49490977905536e-05	1.50241445238288e-05	1.49928975155259e-05	3.7513715026253e-08	1.49304585804487e-05	1.48929448654224e-05	3.60987820214403e-05	0.0503927067968959	1.48929448654224e-05	7.39795201397599e-08	1.49677837843441e-05	1.48929448654224e-05	2.10855078826131e-05	0.0502875476398938	3.59784527480355e-05	3.63047744456297e-08	0	2.10855078826131e-05	3.61232505734016e-05	1.49677837843441e-05	0	1.48929448654224e-05	1.49928975155259e-05	4.99763250517531e-07	4.99763250517531e-07	0	0	1.1230585026234e-06	3.75603613095721e-07	1.12459115896978e-06	4.99763250517531e-07	4.99763250517531e-07	7.50274300525059e-07	1.20329273404801e-06	0.0012598176699224	0.0012598176699224	2.46598400465866e-09	7.48389189217207e-07	0.00125718869099734	1.00251700636092	0.00126513047295678	0.00253180062712181	7.2493099547269e-07	0	7.26095488912594e-07	7.22465011468031e-07	7.48389189217207e-07	0
"Eupithecia_monticolans"	0	0	1.28005417020107e-05	1.27977081985682e-05	1.28808391192041e-05	1.2835180750845e-05	3.21148939021983e-08	1.27817277730749e-05	1.27496128791727e-05	0.0168273207178742	3.40051464942571e-05	1.27496128791727e-05	1.69744986617443e-05	1.28136812856007e-05	1.27496128791727e-05	0.0167584800359354	0.0168344011595962	0.0167712296488146	1.69233139151735e-05	0	0.0167584800359354	0.0168386973455977	1.28136812856007e-05	0	1.27496128791727e-05	1.2835180750845e-05	4.27839358361501e-07	4.27839358361501e-07	0	0	9.61906387908511e-07	3.22020977980103e-07	1.52786468513878e-06	4.27839358361501e-07	4.27839358361501e-07	6.42297878043967e-07	0.000560910690595806	8.50128662356428e-07	8.50128662356427e-07	5.65816622058145e-07	6.40684064280037e-07	0.000420860028989905	0.000421710157652261	1.00550880215613	0.00216743418945937	0.000337339763534011	0	0.000338466278303471	0.000336773946911953	6.40684064280037e-07	0
"Scotorythra_complex"	0	0	0.00592844480981908	0.00593586616796598	0.0059656556840542	0.00595325781839697	1.48956408890201e-05	0.00592846507383001	0.00591356943294099	0.00594613951085635	0.0059582536460366	0.00591356943294099	2.09302125088364e-05	0.00594328586225225	0.00591356943294099	1.27496128791727e-05	0.00595610224630134	0.00592631904582017	5.98008499317133e-06	0	1.27496128791727e-05	0.00595018456820547	0.00594328586225225	0	0.00591356943294099	0.00595325781839697	0.000198441927279899	0.000198441927279899	0	0	0.000445934700499654	0.000149141392101355	0.000446261306342604	0.000198441927279899	0.000198441927279899	0.000297912817780403	0.000198204650361878	0.000148956341150915	0.000148956341150915	6.97673750294548e-07	0.000297164293112613	0.000148902556157534	0.000297858897308449	0.000764976772750364	1.00530680359997	0.000119701365114404	0	0.000119601699863427	0.000119003691364109	0.000297164293112613	0
"Unkn_code"	0	0	6.20940757270388e-05	6.07819255921162e-06	6.2343057674717e-05	6.02523649904718e-06	1.5075738679396e-08	6.00014399439959e-06	5.9850682557202e-06	2.29284847148035e-05	6.05157266883802e-06	5.9850682557202e-06	0.0503582083173401	6.01514397559819e-06	5.9850682557202e-06	1.68669881767006e-05	2.29456671500696e-05	2.28520564324208e-05	5.05610736503766e-05	0	1.68669881767006e-05	0.0503082682821247	6.01514397559819e-06	0	5.9850682557202e-06	6.02523649904718e-06	2.00841216634906e-07	2.00841216634906e-07	0	0	1.86248606982851e-06	1.55857644186793e-06	0.00168327022413956	2.00841216634906e-07	2.00841216634906e-07	3.01514773587919e-07	7.64282823826782e-07	1.5128931672095e-07	1.5128931672095e-07	0.00167860694391134	3.00757198779909e-07	5.73641678751739e-07	7.2493099547269e-07	0.00101201929060203	0.00101746160347243	1.00268477230955	0	0.00101122147300753	0.00100616536564249	3.00757198779909e-07	0
"Leaf_miner_sp._4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0
"Fletcherana_leucoxyla"	0	0	6.05169244992302e-06	6.00270367105549e-06	6.08953496522023e-06	6.02021979178321e-06	1.50631863807842e-08	5.99514817955211e-06	5.98008499317133e-06	2.29799989046938e-05	6.04662288202709e-06	5.98008499317133e-06	5.08020211777207e-05	6.01013567152897e-06	5.98008499317133e-06	1.69233139151735e-05	2.29971966744767e-05	2.29033989083449e-05	0.0503019863352915	0	1.69233139151735e-05	0.0504764036150804	6.01013567152897e-06	0	5.98008499317133e-06	6.02021979178321e-06	2.0067399305944e-07	2.0067399305944e-07	0	0	4.5237355768328e-07	1.52238374130506e-07	2.14822370255068e-06	2.0067399305944e-07	2.0067399305944e-07	3.01263727615684e-07	7.65999963489795e-07	1.51165572050677e-07	1.51165572050677e-07	1.69340070592402e-06	3.00506783576449e-07	5.74929916861917e-07	7.26095488912594e-07	0.00101539883491041	0.00101661444883913	0.00101122147300753	0	1.00603972670583	0.00100952807230161	3.00506783576449e-07	0
"Hyles_calida"	0	0	1.20428679753468e-05	1.19453803054004e-05	1.21181745807883e-05	1.19802373856486e-05	2.99757408977606e-08	1.19303448773087e-05	1.19003691364109e-05	4.57301978203407e-05	1.20327795352339e-05	1.19003691364109e-05	0.000101096022143664	1.19601699863427e-05	1.19003691364109e-05	3.36773946911953e-05	4.57644213822086e-05	4.55777638276063e-05	0.000100952807230161	0	3.36773946911953e-05	0.10044804319401	1.19601699863427e-05	0	1.19003691364109e-05	1.19802373856486e-05	3.99341246188287e-07	3.99341246188287e-07	0	0	9.00223379789728e-07	3.02954364519706e-07	4.27496516807586e-06	3.99341246188287e-07	3.99341246188287e-07	5.99514817955211e-07	1.52433992734469e-06	3.00819488380848e-07	3.00819488380848e-07	3.36986740478881e-06	5.98008499317133e-07	1.14411053455522e-06	1.44493002293606e-06	0.00202064368147172	0.00202306275318986	0.00201233073128499	0	0.00201905614460322	1.00200896086388	5.98008499317133e-07	0
"Paralopostega_sp._1"	0	0	2.97911799488396e-05	2.98284732058592e-05	2.9978169266604e-05	2.99158684341557e-05	7.48524667789957e-08	2.97912817780403e-05	2.97164293112613e-05	2.98800980445043e-05	2.99409730956613e-05	2.97164293112613e-05	1.05176947280585e-07	2.98657581017701e-05	2.97164293112613e-05	6.40684064280037e-08	2.99301620417153e-05	2.97804977176893e-05	3.00506783576449e-08	0	6.40684064280037e-08	2.99004249658566e-05	0.100532378320916	0	2.97164293112613e-05	2.99158684341557e-05	9.97195614471855e-07	9.97195614471855e-07	0	0	2.24087789195806e-06	7.494542316651e-07	2.24251912734977e-06	9.97195614471855e-07	9.97195614471855e-07	1.49704933557991e-06	9.96003268150143e-07	7.48524327391533e-07	7.48524327391533e-07	3.50589824268617e-09	1.49328790508851e-06	7.48254051042882e-07	1.49677837843442e-06	3.84410438568022e-06	0.00505179298291442	6.01514397559819e-07	0	6.01013567152897e-07	5.98008499317133e-07	1.00502661891605	0
"Agrotis_hephaestaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101
